# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,5.00,-38.10,-0.40,-34.70,5.10,19.50,6.40
0.06,1.00,5.00,-40.50,0.30,-33.50,4.70,18.90,7.30
0.12,1.00,5.00,-40.50,0.30,-33.50,5.20,19.40,7.00
0.19,1.00,5.00,-38.10,-0.90,-33.60,4.40,19.30,5.70
0.25,1.00,5.00,-39.60,0.10,-32.60,5.30,19.50,5.30
0.31,0.00,5.00,-38.10,-0.40,-32.60,5.50,20.30,4.80
0.38,0.00,5.00,-38.10,-0.40,-32.60,4.90,19.90,4.20
0.44,0.00,5.00,-39.00,1.00,-34.50,5.60,20.00,4.70
0.57,0.00,5.00,-37.40,1.20,-32.10,5.00,19.80,5.50
0.63,0.00,5.00,-38.40,0.90,-32.60,5.10,20.20,4.60
0.70,0.00,5.00,-39.20,1.20,-31.80,5.50,20.20,4.90
0.76,0.00,5.00,-39.20,1.20,-31.80,5.00,19.50,5.30
0.82,0.00,5.00,-39.80,1.00,-35.00,4.70,20.20,5.40
0.89,0.00,5.00,-37.50,1.00,-34.20,5.30,20.50,5.50
0.95,0.00,5.00,-37.50,1.00,-34.20,5.30,21.10,5.60
1.01,0.00,5.00,-37.40,1.20,-34.70,5.60,20.90,4.30
1.08,0.00,5.00,-38.10,0.90,-34.40,5.50,20.90,4.00
1.14,0.00,5.00,-37.80,1.20,-32.10,5.20,21.10,3.80
1.21,0.00,5.00,-38.90,-0.10,-33.90,5.60,20.60,6.80
1.27,0.00,5.00,-38.90,-0.10,-33.90,5.70,20.90,20.40
1.33,0.00,5.00,-38.90,2.40,-33.90,4.20,20.50,23.50
1.40,0.00,5.00,-38.90,2.40,-33.90,5.30,21.70,23.10
1.46,1.00,5.00,-39.20,2.80,-35.90,4.10,22.90,20.20
1.53,1.00,5.00,-36.00,3.00,-34.50,3.60,22.80,19.70
1.59,1.00,5.00,-36.80,4.90,-35.00,4.20,24.80,15.90
1.65,1.00,5.00,-37.10,4.30,-35.40,5.10,25.60,16.00
1.72,1.00,5.00,-35.90,2.80,-35.40,4.40,22.70,19.90
1.78,1.00,5.00,-35.90,2.80,-35.40,3.40,22.40,21.80
1.84,1.00,5.00,-36.00,-1.00,-33.00,3.50,22.10,23.20
1.91,1.00,5.00,-37.50,1.00,-32.70,6.00,22.10,24.20
1.97,1.00,5.00,-36.80,0.70,-31.70,4.10,22.30,23.20
2.03,0.00,5.00,-36.80,0.70,-31.70,3.70,23.70,21.30
2.10,0.00,5.00,-36.30,3.10,-32.90,3.50,25.00,19.50
2.16,0.00,5.00,-35.90,2.10,-30.60,3.80,24.20,18.90
2.22,0.00,5.00,-35.90,2.10,-30.60,4.30,24.90,18.40
2.29,0.00,5.00,-36.80,2.50,-34.20,4.20,24.80,18.10
2.35,0.00,5.00,-36.50,1.50,-33.50,4.00,24.80,18.90
