# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,-50.80,22.60,-37.10,3.90,4.30,13.80
0.06,1.00,0.00,-50.80,22.60,-37.10,4.00,3.90,13.40
0.12,1.00,0.00,-51.70,22.30,-35.90,3.80,3.70,13.30
0.18,1.00,0.00,-51.40,23.90,-34.40,3.30,4.00,13.00
0.25,1.00,0.00,-51.00,24.20,-36.90,3.30,3.50,13.20
0.31,1.00,0.00,-51.00,24.20,-36.90,3.90,3.50,12.70
0.37,1.00,0.00,-52.80,24.80,-34.50,3.90,3.40,12.80
0.43,1.00,0.00,-50.20,23.20,-34.70,4.00,3.80,14.50
0.50,1.00,0.00,-51.70,23.50,-35.90,3.40,3.70,13.50
0.56,1.00,0.00,-51.70,23.50,-35.90,3.40,3.70,14.40
0.63,1.00,0.00,-50.10,22.90,-36.80,3.80,3.70,15.00
0.69,1.00,0.00,-49.60,21.50,-36.50,3.70,4.20,15.80
0.75,1.00,0.00,-49.20,21.50,-36.20,3.50,3.30,15.60
0.82,1.00,0.00,-49.20,22.30,-36.50,3.60,3.60,15.20
0.88,1.00,0.00,-49.60,23.20,-37.20,4.90,3.50,14.70
0.94,1.00,0.00,-50.20,23.20,-35.90,4.30,3.70,15.30
1.01,1.00,0.00,-48.60,20.90,-36.80,4.20,3.50,15.20
1.07,1.00,0.00,-50.50,22.60,-35.60,4.00,3.30,16.10
1.13,1.00,0.00,-50.50,22.60,-35.60,4.30,4.00,15.50
1.20,1.00,0.00,-50.20,23.90,-35.10,4.40,3.50,15.70
1.26,1.00,0.00,-49.90,21.50,-36.90,4.20,3.50,15.40
1.32,1.00,0.00,-48.30,22.90,-36.00,4.20,3.00,15.90
1.39,1.00,0.00,-48.30,22.90,-36.00,3.50,3.70,16.00
1.45,1.00,0.00,-48.90,22.70,-35.40,4.60,3.10,16.30
1.51,1.00,0.00,-48.40,23.20,-35.10,4.10,3.20,15.50
1.58,1.00,0.00,-50.10,21.40,-36.80,3.90,3.40,16.20
1.64,1.00,0.00,-50.10,21.40,-36.80,4.00,3.40,15.70
1.70,1.00,0.00,-49.30,22.60,-35.60,4.10,3.40,15.60
1.77,1.00,0.00,-47.50,23.30,-36.00,4.60,3.90,16.60
1.83,1.00,0.00,-47.50,23.30,-36.00,3.90,3.20,16.60
1.89,1.00,0.00,-50.20,22.30,-35.10,4.00,3.40,16.00
1.96,1.00,0.00,-52.50,23.50,-36.50,4.40,3.00,15.90
2.02,1.00,0.00,-50.50,20.90,-35.00,4.10,2.60,15.80
2.09,1.00,0.00,-51.70,21.50,-36.20,4.40,3.10,15.90
2.15,1.00,0.00,-51.30,21.40,-35.00,3.80,3.30,15.50
2.21,1.00,0.00,-49.30,20.90,-35.30,3.50,3.10,16.10
2.28,1.00,0.00,-48.60,22.10,-35.30,4.20,3.40,15.40
