# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,-51.30,38.60,-42.20,4.80,4.40,10.80
0.06,0.00,0.00,-51.30,38.60,-42.20,5.00,4.70,11.00
0.12,1.00,0.00,-51.00,40.70,-42.00,5.20,5.00,11.10
0.19,0.00,0.00,-51.00,39.90,-41.30,4.70,5.10,11.00
0.25,1.00,0.00,-51.70,40.40,-41.70,5.20,5.00,11.00
0.31,1.00,0.00,-51.70,40.40,-41.70,5.00,5.00,11.70
0.38,1.00,0.00,-49.80,39.80,-41.40,4.90,5.30,12.20
0.44,1.00,0.00,-48.90,40.40,-43.80,4.90,4.90,12.70
0.51,1.00,0.00,-50.20,39.90,-41.30,5.00,4.80,12.10
0.57,1.00,0.00,-50.80,42.00,-38.60,5.00,5.10,10.70
0.63,1.00,0.00,-52.30,41.30,-38.60,6.30,5.20,10.30
0.70,1.00,0.00,-51.70,41.60,-37.70,4.90,5.30,11.40
0.76,1.00,0.00,-51.60,41.70,-36.80,5.30,4.80,11.60
0.82,1.00,0.00,-51.30,40.20,-38.10,4.40,4.60,11.80
0.89,1.00,0.00,-51.40,40.70,-36.20,5.50,4.90,12.10
0.95,1.00,0.00,-54.70,40.40,-35.90,5.70,5.30,9.80
1.02,1.00,0.00,-54.70,40.40,-35.90,5.60,5.50,9.40
1.08,1.00,0.00,-52.20,40.70,-35.90,5.20,6.20,9.80
1.14,1.00,0.00,-51.70,40.70,-33.90,5.50,6.40,8.80
1.21,1.00,0.00,-50.80,43.70,-34.50,5.30,6.00,8.40
1.27,1.00,0.00,-50.80,43.70,-34.50,5.40,6.00,8.50
1.34,1.00,0.00,-52.50,43.10,-33.60,5.50,5.60,8.80
1.40,0.00,0.00,-53.40,43.20,-35.30,5.90,6.00,8.30
1.46,1.00,0.00,-52.90,42.30,-35.40,5.60,6.00,8.30
1.53,1.00,0.00,-52.90,42.30,-35.40,6.00,5.90,8.70
1.59,1.00,0.00,-52.80,43.20,-35.00,5.50,6.10,8.60
1.66,1.00,0.00,-53.20,40.40,-35.10,5.30,5.60,8.90
1.72,1.00,0.00,-53.70,40.40,-35.10,6.00,5.20,9.50
1.78,1.00,0.00,-53.70,41.60,-35.90,6.20,6.00,9.40
1.85,1.00,0.00,-53.70,40.40,-35.10,6.50,5.90,8.90
1.91,1.00,0.00,-53.80,39.80,-35.60,5.70,5.80,9.90
1.97,1.00,0.00,-53.80,39.80,-35.60,6.20,6.20,10.10
2.04,1.00,0.00,-51.00,38.90,-36.20,5.90,6.10,10.40
2.10,1.00,0.00,-51.60,39.00,-35.60,5.70,5.60,10.80
2.17,1.00,0.00,-51.30,38.30,-36.30,5.50,5.90,11.00
2.23,1.00,0.00,-52.00,37.50,-37.80,5.30,5.90,11.40
2.29,1.00,0.00,-51.40,38.00,-37.70,5.30,5.60,11.40
2.36,1.00,0.00,-51.40,38.00,-37.70,5.30,5.70,12.10
2.42,1.00,0.00,-51.70,40.40,-39.50,5.60,5.80,12.10
2.48,1.00,0.00,-51.70,38.00,-37.20,5.50,6.50,11.60
2.55,1.00,0.00,-51.70,38.00,-37.20,5.40,6.10,10.80
2.61,1.00,0.00,-53.70,40.40,-36.50,4.70,6.50,10.20
2.68,1.00,0.00,-52.00,38.30,-37.50,5.90,7.00,10.90
2.74,1.00,0.00,-50.20,39.60,-35.40,4.70,7.10,11.30
2.80,1.00,0.00,-50.20,39.60,-35.40,4.70,6.40,11.40
2.87,1.00,0.00,-50.20,39.90,-35.40,4.80,6.60,10.80
2.93,1.00,0.00,-50.80,39.30,-35.00,4.80,6.10,10.80
2.99,1.00,0.00,-51.70,37.70,-36.50,4.50,5.30,11.00
3.06,1.00,0.00,-53.20,40.40,-36.50,4.90,5.70,11.00
3.12,1.00,0.00,-53.20,40.40,-36.50,4.40,5.20,11.60
3.25,1.00,0.00,-52.30,40.20,-38.90,4.60,5.80,11.50
3.31,1.00,0.00,-51.40,39.60,-37.70,5.00,5.40,10.80
3.38,1.00,0.00,-51.40,39.60,-37.70,4.80,5.80,10.90
3.44,1.00,0.00,-52.30,38.30,-38.10,5.10,5.60,11.10
3.50,1.00,0.00,-50.80,38.30,-37.80,4.70,5.40,10.90
3.57,1.00,0.00,-51.30,38.60,-36.30,4.90,5.60,10.60
3.63,1.00,0.00,-51.30,38.60,-36.30,5.40,5.80,10.20
3.69,1.00,0.00,-52.30,39.30,-37.80,5.50,6.10,10.00
3.76,1.00,0.00,-52.30,38.60,-36.30,5.90,5.10,10.10
3.82,1.00,0.00,-52.80,38.60,-37.80,5.60,5.90,10.30
3.88,1.00,0.00,-52.80,38.60,-37.80,5.50,6.10,10.40
3.95,1.00,0.00,-51.30,38.30,-39.60,5.80,6.20,10.40
4.01,1.00,0.00,-50.10,38.30,-36.80,5.30,6.10,9.70
4.07,0.00,0.00,-50.20,38.90,-36.90,4.80,5.40,10.80
4.20,0.00,0.00,-52.00,37.80,-36.00,5.00,6.50,11.00
4.26,0.00,0.00,-52.00,37.80,-36.00,4.90,5.60,10.90
4.33,1.00,0.00,-51.70,37.20,-40.20,5.20,5.10,10.40
4.39,1.00,0.00,-51.70,37.20,-40.20,5.30,5.40,11.00
4.46,1.00,0.00,-52.50,35.00,-39.50,5.60,5.30,11.20
4.52,1.00,0.00,-52.50,35.00,-39.50,5.50,5.10,10.80
4.58,1.00,0.00,-52.30,37.10,-37.80,5.60,5.00,11.30
4.65,1.00,0.00,-53.10,37.10,-38.90,5.20,4.80,11.00
4.71,1.00,0.00,-52.50,36.90,-36.90,5.40,5.40,11.10
4.77,0.00,0.00,-52.00,34.80,-37.10,5.60,5.00,10.80
4.84,0.00,0.00,-49.80,38.60,-38.60,5.10,5.60,10.60
4.90,0.00,0.00,-49.80,38.60,-38.60,5.80,5.30,11.30
4.96,0.00,0.00,-51.60,38.60,-39.30,5.90,5.40,10.60
5.03,1.00,0.00,-50.70,35.70,-38.00,5.80,5.40,10.40
5.09,1.00,0.00,-52.00,37.10,-37.10,5.80,5.70,10.00
5.15,1.00,0.00,-50.80,37.80,-38.60,6.50,5.90,10.60
5.22,1.00,0.00,-52.00,37.80,-39.60,6.10,5.50,10.50
5.28,1.00,0.00,-51.60,36.30,-38.10,6.30,5.50,10.70
5.34,1.00,0.00,-51.00,36.50,-39.50,5.50,5.20,11.10
5.41,1.00,0.00,-49.30,35.90,-39.30,5.20,5.20,10.70
5.47,1.00,0.00,-51.40,36.90,-39.20,5.00,5.50,10.70
5.53,1.00,0.00,-51.60,37.50,-39.30,6.20,5.10,10.40
5.60,1.00,0.00,-51.60,37.50,-39.30,5.80,5.70,10.60
5.72,1.00,0.00,-48.30,35.90,-37.80,5.20,5.30,10.60
5.79,1.00,0.00,-49.60,37.20,-38.70,5.80,5.80,10.10
5.85,1.00,0.00,-49.30,37.50,-37.10,5.60,5.40,10.40
5.91,1.00,0.00,-50.50,37.10,-37.80,6.30,5.70,10.70
5.98,0.00,0.00,-50.50,37.10,-37.80,6.10,5.20,10.60
6.04,1.00,0.00,-51.30,35.90,-39.30,6.20,5.50,10.30
6.10,0.00,0.00,-50.10,36.30,-37.80,5.50,5.20,10.90
6.17,0.00,0.00,-50.20,35.70,-39.50,6.00,5.10,11.00
6.23,0.00,0.00,-50.70,36.20,-38.40,5.90,5.30,10.80
6.30,0.00,0.00,-51.70,35.40,-38.40,5.30,5.30,11.00
6.36,0.00,0.00,-51.70,35.40,-38.40,5.30,5.50,11.00
6.42,0.00,0.00,-51.70,35.40,-39.50,5.50,5.50,10.80
6.49,0.00,0.00,-49.20,34.20,-39.20,5.50,5.50,10.90
6.55,1.00,0.00,-51.60,34.40,-38.60,5.70,5.50,10.60
6.61,1.00,0.00,-51.60,34.40,-38.60,5.50,5.40,11.10
6.68,1.00,0.00,-49.30,35.10,-40.10,5.40,5.40,10.60
