# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.05,1.00,0.00,-86.10,-9.00,-12.10,3.00,3.00,13.80
0.12,1.00,0.00,-86.70,-6.90,-13.80,3.00,3.50,13.70
0.18,1.00,0.00,-86.70,-6.90,-13.80,3.00,4.10,13.90
0.24,0.00,0.00,-86.90,-9.00,-12.60,2.50,3.70,13.80
0.31,1.00,0.00,-86.90,-9.00,-12.60,3.50,3.80,13.50
0.37,1.00,0.00,-87.60,-10.00,-13.90,3.20,4.10,13.90
0.43,1.00,0.00,-86.30,-9.90,-14.80,3.00,3.50,13.80
0.50,1.00,0.00,-86.00,-9.10,-16.00,2.70,3.50,13.30
0.56,0.00,0.00,-87.50,-7.90,-13.00,3.00,3.60,13.50
0.63,1.00,0.00,-88.20,-9.90,-12.00,2.30,4.00,13.40
0.69,1.00,0.00,-86.30,-10.30,-12.00,2.80,3.40,12.90
0.75,1.00,0.00,-86.30,-10.30,-12.00,3.10,3.80,13.10
0.82,1.00,0.00,-84.60,-6.60,-12.60,2.60,4.10,13.20
0.88,1.00,0.00,-85.20,-10.30,-11.20,2.60,3.50,13.80
0.94,1.00,0.00,-86.90,-9.70,-12.90,3.10,3.70,13.50
1.01,1.00,0.00,-86.90,-9.70,-12.90,2.90,3.30,13.70
1.07,1.00,0.00,-85.70,-9.70,-11.40,2.90,3.50,13.80
1.14,1.00,0.00,-85.70,-9.70,-11.40,2.40,3.80,13.20
1.20,0.00,0.00,-86.90,-10.50,-12.10,2.70,3.60,13.50
1.26,0.00,0.00,-86.90,-10.50,-12.10,2.80,3.50,13.00
1.33,1.00,0.00,-84.60,-8.50,-10.00,2.70,3.00,13.10
1.39,1.00,0.00,-83.90,-13.20,-10.30,2.40,3.60,13.50
1.46,1.00,0.00,-86.00,-9.10,-11.20,3.10,3.10,12.90
1.52,1.00,0.00,-85.40,-11.20,-9.30,2.90,3.30,13.30
1.58,1.00,0.00,-85.40,-11.20,-9.30,2.30,3.80,13.50
1.65,1.00,0.00,-84.00,-11.10,-9.70,2.80,3.70,12.90
1.71,1.00,0.00,-85.10,-11.20,-9.60,2.90,2.60,12.90
