# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
3.23,-4.55,77.77,59.97,13.60,4.60,120.00
3.30,1.51,80.33,60.02,17.50,5.00,120.00
3.36,5.26,66.08,70.44,27.80,4.40,120.00
3.42,-0.13,72.60,63.20,45.00,3.70,54.00
3.55,-1.70,95.50,34.64,49.30,2.50,57.30
3.61,2.39,59.57,57.01,28.10,2.70,120.00
3.68,1.97,94.22,43.93,22.40,3.40,120.00
3.74,4.38,86.04,46.10,25.70,3.10,61.10
3.87,-4.36,87.62,50.20,30.50,2.90,63.50
3.93,-5.02,92.70,39.16,28.60,3.10,59.40
3.99,-4.55,87.40,44.10,120.00,3.20,63.90
4.06,-4.52,87.22,44.29,29.10,3.80,73.30
4.19,-6.38,84.53,44.85,22.50,2.90,64.60
4.25,-8.85,93.59,32.10,23.00,2.90,70.00
4.31,-10.21,95.36,35.22,22.40,3.20,120.00
4.38,-4.72,89.40,35.89,24.50,3.60,120.00
4.50,-6.01,70.86,60.07,27.00,2.70,60.50
4.57,-10.80,95.18,33.75,25.30,3.40,61.10
4.63,-8.56,88.41,40.42,24.60,3.00,70.90
4.69,-8.48,88.58,40.28,26.00,3.30,120.00
4.82,-8.42,88.50,40.39,27.00,3.20,120.00
4.88,-8.45,88.42,40.53,23.30,3.00,65.60
4.95,-8.45,88.55,40.48,25.20,3.40,56.60
5.01,-8.55,88.56,40.41,23.70,2.90,64.30
5.14,-8.45,88.48,40.61,24.80,2.70,120.00
5.20,-8.56,88.45,40.65,25.80,3.60,120.00
5.26,-8.59,88.41,40.61,24.30,3.00,24.70
5.33,-8.57,88.45,40.61,24.50,2.90,18.00
5.45,-8.46,88.42,40.55,25.10,3.30,33.80
5.52,-8.62,88.47,40.62,24.40,2.70,120.00
5.58,-8.51,88.51,40.53,26.80,3.50,52.20
5.64,-8.58,88.39,40.56,24.50,2.80,120.00
5.77,-8.51,88.37,40.56,25.80,2.90,120.00
5.84,-8.58,88.37,40.62,24.90,2.90,59.10
5.90,-8.62,88.40,40.62,25.00,3.20,120.00
5.96,-8.58,88.42,40.61,24.50,3.80,120.00
6.09,-8.53,88.51,40.57,27.20,3.00,120.00
6.15,-8.65,88.52,40.61,25.30,2.50,120.00
6.22,-8.62,88.49,40.53,26.50,2.60,120.00
6.28,-8.52,88.45,40.50,26.40,3.10,76.90
6.41,-8.65,88.44,40.65,25.20,3.10,63.50
6.47,-8.62,88.36,40.60,25.90,2.90,61.70
6.53,-8.57,88.28,40.47,25.30,3.30,59.50
6.60,-11.10,97.49,41.65,25.90,3.00,63.40
6.72,-7.39,81.48,42.82,29.50,3.20,61.40
6.79,-12.62,89.26,40.57,31.80,2.70,120.00
6.85,-11.80,86.48,40.35,26.20,2.60,72.10
6.91,-12.14,88.10,38.01,25.90,3.60,64.80
7.04,-14.25,88.81,35.69,28.50,3.00,64.90
7.11,-7.36,93.25,28.09,23.30,3.60,50.80
7.17,-7.75,89.24,30.40,23.30,2.80,48.40
7.23,-9.78,97.90,15.73,20.80,3.30,120.00
7.36,-11.00,96.56,20.81,21.30,3.40,120.00
7.42,-12.60,91.97,26.03,21.20,3.30,120.00
7.49,-14.64,91.70,28.75,21.00,2.90,120.00
7.55,-17.83,87.29,32.95,22.10,2.70,71.10
7.68,-16.96,89.49,27.06,20.30,3.40,120.00
7.74,-12.84,96.59,13.10,20.40,3.30,120.00
7.80,-9.37,96.30,16.90,20.10,2.70,120.00
7.87,-12.59,91.86,18.79,22.50,3.20,120.00
8.00,-15.30,92.00,18.38,19.90,3.30,17.50
8.06,-13.00,94.96,13.89,20.20,3.40,120.00
8.12,-8.83,96.11,14.53,19.50,2.50,120.00
8.18,-9.39,97.40,10.99,20.30,2.50,120.00
8.31,-14.13,94.85,12.60,20.80,3.60,0.00
8.37,-9.75,97.88,13.36,19.30,3.40,120.00
8.44,-15.23,94.44,12.10,19.30,3.40,120.00
8.50,-14.13,95.29,12.78,18.30,3.20,120.00
8.63,-14.84,94.98,11.62,18.50,3.00,120.00
8.69,-16.56,104.06,4.35,18.30,3.40,120.00
8.75,-17.15,94.51,15.14,20.40,3.40,120.00
8.82,-16.22,78.23,45.18,21.00,2.30,56.80
8.94,-21.78,77.36,49.01,22.30,2.80,59.60
9.01,-21.48,92.14,29.68,22.20,3.20,65.80
9.07,-19.08,99.46,13.67,21.20,3.40,120.00
9.14,-18.35,90.25,26.70,19.30,3.20,120.00
9.26,-16.83,95.66,14.11,18.00,2.80,120.00
9.32,-16.75,99.66,15.72,20.10,3.10,120.00
9.39,-20.72,86.65,28.86,19.70,2.60,120.00
9.45,-20.94,89.47,31.10,21.90,3.10,68.10
9.58,-20.92,91.62,27.83,22.40,2.70,63.20
9.64,-19.13,94.36,21.43,20.20,3.80,19.20
9.70,-20.03,93.13,18.43,18.80,3.70,120.00
9.77,-19.48,95.30,15.52,19.20,3.40,120.00
9.90,-18.16,96.61,18.59,20.60,3.10,120.00
9.96,-21.17,81.23,42.87,24.20,2.90,120.00
10.02,-20.26,91.98,29.27,23.20,2.60,61.10
10.09,-19.11,93.15,25.61,19.80,3.20,60.00
10.21,-19.03,90.61,27.83,20.60,2.60,40.30
10.28,-17.97,92.71,23.75,19.70,3.30,120.00
10.34,-18.08,90.53,25.67,20.00,3.20,120.00
10.40,-18.95,91.57,24.45,19.60,2.90,120.00
10.53,-19.34,91.04,25.76,20.90,2.70,60.00
10.59,-18.38,88.93,29.31,22.30,2.80,67.30
10.66,-18.07,90.11,29.87,20.60,3.50,64.20
10.72,-18.39,92.57,28.17,24.30,3.60,64.40
10.85,-19.82,88.23,35.17,25.10,3.00,56.50
10.91,-20.19,84.91,39.12,27.30,3.40,63.10
10.97,-19.59,86.83,36.92,20.40,3.00,62.30
11.04,-18.10,91.78,28.56,23.70,3.00,120.00
11.16,-18.30,94.81,25.42,21.40,3.70,120.00
11.23,-19.82,88.16,34.43,26.80,3.70,62.70
11.29,-19.01,89.89,31.84,21.50,3.20,59.20
11.35,-18.59,89.52,31.02,22.60,3.50,63.90
11.48,-19.02,92.72,27.95,21.20,3.00,63.50
11.54,-24.32,88.54,30.47,27.50,3.30,66.60
11.61,-22.91,83.15,40.34,29.40,2.20,63.40
11.67,-20.34,90.51,31.99,23.10,3.30,68.40
11.80,-20.72,90.87,31.93,22.40,3.40,58.40
11.86,-20.57,85.83,38.09,23.50,3.00,52.90
11.93,-21.17,88.71,36.33,22.70,3.00,120.00
11.99,-19.09,86.29,42.77,29.50,3.20,62.40
12.12,-23.79,85.07,38.14,22.00,3.00,59.60
12.18,-22.25,88.02,31.43,22.10,3.30,54.50
12.24,-21.47,89.79,29.13,23.30,3.00,120.00
12.31,-23.04,93.42,25.59,21.50,3.30,56.10
12.43,-22.12,85.32,38.10,120.00,2.80,61.80
12.50,-22.73,88.12,34.89,23.70,2.50,60.70
12.56,-22.89,90.06,31.52,20.90,2.60,59.10
12.62,-23.36,86.16,39.44,120.00,3.00,63.40
12.75,-23.67,81.13,43.90,30.30,2.40,60.30
12.81,-26.12,74.11,52.13,62.20,2.40,68.50
12.88,-22.97,77.91,52.73,64.70,1.90,64.90
12.94,-24.92,84.20,42.19,16.90,2.30,120.00
13.07,-22.52,89.55,29.55,20.90,3.00,61.90
13.13,-23.39,79.88,40.56,24.40,2.30,67.10
13.19,-23.52,84.45,43.79,33.20,2.20,56.60
13.32,-26.56,76.98,51.45,120.00,2.10,64.90
13.38,-26.17,80.77,49.05,48.90,2.00,63.00
13.45,-26.75,79.21,48.96,120.00,2.00,57.80
13.51,-26.15,80.66,47.23,120.00,2.40,66.00
13.64,-25.70,85.32,36.05,24.50,3.20,64.00
13.70,-24.83,90.44,28.80,18.00,2.80,58.30
13.77,-25.93,87.71,26.14,19.20,3.00,65.30
13.83,-19.82,98.37,7.50,16.30,3.60,120.00
13.96,-21.45,93.01,17.99,17.80,3.00,120.00
14.02,-19.58,95.40,19.44,18.70,2.90,120.00
14.08,-24.27,78.20,51.67,120.00,2.00,63.60
14.15,-23.34,76.94,52.87,26.00,2.20,60.00
14.27,-25.91,80.77,45.26,24.60,2.20,60.50
14.34,-25.89,90.69,23.43,15.00,3.00,61.80
14.40,-24.29,93.96,13.31,14.80,3.30,120.00
14.46,-24.18,93.41,10.75,13.90,3.00,120.00
14.59,-19.87,96.51,8.24,14.80,3.10,120.00
14.65,-20.73,91.90,15.05,14.80,3.10,120.00
14.72,-20.26,98.14,8.40,14.70,3.40,120.00
14.78,-24.96,88.89,26.70,19.40,3.50,55.40
14.91,-23.02,84.67,36.87,18.30,2.70,63.00
14.97,-21.78,92.43,21.17,15.80,3.50,120.00
15.03,-21.23,97.04,5.18,14.60,3.20,120.00
15.16,-19.64,95.37,-6.70,15.00,2.60,120.00
15.22,-20.76,94.55,3.68,15.90,2.80,120.00
15.29,-21.17,99.73,7.43,16.80,3.10,120.00
15.35,-17.97,92.46,19.64,17.10,2.80,120.00
15.48,-22.00,86.12,34.74,18.70,3.30,57.20
15.54,-22.86,85.81,38.88,22.20,2.20,66.10
15.61,-24.97,91.96,27.50,19.30,3.50,76.00
15.67,-21.51,94.60,20.53,18.10,3.40,120.00
15.80,-23.25,95.04,7.82,17.50,3.10,120.00
15.86,-18.48,94.79,11.23,18.30,3.00,120.00
15.92,-19.62,94.74,10.89,19.60,2.60,120.00
15.99,-17.27,92.75,16.82,20.80,2.30,120.00
16.11,-19.17,86.11,32.15,18.70,2.90,60.30
16.18,-18.01,88.33,34.44,17.90,3.00,69.80
16.24,-18.38,92.44,26.32,16.80,2.70,65.70
16.30,-20.14,90.05,23.19,16.60,3.40,120.00
16.43,-17.50,96.29,16.56,17.00,2.70,120.00
16.49,-16.71,96.06,6.86,15.90,1.80,120.00
16.56,-17.11,95.67,6.65,15.60,1.30,120.00
16.62,-17.93,98.97,9.67,16.50,2.60,120.00
16.75,-20.76,85.24,37.63,17.80,3.60,67.90
16.81,-20.42,85.21,39.29,18.10,3.20,75.40
16.87,-20.36,84.11,40.92,17.90,3.70,51.20
16.94,-21.67,91.16,22.19,16.90,3.10,120.00
17.07,-19.37,96.32,13.51,15.80,1.60,120.00
17.13,-16.15,95.74,8.97,15.80,2.10,120.00
17.19,-22.06,96.88,18.79,17.20,2.60,120.00
17.26,-19.23,85.02,33.91,17.10,3.40,120.00
17.38,-19.11,85.96,34.16,17.50,3.10,50.60
17.44,-20.51,91.69,23.40,14.80,3.40,120.00
17.51,-19.55,94.40,14.53,15.70,2.10,20.50
17.57,-16.77,94.89,13.12,14.90,1.50,120.00
17.70,-19.69,97.11,16.15,16.20,3.90,120.00
17.76,-22.90,89.85,32.21,18.20,3.40,43.80
17.83,-22.47,82.53,41.32,17.50,3.10,63.20
17.89,-23.44,88.78,32.37,18.10,3.30,120.00
18.02,-22.23,90.91,27.27,15.10,3.70,120.00
18.08,-22.42,90.80,24.65,15.70,3.00,120.00
18.14,-18.96,95.50,6.04,15.30,1.30,120.00
18.21,-21.81,95.06,16.78,15.50,2.70,120.00
18.33,-19.78,86.80,32.43,19.20,2.80,61.50
18.40,-20.61,80.68,47.72,21.10,2.20,45.50
18.46,-25.93,67.53,54.41,21.70,1.70,120.00
18.53,-23.81,90.10,28.70,17.80,2.90,120.00
18.65,-19.02,96.33,11.68,16.00,2.80,120.00
18.72,-20.02,93.68,12.76,14.50,2.20,120.00
18.78,-18.76,96.72,8.18,14.20,2.50,120.00
18.84,-22.45,92.86,20.34,15.10,3.40,6.50
18.97,-21.20,96.78,20.61,17.70,3.00,120.00
19.03,-20.16,81.30,41.64,18.40,3.10,120.00
19.10,-22.77,95.53,16.08,15.70,2.70,91.60
19.16,-20.30,94.73,14.25,14.70,2.60,120.00
19.29,-23.87,93.85,16.97,16.00,2.40,120.00
19.35,-22.59,93.56,20.01,17.10,2.60,2.90
19.41,-24.22,92.30,27.09,17.20,3.30,120.00
19.48,-22.91,93.93,25.27,16.80,4.10,55.90
19.60,-23.36,89.33,30.87,18.10,3.10,120.00
19.67,-21.59,84.95,38.45,18.10,3.00,76.30
19.73,-22.49,93.89,25.24,17.50,3.40,120.00
19.79,-22.67,94.15,12.64,15.80,2.90,120.00
19.92,-22.74,94.35,13.40,15.20,3.10,120.00
19.98,-23.75,90.64,24.55,18.80,3.40,46.70
20.05,-24.15,93.02,24.43,17.70,3.30,120.00
20.11,-23.01,83.59,37.74,120.00,2.60,65.60
20.24,-24.04,96.02,24.37,17.70,3.00,120.00
20.30,-24.85,94.15,19.95,16.60,2.90,120.00
20.37,-24.90,91.44,21.95,15.40,2.40,120.00
20.43,-23.76,92.25,24.05,18.50,2.90,125.80
20.56,-23.43,86.36,31.27,17.40,3.10,45.00
20.62,-23.25,94.09,25.04,18.30,3.20,120.00
20.68,-24.26,93.41,16.19,16.30,3.20,120.00
20.75,-24.29,91.36,20.87,16.20,2.50,0.00
20.88,-24.62,91.41,20.51,16.00,2.90,55.40
20.94,-26.12,83.43,31.50,22.50,3.50,13.70
21.00,-26.60,90.60,24.49,24.20,4.10,99.10
21.06,-26.40,92.90,18.77,22.40,3.00,120.00
21.19,-25.45,91.16,20.28,21.60,3.00,120.00
21.26,-25.68,91.65,20.09,18.40,3.20,120.00
21.32,-26.80,90.74,20.02,17.00,2.80,120.00
21.44,-24.66,90.95,22.49,20.70,2.70,120.00
21.51,-25.63,92.22,18.60,19.60,2.60,120.00
21.57,-24.58,91.37,20.09,18.10,3.10,120.00
21.63,-24.27,91.22,22.03,23.20,2.80,120.00
21.76,-25.83,93.04,11.90,17.90,3.00,120.00
21.82,-25.35,92.94,12.96,18.00,3.20,120.00
21.89,-24.79,91.02,19.82,22.50,3.40,0.00
21.95,-25.20,92.82,18.04,18.90,2.70,120.00
22.08,-25.64,90.84,19.62,21.40,3.30,120.00
22.14,-19.56,88.02,28.19,21.20,3.20,120.00
22.20,-25.86,93.19,15.23,16.10,2.90,120.00
22.27,-26.14,93.27,16.58,16.20,3.10,120.00
22.40,-28.85,83.67,29.19,22.80,2.90,120.00
22.46,-26.62,92.08,21.15,24.00,3.20,120.00
22.52,-27.14,91.04,20.34,23.10,3.00,120.00
22.59,-26.23,91.42,18.02,18.20,2.90,120.00
22.71,-26.71,95.37,13.87,21.80,3.00,120.00
22.78,-24.19,87.45,23.66,120.00,3.40,120.00
22.84,-26.29,89.81,25.74,1.20,3.00,120.00
22.97,-25.52,91.16,22.37,120.00,3.20,120.00
23.03,-28.59,91.28,18.49,22.40,3.40,120.00
23.09,-26.82,91.06,21.41,18.70,3.50,36.20
23.16,-26.91,90.40,22.04,18.90,3.50,120.00
23.28,-26.30,91.27,22.30,22.80,3.10,120.00
23.35,-26.64,91.07,21.20,20.40,3.10,120.00
23.41,-25.40,91.04,22.22,27.50,3.40,120.00
23.47,-25.87,90.92,21.83,20.90,3.50,120.00
23.60,-24.09,90.49,24.71,21.40,3.50,120.00
23.66,-23.83,92.83,16.39,19.00,3.10,120.00
23.73,-24.24,92.40,17.33,16.40,3.60,120.00
23.79,-25.20,92.06,18.53,18.10,3.50,120.00
23.92,-25.76,93.52,18.78,18.70,3.10,120.00
23.98,-26.65,87.83,25.81,19.50,3.10,120.00
24.04,-24.55,87.54,30.74,26.10,2.90,120.00
24.11,-23.41,92.53,20.11,21.60,3.10,0.30
24.23,-23.25,92.79,17.24,21.20,2.90,120.00
24.30,-25.95,89.83,24.69,38.30,2.90,120.00
24.36,-25.09,88.85,28.63,120.00,2.80,120.00
24.42,-27.17,88.75,27.81,120.00,3.40,120.00
24.55,-26.07,89.84,27.98,120.00,2.70,120.00
24.61,-27.59,91.85,18.49,120.00,2.60,120.00
24.68,-27.51,89.98,23.27,35.50,3.20,120.00
24.74,-25.96,90.96,23.21,120.00,2.40,120.00
24.87,-25.76,88.87,26.92,120.00,2.90,120.00
24.93,-28.33,90.17,22.88,120.00,3.20,120.00
25.00,-28.98,90.21,23.18,120.00,2.90,60.70
25.06,-33.31,89.79,21.81,120.00,3.30,82.20
25.19,-29.96,87.84,27.15,120.00,3.00,120.00
25.25,-29.54,88.17,26.03,120.00,3.50,120.00
25.31,-28.57,90.74,22.88,120.00,2.90,120.00
25.38,-28.50,90.58,23.80,120.00,3.60,120.00
25.51,-30.54,84.94,32.34,120.00,2.50,120.00
25.57,-30.93,87.70,28.42,120.00,3.40,120.00
25.63,-28.80,84.67,32.07,120.00,2.10,120.00
25.70,-29.71,89.83,23.24,120.00,3.10,120.00
25.82,-28.58,90.95,21.83,120.00,3.10,120.00
25.89,-30.54,92.69,23.06,120.00,1.90,120.00
25.95,-32.89,79.33,35.63,120.00,2.30,54.10
26.01,-31.14,91.16,24.22,120.00,1.60,120.00
26.14,-28.94,91.44,20.45,120.00,2.70,120.00
26.20,-27.95,91.97,19.22,120.00,2.90,120.00
26.27,-29.56,88.15,22.41,120.00,2.50,106.50
26.33,-28.08,89.31,21.59,120.00,2.70,120.00
26.46,-29.11,90.89,18.23,120.00,2.70,120.00
26.52,-29.78,89.22,22.08,120.00,2.20,17.40
26.58,-29.20,97.21,20.40,120.00,2.20,120.00
26.65,-33.00,83.83,32.83,120.00,2.00,120.00
26.77,-31.93,81.19,35.68,120.00,2.20,52.30
26.84,-31.53,89.45,24.19,11.40,2.20,120.00
26.90,-30.17,90.50,21.41,120.00,2.50,120.00
26.96,-28.09,90.89,17.93,120.00,2.40,120.00
27.09,-27.71,91.62,16.65,120.00,2.80,120.00
27.16,-29.69,96.07,11.90,120.00,2.70,120.00
27.22,-30.44,80.34,35.31,8.00,2.20,50.90
27.28,-35.53,85.12,32.53,120.00,1.90,61.50
27.41,-35.71,77.82,41.22,120.00,2.70,50.70
27.48,-37.95,76.50,41.53,120.00,2.60,48.90
27.54,-38.20,81.12,37.70,120.00,2.80,45.00
27.60,-36.22,86.02,28.74,120.00,2.60,120.00
27.73,-33.69,92.09,15.55,120.00,2.40,120.00
27.79,-31.79,92.66,10.90,120.00,2.80,120.00
27.86,-30.93,98.76,6.35,38.20,2.20,120.00
27.92,-33.98,86.32,22.92,120.00,2.10,120.00
28.05,-34.02,88.62,19.45,120.00,2.70,120.00
28.11,-33.31,88.62,18.12,15.20,3.10,120.00
28.17,-32.17,91.18,12.48,120.00,2.60,120.00
28.24,-32.89,90.06,16.26,120.00,2.80,120.00
28.37,-34.41,87.24,22.45,120.00,2.40,9.80
28.43,-35.27,85.88,23.97,0.60,3.10,120.00
28.49,-35.27,87.11,21.62,120.00,2.20,120.00
28.56,-31.62,91.20,13.70,120.00,2.40,120.00
28.68,-29.75,91.75,10.99,52.30,2.70,120.00
28.75,-28.81,91.86,9.98,2.80,2.90,120.00
28.81,-29.46,91.73,10.42,120.00,3.50,120.00
28.87,-30.49,93.02,8.09,120.00,2.30,120.00
29.00,-30.60,90.75,14.52,120.00,3.70,120.00
29.06,-32.72,88.15,16.82,120.00,2.40,120.00
29.13,-32.74,90.36,14.89,120.00,2.70,120.00
29.19,-35.76,88.51,21.29,120.00,2.40,120.00
29.32,-37.12,84.58,25.61,120.00,2.50,120.00
29.38,-37.74,86.41,24.19,120.00,2.10,120.00
29.44,-37.81,87.41,20.40,120.00,2.80,120.00
29.51,-36.95,89.65,16.75,0.00,1.90,120.00
29.63,-36.86,88.11,18.12,120.00,2.50,0.00
29.70,-38.28,88.08,18.37,120.00,2.40,120.00
29.76,-39.02,84.08,24.38,120.00,2.00,2.90
29.82,-39.56,83.64,25.52,120.00,2.30,5.70
29.95,-39.05,86.36,22.13,120.00,2.30,120.00
30.01,-35.74,91.02,14.12,120.00,2.50,120.00
30.08,-35.47,89.90,15.05,120.00,2.70,120.00
30.14,-35.95,87.63,19.93,120.00,2.40,120.00
30.27,-36.21,86.91,21.09,120.00,2.20,120.00
30.33,-36.79,85.81,23.03,14.50,1.70,120.00
30.39,-37.16,85.60,23.62,120.00,2.00,120.00
30.52,-38.08,86.41,21.73,120.00,2.30,120.00
30.58,-38.24,86.60,20.40,120.00,1.50,120.00
30.65,-38.43,86.79,18.98,120.00,1.60,120.00
30.71,-36.59,88.84,18.54,120.00,2.00,120.00
30.84,-36.45,88.33,18.64,27.40,1.80,120.00
30.90,-36.21,89.36,15.64,120.00,1.60,120.00
30.97,-37.29,90.77,16.07,120.00,1.80,120.00
31.03,-39.02,89.20,18.63,120.00,2.10,120.00
