# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
10.77,-18.38,87.56,38.58,16.30,2.60,50.30
10.83,-18.50,87.65,38.59,15.10,2.80,51.90
10.89,-18.79,87.50,38.90,15.50,2.40,52.20
10.96,-18.85,87.45,38.95,16.20,2.30,51.60
11.08,-18.95,87.42,39.02,15.70,2.30,54.40
11.15,-18.88,87.37,38.93,15.60,2.50,48.40
11.21,-18.94,87.36,38.90,15.70,3.20,49.60
11.28,-18.89,87.24,38.98,15.20,2.60,49.40
11.40,-19.00,87.27,39.03,15.40,2.20,53.10
11.47,-18.96,87.23,38.99,16.10,2.50,50.20
11.53,-18.95,87.24,38.98,15.40,2.90,49.60
11.60,-18.94,87.31,38.98,15.90,2.20,48.70
11.72,-19.00,87.28,39.07,15.60,2.80,50.00
11.79,-18.98,87.21,38.99,15.70,2.70,49.60
11.85,-18.99,87.32,39.11,15.60,3.10,48.90
11.92,-19.05,87.20,39.06,16.60,2.90,51.90
12.04,-19.02,87.23,39.10,15.50,2.70,50.40
12.11,-18.96,87.27,39.00,15.90,2.20,47.10
12.17,-19.13,87.35,39.16,15.90,2.60,46.20
12.23,-19.01,87.35,39.00,15.60,2.60,38.00
12.36,-19.05,87.24,39.17,15.20,2.40,31.90
12.43,-19.13,87.24,39.15,15.00,2.40,36.80
12.49,-19.23,87.30,39.13,15.70,2.60,40.10
12.55,-19.17,87.20,39.07,15.50,2.60,41.50
12.68,-19.18,87.19,39.11,15.50,2.60,44.00
12.74,-19.09,87.14,39.18,14.90,2.70,43.30
12.81,-19.03,87.22,39.24,15.30,2.50,45.00
12.87,-19.13,87.27,39.14,15.10,1.90,42.20
13.00,-19.20,87.19,39.08,15.50,2.70,44.00
13.06,-19.10,87.26,39.20,15.80,2.20,46.50
13.13,-19.20,87.23,39.18,15.40,2.70,44.70
13.19,-19.16,87.12,39.30,15.60,3.00,44.60
13.32,-19.16,87.15,39.17,15.70,3.10,45.80
13.38,-19.03,87.19,39.27,15.60,2.90,47.10
13.44,-19.20,87.16,39.25,15.20,2.70,45.50
13.51,-19.21,87.23,39.28,15.30,2.80,46.20
13.63,-19.12,87.15,39.28,15.50,3.10,51.40
13.70,-19.26,87.24,39.27,15.00,2.50,48.10
13.76,-19.24,87.22,39.23,15.40,2.30,120.00
13.89,-19.21,87.18,39.22,15.80,2.90,46.40
13.95,-19.25,87.13,39.22,15.70,2.70,45.80
14.02,-19.23,87.16,39.20,15.30,2.10,120.00
14.08,-19.26,87.24,39.29,15.20,2.00,43.80
14.21,-19.32,87.27,39.20,16.10,2.20,45.90
14.27,-19.28,87.18,39.36,14.40,2.10,47.30
14.34,-19.30,87.16,39.33,15.90,2.70,47.10
14.40,-19.29,87.25,39.25,15.50,2.80,45.00
14.53,-19.18,87.15,39.37,15.80,3.10,44.30
14.59,-19.37,87.14,39.28,16.30,2.50,45.70
14.65,-19.23,87.18,39.20,15.40,2.60,46.60
14.72,-19.22,87.19,39.34,15.70,3.20,46.00
14.85,-19.25,87.21,39.24,15.60,2.40,44.50
14.91,-19.17,87.24,39.31,15.10,2.60,44.90
14.97,-19.26,87.08,39.28,15.20,2.90,42.70
15.04,-19.32,87.13,39.25,15.60,3.20,47.10
15.17,-18.37,86.75,40.07,14.90,2.50,45.00
15.23,-19.78,86.47,40.62,15.10,3.00,47.10
15.29,-19.38,86.59,40.55,15.60,2.90,47.50
15.35,-19.40,86.71,40.61,16.10,2.60,46.20
15.48,-19.74,86.30,40.71,15.40,2.90,47.20
15.55,-20.15,90.28,38.06,15.90,2.80,46.10
15.61,-20.54,81.96,46.62,14.00,3.00,46.20
15.67,-21.21,82.04,47.70,14.60,2.20,45.70
15.80,-21.37,83.70,46.33,14.70,2.90,45.00
15.86,-21.11,83.53,46.47,14.50,2.30,45.40
15.93,-21.25,83.48,46.55,14.00,2.40,47.40
15.99,-21.87,82.85,47.03,14.70,2.20,44.90
16.12,-21.80,82.47,47.08,14.90,2.60,44.00
16.18,-21.91,84.36,44.42,14.70,2.20,45.90
16.25,-22.73,83.76,42.97,13.70,2.70,46.00
16.31,-21.45,83.94,45.45,14.70,2.40,44.40
16.44,-21.91,83.66,45.84,14.60,2.50,46.50
16.50,-22.38,83.14,45.61,14.90,2.00,47.40
16.57,-20.81,83.66,46.21,14.60,2.50,45.90
16.63,-22.93,82.06,48.56,15.10,2.30,45.60
16.76,-20.90,82.49,48.11,14.40,1.60,45.60
16.82,-20.36,83.58,47.72,14.50,1.90,43.80
16.89,-21.36,82.43,48.91,14.70,1.80,47.30
16.95,-20.05,82.59,48.78,15.10,2.10,47.00
17.08,-22.32,80.71,50.68,14.70,2.00,44.70
17.14,-19.56,85.71,42.83,14.00,2.30,47.20
17.20,-20.04,85.37,43.38,15.10,2.30,45.30
17.33,-22.67,85.06,44.84,14.70,2.10,45.00
17.40,-23.32,83.00,43.80,14.00,2.70,46.20
17.46,-19.40,86.35,42.79,14.30,2.70,46.30
17.52,-21.63,80.64,50.68,14.00,1.90,46.20
17.65,-19.45,82.05,49.21,14.00,2.00,47.10
17.71,-19.90,79.26,48.57,14.00,2.10,47.00
17.78,-22.93,81.41,49.76,14.20,2.10,45.00
17.84,-22.52,81.23,49.59,13.90,2.00,44.00
17.97,-22.60,81.22,49.70,14.20,2.30,43.70
18.03,-21.73,81.79,49.00,14.40,2.00,44.60
18.10,-21.67,81.88,48.54,14.20,2.50,44.70
18.16,-20.17,83.35,47.22,14.10,2.40,46.90
18.29,-20.68,83.17,47.37,13.90,2.20,44.60
18.35,-21.95,82.14,48.41,14.50,1.90,44.40
18.42,-23.22,82.67,48.52,14.20,2.30,45.20
18.48,-20.89,78.35,55.19,14.90,2.40,45.30
18.61,-21.84,79.86,53.87,16.40,2.70,44.20
18.67,-20.31,79.77,53.75,16.20,2.40,44.50
18.74,-20.50,79.55,52.80,16.00,2.40,47.20
18.80,-20.20,79.85,53.26,16.10,1.70,47.30
18.93,-16.97,84.80,45.67,16.10,3.60,47.50
18.99,-17.94,82.64,49.15,15.70,2.40,45.40
19.05,-18.05,82.30,49.96,15.70,2.60,47.60
19.12,-18.07,82.43,49.66,16.00,2.60,46.60
19.24,-17.25,84.62,46.13,17.40,3.10,44.70
19.31,-14.64,86.20,43.55,17.10,2.90,120.00
19.37,-14.33,86.68,43.54,16.50,2.40,52.40
19.43,-12.07,88.60,38.57,17.00,2.90,54.40
19.56,-12.00,89.07,34.39,15.90,2.30,120.00
19.63,-10.35,92.05,30.80,15.70,3.90,60.10
19.69,-10.71,90.52,34.64,15.90,3.80,58.40
19.75,-10.83,93.43,26.82,16.60,3.20,57.40
19.88,-12.87,87.81,40.80,16.80,3.00,51.00
19.94,-14.19,85.52,43.87,17.30,3.50,49.30
20.01,-16.88,77.23,52.90,16.00,3.10,44.90
20.07,-14.54,75.94,57.23,16.40,2.70,46.20
20.20,-14.36,79.15,55.42,16.30,2.70,43.80
20.26,-13.16,89.37,39.77,16.80,2.60,49.10
20.32,-10.83,89.48,38.24,16.90,2.90,55.10
20.39,-10.85,89.20,38.21,16.80,3.10,51.40
20.51,-13.95,69.74,58.07,16.20,2.30,44.90
20.58,-18.71,79.26,58.01,15.60,2.40,42.60
20.64,-15.16,69.24,65.83,15.20,2.50,43.50
20.71,-14.02,80.87,57.37,15.70,2.90,45.80
20.83,-10.46,79.67,56.52,16.70,2.80,45.80
20.90,-9.97,78.49,53.99,16.40,2.10,44.30
20.96,-10.44,89.62,40.97,17.10,3.30,120.00
21.03,-10.10,88.33,40.87,16.90,3.70,50.00
21.15,-9.85,87.49,42.91,17.00,2.70,45.60
21.22,-13.97,72.77,61.60,16.00,2.30,42.80
21.28,-15.19,77.43,59.75,16.40,2.20,44.80
21.34,-15.25,75.62,60.75,16.00,2.60,45.40
21.47,-14.28,82.50,51.26,16.20,2.50,44.80
21.53,-11.95,82.03,52.28,16.90,3.20,44.30
21.60,-12.22,85.34,45.02,16.10,2.80,49.00
21.66,-12.38,88.51,37.57,17.40,3.00,55.40
21.79,-12.93,89.00,41.96,18.20,3.00,46.70
21.85,-15.18,80.88,50.57,16.70,3.00,48.40
21.92,-14.78,90.35,44.60,17.60,3.20,43.30
21.98,-16.50,85.52,48.93,17.20,2.60,47.30
22.11,-17.50,70.93,62.98,17.20,2.00,46.20
22.17,-18.30,79.05,55.43,17.90,2.90,44.70
22.24,-14.40,83.31,50.49,17.10,2.70,45.70
22.30,-15.56,85.57,44.01,16.90,2.80,47.70
22.43,-10.60,90.70,38.93,17.10,3.20,51.60
22.49,-10.11,92.05,25.13,16.90,3.30,57.40
22.56,-14.50,87.49,41.46,16.20,3.20,50.60
22.62,-15.81,54.41,77.97,12.10,3.10,40.30
22.75,-15.67,47.03,84.14,11.80,3.00,41.30
22.81,-16.58,68.68,69.53,14.20,2.90,44.60
22.88,-16.64,74.75,62.29,15.40,2.90,46.00
22.94,-16.41,80.65,54.64,15.10,2.60,44.60
23.07,-9.54,86.16,41.17,15.30,2.80,48.50
23.13,-10.26,92.22,28.66,15.40,3.40,62.90
23.19,-9.45,90.60,35.06,14.80,3.60,53.50
23.26,-8.61,88.30,41.82,14.90,3.50,54.20
23.38,-9.18,88.56,40.58,15.20,3.30,49.80
23.45,-8.28,88.51,41.33,15.20,3.00,51.80
23.51,-9.76,86.07,45.30,14.70,2.60,49.00
23.58,-11.19,91.53,43.76,14.40,2.50,47.50
23.70,-11.99,78.07,55.77,13.90,2.90,47.10
23.77,-13.43,73.25,60.53,14.00,2.20,44.20
23.83,-12.84,86.38,44.70,14.90,3.20,46.00
23.89,-11.80,83.96,48.28,15.40,2.80,47.60
24.02,-9.08,91.22,34.30,15.50,3.50,58.60
24.09,-10.36,88.34,40.52,15.90,2.80,51.90
24.15,-10.69,88.80,39.26,15.40,2.40,50.80
24.21,-10.56,87.99,41.28,16.40,2.70,52.80
24.34,-9.36,87.96,42.55,15.50,2.60,49.80
24.40,-13.42,75.19,54.33,14.70,3.00,49.20
24.47,-3.81,89.56,40.35,14.10,3.40,120.00
24.53,-2.59,92.10,36.04,13.00,3.00,59.70
24.66,1.50,87.46,38.37,12.20,3.80,58.60
24.72,5.10,94.59,29.57,11.10,3.00,50.60
24.78,2.29,93.50,28.83,10.60,3.30,55.30
24.85,-0.70,94.00,29.74,11.50,3.30,55.20
24.97,-5.13,93.65,29.92,11.20,2.60,60.10
25.04,-9.88,90.70,30.03,11.30,2.90,57.80
25.10,-6.75,93.10,28.66,11.40,2.70,60.70
25.16,-7.84,93.07,28.52,12.00,3.00,58.10
25.29,-9.36,93.02,26.57,11.80,3.40,58.40
25.35,-11.79,94.37,19.29,11.10,2.80,61.80
25.42,-15.37,90.70,28.89,10.50,2.90,60.60
25.48,-12.13,91.39,30.41,10.40,2.10,58.30
25.61,-12.23,91.25,30.93,10.40,1.70,58.40
25.67,-12.85,94.17,30.05,10.50,2.30,56.40
25.74,-14.04,89.67,10.30,11.20,3.00,55.70
25.80,-16.30,92.86,23.35,10.70,2.80,50.30
25.93,-12.08,93.78,20.00,11.10,2.60,54.40
25.99,-9.16,95.84,16.33,11.50,2.00,51.90
26.05,-9.50,95.25,20.32,12.00,2.50,55.80
26.12,-12.56,93.01,23.74,12.10,3.00,56.20
26.25,-12.81,93.20,23.98,12.30,2.30,56.00
26.31,-12.64,93.98,23.13,12.10,3.30,55.80
26.37,-14.14,93.56,24.61,11.90,2.80,54.90
26.44,-13.95,94.45,25.30,11.70,2.70,59.80
26.56,-12.66,92.65,28.11,12.00,2.50,55.20
26.63,-10.62,92.93,26.29,12.80,3.20,60.90
26.69,-12.30,93.84,24.74,13.00,2.40,59.80
26.75,-11.06,94.27,24.66,12.90,3.10,63.70
26.88,-14.11,94.99,25.37,12.20,3.00,54.50
26.94,-7.04,91.56,33.36,10.90,3.20,62.70
27.01,-11.98,92.02,31.20,11.10,3.00,58.20
27.07,-10.42,92.57,30.70,11.30,3.10,58.30
27.20,-9.55,92.50,29.37,11.10,3.60,59.90
27.26,-9.75,92.16,29.00,11.30,3.40,56.60
27.33,-10.28,91.66,30.30,11.20,3.50,57.30
27.39,-9.70,92.15,27.94,11.10,3.40,62.00
27.52,-7.62,93.35,26.97,11.20,3.20,58.30
27.58,-10.16,92.12,31.15,11.00,2.80,60.20
27.65,-9.11,88.32,36.55,10.10,2.50,61.30
27.71,-8.24,91.87,33.23,11.10,1.70,59.70
27.84,-6.90,92.27,31.65,10.50,3.00,59.30
27.90,-6.79,92.80,27.91,10.70,2.10,55.70
27.96,-6.82,92.58,27.42,10.70,2.60,58.10
28.03,-6.16,92.36,29.99,10.80,2.80,59.40
28.16,-6.81,92.14,30.58,10.60,3.00,57.00
28.22,-6.84,92.85,30.11,10.20,2.40,60.90
28.28,-7.84,90.31,33.97,10.30,2.00,60.00
28.35,-6.99,92.30,30.86,10.30,2.80,57.20
28.48,-7.28,91.92,31.63,10.70,2.40,61.10
28.54,-6.21,92.40,30.24,10.60,2.90,55.60
28.60,-5.39,92.96,27.72,10.60,2.90,55.40
28.67,-4.72,92.86,27.84,9.90,3.00,55.80
28.80,-5.94,93.87,25.55,10.80,2.60,58.80
28.86,-5.97,91.75,31.38,10.50,1.80,56.50
28.92,-7.57,93.35,30.92,11.60,2.40,58.80
28.99,-7.95,89.63,37.90,10.30,3.10,54.40
29.12,-8.63,82.97,47.34,10.60,3.30,49.90
29.18,-7.79,83.81,46.50,10.60,3.00,47.60
29.24,-10.75,92.92,34.63,10.80,3.00,59.00
29.31,-7.98,93.10,29.30,10.80,2.40,58.50
29.44,-8.01,92.35,30.08,10.80,3.50,59.00
29.50,-7.25,92.72,28.78,10.30,3.20,59.20
29.56,-8.64,92.61,30.10,10.00,2.70,51.40
29.63,-8.76,91.24,32.83,10.10,3.10,59.00
29.76,-9.37,89.89,36.36,9.90,3.20,55.90
29.82,-9.72,89.04,37.19,10.50,3.00,60.00
29.88,-10.11,89.87,37.02,9.60,3.10,58.30
29.95,-6.62,92.25,30.64,10.40,3.50,55.80
30.07,-7.02,93.21,28.17,10.40,3.80,54.50
30.14,-7.51,95.15,25.30,9.80,3.20,54.30
30.20,-9.80,90.81,33.64,9.70,3.60,58.90
30.27,-10.87,89.64,36.32,10.20,3.80,120.00
30.39,-11.31,88.07,39.58,9.60,3.20,53.60
30.46,-11.42,86.00,42.37,10.20,3.20,52.80
