# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0,1,0,-42.9,16.1,-48.9,9.2,3.1,6.6
0.06,1,0,-42.8,14.8,-47.7,9.7,3,6.5
0.12,1,0,-43.7,16.6,-48.6,8.5,3.1,6.6
0.25,1,0,-44.4,16.6,-48.1,9.2,3.1,6.6
0.3,1,0,-42.2,17,-50.8,9,3,6.8
0.37,1,0,-44.1,17,-53.4,8.3,3.3,6.6
0.43,1,0,-42,16.4,-53.8,8.8,3,6.7
0.63,1,0,-42,16.4,-53.8,9,2.5,6.9
0.63,1,0,-40.4,17.3,-54.4,8.4,3,7.1
0.88,1,3,-42.3,13,-51.3,11.1,9.9,16.7
0.95,1,0,-42.3,13,-51.3,10.7,10.2,15.5
1.01,1,0,-41,16.7,-50.5,9.3,9.4,16.3
1.07,1,0,-41,16.7,-50.5,8.8,9.5,16.2
1.14,1,0,-39.9,22,-48.1,8,10.5,17.4
1.2,1,0,-42.2,21.2,-48.6,7.9,9.4,17.3
1.26,1,3,-41.4,19.6,-50.1,7.3,8.8,21.9
1.33,1,3,-42.2,20.8,-50.1,6.7,9.3,24.9
1.39,1,0,-43.8,22.6,-51.7,5.9,9.2,20.2
1.45,1,0,-46.8,24.5,-51.3,5.3,8.9,17.4
1.51,1,3,-46.8,22.1,-51.7,5.8,9,120
1.57,1,5,-46.8,22.1,-51.7,6.1,9.2,37.9
1.63,1,5,-47.4,22.3,-53.4,5.5,8.9,42.6
1.7,1,3,-49.3,22.1,-53.5,5.5,9.3,120
1.76,1,5,-49.6,21.5,-52.2,6.5,9.5,33.8
1.82,1,3,-48.6,20.9,-52.8,6.9,10.5,45.7
1.89,1,3,-48.6,20.9,-52.8,6.5,10.5,120
1.95,1,0,-49.6,21.5,-53.4,6.8,11.1,32.6
2.01,1,5,-51.3,21.8,-54.3,7.5,11,25.3
2.07,1,3,-51.3,21.8,-54.3,7.1,11,120
2.14,1,3,-52.5,20,-52.6,7.4,12.4,120
2.2,1,3,-52.8,18.7,-53.1,7.5,11.9,48.2
2.26,1,5,-53.2,22.3,-53.4,7.2,12,36.2
2.32,1,0,-56.8,18.7,-52.8,7.1,12.5,41.7
2.38,1,0,-56.8,18.7,-52.8,7.2,12.2,120
2.45,1,0,-56.4,20.6,-53.8,7,12.2,120
2.51,1,0,-55.6,24.8,-53.1,7.9,12.1,28.8
2.57,1,0,-55.6,24.8,-53.1,7.7,11.7,31.2
2.63,1,0,-52.8,26,-52.8,7.7,11.4,24
2.7,1,0,-54.6,24.1,-53.1,7.8,12.2,28
2.76,1,0,-54.6,24.1,-53.1,7.8,12.4,22.2
2.88,1,0,-55.3,20.9,-51.7,8.5,12.8,30.9
2.99,1,5,-54,22.3,-52.6,9.5,12.7,29.8
3.06,1,5,-52.8,22.6,-53.1,9.6,13.3,31.4
3.12,1,3,-55.3,18.7,-53.5,10.1,14.5,120
3.18,1,3,-55.6,16.4,-55,10.4,14.2,120
3.24,1,3,-57,17,-54.4,10.5,13.9,120
3.31,1,3,-57,17,-54.4,10.2,13.3,40.4
3.37,1,3,-57,14.4,-54,11.5,13,32.8
3.43,1,3,-57,14.4,-54,13,12.8,120
3.49,1,0,-60.2,17,-53.7,16.6,11.3,20.3
3.55,1,0,-60.2,16.1,-54,17.6,10.7,120
3.62,1,0,-61.6,14.8,-55,21.4,10,20.1
3.68,1,5,-62,11.2,-56.7,120,9.2,120
3.74,1,3,-60.8,7.9,-54.6,120,8.8,25.9
3.8,1,3,-59.5,5.8,-55.5,120,8.5,18.4
3.87,1,3,-58.8,5.1,-54.4,120,8.5,28.6
3.93,1,3,-59.4,2.5,-54.6,120,8.6,120
3.99,1,3,-59.4,2.5,-54.6,120,8.6,47
4.05,1,3,-59.1,3,-54.3,120,9.9,120
4.11,1,3,-59.1,2.2,-53.5,120,10.5,120
4.18,1,3,-61.6,1.5,-53.1,48.7,11.3,33.2
4.29,1,0,-65.8,-0.4,-50.4,42.3,14.4,24.7
4.29,1,0,-67.3,8.5,-52.9,13,20.3,13.9
