# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0,1,0,-40.7,20,-51.4,10.1,3.4,3.1
0.06,1,5,-46.8,28,-44.7,9.2,3.4,2.8
0.12,1,0,-45.9,28.9,-43.8,9.4,9,8.1
0.19,1,0,-42.8,27.1,-45.1,9.1,12.2,7.8
0.25,1,0,-41.1,18.8,-45,7.1,10.5,7.9
0.31,1,0,-41.1,18.8,-45,6,10.5,8.1
0.37,1,0,-39,17.2,-43.4,6.4,9.9,8.5
0.44,1,3,-39,17.5,-44.4,6.4,9.5,8.8
0.5,1,0,-42.9,18.1,-46,7.8,6.2,9.8
0.56,1,0,-41.4,22,-43.8,7.3,6,10.8
0.62,1,0,-46.9,30,-41.7,4.7,6.3,16.4
0.68,1,0,-46.9,28.9,-42.8,5,6.6,22.8
0.75,1,5,-45.7,30.9,-41.9,4.8,7.3,19
0.81,1,5,-48.1,33,-39.8,5.5,7.6,16.5
0.87,1,5,-47.2,33.2,-40.8,5.6,7.4,16.5
0.93,1,5,-47.2,33.2,-40.8,4.7,7.2,16.9
1,1,0,-47.7,31.1,-42.8,4.8,7,33
1.06,1,5,-51.3,32.9,-42.6,6.3,8.7,14.3
1.12,1,0,-59.9,35,-45.3,7.1,11.5,11.6
1.2,1,0,-59.9,35,-45.3,7.6,9.1,18.1
1.32,1,0,-63.1,27.1,-46.2,7.9,7.8,15.3
1.39,1,0,-63.1,27.1,-46.2,6.5,5.3,23.2
1.45,1,0,-64.7,22.7,-50.8,6.1,4.7,26.6
1.51,1,0,-67.1,20.6,-49.8,6.5,4.3,27.5
1.57,0,0,-66.4,19.4,-51,49.8,6,16.8
1.64,1,0,-69.7,22.1,-48.7,49,5.7,14.2
1.7,1,0,-66.4,13.3,-50.5,78.1,5.8,23.2
1.76,1,0,-67.4,13,-51.3,120,7.2,18.4
1.83,1,3,-67.9,11.8,-49.8,120,8.1,17.7
1.89,1,0,-68.3,12.7,-52.2,52.3,8,19.3
1.95,1,0,-67.4,-0.3,-48.4,42.4,9.4,20
2.01,1,0,-67.4,-0.3,-48.4,29.3,12.6,17.2
2.07,1,0,-69.7,-4.9,-46.2,15.9,13.2,20.7
2.14,1,0,-72.5,-0.1,-46,13.9,14.1,22.5
2.2,0,4,-72.7,-2.5,-47.2,12.5,13.2,28.7
2.27,1,4,-74.9,-3,-45.1,16.1,12.6,26.2
2.33,1,0,-71.5,-2.5,-46.9,33.5,13.8,28.4
2.39,1,0,-67.7,0.4,-49.3,45,13.1,27.7
2.45,1,0,-64,2.8,-48.6,46.3,11.6,34.5
2.52,1,3,-64,2.8,-48.6,120,10.1,120
2.58,1,4,-70.6,-3.6,-46,32,12.6,120
2.64,1,4,-70.6,-3.6,-46,35.3,13.8,50.5
2.7,1,0,-65.9,-3.4,-43.7,40.5,15.6,34.8
2.77,1,0,-62.8,-4.3,-45.3,42.7,17.5,30.3
2.83,1,0,-63.5,-0.4,-45.6,32.1,18.5,30
2.89,1,0,-62,2.1,-45.3,37.3,16.6,13.1
2.96,1,0,-62,2.1,-45.3,41.9,16.9,12.9
3.02,1,0,-61.9,1.5,-44.7,38.1,15.7,14.2
3.08,1,4,-65.8,-4.8,-42.3,28.7,13.3,120
3.15,1,4,-67.9,-5.2,-40.4,21.8,13.3,27.1
3.21,1,0,-69.5,-2.8,-42.8,29,14.4,17.6
3.27,1,0,-66.5,3.1,-44.3,30.1,14.7,11.8
3.33,1,0,-67.7,4.3,-43.8,29.4,14.2,12.9
3.4,1,0,-67.7,4.3,-43.8,25.1,14.5,12.1
3.46,1,0,-64.9,2.2,-42.2,29.9,13.4,14.1
3.52,1,0,-64.9,2.2,-42.2,29.6,12.8,19.6
3.58,1,3,-64.1,-2.5,-40.1,25,13.3,20.9
3.65,1,0,-65.6,-4.5,-38.9,22.8,14.5,23.2
3.65,1,0,-65.6,-4.5,-38.9,23.4,16,20.2
3.77,1,0,-64.1,-1.5,-40.4,21.8,17.3,14.7
3.83,1,0,-64.1,-1.5,-40.4,22.3,17.3,14
3.9,1,0,-62.6,-0.7,-41.1,29,16.7,15.4
3.96,1,3,-55.5,1.2,-39.8,33.7,17,18.3
4.02,1,3,-61,-3.1,-37.7,24.7,15.2,19.3
4.09,1,0,-56.5,-5.1,-38,22.2,11.9,21.6
4.15,1,0,-56.5,-5.1,-38,23.6,12.3,18.5
4.21,1,0,-52.5,-1.6,-36.9,44.5,28,40.8
4.27,1,3,-52.5,-1.6,-36.9,120,22.3,41.2
4.33,1,0,-48.4,3.9,-38,36.8,17.2,32.8
4.4,1,0,-49.3,6.1,-39.6,29.3,17.1,34.5
4.46,1,0,-46.8,4.9,-37.5,21.9,16.8,37.8
4.52,1,0,-45.7,3.4,-37.1,22.3,16.5,42.7
4.58,1,3,-45.7,3.4,-37.1,17.5,17.6,56.1
4.65,1,4,-42.9,8.5,-35.1,13.2,21,120
4.71,1,3,-42.9,8.5,-35.1,18.4,21.7,36.6
4.77,1,3,-39.5,12.6,-33,120,20.5,38.7
4.84,1,3,-39.8,11.4,-29.2,120,19.7,42.5
4.9,1,3,-39.8,9.1,-31.2,120,18.8,41.5
4.96,1,3,-38.9,7,-27.5,120,18.2,51.8
5.02,1,3,-38.9,7,-27.5,120,16.7,44.3
5.09,1,3,-46,-3.4,-33.5,120,18.4,23.4
5.15,1,0,-46,-3.4,-33.5,25,22.6,14.1
5.21,1,0,-54.1,-6.9,-35.6,18.6,16.8,15.6
5.27,1,0,-55.5,-9.7,-33.6,17.8,14.9,18.1
5.34,1,0,-56.8,-9.6,-32,15,19.8,14.6
5.4,1,0,-51.7,-9,-33.3,14.6,20.9,16
5.46,1,0,-51.7,-9,-33.3,14.4,16.7,15.5
5.53,1,0,-49.3,-9.1,-30.2,16.6,12.6,18.2
5.59,1,1,-49.3,-9.1,-30.2,18.4,11.1,20.3
5.65,1,3,-39.6,0.9,-31.1,120,10.1,19.8
5.71,1,0,-40.2,1,-29.8,72.6,9.7,22.4
5.78,1,0,-38.1,3.9,-29.3,120,9.4,62.3
5.84,1,0,-38.1,3.9,-29.3,34.9,11,57.3
5.9,1,4,-38.3,7.6,-30.2,45.3,11.1,53.1
5.97,1,4,-40.2,10.6,-32.3,40.1,12.2,51.8
6.03,1,3,-38.3,9.1,-26.5,120,12.8,86.9
6.09,1,0,-37.2,14.5,-31.2,3.6,15.8,120
6.16,1,0,-38.1,14.4,-29.3,0,15.2,103.7
6.22,1,3,-35.4,7.9,-26.2,120,12.5,99.6
6.28,1,3,-34.8,6.6,-26,120,12.1,83.9
6.34,1,3,-34.2,7.9,-23.3,120,12.7,92.9
6.4,1,0,-34.2,7.9,-23.3,120,12.7,83.1
6.46,1,0,-35.7,9.1,-25.1,120,12.4,17.8
6.53,1,3,-35.6,5.1,-23,120,11.6,19.2
6.59,1,3,-37.2,-2.2,-24.7,42.4,11.2,14.2
6.65,1,3,-37.2,-2.2,-24.7,47.4,11.3,13.9
6.71,1,0,-38.1,-1.6,-28.6,33.1,10.7,11.9
6.78,1,0,-36.8,0,-24.4,41.2,10.5,13.3
6.84,1,3,-34.8,2.8,-20.9,0,9.2,14.6
6.9,1,3,-33.9,4.2,-18.1,120,9.1,12.1
6.96,1,3,-33.5,6.1,-20.6,120,9.2,13.1
7.03,1,0,-33.5,6.1,-20.6,33.6,9.2,15.1
7.09,1,0,-34.1,7.8,-26.3,18,10.5,13.2
7.21,1,0,-35,6.9,-27.7,12.7,10.6,13.7
7.28,0,0,-35,6.9,-27.7,14.6,9.8,13.7
7.34,1,0,-34.1,6.3,-24.8,18.1,10.3,14.1
7.4,1,0,-33.5,9.9,-25.1,23.9,10.5,13.2
7.47,1,0,-32.9,9.3,-21.7,19.8,10.3,11.4
7.53,1,0,-32.6,11.7,-22,24.2,10.5,11.9
7.59,1,0,-32.9,14.4,-27.1,9.3,12.1,14.4
7.65,1,0,-33.3,14.4,-28.1,11,12.8,14.2
7.72,1,0,-31.1,16.1,-25.6,13.2,12.9,19.1
7.78,1,4,-31.1,16.1,-25.6,5.3,11.6,120
7.84,1,4,-31.2,11.8,-22.9,8.1,12.2,93.4
7.9,1,4,-31.2,11.8,-22.9,28.7,12.9,52.6
7.97,1,3,-32.6,20,-10,120,14,12.7
8.03,1,3,-31.1,20,-8.1,120,14.5,13
8.09,1,3,-31.1,18.1,-9.6,120,18,10.2
8.15,1,3,-31.1,18.1,-9.6,120,29.6,6.9
8.22,1,3,-30.8,16.1,-11.1,49.8,34.5,8.8
8.28,1,3,-32.6,11.7,-3.7,120,11.9,23.6
8.34,1,3,-32.6,11.7,-3.7,120,11.1,28.8
8.41,0,3,-32.7,8.7,-2.1,120,11.1,41.7
8.47,0,3,-32.7,5.7,1.3,120,10.8,44.6
8.53,1,5,-32.7,5.7,1.3,120,12,50.7
8.59,1,3,-38.4,-2.1,2.2,120,11.9,112.4
8.66,1,3,-39.6,-2.8,4.2,120,13.4,120
8.72,1,3,-43.8,-7.6,2.8,120,12.1,120
8.78,1,3,-45.7,-8.7,6.1,120,7.1,120
8.85,1,3,-45.7,-8.7,6.1,120,7,120
8.91,1,1,-47.8,-9.6,6.9,12.2,4.5,120
8.97,1,1,-47.8,-9.6,6.9,9.2,4.1,120
9.03,1,1,-53.7,-13.2,5.5,8.7,5,120
9.1,1,1,-53.7,-13.2,5.5,8.1,5.8,120
9.16,1,1,-58.8,-16.1,1.5,7.9,7.9,120
9.22,1,3,-57.7,-18.1,-1.9,8.2,8.4,120
9.28,1,3,-56.2,-18.8,-3.4,7.9,11.5,120
9.35,1,1,-54.4,-18.5,-2.2,6.4,10.2,120
9.41,1,1,-54.4,-18.5,-2.2,6.5,10.8,120
9.47,1,3,-54.9,-20.2,-1.8,6.2,10.6,120
9.53,1,1,-54.1,-19.1,-3.6,6.1,10.2,120
9.6,1,3,-54.1,-19.1,-3.6,9.3,9.6,120
9.66,1,3,-42.8,-11.1,-1.8,14.2,8.8,120
9.72,1,1,-30.8,-1.6,-8.8,28.7,7.2,30.9
9.79,1,1,-28.7,3.4,-14.5,20.5,6.5,120
9.85,1,4,-28.7,3.4,-14.5,15.2,6.6,120
9.91,1,4,-27.8,-1.2,-18.7,16.1,6.6,120
9.98,1,4,-29.2,0.3,-15.2,19.2,6.5,120
10.04,1,4,-29.2,0.3,-15.2,12.3,6.3,120
10.1,1,4,-29.5,9.6,-26.9,12.8,6.8,120
10.17,1,4,-29.5,9.6,-26.9,13.4,6.5,120
10.23,1,3,-27.1,5.5,-18.4,12.9,6.3,120
10.29,1,3,-27.1,5.5,-18.4,12.5,6.3,120
10.35,1,4,-30.3,9.7,-28.1,11.2,11,120
10.42,1,4,-30.3,9.7,-28.1,11.4,14.5,120
10.48,1,4,-28.9,10.5,-29.6,10.7,9,49.4
10.54,1,4,-29.5,6.4,-28,10.6,6.4,25.5
10.6,1,0,-31.1,1.6,-29.6,11,6.5,9.5
10.67,1,0,-31.1,1.6,-29.6,11.2,6.5,9.8
10.73,1,0,-32.6,-3.1,-28.6,16.9,6.3,14
10.79,1,0,-33.9,-12.3,-20.6,19.8,6,20.3
10.86,1,0,-32.7,-11.8,-14.8,29.2,5.4,21.2
10.92,1,0,-32.7,-9.1,-16,27.1,5.7,20
10.98,1,2,-32.6,-12.4,-14.4,28.3,5.6,16.5
