# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0,1,3,-27.1,31.5,-46,11.7,13.1,14.2
0.06,1,5,-24.8,30.3,-45.6,11,12.9,14.9
0.12,1,3,-27.7,29.5,-45.9,12,12.7,15.4
0.19,1,5,-27.7,29.5,-45.9,11.8,12.5,16.2
0.25,1,3,-26,26.9,-46,11.5,11.8,17.2
0.31,1,3,-27.2,27.5,-46.9,11,11.6,17.7
0.37,1,3,-27.4,28.4,-46.3,11.1,11.2,18.6
0.44,1,3,-27.4,28.4,-46.3,10.8,10.7,17.8
0.5,1,3,-26.6,27.4,-47.1,11.8,10.8,17.6
0.56,1,3,-26,27.4,-46,12.3,12,17.4
0.63,1,3,-24.1,27.7,-46,12.7,11.6,16.6
0.69,1,3,-24.1,27.7,-46,12.1,11.5,16.6
0.75,1,3,-26.6,28.9,-46,12.2,11.7,16.4
0.82,1,3,-26.6,28.9,-46,11.8,10.8,16.2
0.88,1,5,-26.2,30.2,-46.2,13,11.6,16.1
0.94,1,3,-24.8,28.4,-44.3,16.7,11.9,15.2
1,1,3,-25,26.8,-45.1,16.9,13.3,14.7
1.07,1,3,-24.2,24.8,-44.7,17.4,12.9,14.2
1.13,1,3,-20.8,25,-44.3,17.5,14.2,13.4
1.19,1,3,-22.9,24.5,-44.7,14.8,15.2,12.6
1.25,1,3,-20.6,22.6,-44,11.5,15.8,12
1.32,1,3,-20.6,22.6,-44,9.2,18.7,11.5
1.38,1,3,-20.6,21.4,-43.4,10.1,20.5,11.4
1.44,1,0,-19.9,21.8,-44,8.5,18.7,10.9
1.5,1,3,-20.2,23.6,-45.9,8,17.3,10.9
1.57,1,3,-19.4,25.6,-44.4,7.7,16.7,10.2
1.63,1,3,-20.5,23.5,-44.3,6.9,12.8,10.5
1.69,1,3,-22.1,22.9,-45.9,6.7,11.9,11.2
1.75,1,3,-20.8,20.8,-45,5.9,11.3,10.4
1.82,1,0,-20.6,22.1,-44.7,5.8,12,10.1
1.94,1,3,-19.7,20,-41,4.6,14.1,10.2
2.01,1,3,-19.7,20,-41,4.8,16.5,9.7
2.07,1,3,-17.9,16.7,-42.2,4.6,20.6,10.4
2.13,1,3,-17.6,16.4,-43.4,3.9,22.9,10.1
2.2,1,3,-16.1,17.5,-41.4,3.7,21.1,9.8
2.26,1,3,-16.9,16.4,-40.1,3.2,18.8,9.5
2.32,1,3,-16.1,18.7,-40.1,3.6,19.5,9.2
2.39,1,3,-16.9,18.4,-39.3,3,28.2,9.4
2.45,1,3,-15.1,17.5,-42.9,4.1,27.9,9.6
2.51,1,3,-16.1,13.3,-39.6,3.9,27.7,9.7
2.57,1,3,-15.5,12.7,-38.7,4.3,28.3,9.5
2.64,1,3,-16.3,14.4,-40.5,3.6,31.9,9.4
2.7,1,3,-16,12.4,-39.5,4.2,36.4,9.1
2.76,1,3,-17.6,11.4,-40.4,4.4,27.3,10.3
2.83,1,3,-17.5,9.3,-40.5,4.2,24.2,10.5
2.89,1,3,-17.8,7,-40.5,5.1,24.2,11
2.95,1,3,-17.8,7,-40.5,5.9,21.9,10.5
3.02,1,3,-17.9,4.2,-39.6,5.6,19.8,8.7
3.08,1,3,-18.7,4.5,-41.1,5.6,18.7,7.3
3.14,1,3,-19.7,2.1,-40.2,5.8,16.1,7.1
3.21,1,3,-19.1,1.5,-40.1,6,15.3,6.2
3.27,1,3,-19.1,1.5,-40.1,6.6,15.8,5.2
3.33,1,3,-23,-1.2,-42,7,15.7,4.9
3.39,1,3,-23.3,-1.6,-41,8.3,15.3,4.8
3.46,1,3,-23.8,-1.2,-41.3,9.1,16.6,4.6
3.52,1,3,-24.8,-1.6,-42.8,10.7,18.1,4.4
3.59,1,3,-24.5,-2.8,-44.3,10.7,22.3,3.4
3.65,1,3,-25.6,-2.4,-44.6,10.8,22,3.5
3.71,1,3,-27.2,-0.3,-44.4,9.3,28.6,3.2
3.77,1,3,-26.2,2.5,-45.1,9.4,30.3,3.7
3.84,1,3,-26.6,-0.4,-44.3,12.7,26.3,4.1
3.9,1,3,-26.6,-0.4,-44.3,14.7,27.1,4.2
3.96,1,3,-29.2,-2.2,-44,120,25.3,4.1
4.02,1,3,-29.2,-2.2,-44,120,23.7,4
4.09,1,3,-28.7,-1.8,-45.4,120,29.4,3.9
4.15,1,3,-29.8,-1,-47.2,120,39.5,4
4.21,1,3,-30.8,-1.2,-49.3,120,45.5,4.2
4.28,1,3,-29.3,-0.4,-47.5,74,42.1,3.5
4.34,1,3,-29.3,-0.4,-47.5,31.2,46.1,3.9
4.4,1,3,-29.8,-0.3,-47.2,120,43.8,4
4.47,1,3,-29.5,0.7,-46.9,20.8,40.8,3.9
4.53,1,3,-26.2,-0.7,-46.2,12.1,18.8,4
4.59,1,3,-24.5,-0.4,-44.6,12.5,17,4.3
4.65,1,3,-24.5,-0.4,-44.6,11.5,16,3.7
4.72,1,3,-22.4,2.2,-41.9,10.6,19.3,3.2
4.78,1,3,-20.5,6.3,-42,6.6,21,3.1
4.84,1,3,-19.1,6.4,-40.1,6.7,17.6,3.2
4.9,1,3,-18.5,6.3,-41,7.2,15.6,3.7
4.97,1,3,-20.6,4.2,-39.6,7.6,15.6,3.4
5.03,1,3,-17,9,-41.3,6.6,16.4,3
5.09,1,3,-18.4,5.2,-41.1,6.9,15.4,3.1
5.16,1,3,-18.4,5.2,-41.1,7.1,15.2,3.1
5.22,1,3,-17.3,4.5,-38.9,7,16.9,3.3
5.29,1,3,-17.3,4.5,-38.9,7,17,3.1
5.35,1,3,-17,4.3,-38.4,7.2,17.1,3.1
5.41,1,3,-18.7,3,-36.8,9.1,15.6,3.1
5.47,1,3,-17.5,1.2,-34.7,10.8,11.3,2.9
5.54,1,3,-18.4,-1,-36.8,10.8,11.8,3.4
5.6,1,3,-17,0.1,-33.9,10.6,13.7,3.2
5.66,1,3,-17,0.4,-35.4,12.3,12.1,3.1
5.73,1,3,-19.4,-0.3,-35.3,11.6,11.2,3.4
5.79,1,3,-19.4,-0.3,-35.3,10.8,10.3,3.3
5.85,1,3,-19,-0.4,-35.9,12.1,10.9,3.3
5.91,1,3,-19,-0.4,-35.9,14.5,9.5,3.6
5.98,1,3,-19,-4.3,-33.9,19.5,8.2,3.4
6.04,1,3,-22.3,-6.6,-33.6,13.8,8.6,3.5
6.1,1,3,-18.2,-1.2,-38.4,13.1,13.5,2.8
6.16,1,3,-18.5,1.2,-38,12.3,12.6,2.8
6.23,1,3,-17.3,-0.7,-36,14.1,11.4,3.1
6.29,1,3,-16,2.8,-36.5,10.3,13.6,2.8
6.35,1,3,-15.8,3,-37.1,13.6,12.1,2.8
6.42,1,3,-15.8,3,-37.1,11.1,12.8,2.7
6.48,1,3,-13.9,5.7,-31.2,11.5,12.5,3.3
6.54,1,3,-13.9,5.7,-31.2,11,12,3.2
6.61,1,3,-14.2,5.1,-30,12.3,11.9,2.9
6.67,1,3,-13.6,7.9,-33.8,7.6,13.8,2.9
6.73,1,3,-13.6,7.9,-33.8,8.7,12.5,3.6
6.79,1,3,-13.2,5.7,-30.9,12.3,11.1,3.2
6.85,1,3,-12.3,3.6,-30.3,12,9.7,2.9
6.92,1,3,-12.3,3.6,-30.3,120,8.1,3.1
6.98,1,3,-15.2,-1.2,-28.1,120,7.7,3.2
7.04,1,3,-13.9,-0.7,-28.7,120,9,3.3
7.11,1,3,-12.7,0.4,-28.6,120,9.5,3.2
7.17,1,3,-15.1,0.7,-25.9,120,7.5,4
7.23,1,3,-13.8,-0.9,-23.8,120,7.6,3.6
7.3,1,3,-13.2,1,-24.4,120,8.9,3.4
7.36,1,3,-12.1,2.2,-23.3,120,7.7,3.9
7.42,1,3,-12.1,3,-21.1,120,7.5,4
7.49,1,3,-12.4,4.9,-18.8,120,7.6,4.4
7.55,1,3,-12.4,4.9,-18.8,120,8.8,4.4
7.67,1,3,-12,9,-18.7,120,8.2,5.1
7.73,1,3,-10.3,7.9,-19.6,120,7,5.2
7.8,1,3,-10.8,5.1,-18.4,120,6.2,6.2
7.86,1,3,-10.8,5.1,-18.4,120,6,5.9
7.92,1,3,-12.4,3,-19.3,120,6.2,5.6
7.99,1,3,-12.7,2.1,-17.9,120,5.6,5.9
8.05,1,3,-12,1.6,-17.9,72.6,5.3,6.1
8.11,1,3,-12,1.6,-17.9,120,5.8,5.5
8.17,1,3,-12.9,2.5,-20.6,120,5.1,5.4
8.24,1,3,-12.9,2.5,-20.6,120,5.2,6.8
8.3,1,3,-11.2,6.6,-17.2,120,7.3,5.6
8.36,1,3,-11.4,6.1,-17.5,120,6.4,5.7
8.42,1,3,-11.5,5.1,-16.4,120,6.6,5.2
8.49,1,3,-12.7,2.1,-16.4,120,6.2,5.1
8.55,1,3,-12.4,0.7,-17.5,120,4.9,4.8
8.61,1,3,-13.5,-0.4,-17.6,120,4.4,5.1
8.67,1,3,-12.7,-0.9,-17.6,15.1,4.4,5.4
8.73,0,3,-12.7,-0.9,-17.6,7.3,3.8,5.4
8.8,1,3,-13.9,-2.5,-16.7,6.7,3.8,4.9
8.86,1,3,-14.5,-4.8,-20.2,7.5,5.9,4
8.92,1,3,-14.5,-4.8,-20.2,5.9,5.2,4
8.99,1,3,-16.3,-5.1,-24.8,6.7,6.4,3.8
9.05,1,3,-16.3,-5.1,-24.8,5.8,5.8,3.6
9.11,1,3,-16.3,-4.3,-24.8,5.9,6.5,3.4
9.17,1,3,-16.3,-4.8,-24.2,6.5,7.3,3.7
9.23,1,3,-13.9,-4.2,-20.6,9.7,7.2,3
9.3,1,3,-16,-3.6,-23.8,7.1,7,3.1
9.36,1,3,-16,-3.6,-23.8,7.3,8,3.1
9.42,1,3,-13.8,-0.4,-24.8,5.8,8.8,3.8
9.48,1,3,-13.8,-0.1,-24.8,120,8.6,3.5
9.54,1,3,-13.8,-0.1,-24.8,120,9.3,3.6
9.61,1,3,-8.8,5.2,-20,120,9.7,3.4
9.67,1,3,-11.4,5.7,-15.5,120,8.7,4
9.73,1,3,-11.4,5.7,-15.5,120,8.8,4.9
9.8,1,3,-9.3,10,-13.2,120,8.4,3.9
9.86,1,3,-13,9,-13.2,120,8.4,4.6
9.92,1,3,-10.8,8.2,-14.7,120,9.1,4
9.99,1,3,-10.8,8.5,-13.2,120,9.6,3.9
10.05,1,3,-10,11.2,-14.7,120,10.6,3.7
10.11,1,3,-11.5,10.9,-11.4,120,10.6,4
10.17,1,3,-11.5,10.9,-11.4,120,11,3.8
10.24,1,3,-10,13.2,-12.1,120,11.5,3.9
10.3,1,3,-12.9,11.8,-12.7,120,10.6,4.1
10.36,1,3,-12.9,11.8,-12.7,120,9.8,4.2
10.43,1,3,-9.1,13,-11.7,120,9.4,4.1
10.49,1,3,-10.3,14.5,-11.7,120,9.5,4.2
