# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0,1,0,-45.3,15.2,-44.4,7,9.4,10.1
0.19,1,0,-48.4,19.3,-45,8.7,9.2,9
0.3,1,0,-42,19.9,-46.2,7.2,9.4,3.7
0.36,1,0,-37.5,21.8,-45.4,8.2,9.2,2.7
0.42,1,0,-38.7,21.8,-44,7.9,9.6,3.7
0.49,1,0,-38,20.2,-42.9,8.1,8.4,4
0.55,1,0,-38,20.2,-42.9,7.5,9.7,3.4
0.61,1,0,-39.5,16.4,-47.7,6.5,9.5,3.5
0.68,1,0,-39.5,16.4,-47.7,6.7,9.8,3.7
0.74,1,0,-40.4,15.8,-44.6,6,9.7,3.7
0.8,1,0,-41.4,15.8,-47.1,6.1,9.3,7.3
0.87,1,0,-33.2,20.2,-45.1,6.5,3.4,9.5
0.93,1,3,-33.9,16.4,-44.7,5.5,10.6,10.9
0.99,1,0,-33.9,16.4,-44.7,5.6,8.1,10.7
1.05,1,0,-33.2,12.6,-46.2,4.4,6.6,10.2
1.12,1,0,-33.2,12.6,-46.2,4.3,7.9,10.1
1.18,1,5,-29.8,19.9,-42.9,7.1,7.8,10.8
1.24,1,0,-30,18.1,-43.8,8.5,6.2,12
1.3,1,5,-32.3,21.2,-44.3,8.3,5.8,13.3
1.37,1,0,-33.3,20.8,-44.6,7.8,5.8,12.7
1.43,1,5,-34.2,23.6,-43.7,6.7,5.3,12.3
1.49,1,0,-34.4,23.9,-45.3,5.5,4.8,12.8
1.56,1,0,-35.7,23.6,-44,5.9,5.2,10.4
1.62,1,5,-31.8,23.5,-41,6.5,6.1,10.9
1.68,1,0,-32.4,22.6,-42.6,6.7,6.2,11
1.75,1,5,-33.9,24.5,-42.9,6.3,5.7,12.3
1.81,1,5,-34.1,23.5,-43.5,6.1,6.6,12.5
1.87,1,5,-34.7,25.6,-42.6,7,5.9,12.1
1.94,1,5,-31.7,24.8,-40.8,6.4,5.1,11.7
2,1,0,-31.1,24.2,-40.2,6.4,5.1,10.9
2.06,1,0,-31.5,27.4,-42,6.4,5.7,11.2
2.12,1,5,-31.2,24.5,-40.8,6.1,5.6,11.7
2.18,1,5,-30.5,26.8,-40.8,6.8,6,12.2
2.25,1,5,-32.3,25,-42,6.6,5.9,12.8
2.31,1,5,-32,24.1,-41.4,7,6.1,12.4
2.37,1,5,-32,24.1,-41.4,6.6,5.5,12
2.44,1,5,-33.9,26.8,-41.1,6.3,6.2,12.4
2.5,1,5,-33.3,25,-41.7,5.9,5.7,13.2
2.63,1,5,-30.8,23.2,-39.2,6.6,5.6,12
2.69,1,5,-28.7,19.4,-40.8,7.7,5.5,10.9
2.75,1,5,-26,18.8,-36.2,7.7,6.7,9.5
2.82,1,5,-26,18.8,-36.2,5.8,7.4,8.8
2.88,1,5,-23.6,16.7,-36.3,5.4,7.1,8.8
3.05,1,5,-26.3,16.1,-37.7,5.9,6.6,8.3
3.21,1,5,-25.6,18.5,-35.4,4.9,9.3,6.5
3.27,1,5,-25.3,17.3,-38.7,4.8,9,7.6
3.34,1,3,-25.6,15.1,-39.2,4.3,11.2,7.3
3.4,1,0,-29.2,12.3,-41.1,4,17.7,7.3
3.47,1,3,-29.2,12.3,-41.1,4.4,47,6.6
3.53,1,3,-27.7,8.7,-42.6,4,120,6.8
3.59,1,3,-28.9,10,-42.8,4.2,120,8
3.65,1,3,-28.9,10,-42.8,4,36.8,9.1
3.72,1,0,-35.6,0.4,-45.3,4.3,26.7,9.3
3.78,1,0,-35.6,0.4,-45.3,4.3,27.6,7.8
3.84,1,0,-38,-1,-48,5.4,29.5,7.2
3.9,1,3,-38,-1,-48,6.9,32.4,7.6
3.97,1,0,-37.5,-6.1,-45.1,8.2,22,7.6
4.03,1,0,-37.5,-6.1,-45.1,7.7,19.9,7.4
4.09,1,3,-37.4,-9.3,-43.1,6.9,15.9,8
4.16,1,3,-41.1,-14.4,-40.5,8.1,9.8,8.3
4.22,1,1,-43.8,-13.3,-41.9,4.8,10.9,6.6
4.28,1,1,-43.8,-13.3,-41.9,5.5,11.3,7
4.34,1,1,-41,-10.6,-44,5.4,11.8,6.6
4.41,1,3,-37.1,-12.7,-42,5.9,10.5,8.2
4.47,1,3,-32.4,-9.1,-40.1,5.5,11.7,9
4.53,1,3,-31.1,-3.1,-41,5.5,19.7,8.9
4.6,1,3,-29.8,-1,-42.6,4.7,21.3,9.8
4.66,1,3,-28,1,-39.3,4.9,21.3,12.4
4.72,1,3,-28,1,-39.3,5.2,19.4,10.6
4.78,1,3,-26.6,-2.4,-37.7,5.5,17,12.1
4.85,1,3,-27.4,-2.1,-36.5,5.3,15.5,12.9
