# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0,1,0,-38.9,19.3,-43.1,9.1,14.9,17.8
0.06,1,0,-36.8,21.4,-44.4,8.8,15.6,17.1
0.13,1,0,-37.5,21.4,-42.2,9.5,14.4,17.4
0.19,1,0,-38.1,23.2,-43.5,9.9,14.4,16.8
0.25,1,0,-38.1,23.2,-43.5,9.5,14.5,17.3
0.31,1,0,-38.3,22.6,-44.4,9.6,15,16.6
0.45,1,0,-38.4,22.3,-44.3,8.9,14.6,17.1
0.45,1,0,-38.1,24.2,-44.3,9.1,14.3,16.8
0.45,1,3,-37.5,22.1,-43.7,11.7,10.4,17.7
0.8,1,0,-38.7,25.3,-44.4,9.7,9.6,18
0.93,1,3,-39.9,25,-44.3,9.1,8.6,18.7
0.93,1,3,-41.4,22.3,-47.1,7.4,7.9,120
1.1,1,3,-40.5,25.3,-45.1,7.2,8.6,120
1.16,1,3,-41,23.6,-44.7,7.6,8.3,120
1.23,1,3,-40.7,25,-44.3,6.7,9.6,120
1.29,1,0,-45.1,29.6,-44.3,5.6,9.9,27.7
1.37,1,0,-44.6,33.2,-44,6.4,10.5,21.8
1.49,1,0,-42.6,30,-43.5,6.8,10.3,23.7
1.55,1,5,-42.6,30,-43.5,6.7,10,23.9
1.62,1,3,-40.2,29.5,-43.4,7.3,9.5,20.3
1.68,1,3,-41.4,30.8,-43.8,6.8,9.6,120
1.74,1,5,-41.4,30.8,-43.8,6.6,9.7,25.3
1.81,1,0,-40.2,32.1,-42.6,6.7,10.8,22.7
1.87,1,3,-40.2,32.1,-42.6,7,10.2,20.9
1.93,1,3,-43.1,29,-44.4,6.8,9.7,23
2,1,3,-43.1,29,-44.4,6.7,9.6,120
2.06,1,0,-43.4,31.8,-43.5,7,9.8,21.6
2.12,1,3,-43.4,31.8,-43.5,7.1,10.1,27.1
2.18,1,3,-43.4,31.8,-43.5,7.2,10.2,22.6
2.25,1,3,-41.1,29.6,-44.3,7.5,10.5,27.1
2.31,1,5,-44.4,30.8,-42,7.2,10.7,22.8
2.37,1,0,-44.4,30.8,-42,7.1,11.1,24.7
2.44,1,0,-45.4,27.7,-45.6,7.1,9.8,29.1
2.5,1,3,-46.9,28.4,-46,6.9,10.7,120
2.56,1,0,-45.4,26.6,-46.3,7,10.9,34.9
2.62,1,0,-49.2,27.4,-47.8,7.2,11.7,32.3
2.69,1,0,-50.2,28.4,-45,7.7,11.8,31.7
2.75,1,3,-50.2,26.6,-47.1,8.9,12.9,120
2.81,1,3,-50.2,26.6,-47.1,8.4,13.2,30.2
2.88,1,3,-51.6,23.3,-49.8,8.8,13.3,120
2.98,1,0,-58.5,31.5,-42.3,8.9,16.6,19.4
3.05,1,0,-57.1,28,-46.9,10,16.1,20.1
3.17,1,0,-57.7,26.2,-46,11.2,14.5,21.3
3.23,1,0,-57.7,26.2,-46,12.9,14.3,23.1
3.3,1,0,-56.1,23.6,-48,13.1,14,21.8
3.36,1,0,-56.1,24.8,-47.7,13.9,13.4,18.9
3.42,1,0,-56.1,24.5,-45.9,14.4,13.7,22
3.48,1,0,-57.9,21.4,-47.2,15.8,12.7,19.8
3.55,1,0,-57.9,21.4,-47.2,16.7,12.4,19.4
3.61,1,0,-61.6,16,-46.9,23.9,10.5,21.1
