# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0,0,0,0,0,0,0,0,0
0,0,0,-74.6,12.7,63.8,7.3,2.5,6.1
0,0,0,-74.6,12.7,63.8,7.5,2.9,6.3
0.27,1,0,-74.6,12.7,63.8,7.4,2.6,6.6
0.27,0,0,-72.1,12.4,62.8,7.8,3,6.1
0.46,1,0,-72.2,13.3,64.7,7.6,2.9,6.4
0.46,1,0,-72.2,13.3,64.7,7.4,2.9,5.6
0.85,0,0,-72.7,11.1,64.1,7.1,3.2,6.2
0.85,0,0,-71.8,9.7,61.7,7,2.7,5.9
1.03,0,0,-72.7,10.6,64.7,7.4,2.7,6.1
1.27,0,0,-72.7,10.6,64.7,7,2.7,6.5
1.44,1,0,-44.1,0.9,-52.9,5.4,27.5,13.2
1.5,1,0,-43.5,6.1,-55.3,5.7,120,12.2
1.57,1,0,-43.5,6.1,-55.3,5.7,120,12.9
1.63,1,0,-46.6,0.9,-55.5,5.5,120,14.1
1.69,1,0,-46.6,0.9,-55.5,5.4,43.5,14.1
1.75,1,0,-44.7,-0.4,-52.9,6.3,120,13.4
1.82,1,0,-46,-1,-53.1,6.1,27.5,14.4
1.82,1,0,-43.1,-3.7,-51.3,6.9,22.9,14.3
1.94,1,0,-41.1,-2.1,-50.8,8.2,28.5,13.2
2.02,1,0,-41,-2.2,-51.3,8.5,25.7,13.2
2.14,1,3,-42.3,-1.5,-50.2,8.1,24.2,12.9
2.21,1,0,-50.1,-3.4,-55,7.3,26,10.4
2.3,1,0,-51.4,-1.6,-57,6.4,21.8,10.4
2.38,1,0,-53.2,-6.6,-55.9,5,21.4,9.9
2.44,1,0,-43.8,2.2,-54.6,4,120,8.9
2.51,1,0,-42.9,-2.1,-52.6,4.7,32.7,8.8
2.57,1,0,-42.8,-3.7,-51.7,4.4,24.2,7.9
2.63,1,1,-43.8,-9.1,-50.2,4,16.4,8.1
2.69,1,0,-44.3,-10.3,-53.1,4.5,19.1,7.8
2.76,1,3,-44.3,-10.3,-53.1,5.6,16.8,8.3
2.82,1,3,-41.4,-10,-48.9,6.7,15.6,7.5
2.88,1,3,-42.2,-14.4,-47.1,7,16.4,7.7
2.94,1,0,-47.7,-15.4,-49.3,9.8,19.1,7.4
3.16,1,0,-49.9,-12.7,-51.9,6.1,39,6.1
3.22,1,0,-53.7,-9.7,-54.4,4.4,120,6.2
3.28,1,0,-55.2,-3.1,-57,5.1,22.9,6.2
3.46,1,1,-53.1,-13.8,-52.8,5.3,16.6,7
3.46,1,1,-53.1,-13.8,-52.8,4.9,14.8,6.9
3.69,1,0,-44.7,-1.2,-52.6,4.1,23.1,6.9
3.75,1,0,-44.7,-1.2,-52.6,5.7,15.3,7.2
3.82,1,3,-41,-10.6,-46.9,6.9,12.2,7.8
3.88,1,0,-40.7,-7.3,-50.1,5,14.8,7.2
3.94,1,3,-40.2,-9.1,-49.2,6,13.8,7.1
4,1,0,-42.2,-7.3,-49.6,4.7,16.6,6.7
4.07,1,3,-39,-4.5,-49.5,6.1,18.8,6.8
4.13,1,0,-42,-4.2,-54.6,5.3,16.1,6.4
4.19,1,0,-39.5,0,-50.5,4.4,18.8,6.2
4.26,1,0,-39.9,1.6,-52.2,5.5,22,6.1
4.32,1,0,-39.9,1.6,-52.2,7.2,21.2,6.5
4.38,1,0,-36.8,-5.2,-49.2,7.5,16.1,6.6
4.44,1,0,-37.1,0.9,-46.8,5.7,22.5,5.4
4.51,1,0,-37.2,0.3,-50.2,5.1,19.8,6
4.57,1,3,-32.7,-1.5,-45.9,6.4,22.2,6.5
4.63,1,3,-32.7,-1.5,-45.9,5.5,20.3,6
4.69,1,0,-33.3,-3.6,-43.1,6.4,15.6,5.9
4.81,1,0,-33.9,-4.5,-44,6.7,16.9,6.5
4.88,1,0,-32.6,-5.5,-42.8,12.2,27.3,5.8
4.94,1,0,-36,-6.9,-48.4,12.4,26.8,6.2
5,1,3,-36.5,-7.6,-45.4,18.3,32.4,6.6
5,1,3,-34.7,-8.7,-43.4,13.5,25.1,5.9
5.13,1,0,-37.5,-5.7,-47.2,11,23.2,5.9
5.19,1,4,-38.9,-9.3,-47.5,7.2,17.1,6.6
5.27,1,0,-45,-9.1,-53.5,6.3,14.1,6.2
5.38,1,0,-40.2,-1.8,-50.2,7,120,5.7
5.44,1,0,-33.9,-3.7,-45.1,4.1,15.8,6.2
5.5,1,3,-32.7,-4.9,-45.9,4,13.1,7.9
5.57,1,4,-33.5,-6.9,-43.4,2.7,13.7,6.4
5.63,1,3,-30.8,-4.8,-39.2,2.8,11,7.6
5.69,1,0,-26,1.6,-39.2,6.5,23,6.4
5.75,1,3,-26,1.6,-39.2,6.2,22.7,6
5.82,1,3,-26,5.8,-34.4,5.2,120,6.3
5.88,0,5,-25,4.5,-34.2,5.2,19.7,6.7
5.94,0,3,-25,4.5,-34.2,6,14.8,6.9
6,1,3,-26.5,7.6,-32.7,5.8,13.8,7.3
6.07,1,3,-27.1,11.7,-27.8,5.3,120,7.6
6.13,1,5,-24.2,11.4,-23.9,4.9,120,6.2
6.22,1,5,-24.7,13.8,-25.4,4.8,120,6.1
6.49,0,5,-25,10.3,-23.3,5.2,120,6.4
6.49,0,5,-25,10.3,-23.3,4.7,62.4,6.3
6.74,1,3,-28.1,1.6,-8.5,120,23,6.7
6.85,1,5,-29.8,-1.8,-9,12.3,17.7,7.2
6.91,1,5,-29.2,-1.5,-5.8,3,19.8,7.9
6.97,1,3,-28.6,-0.9,-8.8,120,19.3,7.4
7.04,1,3,-28.6,-0.9,-8.8,120,22.4,7.3
7.1,1,3,-27.4,1.6,-28.9,120,120,6.3
7.24,1,3,-29.8,-10.6,-19.6,120,20,7.2
7.3,1,3,-32.6,-11.7,-19.4,120,18.1,7.4
7.37,1,3,-32.6,-11.7,-19.4,120,17.3,8.6
7.43,1,3,-30.2,-8.4,-13.5,10.6,17.2,8.9
7.49,1,3,-28.6,-8.5,-14.4,120,17.6,8.4
7.56,1,3,-31.2,-14.5,-22.1,120,15.1,8.7
7.63,1,1,-48.4,-24.2,-39.2,8.1,7.7,7.9
7.85,1,4,-53.4,-25.3,-42.9,5.3,5.6,7.5
7.92,0,4,-53.4,-25.3,-42.9,6.2,4.1,8.2
