# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0,1,0,-54.7,22.7,-43.8,11.2,9.8,8.1
0.14,1,3,-46.2,23.2,-47.1,10.6,2.4,2.9
0.2,1,0,-49.6,23.5,-47.8,8.2,3.1,13.4
0.26,1,0,-47.4,24.2,-47.1,8.5,6.9,14.6
0.33,1,0,-47.4,24.2,-47.1,8.8,8.2,16
0.39,1,0,-44.1,22.3,-45.6,9.2,8.5,16.5
0.45,1,5,-43.7,25.7,-46.3,8.6,7.5,27.9
0.52,1,0,-44.7,28.1,-44.6,7.7,8.1,24.8
0.58,1,5,-44.4,30.3,-41,7.6,9,16.7
0.64,1,0,-43.8,28,-43.4,7.5,8.9,15.8
0.71,1,5,-44.6,24.8,-43.4,7,8.7,15.6
0.77,1,0,-44.6,22.9,-46.2,5.7,7.5,14.6
0.83,1,0,-44.6,22.9,-46.2,5.9,7.2,15.3
0.89,1,0,-46.6,25.7,-46,6.4,7.8,18.6
0.96,1,0,-46.6,25.7,-46,5.4,7.4,25.6
1.02,1,0,-48.3,28.7,-45.9,6.2,7.5,23
1.08,1,0,-47.4,27.7,-45.6,5.9,7.8,24
1.15,1,5,-47.4,27.7,-45.6,6,8.1,34.7
1.21,1,5,-47.8,25.6,-46.2,6.5,8.1,35.3
1.27,1,0,-47.2,26.8,-45.1,5.3,7.4,35
1.34,1,0,-46.8,25.6,-46.6,5.2,8.8,31
1.4,1,0,-50.5,30.2,-46.6,6,9.1,31.6
1.46,1,5,-52.3,29.5,-49.8,6.2,9.7,28.8
1.52,1,5,-52.5,28.9,-46.8,6.6,9.7,18.3
1.59,1,5,-52.5,28.9,-46.8,6.1,8.8,21.8
1.65,1,5,-48.6,25.3,-46.9,5.7,8.3,39.6
1.71,1,0,-49,28.3,-45.4,5.3,7.8,32.9
1.77,1,0,-49,28.3,-45.4,6,8.2,26.3
1.84,1,5,-43.8,34.4,-40.4,6.7,10.3,10.1
1.9,1,5,-45.9,35.4,-41,6.3,10,11.4
1.96,1,5,-43.8,34.1,-38.1,7.1,11.3,8.6
2.02,1,5,-44.4,33.5,-38.4,8.1,11.7,10.7
2.09,1,0,-41.9,28.1,-42.3,8.5,13.9,9.2
2.15,1,0,-38.4,23.9,-42,11.3,16,8
2.21,1,0,-36.6,19.3,-41.7,10.1,26.8,8
2.27,1,3,-34.8,22,-39.5,10.5,24.2,7.6
2.34,1,3,-33.3,14.7,-40.2,11,27.5,8.7
2.4,1,3,-33.3,14.7,-40.2,9.9,37.3,8.4
2.46,1,5,-35.6,10.9,-41,9.1,29.9,8.4
2.52,1,3,-35.6,10.9,-41,9.4,24.6,9.4
2.65,1,0,-38.7,5.2,-42.9,9.9,23.8,10.8
2.71,1,3,-37.1,7.3,-42.8,10.5,21.8,11
2.77,1,3,-35.9,3.6,-42.8,9.8,22.1,11.4
2.84,1,3,-36.3,6.3,-42.8,10.3,22.6,11
2.9,1,3,-36.3,6.3,-42.8,8.4,31.9,9.2
2.96,1,3,-35.7,13.8,-40.8,7.8,73.8,8.1
3.03,1,3,-35.7,13.8,-40.8,7.8,120,8.1
3.09,1,3,-35.4,14.1,-41.1,8.3,120,7.7
3.15,1,3,-36.3,17.3,-42.3,7.8,120,7.6
3.22,1,5,-36.6,18.8,-42.3,7.5,17.6,8.4
3.28,1,3,-35.4,14.8,-42.2,6.9,120,8.7
3.34,1,3,-35.4,14.8,-42.2,7.7,27.5,8.7
3.41,1,5,-35.9,20.8,-39.8,8.7,16.6,8.8
3.47,1,5,-34.1,25.7,-38.7,9.9,17.6,7.8
3.53,1,5,-35.4,23.6,-38.6,8.3,17,8.2
3.6,1,0,-37.2,20.6,-42.9,7.3,16.3,8.1
3.66,1,0,-37.8,20.5,-42,7.6,16.3,7.7
3.72,1,0,-36.5,19.9,-43.7,6.5,14.2,7.6
3.79,1,0,-39,13,-46.6,6.4,12.5,7.5
3.85,1,0,-36.5,15.2,-42.9,5.8,13.8,7.3
3.85,1,3,-36.5,15.2,-42.9,5.9,18.1,7.5
3.97,1,3,-34.8,10,-43.5,6.2,16.5,7.6
4.04,1,0,-34.8,10,-43.5,6.6,12.9,7.5
4.1,1,3,-34.7,17.5,-41.9,7.1,11.1,7.8
4.16,1,5,-34.7,17.5,-41.9,6.7,10.8,7.2
4.22,1,0,-36.6,21.2,-42,5.4,9.6,6.6
4.29,1,0,-37.1,22.7,-41.7,5.1,7.2,7.1
4.35,1,0,-37.1,22.7,-41.7,4.8,5.8,7.2
4.41,1,5,-38,28,-39.3,6.9,5.5,7.1
4.47,1,0,-38,28,-39.3,6.4,5.3,8
4.54,1,0,-38,24.8,-43.7,7.1,4.7,8.4
4.6,1,5,-38.3,24.1,-43.4,6.6,4.8,7.8
4.66,1,0,-37.4,23.2,-43.8,5.6,4.8,6.4
4.73,1,0,-37.4,23.2,-43.8,6.2,4.7,6.3
4.79,1,0,-36.6,22.3,-41,6.9,4.6,6.6
4.85,1,0,-35.4,22.9,-39.3,6.2,4.8,6.8
4.92,1,0,-34.8,17.3,-41.7,4.8,5.4,6.6
4.98,1,0,-34.8,17.3,-41.7,5,5.3,6.9
5.04,1,5,-36.8,21.8,-40.4,6.7,6.7,7.7
5.1,1,3,-35.1,17.3,-41.7,6.8,5.6,9.5
5.17,1,3,-35.1,17.3,-41.7,8.2,5.5,9.5
5.23,1,5,-36.8,23.6,-42.6,8.5,5.6,12.3
5.29,1,3,-36.8,23.6,-42.6,8.5,5.5,11.8
5.36,1,3,-36.5,17.5,-46.2,7.6,5.4,15.9
5.42,1,5,-44.6,24.8,-46.9,7,5.9,25
5.48,1,0,-48.6,23.3,-48.7,7.1,5,42.4
5.54,1,0,-50.5,22.1,-50.2,7.5,4.8,57
5.6,1,5,-50.5,22.1,-50.2,7.3,5.7,66.8
5.67,1,3,-51.3,17.9,-49.2,8.3,5.3,85.9
5.73,1,0,-52,18.4,-49.5,9.9,7.8,35.7
5.79,1,0,-59.9,23.9,-50.1,11.8,10.9,21.6
