# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
2.02,1.00,0.00,-66.40,9.60,-52.50,120.00,6.30,25.20,11.30,6.30,63.63
2.09,1.00,0.00,-65.00,8.50,-53.40,67.70,6.70,120.00,11.20,9.50,69.14
2.15,1.00,3.00,-64.10,2.50,-52.50,120.00,6.80,120.00,13.00,9.60,-33.84
2.21,1.00,3.00,-61.70,2.80,-53.40,120.00,9.00,23.70,13.40,9.50,79.93
2.28,1.00,3.00,-63.80,2.50,-52.50,120.00,8.70,120.00,-2.30,8.10,81.18
2.34,1.00,0.00,-63.80,2.50,-52.50,20.90,9.30,17.80,-8.90,7.30,80.76
2.40,1.00,4.00,-63.80,2.50,-52.50,10.80,10.90,13.10,-0.20,8.10,91.37
2.46,1.00,0.00,-75.20,16.00,-49.20,27.50,10.20,13.20,15.80,9.30,90.69
2.53,1.00,0.00,-71.50,13.80,-50.20,39.40,9.50,16.30,16.80,9.40,95.88
2.59,1.00,0.00,-70.40,13.00,-51.70,26.10,8.80,17.00,17.00,9.00,90.19
2.65,1.00,0.00,-70.40,13.00,-51.70,13.90,8.70,18.50,16.20,9.40,-43.77
2.71,1.00,0.00,-76.40,13.30,-46.60,12.60,8.80,14.80,15.90,9.40,-50.91
2.78,1.00,4.00,-78.30,9.30,-45.30,13.90,8.20,20.90,18.30,9.40,72.65
2.85,1.00,0.00,-74.20,1.00,-49.20,31.40,7.60,25.80,18.70,9.90,74.87
2.90,1.00,0.00,-74.20,1.00,-49.20,46.20,8.80,23.30,19.30,10.50,67.89
2.97,1.00,0.00,-62.80,5.10,-50.80,48.00,10.80,19.50,19.40,10.70,60.83
3.03,1.00,0.00,-62.30,6.40,-50.20,49.70,11.00,18.60,25.80,31.10,48.84
3.09,1.00,3.00,-61.40,3.90,-50.40,44.90,12.40,21.20,20.00,11.30,41.25
3.15,1.00,0.00,-61.40,0.40,-50.10,46.30,14.10,20.00,20.40,12.00,37.14
3.22,1.00,3.00,-55.90,2.80,-47.80,120.00,15.30,22.90,20.70,12.50,38.77
3.28,1.00,3.00,-54.70,1.60,-48.10,120.00,19.70,20.60,21.00,12.60,43.43
3.34,1.00,0.00,-55.20,5.10,-48.60,120.00,20.30,15.20,21.50,12.90,41.70
3.40,1.00,0.00,-61.00,5.50,-50.10,12.10,24.60,14.00,22.60,13.30,41.73
3.47,1.00,0.00,-57.70,5.10,-48.60,39.50,21.50,14.40,23.70,13.70,31.68
3.53,1.00,3.00,-53.70,2.40,-47.50,120.00,23.10,24.40,24.60,13.70,33.64
3.60,1.00,3.00,-54.10,-3.40,-43.70,120.00,22.40,27.60,25.40,13.70,29.92
3.66,1.00,0.00,-54.10,-3.40,-43.70,22.20,21.60,28.40,25.10,14.00,31.43
3.72,1.00,0.00,-56.50,-0.10,-45.00,16.80,18.80,33.60,24.90,14.50,34.36
3.78,1.00,4.00,-59.70,-8.70,-42.20,25.90,14.20,120.00,25.10,14.80,32.59
3.85,1.00,4.00,-58.30,-6.10,-40.80,30.20,13.00,120.00,25.50,14.80,23.73
3.91,1.00,3.00,-58.30,-6.10,-40.80,120.00,24.20,22.40,25.80,15.00,11.03
3.97,1.00,3.00,-51.30,0.70,-44.70,120.00,26.00,15.30,25.80,15.10,9.73
4.03,1.00,3.00,-52.30,-0.30,-42.20,120.00,21.00,25.90,26.10,15.50,-38.88
4.10,1.00,3.00,-45.90,5.80,-42.80,120.00,41.50,22.00,30.90,8.10,4.19
4.16,1.00,3.00,-45.90,5.80,-42.80,120.00,39.80,29.60,26.50,16.40,6.41
4.22,1.00,3.00,-42.00,3.40,-39.60,28.70,41.30,27.40,26.30,16.40,7.73
4.28,1.00,3.00,-41.30,1.00,-34.20,120.00,31.90,31.10,26.40,16.40,9.32
4.35,1.00,0.00,-48.40,0.10,-42.00,16.00,29.50,33.40,26.40,16.80,10.39
4.41,1.00,0.00,-48.40,0.10,-42.00,16.50,33.30,29.00,26.50,17.10,12.14
4.47,1.00,3.00,-42.20,2.40,-36.20,120.00,42.40,31.50,38.60,20.60,-135.29
4.53,1.00,3.00,-42.30,0.30,-36.80,120.00,36.30,30.80,26.90,17.40,18.87
4.60,1.00,3.00,-44.40,-0.40,-36.90,32.40,36.30,34.70,27.20,17.70,13.90
4.66,1.00,3.00,-45.70,0.30,-37.50,120.00,39.30,28.90,27.60,17.70,15.65
4.72,1.00,3.00,-51.00,-0.90,-41.70,120.00,36.60,33.70,27.60,17.80,20.53
4.78,1.00,0.00,-51.00,-0.90,-41.70,13.10,40.00,27.10,28.00,18.30,23.31
4.85,1.00,4.00,-56.80,2.20,-44.00,8.40,39.10,24.00,28.90,18.60,13.65
4.91,0.00,0.00,-57.70,3.10,-43.10,21.10,40.90,17.80,29.50,18.50,12.19
4.97,1.00,3.00,-51.30,1.80,-43.70,120.00,40.90,15.90,29.30,18.50,17.31
5.03,1.00,3.00,-45.30,0.70,-39.30,120.00,39.10,22.60,29.40,18.60,15.77
5.09,1.00,0.00,-47.50,-1.80,-38.90,120.00,24.40,37.20,29.10,18.70,10.80
5.15,1.00,0.00,-48.40,-3.60,-37.20,59.70,27.70,30.00,29.40,18.70,7.21
5.21,1.00,3.00,-48.30,-3.00,-38.10,120.00,24.10,120.00,30.00,18.90,-8.32
5.28,1.00,3.00,-43.80,-2.20,-36.00,120.00,28.30,29.40,29.80,19.20,3.85
5.34,1.00,3.00,-42.20,2.10,-34.40,120.00,27.00,29.20,29.40,20.00,-29.59
5.40,1.00,3.00,-41.30,2.20,-33.00,120.00,23.60,35.80,30.00,20.50,8.02
5.46,1.00,3.00,-41.30,1.00,-33.50,120.00,24.90,31.20,29.50,20.70,20.42
5.53,1.00,3.00,-43.50,2.50,-35.00,120.00,26.30,27.40,29.20,21.20,34.84
5.59,1.00,4.00,-46.50,-2.50,-38.60,38.70,20.30,75.40,30.10,20.80,35.71
5.65,1.00,0.00,-47.70,-3.10,-36.90,55.40,33.90,20.60,30.70,20.30,34.54
5.71,1.00,0.00,-54.70,-1.20,-39.80,36.30,38.90,15.00,30.80,20.10,35.67
5.78,0.00,0.00,-58.30,-7.60,-37.10,15.40,29.80,16.90,30.80,20.70,49.40
5.84,0.00,4.00,-58.30,-7.60,-37.10,14.70,14.60,120.00,31.50,21.10,55.30
5.90,1.00,3.00,-60.10,-10.60,-33.00,30.10,10.90,120.00,31.80,20.50,58.36
5.96,1.00,1.00,-57.60,-9.90,-32.70,25.10,11.70,120.00,26.30,32.10,68.49
6.03,1.00,0.00,-56.20,-7.80,-37.20,23.70,18.60,16.00,21.80,42.00,45.26
6.09,1.00,4.00,-64.10,-7.60,-38.10,20.00,17.60,15.60,32.80,19.40,24.94
6.15,1.00,4.00,-64.60,-9.90,-33.80,17.40,10.90,120.00,32.70,19.50,21.35
6.22,1.00,4.00,-65.60,-11.10,-31.70,14.60,10.60,120.00,32.90,20.00,25.80
6.28,1.00,4.00,-57.00,-10.90,-32.10,33.60,14.70,120.00,33.40,20.30,26.99
6.34,1.00,0.00,-51.40,-3.10,-38.00,46.00,23.50,23.00,34.00,20.40,21.51
6.40,1.00,3.00,-47.70,-6.30,-34.40,120.00,20.00,120.00,34.30,20.60,6.32
6.47,1.00,0.00,-47.70,-6.30,-34.40,120.00,17.40,120.00,34.60,21.10,-9.09
6.53,1.00,3.00,-47.20,-6.40,-30.90,120.00,12.50,120.00,34.60,21.40,-4.45
6.59,1.00,3.00,-44.70,-4.30,-33.30,120.00,18.30,31.50,35.00,22.40,16.90
6.65,1.00,3.00,-44.70,-4.30,-33.30,120.00,16.40,64.00,35.50,22.40,8.42
6.72,1.00,3.00,-44.70,-4.30,-33.30,120.00,17.20,32.60,35.60,22.90,6.75
6.78,1.00,4.00,-49.80,-4.90,-36.80,38.20,16.90,120.00,30.50,23.30,5.45
6.84,1.00,4.00,-48.10,-3.60,-36.50,42.50,15.70,42.30,35.80,23.90,15.15
6.91,1.00,0.00,-45.00,0.70,-37.10,47.90,16.30,20.50,36.60,24.40,5.96
6.97,1.00,0.00,-45.00,0.70,-37.10,120.00,15.70,22.90,36.80,25.40,7.72
7.03,1.00,3.00,-42.90,-2.10,-32.60,120.00,16.50,20.10,37.80,26.00,12.17
7.09,1.00,3.00,-46.20,-5.50,-32.60,55.40,15.50,23.30,38.80,26.30,7.84
7.16,1.00,0.00,-45.30,1.50,-34.50,46.30,15.00,16.40,39.10,26.60,14.71
7.22,1.00,4.00,-46.50,-2.50,-36.00,38.70,14.10,120.00,39.10,27.30,26.40
7.28,1.00,4.00,-46.20,-6.30,-32.60,35.80,13.10,120.00,39.10,28.40,31.80
7.34,1.00,3.00,-43.70,-7.00,-28.60,52.60,11.60,120.00,39.40,29.20,27.10
7.41,1.00,1.00,-45.30,-9.60,-26.90,29.30,8.80,120.00,40.40,29.30,17.92
7.47,1.00,0.00,-46.20,-6.60,-32.60,20.90,13.70,14.50,40.50,30.10,20.25
7.53,1.00,0.00,-46.20,-6.60,-32.60,18.50,14.20,15.00,40.70,30.30,15.02
7.59,1.00,1.00,-49.30,-6.90,-37.10,13.80,11.70,17.30,41.10,31.00,14.39
7.65,1.00,0.00,-44.70,-3.10,-37.70,19.10,10.80,14.60,41.60,31.80,8.75
7.72,1.00,0.00,-41.10,-2.80,-33.60,37.10,10.90,13.50,41.90,32.60,-0.98
7.78,1.00,0.00,-41.10,-2.80,-33.60,51.30,10.70,13.60,41.90,33.50,-4.89
7.84,1.00,3.00,-37.20,0.30,-27.20,47.50,9.60,14.70,42.50,34.40,-16.27
7.90,1.00,0.00,-37.20,0.30,-27.20,42.80,9.30,16.80,42.90,35.20,-23.03
7.96,1.00,0.00,-36.30,5.50,-27.10,40.80,9.70,12.90,42.50,35.70,-21.49
8.09,1.00,0.00,-36.80,9.60,-31.70,35.10,10.00,15.00,43.00,35.50,-18.68
8.15,1.00,0.00,-38.90,12.40,-33.90,33.90,11.00,17.10,43.10,36.40,-26.33
8.22,1.00,0.00,-38.90,12.40,-33.90,36.50,10.10,14.70,43.20,37.40,-37.11
8.28,1.00,0.00,-38.00,11.40,-31.20,28.60,9.80,18.90,42.70,37.30,-25.68
8.34,1.00,3.00,-35.10,13.90,-25.60,120.00,9.80,18.30,42.10,37.30,-18.02
8.40,1.00,3.00,-38.10,19.30,-31.80,43.60,11.10,16.60,42.00,38.50,-20.26
8.47,1.00,4.00,-38.10,19.30,-31.80,28.70,12.70,16.30,41.90,39.30,-15.26
8.53,1.00,0.00,-38.10,19.30,-33.30,31.70,11.50,14.10,41.90,39.20,-12.99
8.59,1.00,0.00,-36.80,15.70,-28.00,21.10,12.70,11.10,42.00,39.70,-20.77
8.65,1.00,4.00,-37.20,15.20,-32.70,17.60,10.90,14.30,41.50,40.00,74.39
8.71,1.00,0.00,-35.00,11.10,-27.70,27.90,10.70,14.60,42.50,41.40,-30.81
8.78,1.00,0.00,-35.10,12.70,-29.60,29.20,10.90,14.50,43.00,41.80,-39.14
8.84,1.00,0.00,-35.60,14.70,-27.50,31.30,12.20,17.10,43.00,41.80,-39.14
9.01,1.00,0.00,-38.10,25.00,-32.10,29.30,15.70,16.40,41.30,43.00,-39.81
9.08,1.00,0.00,-40.70,27.70,-32.10,30.10,18.80,14.10,41.50,43.90,-50.82
9.14,1.00,0.00,-39.00,26.30,-28.00,32.20,18.10,12.20,41.10,44.00,-54.80
9.20,1.00,0.00,-37.50,22.90,-27.70,37.40,16.50,13.30,40.40,44.40,-55.43
9.26,1.00,0.00,-37.50,22.90,-27.70,59.00,17.80,14.40,39.90,44.80,-59.38
9.33,1.00,0.00,-39.80,27.50,-28.00,120.00,21.50,17.40,39.60,45.40,-63.88
9.39,1.00,3.00,-39.50,30.20,-25.90,120.00,27.50,18.10,39.50,45.70,-71.09
9.45,1.00,0.00,-40.50,30.90,-24.70,63.70,13.90,17.20,39.30,45.90,-70.94
9.52,1.00,3.00,-40.50,30.90,-24.70,122.30,13.60,14.50,38.00,46.30,-141.60
9.58,1.00,0.00,-42.00,35.10,-27.70,42.50,12.70,15.20,38.50,46.20,-57.89
9.64,1.00,0.00,-45.40,35.00,-26.30,44.10,15.00,15.60,37.80,47.00,-55.32
9.71,1.00,0.00,-45.40,35.00,-26.30,52.60,25.60,14.70,37.80,47.50,-54.69
9.77,1.00,0.00,-43.70,35.00,-23.80,60.50,19.10,14.40,37.70,47.90,-46.71
9.83,1.00,3.00,-40.20,31.70,-25.40,62.00,13.30,14.10,37.70,48.30,-48.36
9.89,1.00,0.00,-41.40,31.10,-30.30,33.30,9.60,14.70,37.30,49.20,-53.79
9.96,1.00,0.00,-40.40,31.10,-29.60,33.80,8.90,14.80,36.90,50.40,-52.32
10.02,1.00,0.00,-38.90,25.40,-30.30,29.10,5.60,25.50,36.80,50.90,-54.68
10.08,1.00,0.00,-38.10,28.40,-30.30,31.30,5.10,25.30,36.60,51.50,-47.45
10.15,1.00,0.00,-41.60,34.40,-25.10,32.00,22.20,13.10,36.10,52.40,-57.14
10.21,1.00,4.00,-38.70,33.60,-31.70,25.20,8.60,14.90,35.90,53.40,-55.79
10.27,1.00,0.00,-38.30,29.80,-29.80,26.20,10.70,18.00,35.70,54.40,-49.69
10.34,1.00,0.00,-38.30,29.80,-29.80,25.40,9.50,21.40,35.30,54.20,-71.06
10.40,1.00,0.00,-39.90,35.00,-27.80,29.40,14.10,24.60,34.70,54.70,-58.62
10.46,1.00,0.00,-39.90,35.00,-27.80,23.30,10.10,18.40,34.00,53.70,82.41
10.52,1.00,0.00,-39.90,33.50,-28.90,27.10,15.50,19.40,33.90,54.10,71.93
10.58,1.00,0.00,-41.10,36.50,-27.50,22.60,15.70,28.30,34.20,55.00,-17.71
10.65,1.00,0.00,-35.00,32.90,-24.70,18.60,19.80,20.00,33.80,55.50,-16.73
10.71,1.00,0.00,-35.00,32.90,-24.70,16.50,22.90,15.50,33.80,56.10,-18.26
10.77,1.00,0.00,-29.50,24.50,-23.30,11.90,21.20,37.70,33.60,56.80,-18.66
10.83,1.00,0.00,-27.80,20.50,-20.90,11.50,31.30,31.90,32.50,57.10,65.51
10.90,1.00,0.00,-27.70,19.40,-23.30,11.20,32.60,31.30,32.90,57.80,-10.32
10.96,1.00,0.00,-27.70,19.40,-23.30,10.40,24.70,34.00,33.00,58.10,-3.46
11.02,1.00,0.00,-27.20,20.60,-22.90,10.00,12.90,40.30,32.70,58.40,8.91
11.08,1.00,0.00,-25.30,17.00,-20.20,8.80,32.00,27.90,32.60,58.80,15.51
11.15,1.00,0.00,-26.20,11.80,-21.10,8.10,32.70,25.00,32.60,59.90,20.62
11.21,1.00,0.00,-26.20,11.80,-21.10,7.90,21.10,34.10,32.80,60.40,17.49
11.27,1.00,0.00,-25.70,1.80,-20.00,8.70,26.10,23.20,33.20,61.20,15.57
11.33,1.00,0.00,-27.70,-6.10,-23.90,7.70,37.70,16.50,33.10,61.90,22.43
11.39,1.00,0.00,-27.70,-6.10,-23.90,7.00,24.60,15.00,33.20,62.40,19.57
11.45,1.00,0.00,-29.20,-5.20,-26.20,6.40,15.20,15.20,33.50,62.70,20.52
11.52,1.00,0.00,-26.00,-3.90,-19.70,5.50,30.10,15.50,33.90,62.90,20.32
11.58,1.00,0.00,-26.20,-5.70,-19.60,5.00,120.00,12.50,34.40,63.10,13.30
11.64,1.00,0.00,-26.20,-5.70,-19.60,4.10,120.00,11.70,34.40,63.10,8.69
11.71,1.00,0.00,-26.50,-7.20,-22.10,3.70,120.00,11.70,34.10,63.20,6.12
11.77,1.00,0.00,-25.30,-9.00,-17.60,3.90,120.00,12.20,34.00,63.20,2.40
11.83,1.00,0.00,-24.10,-2.40,-12.90,3.70,30.60,15.00,33.90,63.20,2.94
11.90,1.00,0.00,-24.80,2.10,-10.30,3.50,30.20,16.70,33.80,63.20,0.61
11.96,1.00,0.00,-24.50,4.80,-11.10,3.30,33.80,15.30,33.70,63.20,-6.52
12.02,1.00,0.00,-24.50,4.80,-11.10,3.20,36.20,15.80,33.60,63.10,-8.29
12.08,1.00,5.00,-24.70,6.10,-5.80,3.80,32.00,17.60,33.80,63.20,-8.01
12.14,1.00,3.00,-26.30,8.50,-2.20,3.80,32.90,21.70,33.40,63.20,-4.78
12.21,1.00,3.00,-24.70,10.30,-3.10,3.90,120.00,16.30,33.30,63.20,-14.07
12.27,1.00,0.00,-25.60,12.00,-2.70,3.50,30.60,22.60,33.30,63.30,-17.19
12.33,1.00,3.00,-26.20,13.00,-3.60,4.00,33.10,19.90,33.20,63.30,-21.42
12.39,1.00,3.00,-26.20,10.30,-3.60,3.00,120.00,14.50,33.20,63.20,-20.38
12.45,1.00,3.00,-26.20,10.30,-3.60,3.40,120.00,13.90,33.20,63.20,-20.06
12.52,1.00,5.00,-26.60,18.50,-2.20,3.20,11.10,17.10,33.30,63.20,-17.44
12.58,1.00,5.00,-28.70,18.70,-2.50,3.70,12.10,14.70,33.20,63.20,-14.29
12.64,1.00,5.00,-26.90,20.60,-2.80,3.40,10.50,14.00,33.20,63.20,-13.99
12.70,1.00,5.00,-26.90,20.60,-2.80,3.60,12.10,14.60,33.40,63.20,-17.31
12.77,1.00,5.00,-25.30,17.30,-3.40,3.40,15.80,16.30,33.50,63.30,-24.26
12.83,1.00,5.00,-25.60,16.60,-3.40,3.70,17.70,17.70,33.30,63.30,-23.80
12.89,1.00,0.00,-25.30,16.10,-4.80,3.60,15.90,16.20,33.20,63.20,-22.95
12.96,1.00,0.00,-25.70,21.80,-6.90,3.50,9.50,25.50,33.30,63.10,-21.49
13.02,1.00,0.00,-26.90,24.10,-5.40,3.60,9.20,23.70,33.30,63.00,-12.92
13.08,1.00,0.00,-26.90,24.10,-5.40,4.00,10.00,20.50,33.20,62.80,-6.28
13.14,1.00,0.00,-26.50,23.30,-6.40,4.10,11.60,22.90,33.50,63.00,-3.86
13.21,1.00,0.00,-25.60,20.50,-5.20,3.20,16.30,23.90,33.30,63.10,-3.77
13.27,1.00,3.00,-24.80,15.80,-4.50,4.00,31.80,21.70,33.30,63.10,-8.88
13.33,1.00,3.00,-24.10,12.40,-4.80,2.80,32.00,20.70,33.30,63.10,-12.33
13.39,1.00,0.00,-25.40,10.60,-4.30,3.60,30.70,20.80,33.30,63.10,-10.48
13.46,1.00,0.00,-24.50,13.50,-4.50,3.50,32.30,20.00,29.80,64.10,-12.63
13.52,1.00,5.00,-26.00,13.20,-3.70,4.00,29.70,21.10,33.20,62.80,-0.13
13.58,1.00,0.00,-26.30,14.40,-3.00,3.90,27.30,22.50,33.20,62.90,3.67
13.65,1.00,3.00,-25.70,14.80,-3.60,3.80,30.60,25.20,33.20,62.90,1.13
13.71,1.00,3.00,-27.20,11.10,-3.60,3.60,30.80,21.10,33.00,63.20,11.01
13.77,1.00,3.00,-27.10,7.00,-1.50,3.90,31.70,21.10,33.20,63.30,14.77
13.83,1.00,3.00,-26.00,4.80,-4.80,4.00,33.00,19.20,33.30,63.40,19.92
13.90,1.00,5.00,-26.00,4.80,-4.80,3.90,35.40,17.20,33.30,63.50,23.79
13.96,1.00,5.00,-27.70,0.70,-5.10,4.30,35.40,15.30,33.50,63.70,29.58
14.02,1.00,5.00,-28.90,-1.60,-2.70,3.90,32.20,12.70,33.60,63.90,36.92
14.08,1.00,3.00,-28.70,-4.50,-3.90,3.80,27.10,11.40,33.70,64.20,46.91
14.15,1.00,3.00,-31.10,-4.50,-3.90,4.40,23.70,10.80,29.70,65.40,52.33
14.21,1.00,3.00,-34.10,-12.40,-1.90,3.90,22.60,9.80,33.80,64.30,54.41
14.27,1.00,3.00,-33.20,-15.20,-5.40,4.30,26.00,8.80,34.00,64.50,60.46
14.34,1.00,5.00,-36.60,-20.00,-8.10,5.50,18.40,7.70,34.60,64.70,58.72
14.40,1.00,5.00,-42.90,-25.40,-10.00,5.40,19.50,7.20,34.60,64.50,55.43
14.46,1.00,3.00,-44.60,-26.00,-10.20,6.50,12.20,7.70,34.60,64.30,49.61
14.52,1.00,0.00,-46.00,-24.50,-8.40,6.60,12.80,7.90,34.60,64.20,41.50
14.59,1.00,0.00,-46.00,-24.50,-8.40,5.80,17.30,7.40,34.50,64.10,38.58
14.65,1.00,0.00,-43.70,-25.40,-10.60,5.40,20.90,7.60,34.50,64.10,37.71
14.71,1.00,3.00,-37.10,-20.80,-4.50,4.40,22.30,8.30,34.40,64.20,39.73
14.77,1.00,3.00,-36.00,-17.20,-4.60,3.90,22.00,8.70,34.60,64.30,42.12
14.84,1.00,3.00,-36.00,-17.20,-4.60,4.70,21.30,8.90,34.60,64.50,43.17
14.90,1.00,3.00,-35.40,-15.70,-3.10,4.00,20.30,8.60,34.70,64.50,43.07
14.96,1.00,3.00,-39.90,-15.80,1.90,4.40,18.40,9.00,34.90,63.70,-27.41
15.02,1.00,3.00,-39.90,-15.80,1.90,5.40,17.40,9.00,34.40,64.00,39.11
15.09,1.00,3.00,-41.10,-15.80,4.50,5.90,16.50,8.60,34.20,64.00,39.86
15.15,1.00,3.00,-39.80,-16.00,3.90,5.10,13.40,9.40,34.10,64.00,40.89
15.21,1.00,3.00,-39.80,-16.00,3.90,4.80,14.50,9.10,33.90,63.90,38.32
15.28,1.00,3.00,-38.70,-15.20,0.30,5.60,17.40,9.00,34.10,63.40,-32.94
15.34,1.00,3.00,-38.70,-15.20,0.30,5.20,17.10,9.80,33.90,63.50,-30.54
15.40,1.00,3.00,-38.90,-15.80,1.50,5.20,16.90,9.60,33.70,64.00,29.51
15.47,1.00,3.00,-38.90,-15.80,1.50,5.40,17.60,9.50,33.90,63.90,31.02
15.53,1.00,3.00,-36.50,-12.30,2.80,4.50,18.00,9.80,34.00,63.90,35.40
15.59,1.00,3.00,-36.50,-12.30,2.80,5.10,17.60,10.10,34.10,63.80,41.05
15.65,1.00,3.00,-39.20,-10.00,7.00,4.50,16.70,11.10,33.90,64.00,32.58
15.73,1.00,3.00,-38.40,-5.50,7.80,5.40,14.20,11.50,33.90,64.00,32.58
15.92,1.00,5.00,-39.60,-1.60,11.10,8.10,12.80,12.30,33.90,64.00,32.58
16.01,1.00,3.00,-39.50,6.10,13.00,120.00,10.30,120.00,34.40,63.30,-32.51
16.07,1.00,5.00,-39.90,3.90,13.60,13.30,11.40,21.30,34.30,63.40,-33.26
16.14,1.00,5.00,-39.80,5.20,14.50,120.00,11.90,38.90,34.30,63.40,-34.10
16.20,1.00,5.00,-42.00,8.70,13.80,120.00,12.90,39.60,34.40,63.30,-32.37
16.26,1.00,5.00,-43.50,10.60,14.80,120.00,17.10,120.00,34.30,63.30,-32.71
16.32,1.00,5.00,-43.50,10.60,14.80,120.00,21.60,120.00,34.50,63.40,-31.88
16.39,1.00,5.00,-42.80,7.90,13.80,120.00,25.00,30.10,34.60,63.40,-28.33
16.45,1.00,5.00,-42.90,3.10,13.20,120.00,26.10,42.90,34.60,63.60,-33.78
16.51,1.00,5.00,-42.90,3.10,13.20,120.00,25.20,30.40,34.50,63.70,-36.67
16.58,1.00,5.00,-45.10,5.10,15.40,120.00,23.50,28.50,29.60,74.30,53.27
16.64,1.00,5.00,-45.10,3.10,14.70,0.00,22.80,25.10,34.60,64.00,5.53
16.70,1.00,5.00,-45.30,3.70,14.50,120.00,23.90,21.70,34.50,64.30,16.62
16.76,1.00,5.00,-45.30,3.70,14.50,120.00,20.90,27.20,34.50,64.40,16.60
16.82,1.00,5.00,-47.20,4.50,15.20,120.00,18.10,120.00,34.60,64.30,19.28
16.89,1.00,5.00,-46.90,5.10,17.20,120.00,13.80,120.00,34.70,64.30,20.55
16.95,1.00,5.00,-45.10,3.60,16.40,120.00,13.80,29.20,34.70,64.20,19.04
17.01,1.00,3.00,-45.10,3.60,16.40,120.00,13.80,8.60,34.80,64.20,18.13
17.07,1.00,3.00,-47.70,3.60,17.60,90.00,11.70,120.00,34.80,64.10,16.64
17.14,1.00,3.00,-47.70,3.60,17.60,120.00,11.10,120.00,34.80,64.00,15.55
17.20,1.00,3.00,-44.30,4.50,16.30,120.00,10.10,29.40,34.70,64.10,-7.24
17.26,1.00,3.00,-44.30,4.50,16.30,120.00,9.60,120.00,34.80,64.00,-9.91
17.33,0.00,3.00,-41.40,6.90,16.00,10.80,10.10,0.20,34.80,64.10,-12.98
17.39,1.00,3.00,-41.40,6.30,16.10,8.50,10.00,0.00,34.70,64.10,-7.51
17.45,1.00,3.00,-41.00,8.40,14.80,120.00,9.20,120.00,34.60,64.10,-3.37
17.51,1.00,3.00,-41.60,9.90,16.70,0.00,12.70,120.00,34.50,64.10,-2.41
17.58,1.00,3.00,-42.00,10.60,15.20,120.00,21.10,120.00,34.50,64.10,-0.56
17.64,1.00,5.00,-42.00,7.90,16.70,120.00,27.70,30.30,34.50,64.10,-3.45
17.70,1.00,5.00,-42.90,7.30,15.40,120.00,27.30,29.10,31.00,71.60,38.74
17.77,1.00,5.00,-42.90,7.30,15.40,6.30,26.10,33.70,17.90,68.00,6.78
17.83,1.00,5.00,-41.40,5.10,15.80,120.00,24.00,22.90,34.20,64.20,-19.65
17.89,1.00,3.00,-40.50,7.90,17.00,120.00,24.00,120.00,33.00,66.60,11.23
