# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0,0,0,0,0,0,0,0,0
0,1,0,-44.7,10.9,-52.9,10.2,20.4,10.7
0.05,1,0,-43.4,12,-52.9,9.8,23.6,11
0.12,1,0,-39.9,11.2,-49.6,9.5,24.2,11
0.18,1,0,-40.7,9,-52.6,10,22.9,10.9
0.24,1,0,-40.7,10.5,-53.4,9.6,22.9,10.5
0.31,1,0,-41.9,11.2,-51.9,9.5,23.8,10.6
0.37,1,0,-41.9,11.2,-51.9,9.3,23.2,10.7
0.43,1,0,-39.8,11.1,-51.3,9.2,24,10.4
0.5,1,0,-39.8,11.1,-52.5,10.2,22.9,10.7
0.56,1,0,-42.6,9.7,-51.9,9.9,17.1,11.3
0.62,1,3,-42.6,9.7,-51.9,11.2,14.5,12.7
0.69,1,0,-42.6,9.7,-51.9,13.3,12.5,14.5
0.75,1,0,-43.8,13,-52,9.6,11.8,16.9
0.81,1,0,-46,17.2,-53.1,8.9,11.5,17.7
0.87,1,0,-45.4,19.3,-51.4,8.1,12.4,15.2
0.94,1,3,-46.5,14.5,-54.3,7.2,9.6,24.7
1,1,3,-53.1,8.7,-57.6,6.8,8.7,120
1.06,1,4,-55.3,13.8,-55.3,6,9.2,22.6
1.13,1,0,-55.6,17.9,-52.8,5.3,9.1,24.2
1.19,1,0,-55.6,17.9,-52.8,5.6,9.5,20
1.25,1,0,-47.8,22.6,-52.5,5.5,9.5,25.6
1.32,1,0,-46.5,21.4,-51.7,4.8,8.6,32.6
1.38,1,0,-44.6,22.6,-52.8,3.9,8.7,30.6
1.44,1,0,-42.2,23.9,-50.1,4.4,8.8,32.2
1.51,1,5,-44.7,25.7,-48.1,3.8,9.9,28.8
1.57,1,0,-51.7,23.5,-52.6,3.2,7.2,37.1
1.63,1,5,-51.7,23.5,-52.6,3.5,6,45
1.7,1,0,-52.2,22.7,-52.2,3.8,5.4,37.8
1.76,1,0,-51.3,25.3,-51.3,4,4.7,22.8
1.82,1,5,-50.8,26,-50.5,5.1,4.5,20.2
1.88,1,5,-53.7,26.9,-51.1,6.6,4.9,13.5
1.95,1,0,-57.7,31.8,-44.6,8.5,5.8,5.8
2.01,1,2,-60.2,33,-45.6,11.9,5.5,7.3
2.07,1,0,-63.8,18.7,-52.5,13.5,3.5,17
2.14,1,0,-63.8,18.7,-52.5,41.5,3.6,15.3
2.2,1,0,-65.8,16.1,-54.4,40.2,3.5,17.1
2.26,1,0,-65,12.7,-52.9,39,3.6,21.9
2.39,1,0,-68.3,13.9,-53.4,35.6,4,21.7
2.45,1,0,-64.3,15.1,-53.7,32.2,4.4,19.3
2.52,1,0,-65.8,12.7,-52.2,34.1,3.1,18.1
2.58,1,0,-67.9,12.3,-52,19.7,3.8,19.7
2.64,1,0,-68.6,10.6,-51.3,17.7,4.1,20.4
2.71,1,0,-68.6,10.6,-51.3,18,3.8,10.4
2.77,1,0,-71,15.8,-49.6,21.6,3.6,12.1
2.83,1,3,-58.3,12.3,-54.3,120,4,22.3
2.9,1,3,-56.4,11.8,-53.5,120,4.4,19
2.96,1,0,-56.4,11.8,-53.5,30.5,3.2,27.4
3.02,1,3,-64,4.3,-52.2,29.2,3.3,31
3.09,1,0,-68.9,8.4,-48,19,4.7,18.3
3.15,1,0,-67.7,5.5,-48.6,26.4,5.9,23.1
3.21,1,0,-67.7,5.5,-48.6,39.9,7,33.2
3.28,1,3,-55.6,-1.8,-50.2,120,7.7,33.8
3.34,1,0,-57.6,1.8,-50.5,37.4,8,33.2
3.4,1,0,-58,2.8,-49.6,35.1,10.1,29.5
3.47,1,0,-58,2.8,-49.6,39.4,11.4,33.7
3.53,1,0,-54.6,0.3,-49.5,120,16.2,27.3
3.59,1,0,-56.8,4.5,-51,31.8,17.6,15.2
3.66,1,0,-59.4,2.2,-50.5,17.9,18.6,13.7
3.72,1,0,-59.4,2.2,-50.5,30.5,19.2,15
3.79,1,0,-55.2,-0.1,-49.3,35.1,16.3,17.4
3.85,1,3,-51.3,-1.8,-45.4,120,15.7,22.8
3.91,1,5,-49.3,-1,-46.6,0,16.5,18.7
3.98,1,0,-57.3,-1.6,-47.5,27.4,16.2,12.8
4.04,1,0,-61.7,0.4,-46,23.9,18.4,10.3
4.1,1,0,-58.8,-0.9,-47.8,28.9,17.4,23.9
4.17,1,0,-52.5,-6.3,-46.3,32.1,15.7,120
4.23,1,4,-52.5,-6.3,-46.3,25.7,14.5,120
4.29,1,0,-56.2,-6.6,-43.8,29.1,16.2,15.6
4.36,1,3,-47.4,-3.9,-45.6,120,16.2,14.7
4.42,1,3,-48.6,-3.7,-44.7,120,16.3,14.5
4.48,1,0,-49.9,-5.8,-42,18.6,15.6,18.1
