# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
1.46,0,0,-73.7,20.2,65.2,8.6,2.6,6.3
1.64,1,3,-38.3,-4.2,-43.7,4.5,14.1,14.8
1.7,1,0,-38.3,-4.2,-43.7,5.1,15.5,15.8
1.76,1,3,-38.3,-4.5,-42.6,5,15.7,14.8
1.83,1,0,-40.7,-3.6,-45,5.1,19.2,13.9
1.89,1,0,-42.8,-1.8,-46.9,4.9,25.1,13.3
1.95,1,0,-42.2,-0.4,-48.1,4.5,22.5,12.5
2.02,1,0,-41.1,-0.9,-46,4.7,23,12.3
2.22,1,0,-41.9,-3.6,-44.3,4.6,21.5,12.8
2.56,1,0,-41.9,-3.6,-44.3,5.3,17.6,14
2.56,1,0,-42.2,-4.3,-46,4.5,16.1,15.1
2.89,1,0,-43.4,-5.1,-46.8,4.3,14.9,16.3
2.89,1,0,-42.9,-3.9,-46.3,3.9,15.1,15.9
3.1,1,0,-41.6,-4.5,-46.6,4.2,15.5,15.5
3.35,1,0,-41.6,-2.5,-44.4,4.3,17.7,14.5
3.35,1,0,-41.6,-2.5,-44.4,3.5,15.9,15.2
3.61,1,0,-41.6,-4.5,-44.7,4.6,14.1,14.1
3.84,1,1,-41.6,-4.9,-45.4,4.9,14,15.2
3.84,1,1,-41.6,-4.9,-45.4,4.8,14,15.2
4.16,1,1,-42.2,-5.8,-45.3,4.7,13.7,15.3
4.44,1,0,-40.7,-4.8,-44.6,4.3,14.3,15.4
4.68,1,1,-41.9,-6.6,-45,4.2,12.8,15.3
4.68,1,1,-41.1,-5.5,-44.6,4.3,11.8,16.2
4.97,1,1,-42.3,-6.4,-44.4,3.8,12.4,15.3
5.05,1,0,-45.9,15.4,-47.8,6.5,4.8,17.8
5.11,1,0,-48.1,18.5,-48.6,6.9,5.4,19.9
5.17,1,0,-48.4,16.6,-48.6,6.2,5.4,26.2
5.24,1,0,-49.9,18.5,-48.9,6.1,5.6,26.1
5.3,1,0,-52.5,18.5,-47.5,5.8,6,120
5.36,1,0,-53.2,22.3,-47.8,5.9,7,29.1
5.43,1,0,-56.4,20.6,-49.8,5.7,6.9,25.5
5.52,1,0,-53.4,21.4,-48.4,5.9,7.6,22.5
5.58,1,0,-56.4,22.6,-48,5.6,8.4,22.4
5.65,1,0,-59.9,21.5,-49.3,7.1,10.4,23.6
5.71,1,0,-59.9,21.5,-49.3,6.9,10.2,24.9
5.77,1,0,-60.4,17.9,-49.8,7.9,8.5,19.2
5.85,1,0,-60.4,17.9,-49.8,8,7.9,19.6
5.85,1,0,-63.2,14.7,-49.6,9.1,6.7,22.2
6.07,1,0,-65.9,10.6,-49.8,11.1,6.5,25.3
6.13,1,0,-65.9,10.6,-49.8,12.2,5.9,27
6.2,1,0,-65.9,7.2,-51,14.1,6.3,21.8
6.26,1,3,-65.5,3.9,-50.4,14,5.8,120
6.4,1,0,-65.5,3.9,-50.4,16.8,6.3,38.7
6.4,1,3,-65,2.8,-51.9,14.8,5.9,120
6.73,1,3,-65.2,1.8,-50.2,16.2,6.1,120
6.93,1,3,-65.2,1.8,-50.2,16.9,5.9,120
6.93,1,3,-63.1,-10.3,-48,120,7.5,120
7.08,1,3,-63.1,-10.3,-48,120,7.9,120
7.14,1,3,-60.2,-8.2,-47.8,120,9.5,21.8
7.22,1,3,-60.7,-8.2,-48.6,120,9.8,15.6
7.31,1,3,-61.1,-7.2,-49.2,120,10.5,26.2
7.37,1,3,-59.1,-11.8,-44.7,120,10.2,21
7.44,1,3,-58.6,-12.6,-46.2,120,10.6,20.9
7.5,1,3,-59.1,-12.3,-45.1,120,11.3,30
7.56,1,3,-63.8,-18.4,-40.1,49.9,6.9,120
7.63,1,4,-63.8,-18.4,-40.1,25.5,7.4,120
7.7,1,4,-66.5,-18.5,-39.2,13.9,7.5,120
7.78,1,1,-66.7,-20.2,-35,13.2,4.5,120
7.84,1,1,-66.7,-20.2,-35,13.6,4.8,120
7.95,1,1,-63.8,-18.7,-39.6,15.6,6.9,22.4
8.02,1,1,-59.2,-18.1,-38,18.7,7.7,18.1
8.08,1,3,-59.2,-18.1,-38,18.9,8,21
8.14,1,0,-63.1,-15.7,-41.9,14.2,11.2,20.9
8.2,1,0,-62.5,-15.8,-42.8,13,11.2,23.7
8.26,1,0,-61.7,-17.3,-43.1,15.6,12.1,20.7
8.33,1,0,-57.6,-16,-42.2,16.8,13.3,19.5
8.39,1,0,-51.7,-13.9,-43.1,21.2,17.9,16.6
8.45,1,0,-51.7,-13.9,-43.1,34.9,17.3,17.7
8.45,1,3,-46,-11.4,-40.8,91.4,17.5,18.8
8.58,1,3,-43.8,-11.1,-41.4,4.8,15.7,17.5
8.64,1,3,-43.8,-11.1,-41.4,120,18,17.3
8.7,1,0,-46.6,-8.2,-43.5,120,23.4,17
8.77,1,3,-41.9,-7.8,-41,120,16.7,16.6
8.77,1,3,-41.6,-7.9,-41.9,120,16.6,17.1
9.11,1,3,-43.4,-4.3,-43.5,21.1,13.4,15.8
9.25,1,0,-50.2,-2.1,-47.8,17.5,14.4,14.7
9.31,1,0,-50.2,-2.1,-47.8,14.4,14.9,15
9.39,1,0,-51.3,-1,-47.7,15,14.8,16.1
9.5,0,0,-50.1,4.9,-48,11.9,19,14.9
9.56,0,0,-48.4,6.3,-47.5,10.8,19.8,14.8
9.63,1,0,-46.6,5.8,-47.5,10.4,19.2,14.3
9.71,1,0,-46.5,4.9,-49.5,9.5,16,14.6
9.77,1,4,-46.5,4.9,-49.5,8.7,16.6,12.6
9.83,1,0,-37.5,6.9,-44.7,9.6,18.4,13.8
9.9,1,3,-35.7,5.7,-42.6,9.9,18.3,13.4
9.96,1,0,-35.7,5.7,-42.6,9.9,17.5,12.9
10.02,1,3,-33.9,6.1,-41.1,8.7,17.7,12.4
10.08,1,3,-35.4,9.6,-40.8,7.6,21.2,13.2
10.15,1,3,-34.7,11.4,-40.8,6.2,22.6,12.8
10.21,1,0,-34.7,11.4,-40.8,5.2,30.1,12.7
10.27,1,0,-38.1,12.7,-44.3,4.8,31.3,11.2
10.34,1,0,-38,14.1,-45.4,4.3,40.7,10.5
10.44,1,0,-38,14.1,-45.4,4.5,22.1,9.5
10.44,1,0,-35.9,7.8,-44.3,4.4,17,8.7
10.72,1,3,-32.7,-4.5,-36.8,6.8,8.9,9.2
10.78,1,3,-32.6,-7,-34.7,7.3,10.4,8.4
10.86,1,3,-32.6,-7,-34.7,8,9.6,9.1
10.86,1,3,-30.9,-6.9,-32,7.7,8.2,8.9
11.09,1,3,-30,-2.8,-32.1,8.6,9.1,9.6
11.15,1,3,-29.6,-6.3,-26,11.4,8.6,9.6
11.21,0,3,-27.8,-6.3,-24.5,10.8,8.4,9.1
11.21,0,3,-27.8,-6.3,-24.5,11.3,8.1,10.4
11.46,0,3,-28,-7.2,-17.8,120,6.7,10.3
11.7,0,3,-28,-7.2,-17.8,120,6.3,10.3
11.7,1,1,-30.8,-13.5,-15.1,17,4.3,11.3
11.94,1,3,-35.1,-20,-13.6,14,3.6,9.5
12.15,1,3,-36.5,-20.2,-16,11.6,4.2,10.1
12.32,1,1,-38.3,-21.8,-20.3,8.8,3.8,10.3
12.32,1,3,-38.7,-22.6,-20,8.8,5,10.6
12.59,1,1,-42.6,-25,-23.5,5,3.8,10.5
12.82,1,1,-40.5,-22.6,-26.2,3.5,4.5,10.1
12.96,1,1,-33.6,-13.9,-30,2.3,3.6,9.4
13.02,1,1,-33.6,-13.9,-30,2.5,3.9,9.6
13.09,1,1,-28.4,-0.3,-35.3,2.2,7.7,8.5
13.15,1,1,-29.2,-0.7,-34.5,2.3,8.5,8.7
13.21,0,3,-29.2,-0.7,-34.5,1.6,8.4,8.2
13.27,1,3,-28.4,-3,-31.7,2.3,7.9,8.5
13.27,1,3,-27.7,5.2,-32,5,9.5,7.3
13.43,1,1,-28.7,7.2,-35.3,3.7,3.9,7.6
13.49,1,1,-28.4,4.5,-35,2.5,3.8,8.3
13.56,1,3,-28.4,4.5,-35,4.1,3.3,9.2
13.62,1,3,-25.4,6.9,-30.2,5.3,3.5,8.5
13.68,1,3,-26.5,8.4,-28,5.2,3.3,9.2
13.74,1,3,-24.8,7,-26.3,4.4,3.3,8.9
13.81,1,3,-25.6,7,-29.6,5.6,4.6,8.7
14.07,1,3,-25.7,12.6,-24.7,5.6,3.5,8.5
14.24,1,5,-24.7,14.8,-20.6,5.5,4.2,9.8
14.42,1,5,-25,16.4,-16.3,7.1,6,9
14.42,1,5,-25,15.2,-16.7,5.9,5,9.4
14.42,1,5,-25.3,15.4,-17.6,7.6,4.8,9
14.82,1,3,-24.2,6.9,-11.7,120,12.9,8.5
14.88,1,3,-24.5,6.6,-10.3,120,15,8.5
14.95,1,3,-24.2,7.9,-11.2,120,16.2,7.8
15.01,1,3,-25,6.9,-8.7,120,16.6,8.1
15.07,1,3,-24.5,5.8,-7.8,120,17,8
15.14,1,5,-23.9,5.2,-9.4,120,17.2,8.2
15.2,1,5,-25.7,2.5,-7.9,11.6,16.6,7.9
15.26,1,5,-25.6,2.8,-6,120,15.6,8.4
15.33,1,5,-25.7,1,-5.8,120,15.1,8.4
15.39,1,5,-25.7,1,-5.8,120,15.7,8.2
15.45,1,5,-25.4,-0.7,-5.8,120,15.2,8.5
15.51,1,5,-25.4,-0.7,-5.8,120,16.4,8.2
15.58,1,5,-24.8,0.1,-6.7,120,16.6,8.3
15.58,1,5,-26.3,-2.4,-6.7,120,14.8,8.4
15.83,1,3,-31.7,-9.6,1.3,120,8.5,10.2
16.06,1,3,-32,-7.2,2.8,120,8.8,10.1
16.26,1,5,-31.7,-9.6,2.5,120,8.9,10.3
16.53,1,5,-36.8,-12.3,3.6,120,6.6,11.2
16.53,1,5,-39.8,-16,5.4,40.9,4.7,14.7
16.76,1,3,-40.4,-16.6,6,120,4.3,15.6
17.09,1,3,-46.2,-18.5,6.3,120,3.5,120
17.09,1,3,-47.5,-22.1,4.3,120,3.5,120
17.34,1,3,-51,-22.7,3.7,120,3,120
17.34,1,3,-50.5,-24.5,1.3,120,3.8,120
17.65,1,1,-53.7,-24.7,4.2,120,4.2,0
17.98,1,3,-58,-26.9,-2.7,49.7,3.7,120
17.98,1,1,-60.2,-28.9,-10,12.3,4.1,120
18.24,1,1,-64.9,-27.1,-10.9,9,4.6,120
18.24,1,1,-63.5,-28.9,-17.9,7.9,6.6,120
18.6,1,1,-61.9,-27.5,-19.6,10.3,5.7,120
18.66,1,3,-56.4,-27.5,-19.3,13.6,7.1,120
18.72,1,3,-56.2,-27.4,-20.5,11.6,5.6,120
18.79,1,3,-53.8,-27.1,-19.6,12.7,5.5,120
18.85,1,3,-53.4,-25.3,-21.1,11.9,5.7,120
18.91,1,3,-54,-26.6,-23,11,5.2,120
18.98,1,3,-49.9,-25.7,-21.2,12.1,5,0
19.04,1,1,-50.7,-27.4,-21.7,15.3,4.8,5.8
19.1,1,3,-47.7,-23.5,-22.3,120,5.1,120
19.23,1,3,-49.8,-24.1,-23.6,14.6,5.5,120
19.29,1,3,-47.2,-26,-22.1,120,4.9,120
19.35,1,3,-47.2,-26,-22.1,120,5.4,120
19.41,1,3,-42.2,-19.6,-26,91.4,5.4,20.7
19.48,1,0,-41.6,-19.9,-29.2,44.5,4.1,22.8
19.54,1,0,-41.9,-18.5,-29.6,49,5.5,23
19.6,1,0,-40.4,-18.1,-28.1,120,5,19.3
19.67,1,0,-42,-17.9,-28,39.7,4.5,20.5
19.73,1,0,-39.5,-15.7,-29.8,36.9,4.7,23.2
19.79,1,0,-39.6,-13.5,-32.9,35.4,7.8,20.6
19.86,1,0,-40.5,-13,-32.7,32.5,6.6,19.5
19.92,0,0,-36.3,-10.9,-30.6,38.8,6.9,20.1
19.98,1,0,-36.3,-10.9,-30.6,42,8,19.3
20.05,1,0,-33.5,-7.6,-32.3,33.4,7.2,19
20.11,1,0,-35.1,-10,-33.6,34.4,7.2,20.8
20.17,1,0,-34.8,-6.6,-37.2,28.5,13,18.5
20.24,1,0,-36,-6.4,-34.5,28.9,11.5,18
20.3,1,0,-34.7,-7.6,-35,30.1,11.9,18.1
20.36,1,0,-32.7,-7.6,-35.3,32.2,13.1,18.8
20.42,1,3,-33.3,-8.5,-32.9,120,13.2,17.7
20.49,1,0,-32.9,-12.4,-30.6,36.6,10.3,19.6
20.55,1,0,-33.3,-10.9,-33.6,30.2,12.8,18.8
20.55,1,0,-35,-10.3,-33.8,25,20.2,18.7
20.63,1,0,-35,-10.3,-33.8,23.8,20.5,17.8
