# time (s), self.diffsum, self.std, self.dasdv, self.wa, self.var
14.48,4.21,16.83,13.00,4.00,2.83
14.61,5.01,18.97,14.12,4.00,3.60
14.67,5.50,18.71,14.89,4.00,3.50
14.73,2.69,11.67,9.52,4.00,1.36
14.80,2.72,9.56,9.59,4.00,0.91
14.92,1.65,6.10,7.66,3.00,0.37
14.99,0.22,3.45,5.18,2.00,0.12
15.05,1.82,5.84,7.27,2.00,0.34
15.11,1.09,5.23,5.85,1.00,0.27
15.24,1.40,6.30,6.17,2.00,0.40
15.31,2.48,8.06,7.26,3.00,0.65
15.37,1.27,5.60,4.59,2.00,0.31
15.43,1.95,6.79,6.13,3.00,0.46
15.56,2.62,8.87,7.87,3.00,0.79
15.62,2.06,8.92,6.87,2.00,0.80
15.68,1.87,8.12,7.00,2.00,0.66
15.75,1.85,6.02,6.93,2.00,0.36
15.88,1.04,4.28,4.62,1.00,0.18
15.94,0.89,4.53,4.47,1.00,0.21
16.00,3.07,10.10,10.39,2.00,1.02
16.07,1.54,8.68,10.24,2.00,0.75
16.20,1.22,7.61,10.16,2.00,0.58
16.26,2.24,7.73,11.62,3.00,0.60
16.32,0.87,6.31,7.20,3.00,0.40
16.39,2.19,8.80,6.90,3.00,0.77
16.51,2.39,8.66,6.93,3.00,0.75
16.58,1.12,4.76,4.07,2.00,0.23
16.64,1.12,3.60,4.05,2.00,0.13
16.71,0.52,3.36,5.91,2.00,0.11
16.83,0.12,3.48,7.07,3.00,0.12
16.90,0.59,4.33,8.22,4.00,0.19
16.96,1.94,6.86,8.84,4.00,0.47
17.02,1.27,7.24,7.38,4.00,0.52
17.15,1.36,7.15,7.14,4.00,0.51
17.22,0.80,4.02,5.92,3.00,0.16
17.28,2.03,8.44,10.84,3.00,0.71
17.34,0.37,8.44,14.75,3.00,0.71
17.47,0.77,7.75,15.33,3.00,0.60
17.53,0.69,7.53,15.38,4.00,0.57
17.60,2.00,7.53,12.19,4.00,0.57
17.66,0.25,5.03,6.86,3.00,0.25
17.79,1.52,5.82,4.25,2.00,0.34
17.85,0.27,5.55,8.11,2.00,0.31
17.92,0.14,4.94,8.40,2.00,0.24
17.98,1.07,7.57,11.15,3.00,0.57
18.11,1.04,9.25,11.14,3.00,0.86
18.17,2.94,11.11,8.86,3.00,1.23
18.24,1.97,7.57,7.90,2.00,0.57
18.30,0.63,4.39,6.10,2.00,0.19
18.43,0.32,4.53,8.21,3.00,0.21
18.49,0.64,4.63,8.26,3.00,0.21
18.55,0.33,4.08,8.26,3.00,0.17
18.62,1.15,4.18,6.44,3.00,0.17
18.74,0.44,3.26,3.80,3.00,0.11
18.81,0.75,3.52,3.01,2.00,0.12
18.87,0.32,2.62,3.20,2.00,0.07
18.94,2.59,11.02,12.91,2.00,1.21
19.06,1.77,11.37,14.13,2.00,1.29
19.13,1.27,10.01,14.19,3.00,1.00
19.19,0.90,8.17,14.13,3.00,0.67
19.25,1.00,5.82,7.04,3.00,0.34
19.38,0.63,3.76,4.10,3.00,0.14
19.45,0.84,4.26,3.83,2.00,0.18
19.51,0.68,3.64,4.01,2.00,0.13
19.57,0.60,2.24,3.70,2.00,0.05
19.70,0.03,1.81,3.16,1.00,0.03
19.76,0.58,2.79,3.81,2.00,0.08
19.83,0.23,2.83,4.69,3.00,0.08
19.89,0.90,3.95,4.80,3.00,0.16
20.02,1.23,5.87,5.33,4.00,0.34
20.08,2.89,9.86,7.79,4.00,0.97
20.14,4.13,14.65,11.67,4.00,2.15
20.21,3.71,15.26,11.33,3.00,2.33
20.33,2.98,12.77,11.13,2.00,1.63
20.39,2.02,7.70,9.41,1.00,0.59
20.46,1.68,6.54,7.76,1.00,0.43
20.52,2.21,9.81,8.47,2.00,0.96
20.65,2.45,10.59,8.38,2.00,1.12
20.71,2.85,9.73,8.92,3.00,0.95
20.77,1.68,5.83,5.08,3.00,0.34
20.84,1.65,6.28,5.00,3.00,0.39
20.96,1.05,5.43,5.85,4.00,0.30
21.03,0.95,3.85,5.58,4.00,0.15
21.09,1.14,4.24,5.93,4.00,0.18
21.15,1.50,7.05,7.08,4.00,0.50
21.28,2.49,9.32,6.69,4.00,0.87
21.35,1.88,7.77,6.07,3.00,0.60
21.41,2.38,7.67,7.51,3.00,0.59
21.47,1.26,5.41,5.50,2.00,0.29
21.60,1.04,4.86,5.21,1.00,0.24
21.66,0.61,4.01,5.74,2.00,0.16
21.73,1.61,6.21,6.51,2.00,0.39
21.79,0.16,5.95,9.36,3.00,0.35
21.92,0.64,7.59,10.50,4.00,0.58
21.98,0.47,7.58,10.73,4.00,0.57
22.04,2.06,8.10,9.14,4.00,0.66
22.11,1.01,3.89,6.34,3.00,0.15
22.23,0.53,3.86,4.76,3.00,0.15
22.29,1.19,4.58,3.47,2.00,0.21
22.36,0.80,3.28,2.85,1.00,0.11
22.42,0.16,2.09,2.97,2.00,0.04
22.55,0.16,1.34,1.89,1.00,0.02
22.61,0.71,2.67,3.32,2.00,0.07
22.68,0.98,3.60,3.57,2.00,0.13
22.74,0.31,3.53,5.72,2.00,0.12
22.87,0.75,3.93,7.24,3.00,0.15
22.93,0.24,3.49,7.07,3.00,0.12
22.99,0.80,3.84,7.10,3.00,0.15
23.06,0.07,3.30,5.26,2.00,0.11
23.18,1.03,6.80,9.69,2.00,0.46
23.24,1.37,8.18,9.45,1.00,0.67
23.31,1.40,8.21,9.42,1.00,0.67
23.37,1.03,6.76,9.69,2.00,0.46
23.50,1.41,5.19,3.97,2.00,0.27
23.56,1.92,6.97,5.00,3.00,0.49
23.63,0.38,5.81,8.02,4.00,0.34
23.69,0.03,4.97,7.70,3.00,0.25
23.82,1.32,6.57,7.94,3.00,0.43
23.88,0.25,7.15,11.16,3.00,0.51
23.94,1.77,8.58,9.87,3.00,0.74
24.01,1.87,9.94,9.89,3.00,0.99
24.14,0.26,10.74,14.80,3.00,1.15
24.20,1.14,9.48,12.24,2.00,0.90
24.26,3.30,13.24,13.64,2.00,1.75
24.33,5.24,17.23,16.31,3.00,2.97
24.45,4.78,19.03,14.76,3.00,3.62
24.52,3.47,17.51,16.70,4.00,3.07
24.58,1.33,11.76,15.55,4.00,1.38
24.65,1.22,10.17,13.26,4.00,1.03
24.77,3.39,12.10,9.64,4.00,1.46
24.84,1.46,6.51,5.75,4.00,0.42
24.90,1.00,7.45,9.73,4.00,0.55
24.96,3.06,13.01,11.08,4.00,1.69
25.09,3.18,14.03,11.02,3.00,1.97
25.15,0.94,11.45,14.46,3.00,1.31
25.22,1.54,10.91,12.17,3.00,1.19
25.28,3.08,13.04,10.34,2.00,1.70
25.41,2.80,10.80,10.30,2.00,1.17
25.47,1.67,5.33,5.52,2.00,0.28
25.54,0.73,3.56,4.17,1.00,0.13
25.60,0.85,3.72,4.38,2.00,0.14
25.73,0.77,3.26,4.43,2.00,0.11
25.79,0.70,2.97,4.09,2.00,0.09
25.85,1.18,5.55,5.20,3.00,0.31
25.92,2.17,8.19,5.86,3.00,0.67
26.04,1.57,7.05,6.21,4.00,0.50
26.11,0.27,5.77,7.68,4.00,0.33
26.17,1.79,8.75,8.11,4.00,0.77
26.23,2.68,10.60,7.55,3.00,1.12
26.36,0.97,7.97,9.60,3.00,0.64
26.42,1.43,8.93,9.99,3.00,0.80
26.49,3.99,15.70,12.44,3.00,2.46
26.55,4.46,17.12,12.42,3.00,2.93
26.68,5.29,18.02,14.95,3.00,3.25
26.74,4.88,17.43,14.21,3.00,3.04
26.80,2.98,13.61,11.40,2.00,1.85
26.87,3.11,11.45,11.48,3.00,1.31
26.99,1.17,4.08,4.81,2.00,0.17
27.06,0.58,3.10,4.97,2.00,0.10
27.12,0.13,3.09,5.52,3.00,0.10
27.19,0.26,3.54,5.75,3.00,0.13
27.31,0.11,3.85,5.70,3.00,0.15
27.38,2.06,6.79,6.32,3.00,0.46
27.44,1.42,5.94,5.79,2.00,0.35
27.50,0.61,4.49,5.54,2.00,0.20
27.63,0.78,3.69,5.61,2.00,0.14
27.69,1.23,4.36,5.19,2.00,0.19
27.76,2.30,8.50,7.86,3.00,0.72
27.82,0.45,7.59,10.78,3.00,0.58
27.95,0.19,7.57,10.96,4.00,0.57
28.01,2.71,12.71,13.85,4.00,1.62
28.08,4.41,16.12,12.78,4.00,2.60
28.14,2.88,12.47,10.29,3.00,1.55
28.27,2.78,10.00,10.20,3.00,1.00
28.33,0.20,2.88,4.42,3.00,0.08
28.39,0.61,3.18,3.91,2.00,0.10
28.46,0.38,3.26,4.06,2.00,0.11
28.58,0.46,3.16,3.92,1.00,0.10
28.65,0.08,1.61,2.32,0.00,0.03
28.71,0.12,1.71,2.18,0.00,0.03
28.78,0.25,1.80,2.03,0.00,0.03
28.90,1.66,5.95,5.96,1.00,0.35
28.97,0.61,7.09,12.37,2.00,0.50
29.03,0.06,6.92,13.14,3.00,0.48
29.09,0.65,7.38,13.42,4.00,0.54
29.22,1.62,7.46,12.16,3.00,0.56
29.28,0.44,2.99,5.52,2.00,0.09
29.34,0.78,2.56,3.34,1.00,0.07
29.41,0.74,3.27,3.18,1.00,0.11
29.53,3.91,14.54,15.20,2.00,2.11
29.60,0.89,13.58,21.02,3.00,1.85
29.66,0.06,13.05,21.15,4.00,1.70
29.72,1.05,13.94,21.18,4.00,1.94
29.85,3.72,14.57,15.14,4.00,2.12
29.92,0.41,3.77,4.70,4.00,0.14
29.98,0.19,2.85,3.86,3.00,0.08
30.04,0.70,2.98,2.57,2.00,0.09
30.17,0.22,2.68,3.67,2.00,0.07
30.23,0.40,2.68,3.26,1.00,0.07
30.30,2.69,12.24,16.11,2.00,1.50
30.36,0.06,12.24,21.01,3.00,1.50
30.49,0.12,13.00,21.16,3.00,1.69
30.55,1.01,12.34,22.17,4.00,1.52
30.62,4.07,14.04,18.31,4.00,1.97
30.68,0.89,6.86,12.61,4.00,0.47
30.80,0.13,6.50,11.98,3.00,0.42
30.87,1.62,6.68,9.95,2.00,0.45
