# time (s), self.diffsum, self.std, self.dasdv, self.wa, self.var
16.20,3.66,13.92,9.94,4.00,1.94
16.26,3.19,11.38,9.22,4.00,1.29
16.33,3.10,10.24,8.84,4.00,1.05
16.46,3.12,11.70,8.89,4.00,1.37
16.52,2.22,10.43,8.82,4.00,1.09
16.58,2.77,9.48,9.74,4.00,0.90
16.65,2.27,7.82,8.05,4.00,0.61
16.77,3.34,13.37,11.80,4.00,1.79
16.84,3.54,14.65,11.66,3.00,2.15
16.90,2.86,11.77,10.81,2.00,1.38
16.97,2.49,8.45,10.15,2.00,0.71
17.09,0.69,3.56,3.31,1.00,0.13
17.16,0.76,3.59,3.20,1.00,0.13
17.22,1.62,5.26,6.15,2.00,0.28
17.35,2.98,11.47,11.07,2.00,1.32
17.41,4.25,17.12,13.07,3.00,2.93
17.47,4.29,17.51,13.06,3.00,3.07
17.54,1.94,12.01,13.53,3.00,1.44
17.67,0.26,6.22,9.56,2.00,0.39
17.73,1.79,7.11,7.32,2.00,0.51
17.79,0.64,5.76,8.97,3.00,0.33
17.86,0.97,5.53,10.21,3.00,0.31
17.99,2.60,10.48,12.26,4.00,1.10
18.05,2.08,11.83,11.84,3.00,1.40
18.11,2.31,11.39,11.37,3.00,1.30
18.18,0.20,6.07,8.41,3.00,0.37
18.31,1.31,5.89,4.84,2.00,0.35
18.37,1.37,10.33,14.82,3.00,1.07
18.43,3.00,14.89,14.83,3.00,2.22
18.50,4.00,17.45,14.84,3.00,3.04
18.62,5.51,18.32,16.35,4.00,3.36
18.69,4.05,14.35,10.77,4.00,2.06
18.75,4.27,16.06,11.23,4.00,2.58
18.82,5.52,19.02,14.02,4.00,3.62
18.94,5.19,18.70,13.30,4.00,3.50
19.01,4.60,17.15,12.08,4.00,2.94
19.07,4.54,15.61,11.94,4.00,2.44
19.13,4.14,14.21,10.57,4.00,2.02
19.26,3.37,12.99,9.26,3.00,1.69
19.32,2.41,10.15,8.53,2.00,1.03
19.39,0.67,6.07,7.99,2.00,0.37
19.45,0.75,4.23,4.24,1.00,0.18
19.58,1.57,5.76,4.80,2.00,0.33
19.64,1.39,5.06,4.69,2.00,0.26
19.71,1.02,3.82,3.35,2.00,0.15
19.77,0.06,3.55,5.61,3.00,0.13
19.90,0.91,4.61,5.40,3.00,0.21
19.96,0.76,4.94,5.47,3.00,0.24
20.03,1.98,6.45,6.53,3.00,0.42
20.09,1.17,4.61,4.74,2.00,0.21
20.22,1.73,6.71,6.48,2.00,0.45
20.28,1.36,6.30,6.97,3.00,0.40
20.35,0.29,3.87,5.78,2.00,0.15
20.41,0.83,3.71,6.57,3.00,0.14
20.54,0.42,2.80,4.55,2.00,0.08
20.60,0.28,2.46,4.17,2.00,0.06
20.67,0.31,2.47,4.31,3.00,0.06
20.73,0.27,2.12,2.93,2.00,0.04
20.86,0.15,1.81,2.73,2.00,0.03
20.92,0.23,1.81,2.43,2.00,0.03
20.99,0.31,1.73,2.05,1.00,0.03
21.05,0.58,2.61,2.30,1.00,0.07
21.18,0.76,2.83,2.17,1.00,0.08
21.24,1.07,3.59,3.48,1.00,0.13
21.31,1.55,5.68,4.78,2.00,0.32
21.37,1.55,6.45,4.78,2.00,0.42
21.50,1.93,6.85,5.18,3.00,0.47
21.56,0.30,4.53,6.45,3.00,0.21
21.63,0.03,3.26,5.73,3.00,0.11
21.69,0.26,3.29,5.63,3.00,0.11
21.82,0.59,3.22,5.28,2.00,0.10
21.88,0.14,1.51,2.20,1.00,0.02
21.94,0.23,1.41,2.57,1.00,0.02
22.07,0.43,2.13,2.73,1.00,0.05
22.13,0.13,2.07,2.95,1.00,0.04
22.20,0.60,2.24,2.87,1.00,0.05
22.26,0.30,1.30,1.96,0.00,0.02
22.39,0.48,2.36,2.50,1.00,0.06
22.45,1.46,5.13,4.35,2.00,0.26
22.52,1.49,5.95,4.38,2.00,0.35
22.65,1.14,5.19,4.46,2.00,0.27
22.71,1.88,6.01,6.84,2.00,0.36
22.84,0.80,4.48,5.96,2.00,0.20
22.90,0.19,3.93,6.11,3.00,0.15
22.96,1.59,5.47,8.42,4.00,0.30
23.03,0.02,3.90,6.85,4.00,0.15
23.16,0.92,4.85,7.32,4.00,0.23
23.22,1.26,4.92,7.09,3.00,0.24
23.28,0.40,2.56,4.63,3.00,0.07
23.35,0.63,2.75,4.69,3.00,0.08
23.48,0.55,3.36,4.46,3.00,0.11
23.54,0.76,4.43,4.54,3.00,0.20
23.60,1.59,5.59,4.23,3.00,0.31
23.67,1.23,4.30,3.42,2.00,0.19
23.80,0.15,3.18,4.75,2.00,0.10
23.86,0.01,2.97,4.96,3.00,0.09
23.92,0.17,3.29,5.30,3.00,0.11
23.99,0.01,3.47,5.23,3.00,0.12
24.11,1.01,3.78,3.19,2.00,0.14
24.18,0.91,3.00,2.96,1.00,0.09
24.24,0.88,3.34,2.83,1.00,0.11
24.30,1.37,4.99,3.67,2.00,0.25
24.43,1.39,5.32,3.70,2.00,0.28
24.50,1.11,4.39,3.50,2.00,0.19
24.56,0.97,3.18,3.04,2.00,0.10
24.62,0.87,3.08,2.69,2.00,0.09
24.75,0.50,2.75,2.65,2.00,0.08
24.82,0.88,3.05,3.16,3.00,0.09
24.88,1.22,4.19,4.33,3.00,0.18
24.94,0.72,4.02,3.97,2.00,0.16
25.07,1.41,5.01,4.66,3.00,0.25
25.13,1.09,3.99,4.33,2.00,0.16
25.20,0.71,3.05,3.08,1.00,0.09
25.26,1.80,5.96,5.65,2.00,0.36
25.39,1.20,5.63,5.03,1.00,0.32
25.45,1.53,5.92,5.34,2.00,0.35
25.52,1.58,5.25,5.42,3.00,0.28
25.58,0.61,2.95,2.54,2.00,0.09
25.71,0.95,3.30,2.82,2.00,0.11
25.77,0.81,2.71,2.43,1.00,0.07
25.84,1.07,3.98,3.48,1.00,0.16
25.90,1.06,4.33,3.48,1.00,0.19
26.03,0.80,3.51,3.24,1.00,0.12
26.09,0.52,2.33,3.08,1.00,0.05
26.16,0.17,0.64,0.54,0.00,0.00
26.22,0.04,0.56,0.78,0.00,0.00
26.28,0.25,0.88,1.31,0.00,0.01
26.41,0.68,2.60,2.81,1.00,0.07
26.47,0.67,3.21,2.81,1.00,0.10
26.54,1.21,4.30,3.47,2.00,0.19
26.67,1.02,3.76,3.31,2.00,0.14
26.73,1.35,4.81,4.67,2.00,0.23
26.79,1.27,5.07,4.66,2.00,0.26
26.86,1.01,4.41,4.23,1.00,0.19
26.99,0.08,4.17,6.21,2.00,0.17
27.05,0.61,4.39,8.24,2.00,0.19
27.11,0.54,4.87,8.25,2.00,0.24
27.24,0.40,5.12,8.21,2.00,0.26
27.30,1.28,5.24,6.83,1.00,0.27
27.37,0.56,2.05,2.43,1.00,0.04
27.43,0.61,3.44,5.92,2.00,0.12
27.56,0.29,3.63,7.32,3.00,0.13
27.62,0.91,5.04,8.01,4.00,0.25
27.69,0.41,4.99,8.73,4.00,0.25
27.75,1.37,5.40,7.69,4.00,0.29
27.88,0.50,3.28,6.36,3.00,0.11
27.94,0.34,3.85,5.99,3.00,0.15
28.00,0.79,3.81,4.69,3.00,0.15
28.07,0.25,1.86,3.25,2.00,0.03
28.19,0.69,2.55,3.91,3.00,0.07
28.26,0.09,2.18,3.10,2.00,0.05
28.32,0.47,3.79,5.34,2.00,0.14
28.39,1.60,7.51,7.17,3.00,0.56
28.51,2.43,9.83,7.11,3.00,0.97
28.58,2.13,8.70,7.15,3.00,0.76
28.64,1.42,5.18,5.47,2.00,0.27
28.70,0.11,1.71,3.07,2.00,0.03
28.83,1.31,4.96,5.60,2.00,0.25
28.89,0.03,4.77,7.94,3.00,0.23
28.96,0.66,4.74,8.15,4.00,0.22
29.02,1.39,5.89,9.61,4.00,0.35
29.15,0.06,5.56,8.30,4.00,0.31
29.21,2.30,8.09,8.14,4.00,0.65
29.28,1.88,7.07,7.83,3.00,0.50
29.34,0.76,4.70,5.69,2.00,0.22
29.47,0.80,4.24,5.65,1.00,0.18
29.53,0.25,1.35,1.42,0.00,0.02
29.60,0.82,2.93,3.09,1.00,0.09
29.66,0.98,3.65,3.23,1.00,0.13
29.79,0.36,2.87,3.37,2.00,0.08
29.85,0.07,3.14,4.12,3.00,0.10
29.91,1.13,4.79,4.00,3.00,0.23
29.98,1.45,5.57,3.93,3.00,0.31
30.11,1.54,5.35,4.16,3.00,0.29
30.17,0.21,3.67,5.47,3.00,0.13
30.23,0.08,2.84,4.96,2.00,0.08
30.30,0.82,4.48,7.10,3.00,0.20
30.43,0.41,4.47,7.86,3.00,0.20
30.49,0.54,4.22,6.61,2.00,0.18
30.55,0.17,3.54,6.55,2.00,0.13
30.62,0.12,3.61,5.48,2.00,0.13
30.75,0.22,3.07,5.85,2.00,0.09
30.81,0.28,3.28,5.83,2.00,0.11
30.87,0.12,3.41,5.79,2.00,0.12
30.94,0.55,3.42,4.73,2.00,0.12
31.06,0.42,2.43,4.11,2.00,0.06
31.13,0.13,2.51,4.99,3.00,0.06
31.19,0.07,2.52,5.07,3.00,0.06
31.25,0.59,2.71,4.96,2.00,0.07
31.38,0.49,3.65,4.59,2.00,0.13
31.45,1.44,5.49,4.10,2.00,0.30
