# time (s), self.diffsum, self.std, self.dasdv, self.wa, self.var
0.00,0.00,0.00,0.00,0.00,0.00
0.06,0.14,4.90,8.73,2.00,0.24
0.13,1.01,4.78,6.36,1.00,0.23
0.19,0.24,1.32,1.43,0.00,0.02
0.32,0.08,1.73,2.49,1.00,0.03
0.38,0.47,2.24,2.18,1.00,0.05
0.45,1.03,3.85,3.34,2.00,0.15
0.51,0.48,5.13,8.31,3.00,0.26
0.64,0.85,6.05,11.86,3.00,0.37
0.70,0.44,6.20,11.93,3.00,0.38
0.76,0.13,6.22,11.66,2.00,0.39
0.83,0.84,6.16,9.25,2.00,0.38
0.96,0.34,2.91,4.18,2.00,0.08
1.02,0.34,3.04,4.37,3.00,0.09
1.08,0.13,3.09,4.56,3.00,0.10
1.15,1.31,4.35,4.82,3.00,0.19
1.28,0.80,3.22,3.94,2.00,0.10
1.34,0.44,2.78,3.43,1.00,0.08
1.40,1.01,3.31,3.51,2.00,0.11
1.47,0.38,2.44,4.13,2.00,0.06
1.60,0.67,3.59,4.30,2.00,0.13
1.66,0.38,3.57,4.59,3.00,0.13
1.72,0.79,3.42,4.37,2.00,0.12
1.79,0.32,1.54,2.58,1.00,0.02
1.91,0.71,2.78,4.54,2.00,0.08
1.98,0.27,2.69,5.34,2.00,0.07
2.04,0.32,2.97,5.37,2.00,0.09
2.11,0.91,4.03,6.96,3.00,0.16
2.23,1.41,5.61,9.58,3.00,0.31
2.30,1.38,7.26,9.53,3.00,0.53
2.36,1.10,7.93,9.51,3.00,0.63
2.42,2.12,8.16,8.29,2.00,0.67
2.55,0.50,2.26,3.22,1.00,0.05
2.62,0.11,0.50,0.84,0.00,0.00
2.68,0.22,1.02,1.30,0.00,0.01
2.74,0.67,2.44,2.22,1.00,0.06
2.87,0.30,2.19,2.58,1.00,0.05
2.93,0.97,3.34,4.16,2.00,0.11
3.00,0.36,2.60,4.43,3.00,0.07
3.06,0.15,2.14,4.11,2.00,0.05
3.19,0.41,3.67,5.70,3.00,0.13
3.25,0.09,3.78,6.74,3.00,0.14
3.31,0.19,3.38,6.89,3.00,0.11
3.38,0.12,3.69,7.23,4.00,0.14
3.51,0.80,3.65,5.93,3.00,0.13
3.57,0.97,3.67,5.30,3.00,0.13
3.63,0.21,3.47,4.94,2.00,0.12
3.70,0.69,3.61,4.36,1.00,0.13
3.82,0.02,3.16,5.00,2.00,0.10
3.89,0.63,2.80,3.05,1.00,0.08
3.95,0.30,2.02,2.69,1.00,0.04
4.01,0.30,1.67,2.69,1.00,0.03
4.14,0.26,1.78,2.53,1.00,0.03
4.20,0.63,2.82,2.64,1.00,0.08
4.27,1.46,5.44,4.76,2.00,0.30
4.33,0.84,4.85,5.76,3.00,0.23
4.46,1.52,5.63,7.84,3.00,0.32
4.52,1.32,5.60,7.77,3.00,0.31
4.59,0.88,5.34,6.91,3.00,0.28
4.65,2.28,7.36,7.14,3.00,0.54
4.78,1.03,4.82,4.14,2.00,0.23
4.84,1.27,4.86,4.32,2.00,0.24
4.90,0.38,3.21,4.77,2.00,0.10
4.96,0.03,1.74,3.43,2.00,0.03
5.09,0.67,3.18,4.95,3.00,0.10
5.15,0.82,3.52,4.81,3.00,0.12
5.22,0.25,2.85,4.83,3.00,0.08
5.28,0.96,3.72,6.27,3.00,0.14
5.41,0.33,3.38,5.17,2.00,0.11
5.47,0.58,3.98,5.20,2.00,0.16
5.53,1.27,4.45,4.51,1.00,0.20
5.66,0.72,2.53,1.98,1.00,0.06
5.72,0.59,2.43,1.92,1.00,0.06
5.79,0.49,1.99,1.78,1.00,0.04
5.85,0.88,2.85,3.12,2.00,0.08
5.98,0.19,2.19,3.26,2.00,0.05
6.04,0.53,2.40,3.59,3.00,0.06
6.11,0.27,1.96,3.72,3.00,0.04
6.17,0.36,1.52,2.64,2.00,0.02
6.30,0.06,1.28,1.92,1.00,0.02
6.36,0.23,2.15,3.17,1.00,0.05
6.42,0.32,2.33,3.06,1.00,0.05
6.49,0.40,2.40,3.02,1.00,0.06
6.61,0.83,2.70,3.49,2.00,0.07
6.68,0.16,1.43,1.90,1.00,0.02
6.74,0.08,1.44,2.04,1.00,0.02
6.80,0.41,2.70,3.26,2.00,0.07
6.93,0.76,3.30,2.73,1.00,0.11
6.99,0.28,2.76,3.37,2.00,0.08
7.06,0.34,2.08,3.48,2.00,0.04
7.12,0.63,3.46,4.64,2.00,0.12
7.25,0.09,3.49,5.93,3.00,0.12
7.31,1.32,5.06,7.51,3.00,0.26
7.38,0.99,4.60,7.41,3.00,0.21
7.44,0.19,3.59,6.54,3.00,0.13
7.57,0.91,3.75,5.71,3.00,0.14
7.63,0.16,1.60,2.72,2.00,0.03
7.70,0.27,2.11,3.24,3.00,0.04
7.76,1.18,4.00,3.69,3.00,0.16
7.89,0.89,4.00,3.22,2.00,0.16
7.95,1.36,4.77,3.77,3.00,0.23
8.01,1.43,4.79,3.95,3.00,0.23
8.08,0.26,4.07,6.52,3.00,0.17
8.20,0.08,3.93,6.83,4.00,0.15
8.27,0.91,4.85,7.17,4.00,0.24
8.33,1.59,5.57,6.96,3.00,0.31
8.40,0.71,3.82,4.07,2.00,0.15
