# time (s), self.diffsum, self.std, self.dasdv, self.wa, self.var
8.52,1.04,4.04,3.52,1.00,0.16
8.59,0.52,2.01,1.96,0.00,0.04
8.65,0.44,1.41,1.72,0.00,0.02
8.71,0.43,1.94,3.12,1.00,0.04
8.84,0.33,2.35,4.59,2.00,0.06
8.90,0.46,2.94,4.67,2.00,0.09
8.97,0.09,2.95,4.69,2.00,0.09
9.03,0.86,3.19,3.76,1.00,0.10
9.16,0.43,1.61,2.06,0.00,0.03
9.22,0.65,2.90,2.72,1.00,0.08
9.29,1.04,3.91,2.74,1.00,0.15
9.41,1.71,5.91,5.00,2.00,0.35
9.48,1.63,6.27,4.91,2.00,0.39
9.54,0.80,4.79,4.97,2.00,0.23
9.61,1.68,5.48,7.26,3.00,0.30
9.73,0.08,3.72,7.40,3.00,0.14
9.80,0.89,5.12,9.29,4.00,0.26
9.86,1.02,5.27,9.16,3.00,0.28
9.93,0.54,4.11,7.79,3.00,0.17
10.05,0.88,4.08,6.87,3.00,0.17
10.12,0.21,2.57,3.86,2.00,0.07
10.18,0.56,2.78,4.81,3.00,0.08
10.24,0.38,3.64,4.42,3.00,0.13
10.37,0.74,3.90,3.66,2.00,0.15
10.44,1.14,3.89,4.05,3.00,0.15
10.50,0.16,2.27,4.06,3.00,0.05
10.56,0.20,2.44,4.99,3.00,0.06
10.69,0.44,2.79,4.95,3.00,0.08
10.75,0.27,3.14,4.72,2.00,0.10
10.82,1.27,4.17,3.83,2.00,0.17
10.88,0.50,2.35,2.09,1.00,0.06
11.01,0.57,2.16,2.18,1.00,0.05
11.07,0.88,2.90,3.18,2.00,0.08
11.14,1.53,6.07,5.61,2.00,0.37
11.20,2.19,8.53,6.22,3.00,0.73
11.33,2.75,9.99,7.13,4.00,1.00
11.39,2.68,9.47,7.03,4.00,0.90
11.46,2.68,9.27,7.00,4.00,0.86
11.52,1.47,7.15,7.24,4.00,0.51
11.65,0.20,4.96,6.88,4.00,0.25
11.71,1.87,9.47,10.45,4.00,0.90
11.78,4.90,17.60,13.78,4.00,3.10
11.84,3.83,16.93,13.54,4.00,2.86
11.97,1.66,13.17,15.51,4.00,1.73
12.03,0.36,8.59,13.29,4.00,0.74
12.10,2.51,9.61,9.42,4.00,0.92
12.16,3.45,11.23,11.41,4.00,1.26
12.29,1.49,8.40,8.28,4.00,0.71
12.35,2.13,8.50,8.25,4.00,0.72
12.42,1.13,4.96,7.21,3.00,0.25
12.48,1.57,7.03,9.32,3.00,0.49
12.61,2.47,10.24,9.54,3.00,1.05
12.67,2.77,11.73,9.90,3.00,1.38
12.73,3.50,12.03,10.24,4.00,1.45
12.80,3.09,10.61,8.49,4.00,1.13
12.92,3.83,13.86,10.32,4.00,1.92
12.99,3.08,13.03,9.88,3.00,1.70
13.05,3.04,11.11,9.82,3.00,1.23
13.11,1.68,6.12,6.97,2.00,0.37
13.24,0.27,2.63,4.17,2.00,0.07
13.30,1.10,5.89,6.36,3.00,0.35
13.37,2.61,10.14,7.74,3.00,1.03
13.43,4.29,15.17,11.34,4.00,2.30
13.56,3.67,14.53,10.87,3.00,2.11
13.62,4.08,14.29,11.91,3.00,2.04
13.69,6.68,22.52,21.06,3.00,5.07
13.75,6.68,27.33,21.06,3.00,7.47
13.88,2.01,24.48,31.36,4.00,5.99
13.94,0.05,21.44,30.73,4.00,4.60
14.00,4.09,22.35,24.98,4.00,5.00
14.07,4.47,20.59,24.41,4.00,4.24
14.13,0.22,5.11,7.49,3.00,0.26
14.26,2.36,9.74,10.39,3.00,0.95
14.32,2.41,10.03,10.32,3.00,1.01
14.38,1.66,7.28,8.53,3.00,0.53
14.51,3.03,9.78,11.12,4.00,0.96
14.57,1.26,7.65,8.04,3.00,0.58
14.64,3.57,12.44,12.01,3.00,1.55
14.70,2.84,11.24,11.76,2.00,1.26
14.83,1.92,8.81,9.69,2.00,0.78
14.89,1.50,7.45,10.16,3.00,0.55
14.96,0.33,2.43,4.26,2.00,0.06
15.02,0.59,3.16,5.44,3.00,0.10
15.15,1.14,4.53,7.76,3.00,0.21
15.21,1.99,9.10,10.31,3.00,0.83
15.27,2.71,12.70,10.88,4.00,1.61
15.34,5.43,18.63,14.38,4.00,3.47
15.46,5.48,19.47,14.48,4.00,3.79
15.53,6.13,22.21,16.40,4.00,4.93
15.59,7.33,25.63,18.63,4.00,6.57
15.66,6.42,24.01,16.62,4.00,5.77
15.78,4.88,19.33,15.43,3.00,3.74
15.85,3.57,12.42,11.82,3.00,1.54
15.91,2.12,7.27,7.40,3.00,0.53
15.97,2.35,9.23,8.26,3.00,0.85
16.10,3.90,13.78,10.39,4.00,1.90
16.17,4.10,15.44,10.82,4.00,2.38
16.23,4.09,15.06,10.81,4.00,2.27
16.29,2.61,10.35,8.58,3.00,1.07
16.42,2.14,7.00,7.01,3.00,0.49
16.49,0.83,3.93,4.95,2.00,0.15
16.55,0.03,2.99,4.77,2.00,0.09
16.61,1.81,9.23,11.02,3.00,0.85
16.74,4.47,17.03,13.73,3.00,2.90
16.80,5.70,21.87,15.61,4.00,4.78
16.86,7.28,25.34,18.28,4.00,6.42
16.93,6.15,22.41,15.93,4.00,5.02
17.06,6.11,21.36,15.83,4.00,4.56
17.12,5.95,20.70,15.46,4.00,4.29
17.18,6.28,22.45,16.54,4.00,5.04
17.25,7.27,25.74,18.45,4.00,6.63
17.38,5.99,23.13,16.33,4.00,5.35
17.44,4.54,17.76,14.87,3.00,3.15
17.50,2.71,9.60,9.88,3.00,0.92
17.57,0.73,2.96,3.51,2.00,0.09
17.69,1.70,6.55,7.83,2.00,0.43
17.76,0.46,6.23,10.32,3.00,0.39
17.82,0.53,5.52,10.40,3.00,0.30
17.89,0.31,5.33,10.52,4.00,0.28
18.01,0.03,5.81,9.58,4.00,0.34
18.08,0.50,4.75,8.08,4.00,0.23
18.14,0.41,4.16,7.94,4.00,0.17
18.20,0.62,4.06,7.78,3.00,0.17
18.33,1.68,5.55,7.30,3.00,0.31
18.39,0.18,4.31,7.64,3.00,0.19
18.46,1.06,5.07,8.43,3.00,0.26
18.52,0.12,5.05,9.92,4.00,0.25
18.64,0.40,4.70,9.24,4.00,0.22
18.71,1.64,6.60,9.45,4.00,0.43
18.77,0.52,6.48,8.63,3.00,0.42
18.84,1.35,6.58,6.92,2.00,0.43
18.96,0.63,5.97,8.07,2.00,0.36
19.03,0.23,5.93,9.49,2.00,0.35
19.09,0.55,6.46,9.68,3.00,0.42
19.16,0.17,6.43,10.07,4.00,0.41
19.28,0.51,9.33,12.36,4.00,0.87
19.35,0.56,9.16,16.09,4.00,0.84
19.41,0.06,9.51,15.92,3.00,0.90
19.47,0.11,9.01,15.97,3.00,0.81
19.60,3.62,11.92,16.09,3.00,1.42
19.66,0.89,6.94,10.05,2.00,0.48
19.73,0.65,6.93,10.20,3.00,0.48
19.79,2.73,8.93,12.02,3.00,0.80
19.92,1.42,7.31,7.98,3.00,0.53
19.98,1.94,9.00,8.07,4.00,0.81
20.05,1.11,8.04,9.89,4.00,0.65
20.11,0.38,4.23,7.70,4.00,0.18
20.24,0.21,3.96,7.16,3.00,0.16
20.30,0.52,3.84,6.98,2.00,0.15
20.37,0.68,2.75,3.53,1.00,0.08
20.43,0.33,1.39,1.78,1.00,0.02
20.56,0.61,2.50,2.19,1.00,0.06
20.62,0.81,3.23,2.40,1.00,0.10
20.68,0.92,3.32,2.47,1.00,0.11
20.75,1.12,3.74,3.25,1.00,0.14
20.88,0.44,2.89,3.64,2.00,0.08
20.94,1.39,5.06,6.70,3.00,0.26
21.00,1.19,5.25,6.69,3.00,0.28
21.07,0.52,4.35,6.13,2.00,0.19
21.19,0.77,4.10,5.81,1.00,0.17
21.26,0.37,1.49,1.09,0.00,0.02
21.32,0.47,1.59,1.35,0.00,0.03
21.39,0.59,2.00,1.70,0.00,0.04
21.51,1.09,4.05,3.64,1.00,0.16
21.58,1.65,6.14,4.62,2.00,0.38
21.64,1.41,5.98,4.54,2.00,0.36
21.70,1.49,5.28,4.66,3.00,0.28
21.83,0.60,2.72,3.46,2.00,0.07
21.90,0.02,1.12,2.00,1.00,0.01
21.96,0.18,1.63,2.29,1.00,0.03
22.02,0.63,3.88,5.91,1.00,0.15
22.15,2.15,8.94,8.68,2.00,0.80
22.21,1.89,9.73,8.81,3.00,0.95
22.28,2.21,9.05,8.75,3.00,0.82
22.34,1.47,5.10,6.93,3.00,0.26
22.47,3.26,13.52,15.66,3.00,1.83
22.53,3.96,17.63,15.70,3.00,3.11
22.60,0.27,17.98,25.98,4.00,3.23
22.66,5.19,22.09,39.09,4.00,4.88
22.79,2.18,21.57,35.91,3.00,4.65
22.85,2.33,23.23,41.37,3.00,5.40
22.91,2.42,23.38,35.95,3.00,5.46
22.98,3.82,18.76,20.95,3.00,3.52
23.11,3.25,15.11,21.20,4.00,2.28
23.17,0.88,3.52,4.89,3.00,0.12
23.23,0.17,2.53,4.39,3.00,0.06
23.30,0.53,4.46,5.46,3.00,0.20
23.43,0.77,4.59,4.84,3.00,0.21
23.49,0.87,4.06,4.86,3.00,0.17
23.55,0.09,3.06,5.07,3.00,0.09
23.62,0.35,2.71,4.17,3.00,0.07
23.74,0.42,2.72,4.04,3.00,0.07
23.81,0.33,3.12,4.01,3.00,0.10
23.87,0.55,3.12,3.40,2.00,0.10
23.93,0.18,2.10,2.62,1.00,0.04
24.06,1.37,5.07,4.59,1.00,0.26
24.13,0.97,4.86,5.02,2.00,0.24
24.19,0.68,3.75,4.79,2.00,0.14
24.25,0.61,2.75,4.72,2.00,0.08
24.38,0.38,1.55,2.34,1.00,0.02
24.45,0.16,1.07,1.48,0.00,0.01
24.51,0.19,1.29,2.30,1.00,0.02
24.57,0.43,1.78,3.08,2.00,0.03
24.70,0.39,1.98,3.03,2.00,0.04
24.76,0.55,2.93,3.36,3.00,0.09
24.83,1.07,3.75,3.00,2.00,0.14
24.89,0.56,2.49,2.04,1.00,0.06
25.02,0.25,1.80,2.18,1.00,0.03
25.08,0.41,1.70,2.82,1.00,0.03
25.15,1.29,5.29,8.07,2.00,0.28
25.21,0.72,5.41,8.43,3.00,0.29
25.34,0.61,6.17,10.13,4.00,0.38
25.40,0.53,7.65,10.03,4.00,0.59
25.46,2.20,8.73,6.58,3.00,0.76
25.53,1.89,6.75,6.17,2.00,0.46
25.66,0.09,2.83,4.08,2.00,0.08
25.72,0.06,2.16,3.99,2.00,0.05
25.78,0.23,2.22,3.98,2.00,0.05
25.85,0.89,3.06,4.53,3.00,0.09
25.98,0.19,2.11,3.73,3.00,0.04
26.04,0.23,2.03,3.21,2.00,0.04
26.10,0.40,1.92,3.50,3.00,0.04
26.17,0.41,1.81,3.08,3.00,0.03
26.29,0.40,2.34,3.04,3.00,0.05
26.36,0.68,3.47,3.28,3.00,0.12
26.42,1.42,4.95,3.62,3.00,0.24
26.48,1.47,5.13,3.74,3.00,0.26
26.61,2.53,8.89,7.95,3.00,0.79
26.67,1.46,8.00,8.86,4.00,0.64
26.74,0.32,6.55,9.28,4.00,0.43
26.80,0.42,6.63,9.25,4.00,0.44
26.93,1.15,6.44,6.74,4.00,0.41
26.99,0.57,5.65,7.03,4.00,0.32
27.05,1.37,6.86,6.10,3.00,0.47
27.12,1.24,6.39,6.31,3.00,0.41
27.25,0.22,3.85,5.37,2.00,0.15
27.31,0.99,4.07,3.23,2.00,0.17
27.37,2.46,8.32,7.64,3.00,0.69
27.43,1.46,7.42,7.70,3.00,0.55
27.56,1.54,6.73,7.79,4.00,0.45
27.62,1.83,6.14,8.18,4.00,0.38
27.69,0.54,3.89,4.37,3.00,0.15
27.75,1.47,5.22,4.06,3.00,0.27
27.88,0.80,3.60,3.88,2.00,0.13
27.94,0.06,1.82,2.69,1.00,0.03
28.00,0.13,1.86,2.67,1.00,0.03
28.07,1.62,5.52,5.70,1.00,0.30
28.20,2.02,7.89,6.50,2.00,0.62
28.26,2.63,10.15,7.51,3.00,1.03
28.32,3.21,11.20,8.20,4.00,1.25
28.39,2.96,10.42,7.45,4.00,1.09
28.51,1.56,7.70,7.51,4.00,0.59
28.58,0.47,4.89,6.63,4.00,0.24
28.64,0.93,5.70,6.83,4.00,0.32
28.70,1.43,6.11,5.64,4.00,0.37
28.83,0.85,3.81,4.42,3.00,0.15
28.89,0.54,2.46,4.12,2.00,0.06
28.96,0.86,2.90,3.76,2.00,0.08
29.02,0.74,3.64,3.54,1.00,0.13
29.15,0.28,3.53,4.60,2.00,0.12
29.21,0.40,4.56,5.71,3.00,0.21
29.27,1.53,6.56,5.24,3.00,0.43
29.34,2.36,8.32,5.94,4.00,0.69
29.47,1.48,6.21,5.31,3.00,0.39
29.53,0.65,3.60,4.17,2.00,0.13
29.59,0.48,2.15,3.76,2.00,0.05
29.66,0.08,1.56,2.25,1.00,0.02
29.79,1.38,5.45,6.12,2.00,0.30
29.85,1.05,5.59,6.52,3.00,0.31
29.91,0.36,4.57,6.61,3.00,0.21
29.98,0.29,4.04,6.61,3.00,0.16
30.10,0.51,3.21,3.57,3.00,0.10
30.17,0.20,2.33,2.90,2.00,0.05
30.23,0.57,2.64,2.19,1.00,0.07
30.30,0.63,2.39,2.20,1.00,0.06
30.42,0.03,1.10,1.63,0.00,0.01
30.49,1.60,6.27,7.10,1.00,0.39
