# time (s), self.diffsum, self.std, self.dasdv, self.wa, self.var
16.05,1.94,7.35,6.72,2.00,0.54
16.18,2.69,10.31,7.61,3.00,1.06
16.24,2.51,10.16,7.50,3.00,1.03
16.31,2.67,9.11,7.80,3.00,0.83
16.37,2.27,7.63,6.34,3.00,0.58
16.50,2.06,8.08,5.81,3.00,0.65
16.56,2.56,9.16,6.51,4.00,0.84
16.62,2.72,9.29,6.94,4.00,0.86
16.69,2.01,7.77,5.61,3.00,0.60
16.82,1.26,5.69,5.14,2.00,0.32
16.88,0.02,3.88,5.29,2.00,0.15
16.94,0.61,3.46,3.57,1.00,0.12
17.01,1.19,4.33,4.27,2.00,0.19
17.13,2.10,7.05,7.05,3.00,0.50
17.20,2.17,9.08,7.21,3.00,0.82
17.26,3.33,12.11,8.70,4.00,1.47
17.32,2.28,9.84,8.82,4.00,0.97
17.45,3.62,12.27,14.12,4.00,1.50
17.51,3.84,14.85,14.43,4.00,2.21
17.58,3.08,14.83,13.61,3.00,2.20
17.64,2.62,12.95,14.26,3.00,1.68
17.77,0.16,5.28,7.15,2.00,0.28
17.83,1.24,5.90,5.51,1.00,0.35
17.89,1.65,5.85,5.45,1.00,0.34
18.02,0.21,2.14,2.82,1.00,0.05
18.09,0.22,1.51,2.85,2.00,0.02
18.15,0.57,2.67,3.73,3.00,0.07
18.21,0.13,2.69,3.87,3.00,0.07
18.34,0.29,3.90,5.30,3.00,0.15
18.40,0.19,3.75,5.47,3.00,0.14
18.53,1.28,4.83,5.65,3.00,0.23
18.60,0.94,3.79,5.50,3.00,0.14
18.66,0.03,2.04,3.60,2.00,0.04
18.72,0.23,2.13,3.15,1.00,0.05
18.85,1.00,3.63,3.43,1.00,0.13
18.91,0.61,3.47,3.77,2.00,0.12
18.98,1.02,3.82,4.46,3.00,0.15
19.04,1.18,4.05,4.73,4.00,0.16
19.17,0.62,3.97,6.74,4.00,0.16
19.23,0.99,6.37,7.39,4.00,0.41
19.30,1.15,6.94,7.17,4.00,0.48
19.36,0.82,6.37,7.78,4.00,0.41
19.49,0.27,3.48,6.03,4.00,0.12
19.55,0.29,3.38,4.99,3.00,0.11
19.62,0.11,2.72,4.79,2.00,0.07
19.68,0.61,2.61,3.18,1.00,0.07
19.81,0.39,1.75,2.16,1.00,0.03
19.87,1.10,4.01,3.57,2.00,0.16
19.94,1.01,4.46,3.51,2.00,0.20
20.00,1.50,5.25,4.26,3.00,0.28
20.13,1.25,4.43,3.85,2.00,0.20
20.19,0.80,3.27,2.61,1.00,0.11
20.26,0.07,3.34,4.89,2.00,0.11
20.32,0.44,3.25,4.30,1.00,0.11
20.45,0.56,3.38,4.24,1.00,0.11
20.51,0.91,3.24,4.32,1.00,0.10
20.57,0.57,2.57,2.75,1.00,0.07
20.64,1.94,7.34,6.81,2.00,0.54
20.77,5.50,20.28,18.96,3.00,4.11
20.83,3.29,19.31,21.38,4.00,3.73
20.89,2.47,16.04,21.30,4.00,2.57
20.96,2.85,12.46,21.94,4.00,1.55
21.09,0.06,9.69,13.34,4.00,0.94
21.15,1.91,9.54,8.90,3.00,0.91
21.21,2.26,8.73,8.75,2.00,0.76
21.28,1.70,5.50,6.21,2.00,0.30
21.41,1.02,5.16,5.38,1.00,0.27
21.47,0.60,4.73,5.81,2.00,0.22
21.53,0.88,3.94,6.00,3.00,0.16
21.60,1.61,5.96,7.59,3.00,0.35
21.72,1.59,6.92,7.59,3.00,0.48
21.79,0.70,7.53,11.77,3.00,0.57
21.85,1.41,11.01,12.74,3.00,1.21
21.91,2.15,11.66,11.11,3.00,1.36
22.04,1.37,9.61,11.84,4.00,0.92
22.11,0.35,5.39,7.41,3.00,0.29
22.17,0.23,5.97,7.81,3.00,0.36
22.23,0.75,5.01,9.24,3.00,0.25
22.36,0.17,4.74,8.30,2.00,0.22
22.43,0.58,4.61,8.71,3.00,0.21
22.49,1.53,5.40,8.24,3.00,0.29
22.55,0.00,3.19,5.88,3.00,0.10
22.68,1.38,6.38,8.68,4.00,0.41
22.74,1.83,7.27,8.26,3.00,0.53
22.81,1.76,7.41,8.06,3.00,0.55
22.87,0.94,6.72,9.76,3.00,0.45
23.00,0.19,3.89,7.83,3.00,0.15
23.06,1.03,4.98,8.64,4.00,0.25
23.13,1.61,9.30,10.47,4.00,0.86
23.19,0.05,10.27,16.14,4.00,1.05
23.32,2.81,12.68,22.90,4.00,1.61
23.38,2.84,14.62,22.92,4.00,2.14
23.44,2.10,16.48,21.99,4.00,2.71
23.51,3.63,16.59,18.29,4.00,2.75
23.64,0.55,5.11,8.06,3.00,0.26
23.70,1.78,8.08,12.27,3.00,0.65
23.76,0.62,7.96,14.27,3.00,0.63
23.83,1.22,8.00,13.40,3.00,0.64
23.96,1.22,10.70,17.42,4.00,1.14
24.02,2.07,10.76,15.37,4.00,1.16
24.08,0.48,7.31,12.99,3.00,0.53
24.15,0.86,7.15,12.64,2.00,0.51
24.28,0.90,4.77,6.35,2.00,0.23
24.34,0.75,3.29,3.74,2.00,0.11
24.40,1.90,7.68,7.07,3.00,0.59
24.47,1.40,7.53,7.94,4.00,0.57
24.59,1.52,6.32,8.13,4.00,0.40
24.66,1.14,4.68,7.76,3.00,0.22
24.72,0.04,3.00,4.93,2.00,0.09
24.78,0.92,3.23,3.08,1.00,0.10
24.91,0.39,1.41,1.01,0.00,0.02
24.97,0.34,1.20,0.86,0.00,0.01
25.04,0.26,0.96,0.70,0.00,0.01
25.10,0.19,0.69,0.52,0.00,0.00
25.23,0.17,0.56,0.48,0.00,0.00
25.29,0.11,0.41,0.31,0.00,0.00
25.35,0.11,0.41,0.32,0.00,0.00
25.42,0.10,0.35,0.31,0.00,0.00
25.55,0.07,0.26,0.22,0.00,0.00
25.61,0.05,0.22,0.22,0.00,0.00
25.67,0.04,0.15,0.16,0.00,0.00
25.74,0.06,0.21,0.21,0.00,0.00
25.86,0.04,0.20,0.17,0.00,0.00
25.93,0.68,2.84,3.67,1.00,0.08
25.99,1.33,5.44,4.83,2.00,0.30
26.06,2.07,8.03,6.02,3.00,0.64
26.18,0.51,7.20,9.89,4.00,0.52
26.25,0.88,7.58,9.76,4.00,0.58
26.31,3.82,15.59,14.81,4.00,2.43
26.37,6.98,24.42,18.83,4.00,5.96
26.50,5.85,23.84,17.26,4.00,5.68
26.56,5.92,21.85,17.34,4.00,4.77
26.63,3.02,12.51,13.23,4.00,1.57
26.69,1.39,5.04,6.58,4.00,0.25
26.81,1.57,8.82,14.02,4.00,0.78
26.88,4.04,16.11,16.10,4.00,2.60
26.94,5.34,22.46,18.44,4.00,5.04
27.00,5.58,22.34,18.21,4.00,4.99
27.13,7.13,23.64,24.20,4.00,5.59
27.19,6.92,26.09,23.85,4.00,6.81
27.26,6.78,28.40,23.57,4.00,8.07
27.32,6.89,26.48,23.51,4.00,7.01
27.45,2.40,11.58,12.05,4.00,1.34
27.51,1.49,6.12,9.79,4.00,0.37
27.58,0.58,2.98,4.71,4.00,0.09
27.64,0.81,3.54,5.37,4.00,0.12
27.77,0.14,3.52,5.08,3.00,0.12
27.83,1.39,4.91,5.06,3.00,0.24
27.89,0.84,3.64,4.92,2.00,0.13
27.96,0.41,2.43,3.75,1.00,0.06
28.09,1.00,3.29,3.95,2.00,0.11
28.15,0.45,2.52,2.46,1.00,0.06
28.21,2.04,7.06,7.16,2.00,0.50
28.28,2.49,9.58,7.88,3.00,0.92
28.40,3.14,12.07,9.16,3.00,1.46
28.47,3.42,12.29,9.32,4.00,1.51
28.53,3.50,11.99,9.63,4.00,1.44
28.59,2.90,11.06,8.98,3.00,1.22
28.72,1.49,7.82,7.75,3.00,0.61
28.79,0.88,5.55,7.66,2.00,0.31
28.85,0.87,3.59,2.91,1.00,0.13
28.91,1.00,3.73,2.87,1.00,0.14
29.04,0.72,2.60,2.10,0.00,0.07
29.10,1.04,3.44,3.35,1.00,0.12
29.17,0.31,2.72,3.71,2.00,0.07
29.23,0.60,2.73,4.03,3.00,0.07
29.36,0.36,2.11,4.00,3.00,0.04
29.42,0.12,1.46,2.79,2.00,0.02
29.49,0.57,1.84,2.16,1.00,0.03
29.55,0.21,1.37,1.49,0.00,0.02
29.68,0.09,1.73,2.44,1.00,0.03
29.74,0.48,2.73,2.82,1.00,0.07
29.81,1.26,4.67,3.59,2.00,0.22
29.87,1.32,4.96,3.63,2.00,0.25
30.00,0.28,3.49,4.42,2.00,0.12
30.06,1.24,6.62,7.39,3.00,0.44
30.13,3.28,12.80,10.31,3.00,1.64
30.19,1.91,11.70,12.71,4.00,1.37
30.32,4.02,13.91,18.48,4.00,1.94
30.38,2.93,12.74,17.45,3.00,1.62
30.45,0.22,10.45,16.77,3.00,1.09
30.51,2.05,10.38,15.12,3.00,1.08
30.64,0.21,5.03,7.71,3.00,0.25
30.70,0.09,5.08,7.72,3.00,0.26
30.77,1.20,5.10,4.99,2.00,0.26
30.83,3.92,13.57,16.01,2.00,1.84
30.96,2.32,13.58,15.71,2.00,1.85
31.02,3.89,15.95,17.19,3.00,2.54
31.08,3.83,14.10,17.18,3.00,1.99
31.15,2.94,12.17,13.35,3.00,1.48
31.28,5.00,17.80,14.62,3.00,3.17
31.34,5.11,19.93,14.90,3.00,3.97
31.40,7.12,24.32,18.13,4.00,5.91
31.47,6.23,22.76,15.88,4.00,5.18
