# time (s), self.diffsum, self.std, self.dasdv, self.wa, self.var
6.17,1.46,8.26,12.30,4.00,0.68
6.23,0.63,5.66,11.18,3.00,0.32
6.30,1.10,5.16,8.35,2.00,0.27
6.36,0.68,2.51,3.04,1.00,0.06
6.49,0.55,2.03,2.58,1.00,0.04
6.55,1.07,4.56,4.38,2.00,0.21
6.61,0.73,6.67,11.01,3.00,0.45
6.68,0.56,7.09,11.12,4.00,0.50
6.81,2.05,9.80,12.39,4.00,0.96
6.87,1.49,9.16,13.50,4.00,0.84
6.93,1.02,5.99,9.21,4.00,0.36
7.00,1.16,7.27,12.74,4.00,0.53
7.12,0.17,7.51,11.42,3.00,0.56
7.19,1.14,7.25,9.36,2.00,0.53
7.25,1.31,6.55,9.18,2.00,0.43
7.31,0.18,1.60,2.43,2.00,0.03
7.44,1.88,7.92,9.64,3.00,0.63
7.50,2.81,12.41,10.71,4.00,1.54
7.57,2.42,12.30,11.17,4.00,1.51
7.63,0.88,9.84,12.63,4.00,0.97
7.76,0.47,6.40,11.18,4.00,0.41
7.82,0.49,6.47,10.16,3.00,0.42
7.89,1.64,9.08,11.87,3.00,0.82
7.95,3.07,11.14,10.24,2.00,1.24
8.08,1.28,7.12,7.35,2.00,0.51
8.14,0.52,6.14,8.31,3.00,0.38
8.20,2.01,8.15,7.08,3.00,0.66
8.27,4.36,15.76,12.76,4.00,2.48
8.39,1.85,13.58,16.69,4.00,1.84
8.46,1.50,10.57,16.37,4.00,1.12
8.52,0.87,8.02,15.57,4.00,0.64
8.58,2.52,8.77,12.95,4.00,0.77
8.71,1.85,7.64,13.00,4.00,0.58
8.77,2.16,12.07,22.02,4.00,1.46
8.84,3.01,15.07,21.96,4.00,2.27
8.90,2.84,17.31,21.74,4.00,3.00
9.03,4.74,18.06,18.84,3.00,3.26
9.09,0.16,6.34,8.83,3.00,0.40
9.15,0.66,6.93,8.66,2.00,0.48
9.22,0.06,7.92,11.26,2.00,0.63
9.35,0.59,8.52,11.23,2.00,0.73
9.41,1.78,9.11,9.12,1.00,0.83
9.47,1.64,7.50,9.20,1.00,0.56
9.54,0.40,2.23,2.26,0.00,0.05
9.66,1.46,5.19,4.54,1.00,0.27
9.73,2.24,8.15,6.35,2.00,0.66
9.79,3.16,11.63,8.63,3.00,1.35
9.85,3.25,12.28,8.71,4.00,1.51
9.98,2.04,9.08,7.91,4.00,0.82
10.05,1.12,5.21,6.53,3.00,0.27
10.11,0.29,2.00,2.73,2.00,0.04
10.17,0.93,3.05,2.69,2.00,0.09
10.30,0.25,2.64,4.37,2.00,0.07
10.37,0.91,4.11,7.36,3.00,0.17
10.43,0.12,4.01,8.39,4.00,0.16
10.49,0.94,4.95,8.62,4.00,0.25
10.62,1.38,8.30,9.80,4.00,0.69
10.68,2.02,8.95,8.26,4.00,0.80
10.75,1.14,6.00,7.14,3.00,0.36
10.81,1.19,4.47,7.23,3.00,0.20
10.94,0.63,4.42,5.09,3.00,0.20
11.00,0.90,4.81,4.53,2.00,0.23
11.07,0.88,4.18,4.54,2.00,0.17
11.13,0.41,2.13,3.62,1.00,0.05
11.26,0.11,1.74,2.35,1.00,0.03
11.32,0.48,2.25,1.99,1.00,0.05
11.38,1.61,5.76,5.65,2.00,0.33
11.45,2.30,8.51,6.82,3.00,0.72
11.57,1.69,7.95,6.66,2.00,0.63
11.64,1.15,6.28,6.99,3.00,0.39
11.70,0.14,2.92,4.56,2.00,0.09
11.76,0.56,2.59,2.51,1.00,0.07
11.89,0.18,1.57,2.31,1.00,0.02
11.96,0.73,2.64,2.51,1.00,0.07
12.02,0.39,2.46,2.90,1.00,0.06
12.08,0.71,2.71,3.47,2.00,0.07
12.21,1.44,7.26,10.59,3.00,0.53
12.27,0.71,7.30,11.94,3.00,0.53
12.34,1.99,11.73,16.89,4.00,1.38
12.40,0.55,11.76,19.93,4.00,1.38
12.53,1.21,11.72,17.27,3.00,1.37
12.59,0.29,9.81,16.26,3.00,0.96
12.66,2.79,10.28,10.95,2.00,1.06
12.72,0.39,2.26,2.34,1.00,0.05
12.78,0.17,2.03,2.56,2.00,0.04
12.91,0.39,2.18,2.09,1.00,0.05
12.97,0.47,2.05,2.04,1.00,0.04
13.04,0.36,1.24,1.76,1.00,0.02
13.17,0.12,0.78,0.86,0.00,0.01
13.23,0.06,0.78,1.03,0.00,0.01
13.29,0.27,1.64,1.98,1.00,0.03
13.36,0.04,1.65,2.60,2.00,0.03
13.48,0.43,2.92,3.75,3.00,0.09
13.55,0.27,3.02,3.98,4.00,0.09
13.61,0.62,3.03,3.60,3.00,0.09
13.68,0.19,2.50,3.83,3.00,0.06
13.80,1.35,4.69,4.07,3.00,0.22
13.87,0.06,4.05,6.21,3.00,0.16
13.93,0.57,5.36,6.99,4.00,0.29
14.00,0.08,5.29,8.10,4.00,0.28
14.12,0.39,5.50,7.64,3.00,0.30
14.19,0.05,4.10,6.68,3.00,0.17
14.25,1.27,4.71,6.79,3.00,0.22
14.31,1.09,4.74,6.19,3.00,0.22
14.44,0.12,4.59,7.54,4.00,0.21
14.50,0.45,4.66,6.82,3.00,0.22
14.57,0.55,4.34,6.12,3.00,0.19
14.63,0.87,4.34,5.30,3.00,0.19
14.76,0.14,1.53,2.87,2.00,0.02
14.82,0.18,1.73,3.10,2.00,0.03
14.88,0.42,3.36,5.32,2.00,0.11
14.95,0.55,3.50,5.10,2.00,0.12
15.07,0.16,3.15,5.12,2.00,0.10
15.14,0.54,3.01,5.02,2.00,0.09
15.20,0.57,2.01,2.18,1.00,0.04
15.27,1.55,5.73,6.60,1.00,0.33
15.39,0.40,6.05,10.87,2.00,0.37
15.46,0.50,6.01,11.51,3.00,0.36
15.52,0.05,5.79,11.55,3.00,0.33
15.58,1.09,5.68,9.63,2.00,0.32
15.71,0.43,2.63,4.27,1.00,0.07
15.78,0.47,1.65,1.98,0.00,0.03
15.84,1.52,6.05,6.72,1.00,0.37
15.90,1.91,7.95,6.80,1.00,0.63
16.03,0.65,8.98,13.52,2.00,0.81
16.09,0.46,9.45,13.59,3.00,0.89
16.16,2.09,10.45,12.01,3.00,1.09
16.22,2.51,9.36,11.98,3.00,0.88
16.35,0.99,4.12,6.26,3.00,0.17
16.41,0.80,5.18,6.09,2.00,0.27
16.48,0.22,5.85,8.90,2.00,0.34
16.61,0.17,6.38,8.88,2.00,0.41
16.67,1.86,7.81,7.25,2.00,0.61
16.73,1.67,6.82,7.39,3.00,0.46
16.80,0.35,2.23,3.14,2.00,0.05
16.92,0.35,2.90,4.22,3.00,0.08
16.99,1.59,5.64,4.85,3.00,0.32
17.05,1.46,6.18,4.67,2.00,0.38
17.12,0.28,5.68,7.55,3.00,0.32
17.24,0.88,6.54,7.58,3.00,0.43
17.31,1.00,6.71,7.33,3.00,0.45
17.37,1.35,5.91,7.33,3.00,0.35
17.43,0.36,3.09,5.04,3.00,0.10
17.56,1.69,5.67,5.49,3.00,0.32
17.63,1.21,5.61,4.64,2.00,0.31
17.69,0.90,5.05,5.15,3.00,0.26
17.75,0.13,3.33,4.61,2.00,0.11
17.88,0.07,2.82,4.38,2.00,0.08
17.94,0.36,3.84,4.81,3.00,0.15
18.01,0.44,4.65,7.65,3.00,0.22
18.07,1.30,5.87,10.60,4.00,0.34
18.20,0.60,5.57,10.05,3.00,0.31
18.26,1.89,8.66,14.30,3.00,0.75
18.32,1.99,9.94,18.23,3.00,0.99
18.39,0.95,9.20,18.14,3.00,0.85
18.52,2.06,10.54,19.00,4.00,1.11
18.58,0.37,9.79,16.01,4.00,0.96
18.64,2.31,9.36,9.36,3.00,0.88
18.71,0.25,5.34,8.14,3.00,0.28
18.84,2.64,9.77,8.59,3.00,0.96
18.90,1.81,9.48,8.75,3.00,0.90
18.96,1.65,8.11,8.82,3.00,0.66
19.03,1.34,4.92,7.93,3.00,0.24
19.15,2.36,8.85,13.15,3.00,0.78
19.22,2.08,10.59,12.96,2.00,1.12
19.28,1.98,11.25,12.93,2.00,1.26
19.34,2.00,10.23,12.90,2.00,1.05
19.47,2.33,9.80,10.30,2.00,0.96
19.54,3.27,13.83,10.88,3.00,1.91
19.60,1.65,12.31,13.94,4.00,1.52
19.66,0.98,9.01,13.39,3.00,0.81
19.79,2.26,10.13,11.66,3.00,1.03
19.85,2.38,10.02,11.50,3.00,1.00
19.91,0.46,4.86,7.51,2.00,0.24
19.98,0.78,4.34,7.56,2.00,0.19
20.10,0.13,3.62,4.85,2.00,0.13
20.17,0.36,3.22,4.21,2.00,0.10
20.23,0.33,3.09,4.25,2.00,0.10
20.29,0.01,2.62,4.15,2.00,0.07
20.42,0.01,2.90,4.15,2.00,0.08
20.49,0.24,2.62,3.76,1.00,0.07
20.55,0.23,3.21,4.94,2.00,0.10
20.61,0.03,3.36,4.94,2.00,0.11
20.74,0.81,3.53,3.50,1.00,0.12
20.80,0.61,2.53,3.42,1.00,0.06
20.87,0.41,1.51,1.88,1.00,0.02
20.93,0.42,2.02,1.89,1.00,0.04
21.06,0.56,2.34,1.87,1.00,0.05
21.12,0.33,3.19,4.63,2.00,0.10
21.19,0.13,3.03,5.09,2.00,0.09
21.25,0.04,3.19,5.25,2.00,0.10
21.38,0.22,3.07,5.33,2.00,0.09
21.44,0.70,2.85,3.25,1.00,0.08
21.51,0.77,3.69,4.91,1.00,0.14
21.57,2.39,8.98,8.22,2.00,0.81
21.70,0.45,8.24,11.93,3.00,0.68
21.76,0.21,8.78,12.48,4.00,0.77
21.83,0.78,8.70,15.03,4.00,0.76
21.89,2.11,9.41,15.49,4.00,0.89
22.02,0.14,6.44,12.86,3.00,0.41
22.08,0.16,6.82,12.52,3.00,0.46
22.14,1.46,6.23,8.22,2.00,0.39
22.21,0.32,1.85,3.12,1.00,0.03
22.34,0.50,2.35,4.15,2.00,0.06
22.40,0.54,3.60,4.24,2.00,0.13
22.46,1.99,7.88,7.04,3.00,0.62
22.53,1.48,7.60,7.88,4.00,0.58
22.65,0.66,5.39,7.39,3.00,0.29
22.72,0.20,4.07,7.00,2.00,0.17
22.78,0.50,5.89,8.28,2.00,0.35
22.85,0.77,5.93,7.77,2.00,0.35
22.97,1.66,10.79,15.39,3.00,1.16
23.04,1.80,12.54,23.24,4.00,1.57
23.10,0.24,12.49,22.26,4.00,1.56
23.17,0.19,12.22,22.13,3.00,1.49
23.29,2.33,12.14,17.86,3.00,1.47
23.36,2.89,9.88,9.50,3.00,0.98
23.42,1.93,9.64,9.25,3.00,0.93
23.48,0.71,8.52,10.93,4.00,0.73
23.61,0.61,6.67,10.82,4.00,0.45
23.68,0.66,5.44,6.88,4.00,0.30
23.74,0.37,4.04,6.63,3.00,0.16
23.80,0.96,3.57,3.25,2.00,0.13
23.93,0.24,1.89,2.89,1.00,0.04
23.99,0.74,2.91,3.14,1.00,0.08
24.06,0.24,3.17,5.45,2.00,0.10
24.12,1.26,5.08,8.57,3.00,0.26
24.25,0.57,4.68,8.67,4.00,0.22
24.31,0.18,4.51,8.29,3.00,0.20
24.37,1.81,5.96,7.90,3.00,0.36
24.44,0.41,3.48,4.26,2.00,0.12
24.57,0.28,4.54,6.59,2.00,0.21
24.63,0.45,5.11,6.56,2.00,0.26
24.69,0.79,5.13,5.77,2.00,0.26
24.76,0.29,4.37,6.14,3.00,0.19
24.88,0.85,3.76,2.93,2.00,0.14
24.94,0.50,3.20,3.52,3.00,0.10
25.01,0.53,2.17,3.63,3.00,0.05
25.07,0.32,2.09,3.12,2.00,0.04
25.20,0.29,2.44,3.11,2.00,0.06
25.26,0.78,2.79,2.48,1.00,0.08
25.33,1.26,4.38,4.70,1.00,0.19
25.39,0.45,4.91,8.79,2.00,0.24
25.52,0.30,5.18,8.84,2.00,0.27
25.58,0.20,5.22,8.88,2.00,0.27
25.64,0.78,5.28,7.80,2.00,0.28
25.71,0.57,2.59,2.26,1.00,0.07
25.84,1.42,7.05,9.29,2.00,0.50
25.90,0.17,7.06,11.76,3.00,0.50
25.96,0.58,6.95,11.65,2.00,0.48
26.03,0.03,6.65,11.80,3.00,0.44
26.15,2.08,7.14,7.70,2.00,0.51
26.22,0.38,2.57,2.81,1.00,0.07
26.28,1.08,3.55,4.17,2.00,0.13
26.34,0.92,3.57,3.86,1.00,0.13
26.47,0.59,3.40,3.57,1.00,0.12
26.54,0.82,3.26,3.36,1.00,0.11
26.60,0.45,2.61,3.46,1.00,0.07
26.66,0.05,2.78,4.94,2.00,0.08
26.79,0.35,2.79,5.38,3.00,0.08
26.85,2.16,8.20,10.62,4.00,0.67
26.92,0.87,8.20,10.62,4.00,0.67
26.98,1.37,8.17,10.01,3.00,0.67
27.11,0.21,6.66,10.45,3.00,0.44
27.17,1.78,6.54,5.09,2.00,0.43
27.24,1.10,4.75,3.95,1.00,0.23
27.30,1.07,3.72,3.91,1.00,0.14
27.43,0.09,1.48,2.57,1.00,0.02
27.49,0.53,2.44,2.80,1.00,0.06
27.56,1.61,6.39,6.24,2.00,0.41
27.62,2.08,8.07,6.28,2.00,0.65
27.75,0.37,6.56,8.71,2.00,0.43
27.81,0.72,5.44,9.15,3.00,0.30
27.88,0.80,4.78,7.53,3.00,0.23
27.94,1.11,4.59,7.43,3.00,0.21
28.07,1.66,5.98,8.33,3.00,0.36
28.13,1.10,6.81,7.72,2.00,0.46
28.20,3.24,12.09,11.45,2.00,1.46
28.26,4.35,15.20,12.60,3.00,2.31
28.39,0.68,10.99,14.90,3.00,1.21
28.45,0.37,10.25,14.95,3.00,1.05
28.51,1.87,10.54,12.42,3.00,1.11
28.64,2.34,10.17,11.62,3.00,1.03
28.70,1.70,6.18,8.72,3.00,0.38
28.77,0.65,5.54,9.52,4.00,0.31
28.83,1.54,8.31,12.50,4.00,0.69
28.96,1.52,11.10,12.48,4.00,1.23
29.02,3.28,12.99,9.86,3.00,1.69
29.09,1.08,13.84,19.94,3.00,1.91
29.15,2.14,14.62,18.33,3.00,2.14
29.28,1.99,14.34,18.47,3.00,2.06
29.34,2.22,12.01,18.44,3.00,1.44
29.41,3.06,10.21,9.84,3.00,1.04
29.47,0.65,8.06,12.83,3.00,0.65
29.60,0.12,6.78,12.34,2.00,0.46
29.66,0.55,6.57,12.52,3.00,0.43
29.73,1.09,6.13,9.12,2.00,0.38
29.79,0.68,2.81,2.30,1.00,0.08
29.92,0.06,2.45,3.47,2.00,0.06
29.98,1.33,6.01,9.45,2.00,0.36
30.04,1.36,8.53,16.13,3.00,0.73
30.11,0.11,8.51,17.30,4.00,0.72
30.24,1.45,9.54,17.81,4.00,0.91
30.30,4.19,15.41,24.58,4.00,2.37
30.36,3.47,17.53,32.71,4.00,3.07
30.43,0.42,16.73,33.34,4.00,2.80
30.55,0.47,16.76,32.96,3.00,2.81
30.62,3.73,16.67,26.85,3.00,2.78
30.68,3.10,9.92,12.78,3.00,0.98
30.75,1.71,8.59,9.32,3.00,0.74
30.87,2.27,10.31,9.57,4.00,1.06
30.94,5.03,16.21,15.24,4.00,2.63
31.00,2.12,11.97,13.62,4.00,1.43
31.06,0.28,11.70,16.74,4.00,1.37
31.19,0.08,11.02,17.08,4.00,1.21
31.26,1.32,10.68,13.14,4.00,1.14
31.38,2.98,11.18,18.33,4.00,1.25
31.45,0.73,9.30,17.65,4.00,0.87
31.51,0.52,9.08,17.33,4.00,0.82
31.64,1.24,13.71,21.59,4.00,1.88
31.70,6.37,22.61,20.15,4.00,5.11
31.77,5.58,24.10,18.80,4.00,5.81
31.83,7.53,26.42,20.13,4.00,6.98
31.96,5.47,19.28,15.05,4.00,3.72
32.02,0.51,11.88,16.20,4.00,1.41
32.09,0.35,10.67,15.52,3.00,1.14
32.15,1.51,10.67,13.68,3.00,1.14
32.28,1.84,9.63,13.36,3.00,0.93
32.34,0.46,4.18,6.72,3.00,0.17
32.41,1.84,8.90,9.38,4.00,0.79
32.47,2.73,12.04,9.61,4.00,1.45
32.60,3.29,12.44,9.48,3.00,1.55
32.66,1.55,7.21,7.58,3.00,0.52
32.72,1.54,8.09,9.68,3.00,0.65
32.79,4.15,16.51,13.88,3.00,2.73
32.92,1.21,15.41,20.91,4.00,2.38
32.98,0.47,13.72,20.80,3.00,1.88
33.04,1.00,12.47,18.87,3.00,1.55
33.11,2.82,12.51,15.85,2.00,1.57
33.23,0.13,1.91,3.23,2.00,0.04
33.30,1.79,8.39,9.99,3.00,0.70
33.36,2.46,11.40,10.02,3.00,1.30
