# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,5.00,-13.80,2.80,-17.90,0.00,6.40,10.20
0.05,0.00,5.00,-12.70,3.60,-17.60,0.20,6.50,10.00
0.12,0.00,3.00,-13.80,3.60,-17.90,1.60,6.90,9.70
0.18,0.00,3.00,-13.80,3.60,-17.90,4.00,6.60,10.20
0.24,0.00,3.00,-12.90,3.70,-17.50,3.10,6.70,10.20
0.31,0.00,3.00,-13.80,2.40,-19.70,8.20,6.70,10.20
0.37,0.00,3.00,-12.00,5.50,-17.60,3.40,6.50,9.80
0.43,0.00,3.00,-11.50,2.40,-19.00,2.20,6.70,9.60
0.50,0.00,5.00,-11.50,3.90,-19.70,0.00,6.80,9.40
0.56,0.00,5.00,-11.50,3.90,-19.70,0.70,7.00,9.80
0.63,0.00,5.00,-12.90,2.50,-18.10,0.00,6.70,10.20
0.69,0.00,3.00,-12.90,2.20,-18.10,9.90,6.90,10.30
0.75,0.00,5.00,-13.80,3.10,-18.40,0.00,6.80,9.90
0.82,0.00,5.00,-11.40,3.70,-17.80,1.50,6.90,10.30
0.88,0.00,3.00,-12.00,3.60,-19.00,5.80,6.80,9.90
0.94,0.00,3.00,-13.60,4.50,-20.00,7.70,7.20,9.80
1.01,0.00,3.00,-13.00,3.60,-17.60,5.90,6.70,10.30
1.07,0.00,3.00,-11.20,5.80,-17.20,2.40,6.90,9.90
1.14,0.00,3.00,-14.20,1.60,-20.50,7.30,7.10,9.60
1.20,0.00,5.00,-13.20,4.20,-19.60,0.00,6.80,10.20
1.26,0.00,3.00,-13.20,3.70,-18.50,2.60,7.10,10.20
1.33,0.00,3.00,-11.10,3.70,-18.80,6.00,7.10,10.10
1.39,0.00,5.00,-13.00,3.60,-19.70,0.00,7.00,10.10
1.46,0.00,3.00,-12.90,3.40,-18.50,5.10,6.60,10.30
1.52,0.00,3.00,-13.60,2.50,-17.50,5.20,6.70,10.40
1.58,0.00,3.00,-12.70,3.60,-20.50,2.90,7.00,10.00
1.65,0.00,5.00,-12.30,3.90,-17.90,1.80,6.70,10.20
1.71,0.00,3.00,-13.90,1.80,-17.80,9.00,6.90,9.70
1.78,0.00,5.00,-13.80,2.40,-20.20,0.00,6.70,9.80
1.84,0.00,5.00,-12.00,3.10,-19.00,0.00,6.70,10.80
