# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.06,1.00,2.00,-40.20,-18.40,-35.60,6.20,120.00,10.00
0.12,1.00,2.00,-41.10,-18.80,-35.40,1.90,120.00,10.00
0.19,1.00,2.00,-41.40,-18.10,-36.50,1.60,120.00,9.90
0.25,1.00,2.00,-41.30,-19.10,-35.00,2.10,120.00,10.20
0.32,1.00,2.00,-42.00,-19.40,-36.00,0.00,120.00,9.80
0.38,1.00,2.00,-39.00,-17.20,-34.50,4.70,120.00,10.00
0.44,1.00,2.00,-39.80,-18.70,-37.10,7.40,120.00,9.50
0.51,0.00,2.00,-39.80,-18.70,-37.10,0.00,120.00,10.50
0.57,0.00,2.00,-41.30,-17.50,-35.00,0.00,120.00,10.20
0.64,0.00,3.00,-39.00,-17.50,-35.30,7.10,120.00,10.30
0.70,0.00,2.00,-39.00,-17.50,-35.30,5.60,120.00,10.30
0.76,0.00,2.00,-41.90,-19.60,-35.40,2.90,120.00,10.60
0.83,0.00,2.00,-41.40,-18.80,-35.10,6.70,120.00,10.00
0.89,0.00,2.00,-41.00,-18.70,-36.80,6.00,120.00,10.10
0.95,0.00,2.00,-41.00,-18.70,-36.80,5.20,120.00,10.10
1.02,0.00,2.00,-41.90,-18.50,-38.00,6.40,120.00,10.00
1.08,0.00,2.00,-41.90,-18.50,-38.00,5.80,120.00,10.50
1.15,0.00,2.00,-39.80,-17.90,-35.30,4.10,120.00,10.40
1.21,0.00,2.00,-42.80,-19.40,-35.60,4.90,120.00,9.90
1.27,0.00,2.00,-41.40,-20.00,-34.70,1.70,120.00,10.60
1.34,0.00,2.00,-41.40,-20.00,-34.70,0.30,120.00,9.80
1.40,0.00,2.00,-41.90,-20.50,-36.50,1.80,120.00,10.50
1.47,0.00,2.00,-40.20,-16.70,-35.30,2.30,120.00,10.70
1.53,0.00,2.00,-40.40,-18.80,-35.10,3.10,120.00,9.90
1.59,0.00,2.00,-40.40,-18.80,-35.10,6.10,120.00,10.20
1.66,0.00,2.00,-40.20,-19.40,-35.60,2.40,120.00,10.20
1.72,0.00,3.00,-40.50,-19.40,-35.00,7.10,120.00,9.90
1.79,0.00,2.00,-40.20,-20.20,-35.00,1.50,120.00,9.90
1.85,0.00,2.00,-41.00,-19.10,-36.80,0.00,120.00,10.00
1.91,0.00,3.00,-40.70,-20.00,-36.20,7.10,120.00,10.50
1.98,0.00,2.00,-40.70,-20.00,-36.20,2.60,120.00,10.20
2.04,0.00,2.00,-41.30,-17.90,-36.30,0.00,120.00,10.50
2.10,0.00,2.00,-40.40,-18.10,-35.10,0.00,120.00,9.80
2.17,0.00,2.00,-41.30,-17.50,-35.00,0.90,120.00,9.70
2.23,0.00,2.00,-41.10,-18.10,-37.70,0.00,120.00,10.00
2.30,0.00,2.00,-39.50,-18.40,-36.00,4.10,120.00,10.20
2.36,0.00,2.00,-42.80,-19.10,-36.30,0.00,120.00,10.20
2.42,0.00,2.00,-40.50,-20.60,-36.30,2.90,120.00,10.00
2.49,0.00,2.00,-41.10,-19.60,-35.10,5.30,120.00,9.60
2.55,0.00,3.00,-41.30,-19.10,-37.50,7.50,120.00,10.10
2.61,0.00,2.00,-39.80,-18.40,-35.30,2.20,120.00,10.00
2.68,0.00,2.00,-41.40,-19.30,-35.90,2.40,120.00,10.10
2.74,0.00,2.00,-39.60,-20.00,-35.40,1.90,120.00,10.00
2.81,0.00,2.00,-40.20,-19.10,-35.60,5.40,120.00,10.10
2.87,0.00,2.00,-40.20,-19.10,-35.60,1.00,120.00,10.10
2.93,0.00,2.00,-41.00,-19.40,-35.00,3.90,120.00,9.80
3.00,0.00,2.00,-41.60,-19.40,-36.30,4.20,120.00,10.20
3.06,0.00,3.00,-40.50,-18.70,-35.00,120.00,120.00,9.80
3.12,0.00,2.00,-40.40,-18.10,-33.90,2.20,120.00,10.00
3.19,0.00,2.00,-41.10,-18.10,-35.90,3.40,120.00,10.10
3.25,0.00,2.00,-41.00,-17.90,-33.80,4.00,120.00,9.70
3.32,0.00,2.00,-42.00,-19.10,-35.60,0.00,120.00,9.90
3.38,0.00,2.00,-40.70,-18.50,-35.90,0.00,120.00,10.20
3.44,0.00,2.00,-40.20,-18.40,-35.60,2.90,120.00,10.00
3.51,0.00,2.00,-40.40,-17.30,-36.50,0.00,120.00,10.30
3.57,0.00,2.00,-41.90,-18.50,-35.90,2.20,120.00,9.90
3.63,0.00,2.00,-40.50,-17.20,-36.30,0.30,120.00,9.80
3.70,0.00,2.00,-40.50,-17.20,-36.30,4.80,120.00,10.40
3.76,0.00,2.00,-41.30,-18.40,-35.00,2.60,120.00,9.70
3.82,0.00,2.00,-41.30,-18.40,-35.00,5.40,120.00,10.10
3.89,0.00,2.00,-42.80,-19.40,-37.10,3.90,120.00,10.00
3.95,0.00,2.00,-42.80,-19.40,-37.10,2.60,120.00,10.10
4.02,0.00,3.00,-41.60,-19.40,-35.60,6.80,120.00,10.10
4.08,0.00,2.00,-40.50,-19.90,-35.30,5.00,120.00,10.00
4.14,0.00,2.00,-39.80,-19.90,-33.50,2.90,120.00,10.00
4.21,0.00,2.00,-39.80,-19.90,-33.50,0.10,120.00,10.00
4.27,0.00,2.00,-42.20,-18.10,-34.40,1.20,120.00,9.70
4.33,0.00,2.00,-41.10,-19.30,-36.90,1.30,120.00,10.10
4.40,0.00,2.00,-40.70,-18.10,-35.10,4.60,120.00,10.40
4.46,0.00,2.00,-40.20,-18.70,-35.60,0.00,120.00,10.10
4.52,0.00,2.00,-41.60,-19.10,-35.00,2.30,120.00,10.30
4.59,0.00,2.00,-42.30,-18.70,-35.00,3.30,120.00,9.90
4.65,0.00,3.00,-42.30,-18.70,-35.00,5.70,120.00,10.60
4.72,0.00,2.00,-41.30,-19.10,-36.30,1.10,120.00,10.50
4.78,0.00,2.00,-41.10,-19.30,-35.90,1.80,120.00,10.10
4.84,0.00,2.00,-41.10,-19.30,-35.90,4.40,120.00,10.20
4.91,0.00,2.00,-40.20,-18.40,-33.50,0.00,120.00,9.90
4.97,0.00,2.00,-39.60,-18.50,-35.10,2.20,120.00,10.00
5.03,0.00,2.00,-40.20,-17.90,-35.30,3.80,120.00,10.20
5.09,0.00,2.00,-42.30,-17.90,-35.30,5.10,120.00,9.80
5.16,0.00,3.00,-41.00,-20.20,-36.30,8.60,120.00,9.70
5.22,0.00,2.00,-41.00,-20.20,-36.30,0.60,120.00,9.90
5.29,0.00,2.00,-39.80,-18.70,-36.30,0.00,120.00,10.00
5.35,0.00,2.00,-41.90,-18.10,-35.10,2.00,120.00,9.60
5.41,0.00,2.00,-42.60,-18.80,-35.10,0.80,120.00,10.20
5.48,0.00,2.00,-42.60,-18.80,-35.10,0.00,120.00,10.10
5.54,0.00,2.00,-41.00,-19.90,-35.30,3.80,120.00,9.80
5.60,0.00,2.00,-42.00,-19.90,-35.30,0.00,120.00,10.10
5.67,0.00,2.00,-42.80,-20.60,-36.80,4.50,120.00,9.90
5.73,0.00,2.00,-42.80,-20.60,-36.80,2.10,120.00,10.00
5.79,0.00,3.00,-40.70,-18.50,-36.20,9.00,120.00,10.20
5.86,0.00,2.00,-41.10,-17.00,-36.50,2.20,120.00,9.90
5.92,0.00,3.00,-42.20,-20.50,-32.90,9.20,120.00,9.50
5.98,0.00,3.00,-42.20,-20.50,-32.90,5.70,120.00,10.30
6.05,0.00,2.00,-40.20,-17.90,-35.00,2.10,120.00,10.00
6.11,0.00,2.00,-40.20,-17.90,-35.00,0.00,120.00,10.20
6.17,0.00,2.00,-40.50,-17.90,-36.30,2.50,120.00,10.20
6.23,0.00,2.00,-41.30,-19.10,-35.60,2.90,120.00,9.90
6.30,0.00,3.00,-39.80,-18.70,-35.30,7.20,120.00,10.30
6.36,0.00,2.00,-39.80,-18.70,-35.30,2.60,120.00,10.10
6.43,0.00,3.00,-41.60,-18.40,-36.80,7.10,120.00,9.80
6.49,0.00,2.00,-40.40,-19.60,-34.40,3.40,120.00,10.20
6.55,0.00,2.00,-40.40,-19.60,-34.40,0.00,120.00,10.00
6.62,0.00,2.00,-41.40,-17.80,-35.10,0.00,120.00,10.40
6.68,0.00,2.00,-40.70,-19.60,-35.90,1.90,120.00,10.40
6.74,0.00,2.00,-39.60,-17.80,-35.40,1.00,120.00,9.80
6.81,0.00,2.00,-41.40,-18.80,-35.90,0.00,120.00,10.00
6.87,0.00,2.00,-42.00,-18.40,-35.60,2.00,120.00,9.90
6.93,0.00,2.00,-42.00,-19.10,-34.20,1.80,120.00,10.10
7.00,0.00,2.00,-42.00,-19.10,-34.20,3.30,120.00,10.30
7.06,0.00,2.00,-40.40,-19.30,-35.10,2.90,120.00,9.90
7.12,0.00,2.00,-41.30,-19.90,-36.80,4.30,120.00,9.50
7.19,0.00,2.00,-41.30,-19.90,-36.80,2.40,120.00,9.70
7.25,0.00,2.00,-41.10,-18.50,-35.10,2.80,120.00,9.80
7.31,0.00,2.00,-40.70,-17.80,-35.90,4.10,120.00,10.10
7.38,0.00,2.00,-40.70,-17.80,-35.90,0.10,120.00,10.20
7.44,0.00,2.00,-41.40,-17.80,-35.90,5.60,120.00,9.80
7.50,0.00,2.00,-41.40,-17.80,-35.90,4.80,120.00,9.80
7.57,0.00,2.00,-39.90,-17.00,-36.50,3.20,120.00,9.80
7.63,0.00,3.00,-41.10,-19.60,-36.20,6.30,120.00,9.60
7.70,0.00,2.00,-42.20,-19.60,-36.50,0.50,120.00,10.10
7.76,0.00,2.00,-40.50,-19.90,-35.60,4.40,120.00,9.70
7.82,0.00,2.00,-41.00,-20.20,-35.60,3.00,120.00,10.00
7.89,0.00,2.00,-40.50,-19.10,-37.10,1.90,120.00,10.10
7.95,0.00,3.00,-42.00,-16.70,-36.30,9.60,120.00,9.90
8.08,0.00,2.00,-41.90,-19.30,-36.90,1.10,120.00,10.20
8.14,0.00,3.00,-41.90,-18.50,-36.90,5.30,120.00,10.00
8.20,0.00,2.00,-41.00,-17.90,-36.00,2.20,120.00,10.00
8.27,0.00,2.00,-41.00,-17.90,-36.00,4.50,120.00,10.30
8.33,0.00,2.00,-39.80,-18.70,-36.00,2.90,120.00,9.90
8.39,0.00,2.00,-40.40,-20.50,-35.10,0.00,120.00,10.00
8.46,0.00,2.00,-41.10,-18.10,-34.70,1.70,120.00,10.00
8.52,0.00,2.00,-39.90,-18.10,-35.40,0.60,120.00,10.50
8.58,0.00,2.00,-40.50,-17.50,-34.20,3.00,120.00,10.00
8.65,0.00,2.00,-40.70,-20.50,-35.90,1.20,120.00,9.90
8.71,0.00,3.00,-41.90,-18.50,-35.90,6.30,120.00,9.80
8.78,0.00,2.00,-40.20,-19.90,-36.30,1.60,120.00,10.20
8.84,0.00,3.00,-40.70,-19.60,-36.90,7.30,120.00,10.00
8.90,0.00,2.00,-41.60,-18.40,-34.50,3.00,120.00,10.00
8.97,0.00,2.00,-41.60,-18.40,-34.50,4.80,120.00,9.70
9.03,0.00,3.00,-41.40,-20.80,-35.10,4.90,120.00,10.20
9.09,0.00,2.00,-41.40,-20.80,-35.10,2.30,120.00,10.60
9.15,0.00,2.00,-41.30,-17.50,-36.00,0.80,120.00,9.70
9.22,0.00,2.00,-41.30,-17.50,-36.00,1.70,120.00,10.10
9.28,0.00,2.00,-40.70,-19.30,-36.20,0.00,120.00,10.10
9.34,0.00,3.00,-42.60,-18.50,-35.40,5.20,120.00,10.00
9.41,0.00,2.00,-41.00,-18.40,-37.50,5.40,120.00,9.60
9.47,0.00,2.00,-41.00,-19.40,-35.30,1.10,120.00,9.60
9.54,0.00,2.00,-41.40,-18.80,-34.40,2.80,120.00,9.90
9.60,0.00,2.00,-41.30,-19.10,-37.10,0.40,120.00,10.20
9.66,0.00,2.00,-40.70,-18.10,-35.40,1.30,120.00,9.80
9.73,0.00,2.00,-40.70,-18.10,-35.40,4.70,120.00,9.60
9.79,0.00,2.00,-41.30,-18.70,-36.30,3.50,120.00,9.70
9.85,0.00,2.00,-39.20,-18.50,-36.50,3.40,120.00,10.30
9.92,0.00,2.00,-39.20,-18.50,-36.50,2.70,120.00,9.90
9.98,0.00,2.00,-41.30,-18.70,-36.30,0.00,120.00,9.50
10.05,0.00,2.00,-40.50,-17.90,-34.50,0.00,120.00,9.90
10.11,0.00,3.00,-40.50,-17.90,-34.50,5.60,120.00,9.90
10.17,0.00,2.00,-42.60,-18.50,-36.50,5.20,120.00,9.70
10.23,0.00,3.00,-41.10,-17.30,-35.10,6.50,120.00,9.50
10.30,0.00,2.00,-40.70,-19.30,-34.70,0.70,120.00,9.90
10.36,0.00,2.00,-40.70,-18.50,-36.20,0.90,120.00,9.80
10.43,0.00,3.00,-41.60,-17.20,-36.80,6.90,120.00,9.90
10.49,0.00,3.00,-41.30,-18.40,-36.80,4.70,120.00,10.10
10.55,0.00,2.00,-41.30,-18.40,-36.80,3.10,120.00,10.10
10.62,0.00,2.00,-41.60,-18.70,-35.60,2.40,120.00,9.80
10.68,0.00,2.00,-42.20,-19.30,-35.40,1.30,120.00,10.30
10.74,0.00,2.00,-40.50,-18.70,-36.80,0.00,120.00,9.80
10.81,0.00,3.00,-42.00,-19.90,-37.50,7.10,120.00,9.80
10.87,0.00,2.00,-40.20,-19.10,-35.60,1.50,120.00,10.20
11.00,0.00,2.00,-38.90,-19.60,-35.90,0.00,120.00,9.80
11.06,0.00,2.00,-40.70,-17.30,-33.90,0.00,120.00,9.60
11.12,0.00,2.00,-40.50,-17.20,-35.00,2.60,120.00,10.10
11.19,0.00,2.00,-40.50,-17.90,-34.50,1.90,120.00,9.80
11.25,0.00,2.00,-40.50,-17.90,-34.50,0.00,120.00,10.10
11.32,0.00,2.00,-41.10,-19.60,-35.10,4.50,120.00,10.20
