# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,-30.80,15.10,-37.70,23.40,6.40,3.40
0.07,1.00,0.00,-29.50,15.20,-37.80,22.70,6.80,3.30
0.13,1.00,0.00,-29.30,16.60,-36.50,21.30,6.80,3.10
0.19,1.00,0.00,-29.30,16.60,-36.50,15.80,6.90,4.00
0.26,1.00,0.00,-28.60,15.40,-37.20,26.20,5.70,3.30
0.32,1.00,0.00,-30.00,13.90,-38.70,26.30,5.80,3.30
0.38,1.00,0.00,-29.60,16.10,-36.90,23.80,7.00,4.30
0.45,1.00,0.00,-28.10,16.10,-36.50,19.60,6.60,3.90
0.58,1.00,0.00,-28.10,16.10,-36.50,25.50,6.00,3.70
0.64,1.00,0.00,-28.90,13.90,-36.50,26.20,5.60,3.10
0.70,1.00,0.00,-28.90,13.90,-38.70,26.00,6.00,3.60
0.77,1.00,0.00,-28.90,13.90,-38.70,25.20,6.10,4.30
0.83,1.00,0.00,-28.40,15.70,-38.90,18.30,6.60,3.80
0.89,1.00,0.00,-27.80,15.40,-36.90,20.80,6.70,3.90
0.96,1.00,0.00,-26.50,13.80,-37.10,27.00,5.70,3.00
1.02,1.00,0.00,-28.10,11.20,-36.90,27.50,5.50,3.80
1.09,1.00,0.00,-27.70,14.80,-37.80,26.00,6.20,3.40
1.15,1.00,0.00,-27.70,14.80,-37.80,27.20,5.90,3.50
1.21,1.00,0.00,-28.90,14.40,-38.00,25.70,5.90,4.20
1.28,1.00,0.00,-29.20,14.50,-38.60,25.10,5.80,4.10
1.34,1.00,0.00,-27.80,15.40,-36.90,23.30,5.90,4.10
1.40,1.00,0.00,-27.80,15.40,-36.90,22.10,5.90,4.30
1.47,1.00,0.00,-25.30,14.70,-37.20,25.20,6.00,3.70
1.53,1.00,0.00,-26.60,10.90,-36.90,29.10,4.80,3.80
1.60,1.00,0.00,-27.40,12.00,-36.50,26.20,5.50,4.10
1.66,1.00,0.00,-27.70,13.80,-36.30,20.50,6.80,4.00
1.72,1.00,0.00,-25.70,16.40,-36.80,19.20,6.30,4.40
1.79,1.00,0.00,-25.70,16.40,-36.80,21.10,6.40,3.80
1.85,1.00,0.00,-27.10,11.70,-34.70,26.40,5.20,4.00
1.91,1.00,0.00,-28.00,13.80,-38.10,26.60,5.90,3.70
1.98,1.00,0.00,-28.00,13.80,-38.10,26.50,5.60,4.20
2.04,1.00,0.00,-27.10,12.40,-37.20,28.70,5.50,3.70
2.10,1.00,0.00,-25.70,11.40,-35.30,29.00,5.40,3.70
2.17,1.00,0.00,-23.30,14.40,-32.90,27.90,6.20,3.90
2.23,1.00,0.00,-25.70,14.50,-34.50,26.10,6.20,4.30
2.29,1.00,0.00,-24.50,12.70,-34.70,28.20,6.20,3.50
2.36,1.00,0.00,-26.50,13.00,-35.60,28.30,5.80,3.90
2.42,1.00,0.00,-26.50,13.00,-35.60,30.40,5.90,3.80
2.48,1.00,0.00,-24.70,14.80,-35.30,28.00,6.00,3.30
2.55,1.00,0.00,-22.10,14.50,-35.30,25.20,6.70,3.90
2.61,1.00,0.00,-22.60,18.50,-32.60,27.10,5.90,4.20
2.68,1.00,0.00,-23.00,10.90,-32.90,25.00,4.90,4.80
2.74,1.00,0.00,-25.60,13.50,-33.30,30.50,5.90,3.90
2.80,1.00,0.00,-25.60,13.50,-33.30,16.20,6.00,3.90
2.87,1.00,0.00,-24.50,14.40,-32.90,29.30,6.40,3.20
2.93,1.00,0.00,-23.80,14.40,-33.30,22.10,6.70,3.90
2.99,1.00,0.00,-23.20,13.00,-30.50,22.70,6.10,3.90
3.06,1.00,0.00,-23.20,13.00,-30.50,23.00,6.60,3.60
3.12,1.00,0.00,-22.40,15.20,-32.30,21.70,6.60,4.40
3.25,1.00,0.00,-22.40,15.20,-32.30,28.70,6.00,3.60
3.31,1.00,0.00,-22.40,13.30,-30.90,29.90,6.30,3.70
3.38,1.00,0.00,-23.30,13.90,-33.30,30.50,5.90,3.10
3.44,1.00,0.00,-23.20,13.80,-32.30,29.10,6.20,3.90
3.50,1.00,0.00,-23.20,13.80,-32.30,18.60,7.10,3.60
3.57,1.00,0.00,-21.70,16.70,-30.90,16.80,6.70,4.10
3.63,1.00,0.00,-21.50,18.10,-32.60,11.80,6.60,4.20
3.69,1.00,0.00,-22.40,14.10,-31.20,31.60,5.50,4.20
3.76,1.00,0.00,-22.40,14.10,-31.20,30.00,5.50,3.40
3.82,1.00,0.00,-21.40,13.00,-32.30,28.50,5.80,3.80
3.89,1.00,0.00,-21.40,13.00,-32.30,27.40,5.80,3.50
3.95,1.00,0.00,-21.70,11.80,-30.50,28.90,5.40,3.40
4.01,1.00,0.00,-21.80,10.90,-32.10,29.40,6.00,3.40
4.08,1.00,0.00,-20.20,15.70,-31.70,29.20,6.00,3.40
4.14,1.00,0.00,-20.20,15.70,-31.70,18.60,6.40,3.50
4.21,1.00,0.00,-22.10,10.30,-31.70,28.80,5.40,3.90
4.27,1.00,0.00,-20.90,13.00,-33.80,28.50,5.70,4.00
4.33,1.00,0.00,-21.70,14.50,-31.70,28.10,5.90,3.40
4.40,1.00,0.00,-21.70,14.50,-31.70,28.80,5.70,3.90
4.46,1.00,0.00,-20.20,14.80,-34.20,28.90,6.10,3.50
4.53,1.00,0.00,-20.20,14.80,-34.20,28.30,5.70,3.80
4.59,1.00,0.00,-20.20,14.80,-33.50,25.40,6.00,4.00
4.65,1.00,0.00,-23.90,14.80,-33.00,20.00,6.30,4.00
4.72,1.00,0.00,-22.10,16.70,-30.50,18.60,6.00,3.90
4.78,1.00,0.00,-22.10,16.70,-30.50,27.20,5.20,4.00
4.84,1.00,0.00,-21.40,11.40,-33.00,27.40,4.90,3.70
4.91,1.00,0.00,-22.30,15.10,-33.30,27.60,5.20,3.60
4.97,1.00,0.00,-22.30,15.10,-33.30,25.00,6.10,3.90
5.04,1.00,0.00,-21.40,15.20,-33.00,24.10,6.20,4.00
5.10,1.00,0.00,-20.90,14.80,-33.00,26.20,6.00,4.00
5.16,1.00,0.00,-20.50,8.50,-31.80,28.10,5.10,4.40
5.23,1.00,0.00,-20.50,10.50,-30.60,30.90,5.30,3.80
