# time (s), x(cm), y(cm), Turning Angle
1.22,8.7,10.4,85.68
1.28,9,10.2,85.22
1.35,8.9,10.2,87.28
1.41,8.9,10.2,87.33
1.47,9,10.2,91.54
1.54,8.8,10.1,90.06
1.6,8.8,10.1,94.94
1.72,8.8,9.9,83.81
1.79,8.7,10.1,94.41
1.85,8.6,10,85.25
1.91,8.5,10.1,85.29
1.97,8.6,10.6,113.41
2.03,8.4,10,93.48
2.1,8.3,9.7,87.5
2.16,8.4,9.9,89.53
2.22,8.1,9.8,88.91
2.28,8,9.8,88.09
2.34,8.3,9.9,90.52
2.41,8.2,9.8,91.55
2.47,8.2,9.8,91.64
2.53,8.1,9.7,91.97
2.6,8.1,9.7,91.57
2.66,8.1,9.7,91.46
2.72,8,9.6,90.43
2.78,7.8,9.7,99.9
2.84,7.8,9.5,90.46
2.91,8.1,9.5,93.74
2.97,8,9.5,93.7
3.09,8,9.5,94.24
3.16,7.6,9.6,97.34
3.22,8,9.5,93.56
3.28,7.6,9.5,96.94
3.34,7.6,9.5,94.88
3.41,7.6,9.4,98.14
3.47,7.6,9.5,100.1
3.53,7.6,9.5,100.69
3.59,7.6,9.5,100.07
3.66,7.6,9.5,100.07
3.72,7.6,9.5,100.5
3.78,7.5,9.5,100.64
3.84,7.5,9.5,100.63
3.9,7.5,9.5,100.63
4.08,7.5,9.4,96.06
4.14,7.8,9.3,93.31
4.2,7.6,9.3,90.57
4.27,7.6,9.2,91.62
4.33,7.6,9.1,88.29
4.39,7.6,9.1,87.92
4.45,7.6,9.1,88.31
4.52,7.8,9.4,93.34
4.58,7.8,9.3,93.49
4.64,7.8,9.3,93.37
4.7,7.8,9.4,93.35
4.77,7.8,9.4,93.28
4.83,7.8,9.4,93.51
4.89,7.7,9.3,93.66
4.95,7.8,9.4,93.51
5.02,7.8,9.4,93.36
5.08,7.8,9.4,93.41
5.14,7.8,9.3,93.53
5.21,7.4,9.6,103.52
5.27,7.3,9.2,89.5
5.33,6.7,8.1,52.51
5.4,6.7,8.1,52.51
5.4,7.4,9.2,98.63
5.58,7.8,9.3,94.22
5.65,7.8,9.3,94.56
5.71,7.7,9.3,94.72
5.77,7.7,9.3,94.57
5.83,7.7,9.2,95.12
5.9,7.6,9.2,94.7
5.96,8.7,9.8,94.87
6.02,7.5,9,96.04
6.09,7.5,9.1,94.03
6.27,7.6,9.1,92.12
6.34,7.5,9.1,91.21
6.4,7.2,9,94.46
6.46,7.2,9.2,97.46
6.52,7.3,8.9,88.24
6.59,7.2,8.8,85.77
6.65,7.2,8.8,86.22
6.71,7.2,8.9,-52.25
6.77,7.1,8.9,-54.05
6.84,7.1,8.9,87.26
6.9,7.1,8.9,86.19
6.98,7.1,8.7,80.93
7.1,6.5,9.6,-13
7.16,6.4,9.6,-13.84
7.22,6.9,8.7,81.2
7.28,7,8.8,80.61
7.35,7,8.7,79.72
7.41,7,8.7,77.57
7.47,6.9,8.7,77.88
7.54,7.1,8.7,75.27
7.6,6.6,9,31.31
7.66,6.2,9.4,-8.92
7.76,6.2,9.4,-8.92
7.76,6.6,8.8,46.64
7.9,6.6,8.8,40.72
7.96,6.5,9,36.21
8.02,6.5,9.2,57.08
8.34,6.8,8.6,71.95
8.4,6.8,8.3,66.09
8.46,6.7,8.4,66.11
8.54,6.8,8.4,68.67
8.6,6.7,8.5,70.65
8.66,6.4,8.6,39.97
8.73,6.7,8.3,66.25
8.79,6.4,8.5,41.32
9.15,5.8,8.7,2.33
9.21,5.7,8.6,3.73
9.27,5.7,8.6,3.6
9.33,5.7,8.6,3.6
9.51,5.9,8.1,35.77
9.57,5.9,8.1,35.77
9.57,5.9,8.1,47.21
9.92,5.3,8.2,13.98
10.06,5.2,8.2,16.85
10.13,5.2,8.1,16.88
10.19,5.4,8,13.52
10.27,5.4,8,13.52
10.44,5.4,8,13.52
10.62,5.4,8,13.52
10.62,5.4,8,13.52
10.94,5.4,8,13.52
11.13,5.5,7.7,23.55
11.19,5.4,7.9,24.96
11.25,5.4,7.9,24.96
11.25,6.3,7.5,46.45
11.34,5.4,7.7,27.07
11.41,5.5,7.6,27.87
11.47,5.6,7.4,27.84
11.53,6.3,7.5,42.1
11.6,6.3,7.4,41.91
11.72,6.1,7.4,37.95
11.79,6.3,7.5,20.29
11.85,6.2,7.4,33.26
11.91,6.2,7.4,33.21
11.98,6.2,7.4,33.56
12.04,6.2,7.4,32.94
12.1,6.2,7.3,33.51
12.16,6.4,7.2,38
12.23,6.4,7.2,37.36
12.29,6.4,7.1,36.66
12.36,6.4,7.1,35.48
12.42,6.4,7.1,34.35
12.48,6.2,7,40.08
12.55,6.4,7,33.5
12.61,6.4,7,29.64
12.67,6.4,7,31.43
12.73,6.4,7,28.01
12.8,6.4,6.9,29.45
12.86,6.4,6.9,25.28
12.92,6.4,6.9,24.04
12.98,6.3,6.8,26.96
13.05,6.3,6.7,25.68
13.11,6.3,6.7,21.35
13.17,6.3,6.7,20.08
13.24,6.3,6.6,23.02
13.3,6.3,6.6,18.06
13.36,6.3,6.6,17.29
13.43,6.3,6.6,15.59
13.49,6.3,6.5,14.89
13.55,6.3,6.4,17.44
13.61,6.3,6.4,16
13.68,6.3,6.4,14.43
13.74,6.3,6.4,14.04
13.8,6.3,6.4,12.1
13.86,6.3,6.3,8.2
13.93,6.4,6.4,11.69
14.05,6.4,6.4,9.96
14.12,6.3,6.4,10.11
14.18,6.4,6.3,9.37
14.24,6.4,6.3,10.42
14.31,6.5,6.3,9.97
14.37,6.8,6.2,14.19
14.43,6.6,6.2,10.99
14.5,6.7,6.3,6.19
14.56,6.6,6.2,9.72
14.62,6.1,7.3,8.38
14.68,6.7,6.1,6.65
14.75,7,6.1,10.91
14.81,6.7,6.2,6.92
14.87,7,6,9.11
14.94,7,6,7.95
15,7,6,6.99
15.06,7,6,6.27
15.13,6.8,6,1.26
15.25,6.8,6,0.24
15.31,6.8,6,-0.58
15.38,6.8,6,-0.89
15.44,7.2,6,3.16
15.5,7.2,6,1.41
15.57,7.2,6,-0.05
15.63,7.2,5.9,0.02
15.75,6.3,7.1,-5.98
15.88,7,5.8,-7.01
15.94,7,5.8,-9.58
16.02,7,5.8,-7.86
16.08,7,5.8,-7.9
