# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,-36.30,15.10,-40.20,6.10,9.10,2.30
0.05,1.00,0.00,-34.70,14.50,-37.80,5.90,9.20,2.50
0.12,1.00,0.00,-35.90,13.50,-35.90,5.80,9.10,2.30
0.18,1.00,0.00,-35.00,13.80,-37.50,5.70,8.50,1.70
0.25,1.00,0.00,-35.00,13.80,-37.50,5.10,8.90,2.00
0.31,1.00,0.00,-34.20,14.80,-36.00,5.20,9.10,2.10
0.37,1.00,0.00,-33.30,15.10,-37.20,5.50,9.10,2.50
0.44,1.00,0.00,-35.90,15.40,-37.70,5.90,8.80,2.30
0.50,1.00,0.00,-35.90,15.40,-37.70,6.10,8.60,2.20
0.56,1.00,0.00,-34.10,15.40,-36.20,6.00,9.20,1.90
0.63,1.00,0.00,-35.60,13.90,-38.00,5.20,9.70,2.20
0.69,1.00,0.00,-35.60,13.90,-38.00,4.80,9.20,1.90
0.76,1.00,0.00,-36.00,15.20,-37.50,5.30,9.60,2.20
0.82,1.00,0.00,-33.90,17.20,-36.30,5.40,9.60,2.20
0.88,1.00,0.00,-34.10,15.80,-35.90,6.40,9.20,2.20
0.95,1.00,0.00,-33.90,13.00,-35.30,7.40,8.60,1.70
1.01,1.00,0.00,-34.40,14.40,-36.50,7.20,8.80,2.10
1.07,1.00,0.00,-34.40,14.40,-36.50,6.90,8.80,2.30
1.14,1.00,0.00,-31.50,15.80,-35.40,5.30,8.80,2.00
1.20,1.00,0.00,-33.30,16.60,-35.90,6.10,9.10,2.40
1.27,1.00,0.00,-32.90,16.10,-37.20,6.10,9.10,2.30
1.33,1.00,0.00,-33.50,16.40,-36.30,5.90,9.00,2.70
1.39,1.00,0.00,-32.00,18.70,-36.80,6.40,9.00,2.20
1.46,1.00,0.00,-33.20,15.70,-37.50,6.00,8.20,2.50
1.52,1.00,0.00,-33.20,15.70,-37.50,6.70,8.20,2.40
1.59,1.00,0.00,-32.90,16.10,-36.50,6.60,8.80,2.10
1.65,1.00,0.00,-31.50,17.00,-36.50,6.30,8.60,2.30
1.71,1.00,0.00,-33.30,14.70,-37.70,6.10,9.40,1.90
1.78,1.00,0.00,-32.90,16.60,-37.20,6.70,8.30,2.30
1.84,1.00,0.00,-32.70,17.50,-36.80,6.60,9.00,2.30
1.97,1.00,0.00,-33.50,18.40,-35.60,5.30,9.30,2.20
2.03,1.00,0.00,-33.50,18.40,-35.60,5.70,8.80,2.40
2.10,1.00,0.00,-34.80,17.30,-36.90,5.60,9.10,2.40
