# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,-32.40,16.40,-37.10,2.90,2.40,2.60
0.07,1.00,0.00,-31.80,17.30,-41.00,3.30,2.10,3.00
0.13,1.00,0.00,-33.60,16.10,-37.70,3.80,1.90,2.40
0.19,1.00,0.00,-31.80,16.10,-37.70,3.50,2.30,2.90
0.26,1.00,0.00,-33.30,17.30,-38.00,3.80,2.20,2.40
0.32,1.00,0.00,-33.20,15.70,-39.60,3.30,2.30,2.00
0.39,1.00,0.00,-32.00,16.00,-39.60,3.70,1.70,2.80
0.45,1.00,0.00,-32.00,16.00,-39.60,3.10,2.00,2.10
0.51,1.00,0.00,-33.50,15.20,-38.90,3.70,2.30,2.70
0.58,1.00,0.00,-33.30,15.80,-38.70,3.80,1.40,2.30
0.64,1.00,0.00,-32.40,15.20,-38.60,3.30,2.30,2.70
0.70,1.00,0.00,-33.20,14.50,-37.80,3.50,2.10,2.40
0.77,1.00,0.00,-30.80,14.70,-38.00,3.60,2.60,3.00
0.83,1.00,0.00,-31.80,15.80,-38.40,3.20,2.20,2.60
0.89,1.00,0.00,-32.40,15.70,-38.60,3.30,1.90,2.80
0.96,1.00,0.00,-32.40,15.70,-38.60,3.60,2.20,2.70
1.02,1.00,0.00,-31.80,16.10,-39.80,3.80,2.40,3.10
1.08,1.00,0.00,-31.80,16.10,-39.80,3.60,2.40,3.40
1.15,1.00,0.00,-30.80,19.30,-38.40,2.60,2.20,2.60
1.21,1.00,0.00,-32.70,17.20,-37.80,3.20,2.50,2.40
1.28,1.00,0.00,-32.70,17.20,-37.80,3.00,2.40,3.20
1.34,1.00,0.00,-30.80,14.70,-37.20,3.60,2.20,2.90
1.40,1.00,0.00,-30.20,17.90,-37.10,3.50,2.10,3.30
1.47,1.00,0.00,-32.30,18.10,-36.20,3.70,2.20,3.00
1.53,1.00,0.00,-32.30,18.10,-36.20,3.40,2.90,3.20
1.60,1.00,0.00,-32.00,20.20,-36.00,3.60,2.90,2.90
1.66,1.00,0.00,-33.30,20.50,-36.50,4.00,2.30,2.90
1.72,1.00,0.00,-31.50,22.30,-38.00,3.30,2.00,3.40
1.79,1.00,0.00,-31.50,22.30,-38.00,2.90,2.20,3.20
1.85,1.00,0.00,-32.60,23.50,-35.40,3.50,1.90,2.90
1.92,1.00,0.00,-32.60,23.50,-35.40,3.60,2.80,3.10
1.98,1.00,0.00,-32.70,19.90,-38.60,3.10,1.70,3.10
2.04,1.00,0.00,-32.00,23.30,-36.80,3.10,2.20,2.00
2.11,1.00,0.00,-31.80,21.50,-35.90,2.70,2.00,2.50
2.17,1.00,0.00,-31.70,20.90,-36.00,3.00,1.50,2.60
2.23,1.00,0.00,-31.70,20.90,-36.00,3.40,1.60,2.30
2.30,1.00,0.00,-32.00,23.30,-34.50,2.50,1.90,3.20
2.36,1.00,0.00,-32.00,23.30,-34.50,3.20,1.50,2.80
2.43,1.00,0.00,-29.60,22.30,-36.20,3.00,2.40,2.30
2.49,1.00,0.00,-29.60,22.30,-36.20,2.80,2.20,3.20
2.55,1.00,0.00,-30.30,23.90,-35.90,3.10,2.60,3.00
2.62,1.00,0.00,-28.60,23.20,-36.20,3.20,2.20,2.60
2.68,1.00,0.00,-30.30,22.30,-36.90,2.40,1.90,2.40
2.74,1.00,0.00,-30.30,22.30,-36.90,3.20,2.30,2.60
2.81,1.00,0.00,-29.80,22.60,-35.00,3.30,2.00,2.60
2.87,1.00,0.00,-30.30,25.40,-36.90,3.00,1.90,2.90
2.94,1.00,0.00,-28.70,23.30,-36.30,2.60,2.00,2.70
3.00,1.00,0.00,-29.20,24.50,-35.00,3.00,2.80,2.40
3.06,1.00,0.00,-30.50,27.50,-33.50,3.30,5.70,2.90
3.13,1.00,0.00,-31.20,26.30,-34.20,3.00,4.50,2.20
3.19,1.00,0.00,-30.00,27.70,-32.90,3.20,4.10,2.90
3.25,1.00,0.00,-30.50,24.80,-34.20,3.50,4.50,3.00
3.32,1.00,0.00,-30.50,24.80,-34.20,3.10,3.30,2.20
3.38,1.00,0.00,-31.20,27.50,-31.70,2.90,2.00,2.90
3.44,1.00,0.00,-31.20,27.50,-31.70,3.20,2.20,2.50
3.51,1.00,0.00,-28.10,25.70,-34.70,2.90,2.90,2.70
3.57,1.00,0.00,-28.70,24.50,-33.50,3.40,2.30,2.80
3.64,1.00,0.00,-28.70,26.00,-32.30,3.00,3.10,3.00
3.70,1.00,0.00,-27.80,25.40,-33.30,2.50,2.70,2.80
3.76,1.00,0.00,-26.90,26.00,-30.90,2.90,3.40,2.20
3.83,1.00,0.00,-28.40,29.00,-30.90,2.80,4.80,2.80
3.89,1.00,0.00,-29.80,29.00,-31.70,2.80,4.30,3.00
3.95,1.00,0.00,-28.70,28.70,-31.70,3.10,5.20,2.60
4.02,1.00,0.00,-30.00,26.90,-31.40,3.20,3.60,2.40
4.08,1.00,0.00,-26.90,27.50,-30.90,2.70,3.20,2.20
4.14,1.00,0.00,-28.10,27.40,-30.00,2.70,2.80,2.50
4.21,1.00,0.00,-26.50,25.60,-29.80,3.30,3.20,2.90
4.27,1.00,0.00,-26.50,25.60,-29.80,3.70,2.90,3.30
4.33,1.00,0.00,-27.80,27.70,-31.10,3.20,4.00,3.30
4.40,1.00,0.00,-28.60,26.60,-30.60,3.00,5.60,2.80
4.46,1.00,0.00,-28.90,26.20,-31.10,3.20,7.90,3.70
4.52,1.00,0.00,-28.90,26.20,-31.10,3.90,7.40,2.90
4.59,1.00,0.00,-27.20,28.70,-30.90,3.50,6.20,2.70
4.65,1.00,0.00,-27.20,28.70,-30.90,3.70,6.30,3.20
4.72,1.00,0.00,-27.20,29.50,-31.20,3.70,5.70,2.80
4.78,1.00,0.00,-27.70,28.70,-29.50,2.70,7.10,2.90
4.84,1.00,0.00,-27.70,28.70,-29.50,3.30,7.70,2.70
4.91,1.00,0.00,-28.70,29.80,-29.50,2.70,8.80,2.70
4.97,1.00,0.00,-28.10,31.10,-30.00,2.90,9.30,2.80
