# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,-30.30,32.70,-25.60,10.80,22.70,29.40
0.06,1.00,0.00,-30.30,32.70,-25.60,10.40,23.60,30.90
0.13,1.00,0.00,-30.20,30.90,-28.00,10.80,23.50,30.30
0.19,1.00,0.00,-28.40,31.70,-26.50,11.00,23.50,31.80
0.25,1.00,0.00,-28.90,31.10,-26.30,11.00,22.40,31.10
0.32,1.00,0.00,-30.80,33.80,-25.30,10.30,31.90,27.80
0.44,1.00,0.00,-28.70,32.10,-25.40,9.70,120.00,24.30
0.51,1.00,0.00,-28.70,32.10,-25.40,9.90,26.50,27.00
0.57,1.00,0.00,-28.40,31.70,-25.40,9.80,25.70,29.80
0.63,1.00,0.00,-28.40,32.90,-27.20,9.60,28.90,28.90
0.70,1.00,0.00,-28.90,31.10,-26.00,9.60,24.70,29.60
0.76,1.00,0.00,-28.90,31.10,-26.00,10.30,28.80,30.30
0.82,1.00,0.00,-29.30,30.30,-28.10,10.00,26.90,32.60
0.89,1.00,0.00,-28.70,31.40,-26.50,10.80,26.00,32.20
0.95,1.00,0.00,-28.70,31.40,-26.50,9.90,23.50,32.70
1.01,1.00,0.00,-28.10,31.80,-25.60,10.40,24.90,31.30
1.08,1.00,0.00,-28.90,33.50,-25.30,10.20,31.00,28.90
1.14,1.00,0.00,-28.90,33.50,-25.30,10.30,27.20,29.60
1.20,1.00,0.00,-28.40,33.20,-25.10,10.50,27.10,26.60
1.27,1.00,3.00,-28.70,33.20,-24.40,10.20,120.00,24.80
1.33,1.00,3.00,-28.60,33.00,-22.00,10.50,120.00,20.50
1.40,1.00,0.00,-28.40,31.70,-23.30,10.30,32.30,22.90
1.46,1.00,0.00,-28.10,32.70,-23.00,10.60,26.10,28.20
1.52,1.00,0.00,-28.00,30.90,-24.70,10.30,22.10,32.00
1.58,1.00,0.00,-27.40,31.10,-24.20,10.20,22.00,34.50
1.65,1.00,0.00,-27.20,32.40,-25.10,10.00,23.40,34.70
1.71,1.00,0.00,-29.20,31.40,-24.40,10.80,22.10,33.70
1.78,1.00,0.00,-29.20,31.40,-24.40,11.10,21.80,33.10
1.84,1.00,0.00,-27.20,31.70,-26.50,10.90,22.80,34.80
1.90,1.00,0.00,-26.90,31.40,-23.60,10.80,21.00,34.90
1.97,1.00,0.00,-28.40,31.40,-24.70,10.60,24.10,31.80
2.03,1.00,0.00,-27.40,31.10,-22.70,10.90,22.80,33.90
2.09,1.00,0.00,-27.20,32.40,-23.90,11.30,23.10,35.20
2.16,1.00,0.00,-27.20,32.40,-23.90,11.20,22.60,35.90
2.22,1.00,0.00,-27.80,32.70,-24.50,11.80,22.00,36.60
2.29,1.00,0.00,-28.00,32.40,-23.60,10.30,17.50,41.30
2.35,1.00,0.00,-26.50,31.40,-23.90,11.10,17.90,41.80
2.41,1.00,0.00,-25.60,30.80,-22.70,10.80,19.90,35.60
2.47,1.00,0.00,-25.40,32.40,-24.70,10.50,19.50,34.50
2.54,1.00,0.00,-26.90,30.60,-23.30,10.60,20.90,31.10
2.60,1.00,0.00,-24.80,31.10,-23.80,11.30,21.50,30.00
2.66,1.00,0.00,-26.00,31.50,-22.70,11.30,20.70,26.90
2.73,1.00,0.00,-26.50,32.10,-22.90,10.00,21.50,25.30
2.79,1.00,0.00,-26.60,32.30,-22.70,11.00,20.60,26.60
2.86,0.00,0.00,-26.90,32.90,-22.90,10.60,22.30,23.80
2.92,1.00,0.00,-26.50,31.70,-22.60,11.40,21.70,23.50
2.98,1.00,0.00,-26.30,33.00,-24.20,9.60,19.40,21.60
3.05,1.00,0.00,-26.00,31.80,-20.50,10.40,21.00,17.80
3.11,1.00,0.00,-26.00,31.80,-20.50,10.20,20.20,17.70
3.17,1.00,0.00,-25.30,32.70,-21.70,9.10,19.70,18.20
3.24,1.00,0.00,-26.20,33.20,-20.60,10.70,20.60,15.70
3.30,1.00,0.00,-28.00,32.40,-22.10,10.20,21.10,15.70
3.36,1.00,0.00,-26.30,33.00,-19.70,9.60,21.50,15.20
3.43,1.00,0.00,-25.00,33.60,-20.00,10.30,20.50,16.10
3.49,1.00,0.00,-25.00,33.60,-20.00,9.10,21.00,17.20
3.55,1.00,0.00,-25.60,32.70,-20.90,8.10,21.60,17.00
3.62,1.00,0.00,-26.50,33.20,-20.60,8.50,20.70,16.80
3.68,1.00,0.00,-26.60,31.50,-20.50,6.80,20.50,16.70
3.74,1.00,0.00,-26.60,31.50,-20.50,9.90,20.70,16.10
3.81,1.00,0.00,-25.60,33.80,-21.20,7.60,21.80,15.70
3.87,1.00,0.00,-25.60,33.80,-21.20,7.80,21.70,16.90
3.93,1.00,0.00,-25.70,32.10,-18.80,6.40,21.00,16.30
4.00,1.00,0.00,-26.60,35.00,-21.20,8.30,23.00,16.20
4.06,1.00,0.00,-26.30,34.20,-19.70,4.80,20.90,16.80
4.12,1.00,0.00,-25.40,34.10,-20.30,5.00,22.70,15.20
4.19,1.00,0.00,-26.90,32.90,-18.80,7.70,24.00,14.20
4.25,1.00,0.00,-26.90,32.90,-18.80,6.90,23.60,14.30
4.32,1.00,0.00,-26.00,34.20,-17.90,4.00,22.20,13.90
4.38,1.00,0.00,-26.00,32.70,-18.40,3.40,24.10,13.40
4.44,1.00,0.00,-25.00,32.40,-18.80,3.70,25.00,12.20
4.50,1.00,0.00,-25.00,32.40,-18.80,2.80,26.20,12.10
4.57,1.00,0.00,-25.00,34.40,-18.50,2.50,25.00,11.50
4.63,1.00,0.00,-25.40,32.40,-18.80,5.00,26.50,10.50
4.69,1.00,0.00,-26.20,32.90,-17.80,4.80,28.10,10.60
4.76,1.00,0.00,-26.30,31.80,-17.20,4.00,31.00,10.50
4.88,1.00,0.00,-25.00,34.10,-19.30,3.70,26.70,10.30
4.95,1.00,0.00,-25.00,34.10,-19.30,4.60,25.30,10.90
5.01,1.00,0.00,-26.30,33.80,-18.40,3.70,24.60,10.60
5.07,1.00,0.00,-24.50,33.50,-19.40,0.50,23.50,11.20
5.14,1.00,0.00,-25.00,31.40,-16.70,0.30,23.90,10.50
5.20,1.00,0.00,-25.00,31.40,-16.70,0.00,25.00,9.50
5.26,1.00,0.00,-26.20,34.80,-16.70,1.70,26.60,9.40
5.33,1.00,0.00,-26.20,34.80,-16.70,2.10,25.50,8.90
5.39,1.00,0.00,-24.10,33.80,-16.90,4.90,25.10,9.20
5.45,1.00,0.00,-24.80,32.30,-16.90,4.70,27.60,9.40
5.52,1.00,0.00,-24.20,32.40,-17.50,2.00,26.70,9.50
5.58,1.00,0.00,-24.20,32.40,-17.50,1.00,27.60,8.60
5.64,1.00,0.00,-24.80,33.80,-15.10,1.20,27.90,8.50
5.71,1.00,0.00,-24.80,33.80,-15.10,0.30,29.90,8.30
5.77,0.00,0.00,-25.40,32.10,-13.80,2.60,28.70,7.40
5.83,1.00,3.00,-26.00,33.80,-16.10,0.00,120.00,7.20
5.90,1.00,3.00,-24.10,34.20,-13.60,4.80,120.00,6.90
5.96,1.00,0.00,-24.10,34.20,-13.60,6.30,30.90,6.50
6.02,1.00,0.00,-23.80,35.00,-15.80,2.30,22.60,7.00
6.09,1.00,0.00,-25.30,36.20,-15.10,0.00,30.60,6.90
6.15,1.00,0.00,-24.50,33.80,-15.40,1.40,26.20,6.40
6.22,1.00,0.00,-24.80,33.80,-14.40,0.00,27.60,6.20
6.28,1.00,0.00,-25.40,34.40,-15.20,2.30,28.00,6.00
6.34,1.00,3.00,-25.60,35.40,-14.40,2.90,120.00,5.80
6.41,1.00,0.00,-25.40,36.30,-14.50,0.00,29.90,6.40
6.47,1.00,0.00,-25.70,34.80,-12.70,3.60,28.90,6.20
6.53,1.00,0.00,-25.70,35.60,-15.20,0.00,30.50,6.20
6.60,1.00,0.00,-26.60,34.20,-14.70,0.00,27.50,7.30
6.66,1.00,0.00,-25.00,36.80,-13.80,0.60,32.40,7.60
6.72,1.00,0.00,-25.00,34.10,-15.20,0.00,26.10,7.70
6.79,1.00,0.00,-26.00,35.40,-13.90,0.00,25.90,8.00
6.85,1.00,0.00,-26.00,36.90,-15.10,0.00,25.00,7.80
6.92,1.00,0.00,-24.80,35.00,-12.90,0.00,23.80,7.70
6.98,1.00,0.00,-24.50,36.50,-15.10,5.00,24.20,7.40
7.04,1.00,0.00,-25.70,35.10,-13.00,0.00,24.30,7.40
7.11,1.00,0.00,-24.70,34.40,-15.50,1.10,26.60,7.10
7.17,1.00,0.00,-25.60,35.40,-15.10,4.00,26.20,6.90
7.23,1.00,0.00,-25.60,35.40,-15.10,0.00,27.40,7.60
7.30,1.00,0.00,-25.00,35.90,-13.80,2.80,28.30,7.10
7.36,1.00,0.00,-25.70,35.60,-15.20,0.00,29.10,7.30
7.42,1.00,0.00,-25.70,37.80,-13.80,0.00,30.40,7.90
7.49,1.00,0.00,-25.70,37.50,-12.30,0.60,31.50,7.50
7.55,1.00,0.00,-26.00,35.40,-12.90,0.00,26.70,7.70
7.61,1.00,0.00,-24.80,35.70,-13.90,3.00,24.40,7.40
7.68,1.00,0.00,-26.30,36.20,-13.60,0.50,27.70,7.20
7.74,1.00,0.00,-24.50,37.20,-11.80,0.00,30.50,7.80
7.80,1.00,0.00,-24.20,37.10,-12.00,0.00,31.70,7.50
7.87,1.00,0.00,-24.20,37.10,-12.00,0.00,29.70,7.60
7.93,1.00,0.00,-26.50,39.30,-13.00,0.00,32.90,7.10
8.00,0.00,0.00,-25.30,37.20,-12.60,0.00,37.60,7.70
8.06,1.00,0.00,-25.00,37.50,-11.70,0.00,34.30,7.80
8.12,1.00,0.00,-23.30,38.40,-12.10,0.00,37.10,7.70
8.19,1.00,0.00,-25.40,37.80,-12.00,3.80,37.00,8.10
8.25,1.00,0.00,-23.80,37.70,-11.40,3.60,120.00,7.60
8.31,1.00,0.00,-23.80,37.70,-11.40,3.50,36.60,7.70
8.38,1.00,0.00,-25.40,36.30,-12.00,0.00,27.50,8.00
8.44,1.00,0.00,-25.60,36.90,-11.10,2.30,37.10,8.30
8.50,1.00,0.00,-26.00,38.00,-10.60,5.10,40.90,8.30
8.57,1.00,0.00,-24.10,39.60,-8.50,0.00,34.70,9.30
8.63,0.00,0.00,-25.00,39.00,-9.00,0.00,43.30,9.50
8.69,0.00,0.00,-25.00,39.00,-9.00,0.00,35.30,9.20
8.75,1.00,0.00,-25.40,39.80,-9.00,0.00,34.30,9.00
8.82,1.00,0.00,-23.60,38.30,-11.70,2.10,39.00,8.40
8.88,1.00,0.00,-23.60,38.30,-11.70,0.00,38.10,8.60
8.94,1.00,0.00,-26.00,38.00,-10.00,0.00,36.30,8.90
9.01,1.00,0.00,-22.90,39.30,-10.50,3.50,39.30,9.70
9.07,1.00,0.00,-24.50,38.90,-11.10,1.40,38.90,8.60
9.14,1.00,0.00,-25.30,39.60,-11.10,6.30,37.50,8.40
9.20,1.00,0.00,-25.40,39.30,-12.00,6.70,35.10,8.10
9.26,0.00,0.00,-25.40,39.30,-12.00,1.90,38.20,8.70
9.33,1.00,0.00,-25.40,39.30,-12.00,3.40,33.20,8.80
9.39,0.00,0.00,-24.50,38.00,-12.10,6.60,41.50,8.60
9.45,0.00,0.00,-24.80,38.00,-11.80,6.30,35.80,8.90
9.52,1.00,0.00,-24.80,38.00,-11.80,2.90,36.70,8.60
9.58,1.00,0.00,-24.50,39.90,-13.20,5.40,40.10,8.90
9.64,1.00,0.00,-25.30,37.20,-13.20,2.20,35.90,8.20
9.71,1.00,0.00,-25.30,37.20,-13.20,7.00,36.10,8.10
9.77,1.00,0.00,-25.70,38.60,-12.30,4.80,41.20,8.40
9.83,1.00,0.00,-26.20,38.30,-13.50,4.10,42.40,7.80
