# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,4.00,-30.00,38.00,-36.90,12.70,120.00,4.10
0.05,1.00,4.00,-31.20,37.10,-38.60,12.70,120.00,4.40
0.12,0.00,4.00,-29.60,35.00,-37.70,12.90,120.00,4.20
0.18,0.00,4.00,-30.50,37.80,-38.10,12.60,120.00,3.50
0.24,0.00,4.00,-30.50,37.80,-38.10,13.30,120.00,4.10
0.31,0.00,4.00,-30.50,38.30,-37.80,13.10,120.00,4.40
0.37,0.00,4.00,-31.50,36.50,-37.20,12.40,120.00,4.40
0.43,0.00,4.00,-32.00,39.00,-37.80,13.10,120.00,4.60
0.50,0.00,4.00,-31.70,37.10,-37.50,12.90,120.00,4.20
0.56,0.00,4.00,-31.20,39.00,-37.80,12.70,120.00,5.10
0.63,0.00,4.00,-30.00,39.20,-37.70,12.60,120.00,5.00
0.69,0.00,4.00,-30.00,39.20,-37.70,12.70,120.00,5.40
0.75,1.00,4.00,-30.80,35.70,-39.20,13.10,120.00,5.20
0.82,0.00,4.00,-30.20,37.80,-37.10,13.70,120.00,5.30
0.88,0.00,4.00,-30.20,37.80,-37.10,14.30,120.00,5.80
0.94,0.00,4.00,-30.50,38.30,-36.80,12.80,120.00,5.70
1.01,0.00,4.00,-29.30,38.40,-38.00,12.80,120.00,5.90
1.07,0.00,4.00,-29.30,38.40,-38.00,13.10,120.00,5.70
1.13,0.00,4.00,-30.00,36.20,-36.50,13.20,120.00,6.50
1.20,0.00,4.00,-30.20,37.50,-35.60,13.20,120.00,5.80
1.26,0.00,4.00,-30.80,39.20,-36.50,13.00,120.00,6.40
1.33,0.00,4.00,-30.30,38.90,-36.50,12.20,120.00,5.80
1.39,1.00,4.00,-30.80,36.50,-35.40,13.20,120.00,6.80
1.45,1.00,4.00,-30.30,38.00,-35.10,12.90,120.00,7.10
1.51,0.00,4.00,-29.30,38.00,-35.40,12.70,120.00,7.50
1.58,1.00,4.00,-29.30,38.00,-35.40,12.70,120.00,7.40
1.64,1.00,4.00,-30.80,38.90,-35.10,13.30,120.00,7.30
1.70,1.00,4.00,-30.80,38.90,-35.10,12.80,120.00,7.30
1.77,1.00,4.00,-30.30,39.60,-36.20,13.10,120.00,8.40
1.83,1.00,4.00,-29.50,38.60,-35.60,13.10,120.00,8.00
1.90,1.00,4.00,-29.60,39.20,-36.20,13.10,120.00,9.00
1.96,1.00,4.00,-28.90,37.70,-33.90,13.40,120.00,8.70
2.02,1.00,4.00,-27.80,38.90,-35.10,13.40,120.00,9.50
2.09,1.00,4.00,-28.40,37.50,-35.60,14.00,120.00,9.10
2.15,1.00,4.00,-28.40,37.50,-35.60,14.20,120.00,9.70
2.21,1.00,4.00,-28.90,36.20,-35.10,13.80,120.00,9.40
2.28,1.00,4.00,-28.10,36.50,-35.40,14.00,120.00,9.20
2.34,1.00,4.00,-29.20,36.80,-36.80,14.00,120.00,9.30
2.40,1.00,4.00,-26.90,36.80,-35.60,14.40,120.00,9.90
2.47,0.00,4.00,-28.90,37.20,-33.30,14.60,120.00,9.80
2.53,1.00,4.00,-28.90,37.20,-33.30,14.20,120.00,9.80
2.59,0.00,4.00,-28.60,39.20,-36.20,14.40,120.00,10.10
2.66,0.00,4.00,-28.60,39.60,-34.40,14.40,120.00,10.40
2.72,0.00,4.00,-27.20,38.60,-35.00,14.90,120.00,10.00
2.78,0.00,4.00,-27.20,38.60,-35.00,14.30,120.00,9.70
2.85,0.00,4.00,-26.00,37.70,-34.70,14.90,120.00,10.30
2.91,0.00,4.00,-26.00,37.70,-34.70,14.50,120.00,10.30
2.97,0.00,4.00,-28.10,38.40,-34.70,14.90,120.00,10.30
3.10,0.00,4.00,-26.60,37.70,-35.40,14.90,120.00,10.20
3.16,0.00,4.00,-28.00,38.60,-35.00,14.70,120.00,10.60
3.23,0.00,4.00,-28.00,38.60,-35.00,14.60,120.00,11.40
3.29,0.00,4.00,-24.70,39.00,-34.20,14.90,120.00,10.60
3.36,1.00,4.00,-27.20,38.30,-33.50,14.30,120.00,11.30
3.42,1.00,4.00,-28.00,40.50,-34.50,14.40,117.80,11.30
3.48,1.00,4.00,-26.60,38.00,-34.40,15.00,120.00,11.10
3.55,1.00,4.00,-27.70,38.30,-33.50,15.00,120.00,11.90
3.61,1.00,4.00,-27.70,38.30,-33.50,15.20,120.00,11.50
3.67,1.00,4.00,-25.70,37.50,-32.30,15.10,120.00,11.50
