# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.05,1.00,0.00,-12.10,19.40,-35.30,4.80,47.70,2.90
0.12,1.00,0.00,-12.30,20.80,-33.90,4.90,45.70,2.50
0.18,0.00,0.00,-10.00,23.20,-33.90,4.40,40.50,3.10
0.24,1.00,0.00,-10.80,21.20,-35.90,4.80,42.50,3.20
0.31,1.00,0.00,-10.80,21.20,-35.90,4.00,46.00,3.30
0.37,1.00,0.00,-12.30,20.80,-35.40,4.00,40.60,2.80
0.43,1.00,0.00,-13.90,22.10,-36.30,3.80,37.50,2.40
0.50,1.00,0.00,-13.50,24.20,-38.70,3.20,39.80,2.90
0.56,1.00,0.00,-13.00,22.70,-38.40,3.60,36.70,2.70
0.62,1.00,0.00,-13.00,22.70,-38.40,3.60,39.80,2.40
0.69,1.00,0.00,-16.60,23.30,-37.80,3.60,38.10,2.80
0.75,1.00,0.00,-13.80,19.60,-37.70,4.40,38.80,3.00
0.81,1.00,0.00,-14.40,22.60,-36.80,4.10,38.50,2.60
0.88,1.00,0.00,-14.40,22.60,-36.80,5.00,39.50,2.80
0.94,1.00,0.00,-12.10,19.40,-33.50,4.90,41.90,2.90
1.00,1.00,0.00,-10.30,18.70,-33.00,4.70,46.80,3.20
1.07,1.00,0.00,-10.00,18.10,-32.10,5.40,48.10,3.20
1.13,1.00,0.00,-10.00,18.10,-32.10,5.90,45.20,3.70
1.19,1.00,0.00,-11.10,15.70,-35.30,5.50,45.40,2.80
1.26,1.00,0.00,-11.10,15.70,-35.30,4.70,51.80,2.80
1.32,1.00,0.00,-11.40,18.40,-36.00,4.60,50.10,2.20
1.39,1.00,0.00,-11.20,18.10,-35.90,4.90,53.60,2.50
1.45,1.00,0.00,-9.70,15.10,-34.40,5.50,55.70,2.10
1.51,1.00,0.00,-10.00,13.50,-33.90,6.10,53.70,2.00
1.58,1.00,0.00,-9.90,13.00,-36.30,5.50,54.50,2.40
1.64,0.00,0.00,-10.60,14.50,-35.00,5.60,120.00,2.40
1.70,1.00,0.00,-10.60,14.50,-35.00,5.10,50.20,2.60
1.77,1.00,0.00,-11.20,17.00,-33.60,4.80,55.60,2.50
1.83,1.00,0.00,-10.00,17.80,-31.10,4.50,58.60,2.10
1.89,1.00,0.00,-8.10,18.70,-32.00,5.10,120.00,2.30
1.96,1.00,0.00,-11.10,17.90,-29.80,4.20,120.00,2.60
2.02,1.00,0.00,-10.80,16.60,-30.60,6.00,63.60,2.40
2.08,1.00,0.00,-10.80,16.60,-30.60,5.90,60.90,2.80
2.15,1.00,0.00,-9.60,13.30,-30.90,5.70,65.40,2.50
2.21,1.00,0.00,-8.80,12.30,-31.70,6.00,57.00,2.40
2.27,1.00,0.00,-8.10,11.80,-30.50,6.60,56.50,2.40
2.34,1.00,0.00,-8.10,11.80,-30.50,5.90,58.40,2.70
2.40,1.00,0.00,-10.30,9.90,-31.70,7.40,60.70,2.60
2.46,1.00,0.00,-8.40,13.30,-32.30,7.50,56.10,2.80
2.53,1.00,0.00,-9.00,12.40,-31.40,5.70,120.00,2.50
2.59,1.00,0.00,-7.20,17.30,-31.10,5.10,53.20,2.40
2.66,1.00,0.00,-7.30,12.30,-29.20,6.50,120.00,2.60
2.72,1.00,0.00,-7.20,12.40,-30.30,7.80,59.70,2.80
