# time (s), x(cm), y(cm), Turning Angle
0.99,7.7,10.1,100.62
1.05,7.7,10.2,102.92
1.11,7.7,10.2,102.97
1.18,7.7,10.1,102.7
1.24,7.9,10.1,99.02
1.3,7.8,10.1,99.2
1.36,7.8,10.1,98.27
1.43,7.8,10.1,99.71
1.49,8,10.2,100.82
1.55,8,10.2,100.47
1.62,8,10.2,100.58
1.68,8,10.2,100.74
1.93,8,10.2,100.78
1.99,8,10.2,100.84
2.05,8,10.2,100.82
2.12,8,10.2,100.96
2.18,8,10.2,100.93
2.24,8,10.2,100.83
2.31,7.9,10.2,101.02
2.37,8,10.2,100.86
2.43,8,10.2,100.79
2.5,6.4,9.4,95.7
2.56,7.8,10.1,98.53
2.62,7.8,10,97.85
2.68,7.9,10.2,100.82
2.75,8,10.2,100.71
2.81,7.9,10.2,100.81
2.87,7.9,10.2,100.95
2.94,11,12,100.48
3,9.8,6.2,55.36
3.06,7.9,10,96.65
3.12,8,10.2,100.94
3.19,9.7,11.2,100.54
3.25,9.3,11,100.64
3.31,9.1,10.8,100.7
3.38,10.2,11.5,100.5
3.44,7.5,10.7,55.13
3.5,7.8,10.1,102.62
3.56,7.8,10,98
3.63,7.9,10,95.43
3.69,7.8,10,95.7
3.75,7.7,10.1,101.7
3.81,7.8,10,97.27
3.88,8,10.2,100.81
3.94,7.8,10.1,101.3
4,7.9,10.2,100.98
4.06,7.9,10.2,101.06
4.13,7.9,10.2,100.7
4.19,7.9,10.2,100.92
4.25,10.1,11.4,100.61
4.38,7.9,10.2,103.82
4.44,7.9,9.4,-54.33
4.5,7.8,9.9,98.22
4.56,7.7,10.2,98.81
4.63,7.7,10.2,100.38
4.69,7.8,10,97.24
4.75,7.8,10,96.47
4.81,7.8,10,99.9
4.88,7.7,10.2,101.2
4.99,7.8,10,95.03
5.05,7.8,10,93.23
5.11,7.8,10,96.71
5.18,7.9,10,95.78
5.24,7.8,10,96.05
5.3,7.8,10,95.77
5.37,7.8,10,95.84
5.43,7.8,10,95.95
5.49,7.8,10,95.79
5.55,7.9,10,96.03
5.62,7.9,10.2,100.7
5.68,7.9,10.2,100.59
5.74,7.8,10,97.98
5.81,7.8,10,96.35
5.87,7.8,9.9,95.54
5.93,7.8,10,96.21
