# time (s), x(cm), y(cm), Turning Angle
0.84,11.2,10.4,59.64
0.9,11.2,10.3,59.35
0.96,11.2,10.3,59.57
1.02,11.2,10.2,59.78
1.09,11.2,10.2,60.13
1.15,11.1,10.2,60.65
1.21,11.1,10.2,60.51
1.28,11,10.2,60.38
1.33,11,10.1,60.2
1.4,10.9,10.1,59.86
1.46,10.9,10.1,60
1.52,10.8,10.1,60
1.58,10.7,10.1,59.98
1.65,10.7,10,59.4
1.71,10.6,10,58.49
1.77,10.5,10,57.59
1.84,10.4,10,57.28
1.9,10.3,10,55.74
1.96,10.2,10,55.6
2.02,10.1,10,54.62
2.09,10,10,54.52
2.15,9.9,10.1,54.26
2.21,9.8,10.1,52.97
2.27,9.7,10.1,52.28
2.34,9.6,10.1,51.5
2.4,9.5,10.1,50.76
2.46,9.4,10.1,49.99
2.53,9.3,10,49.55
2.59,9.3,10,48.34
2.65,9.2,10,47.14
2.72,9.1,9.9,45.67
2.78,9,9.9,44.47
2.84,8.9,9.8,43.46
2.91,8.8,9.8,42.76
2.97,8.8,9.7,41.95
3.03,8.7,9.7,40.69
3.1,8.6,9.6,39.9
3.16,8.6,9.6,38.34
3.22,8.5,9.5,37.17
3.28,8.4,9.5,35.59
3.35,8.3,9.4,34.1
3.41,8.3,9.4,33.39
3.47,8.2,9.3,33.1
3.53,8.2,9.3,33.45
3.6,8.1,9.3,33.09
3.66,8,9.3,32.4
3.72,7.9,9.3,31.61
3.79,7.8,9.2,30.27
3.85,7.7,9.2,29.65
3.91,7.7,9.1,29.6
3.97,7.6,9.1,28.99
4.04,7.5,9.1,28.67
4.1,7.5,9,28.31
4.16,7.4,8.9,27.21
4.22,7.3,8.9,25.6
4.28,7.3,8.7,24.44
4.35,7.2,8.6,23.53
4.41,7.1,8.5,21.94
4.47,7,8.4,21.24
4.54,6.9,8.3,20.2
4.6,6.8,8.2,19.2
4.66,6.8,8.2,19.2
4.73,6.7,8.1,16.57
4.79,6.7,8,15.66
4.85,6.6,8,14.95
4.91,6.5,8,14.2
4.98,6.5,7.9,13.87
