# time (s), x(cm), y(cm), Turning Angle
0.05,7.5,10.4,-52.33
0.12,7.5,10.4,-52.7
0.18,7.5,10.3,-53.12
0.24,7.5,10.4,91.23
0.3,7.7,10.5,89.97
0.37,7.2,10.2,89.97
0.43,7.6,10.4,90.34
0.49,7.3,10.3,89.11
0.55,7.5,10.3,90.35
0.61,7.1,10.5,103.73
0.68,7.2,10.5,99.65
0.74,7.2,10.5,99.73
0.8,7.2,10.4,99.81
0.87,7.1,10.6,99.23
0.93,7.2,10.5,100.09
0.99,7.2,10.5,100.42
1.05,7.2,10.5,100.62
1.12,7.2,10.2,97.63
1.18,7.2,10.3,99.53
1.24,7.1,10.4,100.23
1.31,7.1,10.3,101.23
1.37,7.1,10.4,101.32
1.43,7.1,10.3,102.58
1.49,7.1,10.3,102.69
1.56,7.6,10.3,94.86
1.62,7.5,10.3,95.09
1.7,7.2,10.4,107.5
1.89,7.2,10.4,110.26
1.95,7.2,10.4,109.89
2.01,7.4,10.2,95.55
2.07,7.4,10.2,96.58
2.14,7.4,10.2,97.48
2.2,7.2,10.3,102.48
2.26,6.7,10.5,119.44
2.35,6.7,10.5,119.44
2.35,7.2,10.4,110.79
2.52,7.2,10.5,114.03
2.6,7.2,10.4,110.27
2.65,7.2,10.4,111.83
2.71,7.2,10.4,111.77
2.78,7.2,10.4,112.78
2.84,7,10.1,99.59
2.9,7.2,10.4,112.47
2.96,7.2,10.4,112.04
3.03,7.2,10.4,111.48
3.09,7,11.1,-36.03
3.15,7.6,10.1,94.47
3.22,7.9,9.9,86.95
3.28,7.4,10.2,99.94
3.34,7.3,10.2,100.88
3.41,7.4,10.2,100.23
3.47,7.3,10.2,103.61
3.53,7.4,10.3,103.84
3.59,7.2,10.1,100.64
3.66,7.5,10.2,98.52
3.72,7.3,10.2,100.37
3.78,7.1,10.3,106.88
3.84,7.3,10.3,102.45
3.91,7.2,10.2,102.33
3.97,7.1,10.5,112.46
4.04,7.3,10.2,101.64
4.1,7.1,10.3,107.1
4.16,7.2,10.4,112.91
4.22,7.2,10.4,113.46
4.28,7.2,10.4,112.96
4.35,7.2,10.4,113.57
4.41,7.2,10.4,112.85
4.47,7.2,10.4,113.09
4.53,7.2,10.4,112.95
4.6,7.1,10.2,107.05
4.66,7.4,10.6,121.85
4.72,7.2,10.4,113.38
4.78,7.2,10.4,112.37
4.85,7.2,10.4,113.9
4.91,7.3,10.2,101.58
4.97,7,10.2,104.64
5.03,7.3,10.2,100.29
5.1,7.4,10.2,99.33
5.16,7.3,10.2,99.86
5.22,7.3,10.2,100.03
5.28,7.3,10.2,100.22
5.35,7.3,10.2,100.71
5.41,7.3,10.2,100.8
5.47,7.3,10.2,99.94
5.53,7.3,10.2,100.35
5.6,7.1,10.5,111.7
5.66,7.3,10.2,101.45
5.72,7.4,10.3,100.88
5.78,7.2,10.3,104.88
5.85,7.3,10.3,103.27
5.91,7.3,10.3,102.2
5.97,7.1,10.3,106.16
6.03,7.2,10.4,111.75
6.09,7.2,10.4,111.67
6.16,7.2,10.4,111.81
6.22,7.2,10.4,111.53
6.28,7.2,10.4,110.21
6.34,7.1,10.4,107.51
6.41,7.1,10.3,104.31
6.47,7.1,10.3,104.54
6.53,7.1,10.4,104.11
6.59,7.1,10.3,103.62
6.66,7.1,10.3,102.12
6.72,7,10.4,101.83
6.78,7.1,10.3,101.22
6.85,7,10.2,98.73
6.91,7,10.4,101.54
6.97,7.2,10.1,-56.92
7.04,7.5,10.4,-17.71
7.1,7.3,10.3,91.58
7.16,7.3,10.2,91.02
7.22,7.4,10.3,90.23
7.28,7.2,10.2,89.92
7.35,6.9,9.9,88.73
7.41,6.9,9.9,88.38
7.47,6.9,9.9,88.43
7.54,6.9,9.9,87.78
7.6,6.9,9.9,86.91
7.66,7,10.1,85.54
7.72,7,10,86.65
7.79,7,10,86.64
7.87,7.2,10.1,84.36
8.09,6.8,10.2,92.16
8.15,6.8,10.2,90.43
8.21,6.8,10.2,91.51
8.28,6.7,10.2,90.15
8.34,6.7,10.2,90.15
8.34,6.7,9.9,78.85
8.58,6.6,9.8,80.5
8.64,6,9.4,78.74
8.76,6,10.6,-16.17
8.83,6.1,10.7,-18.41
8.89,6.2,10.9,-22.32
8.95,6.9,9.7,-46.74
9.02,7,9.8,-46.71
9.08,7.2,9.8,-46.96
9.14,7.4,10,-48.15
9.31,6,10.5,-12.64
9.36,5.9,10.6,-12.52
9.42,7.1,9.5,61.89
9.49,5.9,10.5,-12.99
9.55,5.8,10.5,-12.01
9.61,5.9,10.5,-9.44
9.77,5.9,10.4,-10.18
9.83,5.8,10.4,-9.45
9.9,5.9,10.4,-8.95
9.96,5.8,10.4,-9.94
10.02,5.8,10.3,-7.5
10.08,5.5,10.3,0.52
10.14,5,10.3,16.49
10.21,5.7,10.2,-8.06
10.27,5.6,10.1,-6.43
10.33,5.3,10.1,-2.25
10.39,5.7,10.1,-7.5
10.46,5.7,10.1,-7.67
10.52,5.5,10.1,-5.51
10.58,5.5,10,-3.2
10.64,5.4,10,-0.19
10.71,5.6,10,-4.5
10.77,6.1,9.5,74.89
10.83,6.1,9.5,73.72
10.91,5.3,10.1,0.91
11.03,5.2,10.1,3.35
11.1,5.3,9.9,1.17
11.16,5.3,10,3.7
11.23,5.3,9.8,2.38
11.3,5.3,9.8,2.38
11.3,5.3,9.9,-0.59
11.48,5.3,9.9,-0.71
11.54,5.2,9.8,2.37
11.6,5.3,9.9,-1.01
11.66,5.2,9.7,2
11.73,5.1,9.5,5.68
11.85,5.3,9.7,1.23
11.91,5.2,9.8,1.48
11.98,5.1,9.7,0.74
12.04,5,9.8,7.98
12.11,4.9,9.9,6.87
12.17,5,9.7,5.22
12.25,4.6,9.7,12
12.4,4.8,9.6,10.15
12.47,4.8,9.5,7.46
12.53,4.8,9.4,5.13
12.59,4.9,9.3,9.23
12.75,4.8,9.5,11.71
12.81,4.8,9.3,10.06
12.88,4.8,9.2,10.71
12.95,4.9,9.3,9.08
13.02,4.8,9.2,10.66
13.08,4.8,8.9,13.48
13.15,4.8,8.9,13.48
13.33,4.7,9.1,13.77
13.39,4.8,9,13.21
13.46,4.8,9,11.69
13.55,4.8,8.9,10.34
13.66,4.7,8.9,15.84
13.72,4.7,8.9,15.81
13.79,4.7,8.8,15.95
13.85,4.6,8.9,16.5
13.91,4.7,8.8,14.77
13.98,4.6,8.7,14.83
14.04,4.6,8.7,13.62
14.12,4.6,8.7,13.62
14.24,4.7,8.6,15.75
14.31,4.4,9.1,20.49
14.43,4.5,8.6,17.62
14.57,4.5,8.6,14.37
14.64,4.7,8.4,14.72
14.76,4.4,8.5,18.01
14.82,4.5,8.4,15.37
14.89,4.6,8.3,21.3
14.95,4.7,8.2,28.05
15.08,4.7,8.2,28.05
15.08,4.5,8.3,18
15.2,4.5,8.2,17.55
15.27,4.5,8.2,17.74
15.33,4.5,8.2,17.92
15.39,4.5,8.1,17.84
15.46,4.7,7.8,17.79
15.52,5,7.4,17.96
15.58,4.4,8,16.9
15.71,4.3,8,19.94
15.8,4.3,7.8,19.81
15.96,4.3,7.8,20.22
16.05,4.3,7.8,20.22
16.17,4.2,7.8,20.85
16.35,4.3,7.6,23.72
16.41,4.3,7.6,23.9
16.48,4.3,7.6,23.9
16.71,4.3,7.6,23.9
16.71,4.3,7.6,23.9
16.98,4.3,7.6,23.9
17.22,5.7,7,9.16
17.28,5.5,7.1,8.02
17.35,5.9,6.7,9.07
17.5,5.9,6.7,9.03
17.57,5.9,6.7,9.4
17.63,5.2,6.9,41.95
17.69,4.5,7,23.97
17.75,4.5,7,24.14
17.83,4.5,6.8,31.4
17.9,4.5,7,22.47
17.96,5.4,6.7,39.22
18.02,5.4,6.7,39.47
18.09,5.1,6.7,38.47
18.15,5.2,6.5,39
18.21,5.7,6.3,40.04
19.06,5.2,6.6,28.79
19.12,5.3,6.5,31.95
19.19,5.3,6.5,30.14
19.25,5.3,6.5,30.14
19.25,5.3,6.5,30.19
19.5,5.3,6.5,30.24
19.56,5.3,6.5,26.72
19.63,5.3,6.5,26.72
19.85,5.3,6.5,26.72
20.05,5.3,6.5,26.72
20.21,5.3,6.5,26.72
20.21,5.3,6.5,26.72
20.57,5.3,6.5,26.72
20.78,5.3,6.5,26.72
20.97,5.3,6.6,23
21.03,5.3,6.6,23.79
21.09,5.3,6.6,20.85
21.16,5.3,6.6,20.74
21.22,5.3,6.6,20.37
21.28,5.3,6.6,20.2
21.35,5.3,6.6,20.53
21.41,5.3,6.6,21.31
21.49,5.3,6.6,21.31
21.74,5.3,6.6,21.31
21.94,5.3,6.6,21.31
22.21,5.3,6.6,21.31
22.27,5.5,6.5,17.71
22.33,5.5,6.5,17.1
22.4,5.5,6.5,16.83
22.46,5.5,6.5,16.61
22.52,5.5,6.5,15.98
22.58,5.5,6.5,13.71
22.66,5.5,6.4,13.96
22.82,5.5,6.4,16.99
22.88,5.5,6.4,14.38
22.94,5.5,6.4,14.17
23.01,5.6,6.4,13.69
23.07,5.6,6.4,13.69
23.27,5.6,6.4,13.69
23.27,5.6,6.4,13.69
23.51,5.6,6.4,12.07
23.63,5.6,6.4,11.97
23.7,5.6,6.4,11.67
23.76,5.6,6.4,11.35
23.82,5.6,6.4,10.96
23.88,5.6,6.4,11.23
23.94,5.6,6.4,10.63
24.01,5.6,6.4,10.34
24.07,5.6,6.4,10.34
24.13,5.6,6.4,10.21
24.19,5.6,6.3,10.26
24.26,5.6,6.3,10.12
24.32,5.6,6.3,9.99
24.38,5.6,6.3,9.85
24.44,5.6,6.3,9.84
24.51,5.6,6.3,10.13
24.57,5.7,6.2,10.29
24.65,5.7,6.2,10.29
24.88,5.7,6.2,10.29
25.07,5.7,6.2,10.29
25.25,5.7,6.2,10.29
25.43,5.7,6.2,10.29
25.6,5.7,6.2,10.29
25.84,5.7,6.2,10.29
25.84,5.7,6.2,10.29
26.18,5.7,6.2,11.56
26.24,5.7,6.2,11.05
26.3,5.7,6.2,11.55
26.36,5.7,6.2,11.47
26.43,5.7,6.2,11.45
26.49,5.7,6.2,11.57
26.56,5.7,6.2,11.67
26.62,5.7,6.2,11.53
26.68,5.7,6.2,11.29
26.74,5.7,6.2,11.49
26.8,5.7,6.2,11.67
26.87,5.7,6.2,11.63
26.93,5.7,6.2,11.74
26.99,5.7,6.2,11.5
27.05,5.7,6.2,11.66
27.12,5.7,6.2,11.73
27.18,5.7,6.2,11.52
27.24,5.7,6.2,11.76
27.3,5.7,6.2,11.62
27.37,5.7,6.2,11.72
27.43,5.7,6.2,11.7
27.49,5.7,6.2,11.66
27.55,5.7,6.2,11.59
27.61,5.7,6.2,11.56
27.68,5.7,6.2,11.72
27.74,5.7,6.2,11.63
27.8,5.7,6.2,11.73
27.86,5.7,6.2,11.88
27.93,5.7,6.2,11.77
27.99,5.7,6.2,11.85
28.05,5.7,6.2,11.71
28.12,5.7,6.2,11.78
28.18,5.7,6.2,11.67
28.24,5.7,6.2,11.49
28.3,5.7,6.2,11.62
28.36,5.7,6.2,11.63
28.43,5.7,6.2,11.83
28.49,5.7,6.2,11.83
28.55,5.7,6.2,11.86
28.62,5.7,6.2,11.69
28.68,5.7,6.2,11.98
28.75,5.7,6.2,12
28.81,5.7,6.2,12.97
28.87,5.7,6.2,13.02
28.94,5.7,6.2,12.08
29,5.7,6.2,11.95
29.06,5.7,6.2,11.65
29.12,5.7,6.2,11.86
29.19,5.7,6.2,11.79
29.25,5.7,6.2,11.87
29.31,5.7,6.2,11.25
29.37,5.7,6.2,11.83
29.44,5.7,6.2,11.95
29.5,5.7,6.2,12.92
29.56,5.7,6.2,13.12
29.62,5.7,6.2,13.04
29.69,5.7,6.2,11.79
29.75,5.7,6.2,11.83
29.81,5.7,6.2,12.07
29.88,5.7,6.2,11.93
29.94,5.7,6.2,11.79
30,5.7,6.2,11.73
30.07,5.7,6.2,12.33
30.13,5.7,6.2,11.88
30.19,5.7,6.2,12.05
30.25,5.7,6.2,12.31
30.32,5.7,6.2,12.21
30.38,5.7,6.2,12.29
30.44,5.7,6.2,13.03
30.51,5.7,6.2,13.25
30.57,5.7,6.2,13.52
30.63,5.7,6.2,11.47
30.7,5.7,6.2,13.58
30.76,5.7,6.2,13.49
30.82,5.7,6.2,13.74
30.88,5.7,6.2,13.47
30.95,5.7,6.2,12.24
31.01,5.7,6.2,13.66
31.07,5.7,6.2,13.19
31.13,5.7,6.2,12.4
31.2,5.7,6.2,12.25
31.26,5.7,6.2,11.99
31.32,5.7,6.2,12.12
31.38,5.7,6.2,12.12
31.38,5.7,6.2,11.68
31.59,5.7,6.2,12.16
31.65,5.7,6.2,11.42
31.71,5.7,6.2,12.13
31.77,5.7,6.2,12.08
31.83,5.7,6.2,11.98
31.9,5.7,6.2,11.97
31.96,5.7,6.2,11.28
32.08,5.7,6.2,11.86
32.21,5.7,6.2,12.41
32.27,5.7,6.2,12.4
32.33,5.7,6.2,13.19
32.4,5.7,6.2,13.48
32.46,5.7,6.2,13.24
32.52,5.7,6.2,13.32
32.59,5.7,6.2,13.23
32.65,5.7,6.2,13.27
32.71,5.7,6.2,13.72
32.77,5.7,6.2,13.38
32.84,5.7,6.2,13.09
32.9,5.7,6.2,13.1
32.96,5.7,6.2,13.01
33.03,5.7,6.2,13.28
33.09,5.7,6.2,13.33
33.15,5.7,6.2,13.22
33.21,5.7,6.2,13.26
33.28,5.7,6.2,13.57
33.34,5.7,6.2,13.1
33.4,5.7,6.2,12.37
33.46,5.7,6.2,12.04
33.53,5.7,6.2,12.22
33.59,5.7,6.2,12.08
33.65,5.7,6.2,12.35
33.72,5.7,6.2,11.91
