# time (s), x(cm), y(cm), Turning Angle
0.05,9.6,10,75.79
0.12,9.6,9.5,61.15
0.18,8.9,10.4,-4.81
0.34,9.6,9.7,69.99
0.4,9.6,9.7,69.58
0.46,9.6,9.7,71.2
0.52,9.6,9.7,70.48
0.58,9.6,9.8,73.82
0.65,9.6,9.8,74.6
0.71,9.2,10.1,35.19
0.77,9.3,10,32.76
0.83,9.3,10,32.74
0.9,9.3,10,32.82
0.96,9.3,10,33.25
1.02,9.2,10.1,33.58
1.09,9.2,10.1,34.04
1.15,9.2,10,33.39
1.21,9.2,10,34.58
1.34,8.9,10.3,-3.52
1.4,8.9,10.3,-5.03
1.46,8.9,10.7,-12.89
1.53,9.1,10.1,0.08
1.59,8.9,10.3,-4.18
1.72,8.9,10.5,-8.76
1.78,8.9,10.5,-8.87
1.84,8.9,10.5,-8.9
1.9,8.9,10.3,-4.95
1.98,8.9,10.3,-5.21
2.04,8.9,10.3,-5.54
2.11,8.9,10.4,-6.11
2.17,9.2,10,38.09
2.23,9.2,10.1,34.61
2.29,9.2,10,36.31
2.39,9.2,10,36.32
2.45,9.1,10.2,36.35
2.52,9.3,10,39.13
2.57,9.2,10,36.76
2.64,9.2,10,35.35
2.7,9.2,10,36.43
2.76,9.2,10,34.32
2.82,9.3,9.9,37.6
2.89,9.3,10,40.16
3.15,9.3,10,39.65
3.21,9.3,10,35.99
3.4,9.3,10,37.91
3.46,10.2,8.3,39.21
3.6,9.3,10,39.92
3.74,9.3,10,35.55
3.81,9.3,10,40.94
3.87,9.3,10,40.94
3.99,9.3,9.9,44.36
4.05,9.3,9.9,38.78
4.54,9.3,10,40.71
4.63,9.3,9.9,40.82
4.7,9.3,9.9,35.27
4.76,9.3,9.9,35.27
4.76,9.3,9.9,35.27
5.01,9.3,9.9,42.97
5.23,9.2,10,36.86
5.29,9.2,10.1,35.41
5.37,9.2,10.1,35.41
5.37,9.3,9.9,42.88
5.55,9.3,9.9,43.8
5.62,9.3,9.9,43.8
5.88,9.3,9.9,43.8
5.88,9.3,9.9,43.8
6.15,9.3,10,39.6
6.27,9.3,9.9,45.07
6.37,10.3,8,41.52
6.68,9.2,10.1,36.29
6.75,9.2,10,38.48
6.87,9.1,10.1,22.26
6.95,9.3,10,40.06
7.07,9.3,10,37.64
7.14,9.3,10,38.69
7.26,9.5,9.7,66.35
7.47,8.9,10.3,-5.55
7.53,8.9,10.3,-5.31
7.59,8.8,10.3,4.02
7.65,9.3,9.9,35.59
7.72,9.2,10.1,31
7.78,8.9,10.3,-3.89
7.84,8.9,10.2,-1.91
7.91,9.2,10,35.96
7.97,8.9,10.3,-5.6
8.03,8.9,10.4,-8.6
8.22,9.2,10,32.56
8.28,9.3,10,39.07
8.35,9.2,10,34.29
8.41,8.9,10.3,-6.43
8.47,8.9,10.3,-5.68
8.53,9.3,10,40.03
8.6,9.2,10,36.33
8.66,8.9,10.2,-5.57
8.72,9.2,10.1,32.98
8.78,9.2,10,33.9
8.85,9.2,10,36.95
8.91,9.2,10,37.97
8.97,9.2,10.1,34.29
9.04,9.2,10,36.16
9.1,9.3,10,39.26
9.23,8.9,10.3,-3.14
