# time (s), x(cm), y(cm), Turning Angle
0.05,8.6,9.6,-121.23
0.12,8.6,9.6,-121.56
0.18,8.6,9.6,-121.31
0.24,8.6,9.6,-120.63
0.3,8.6,9.5,-119.84
0.37,8.6,9.5,-119.55
0.43,8.6,9.5,-119.37
0.49,8.5,9.5,-119.45
0.56,8.5,9.5,-119.41
0.62,8.5,9.4,-119.61
0.68,8.4,9.5,-117.89
0.74,8.3,9.4,-115.18
0.81,8.2,9.4,-113.13
0.87,8.1,9.4,-112.11
0.93,8,9.4,-110.55
0.99,8,9.4,-108.26
1.06,7.9,9.5,-106.01
1.12,7.7,9.7,-102.6
1.18,7.7,9.8,-98.84
1.24,7.5,9.9,-95.79
1.3,7.4,9.9,-94.13
1.36,7.2,9.9,-92.69
1.43,7,9.9,-90.3
1.49,6.9,10,-87.69
1.55,6.7,10.1,-84.86
1.62,6.5,10.2,-83.31
1.68,6.4,10.3,-81.7
1.74,6.3,10.3,-82.34
1.81,6.1,10.4,-81.62
1.87,6,10.5,-79.87
1.93,5.8,10.6,-77.81
2,5.6,10.7,-75
2.06,5.5,10.7,-73.29
2.12,5.2,10.9,-70.99
2.25,5.2,11,-66.92
2.31,5.1,11.1,-63.86
2.37,5.1,11.2,-60.28
2.43,5.1,11.3,-57.75
2.5,5.1,11.4,-56.07
2.56,5.1,11.4,-54.86
2.62,5.2,11.4,-53.91
2.68,5.2,11.5,-52.2
2.74,5.2,11.6,-50.36
2.8,5.2,11.7,-47.43
2.87,5.2,11.8,-45.14
2.93,5.2,11.9,-43.72
2.99,5.2,12,-41.94
3.06,5.2,12.1,-40.46
3.12,5.2,12.2,-38.67
3.18,5.2,12.3,-36.3
3.24,5.2,12.4,-33.98
3.31,5.2,12.5,-31.67
3.37,5.2,12.6,-29.09
3.43,5.2,12.7,-27.34
3.5,5.2,12.7,-25.64
3.56,5.3,12.8,-24.89
3.62,5.3,12.8,-24.25
3.69,5.3,12.8,-24.19
3.75,5.3,12.9,-23.3
3.82,5.3,12.9,-23.09
3.87,5.3,12.9,-22.74
3.94,5.3,12.9,-22.42
4,5.3,12.9,-22.39
4.06,5.2,13,-21.95
4.13,5.2,13,-21.53
4.19,5.2,13.1,-20.19
4.25,5.3,13.1,-18.26
4.31,5.3,13.2,-16.85
4.37,5.3,13.3,-15.99
4.44,5.3,13.3,-15.09
4.5,5.3,13.4,-14.42
