# time (s), x(cm), y(cm), Turning Angle
0.23,8.4,9,76.33
0.4,8.4,9,81.4
0.47,8.4,8.5,70.47
0.53,8.4,8.5,70.47
0.53,7.5,9.2,-10.74
0.81,7.4,9.1,-11.42
0.87,7.9,8.4,81.35
0.93,7.9,8.4,78.35
1,7.8,8.4,88.25
1.06,7.9,8.3,82.99
1.12,7.7,8.2,84.61
1.19,7.2,8,88.41
1.27,7.4,8.1,86.86
1.33,7.2,8,88.02
1.39,7.2,8,88.02
1.55,7.5,8,87.49
1.61,7.3,7.9,86.65
1.67,7,7.7,85.22
1.75,7,7.7,85.22
2.03,6.3,8.5,-20.18
2.12,6.7,7.8,93.94
2.19,6.7,7.6,92.22
2.25,6.5,7.2,92.44
2.33,6.5,7.2,92.44
2.47,6.8,7.3,86.35
2.53,6.7,7.2,86
2.59,6.8,7.3,86.49
2.66,6.8,7.3,85.35
2.72,6.8,7.2,85.77
2.78,5.8,7.9,-20.12
2.84,7,6.7,26.42
2.91,6.4,7,-49.12
2.97,6.4,7,-50.71
3.03,6.3,7,-50.61
3.09,6.4,7.1,88.1
3.16,6.4,7.1,88.26
3.22,6.4,7,86.82
3.28,6.4,7,85.68
3.34,6.2,7.1,93.52
3.41,6.4,7,88.87
3.47,6.3,6.9,88.92
3.53,7.7,7.8,89.44
3.6,6.2,6.7,-53.36
3.66,6.1,6.9,83.87
3.72,6.1,7,-44.73
3.8,6.1,7,-44.73
3.8,5.9,6.7,89.59
4.02,5.7,6.7,89.81
4.15,5.7,6.7,89.81
4.53,5.7,6.7,89.81
4.53,5.7,6.7,89.81
4.73,5,6.8,-4.99
4.97,4.7,6.9,-8.69
5.09,4.6,6.7,-13.99
5.36,4.6,6.7,-13.99
5.51,4.6,6.7,-13.99
5.72,4.6,6.7,-13.99
5.97,4.6,6.7,-13.99
6.16,4.6,6.7,-13.99
6.16,4.6,6.7,-13.99
6.38,4.6,6.7,-13.99
6.67,4.6,6.7,-13.99
6.67,4.6,6.7,-13.99
6.92,4.6,6.7,-13.99
7.09,4.6,6.7,-13.99
7.36,4.6,6.7,-13.99
7.55,4.6,6.7,-13.99
7.55,4.6,5.3,49.81
7.73,4.6,5.3,47.54
7.8,4.6,5.4,42.47
7.86,4.6,5.3,48.08
7.99,4.4,5.1,51.88
8.05,4.6,5.2,52.78
8.11,4.4,5,49.97
8.17,4.6,5.2,52.99
8.24,4.5,5.2,47.86
8.3,4.5,5.2,49.85
8.36,4.6,5.2,51.48
8.42,4.5,5.1,49.12
8.49,4.5,5,47.9
8.56,4.5,5,47.9
8.72,4.4,5,46.25
8.78,4.5,4.9,45.37
8.84,4.2,5,43.4
8.9,4.2,5,43.97
8.97,4.1,5,41.16
9.05,4.1,5,41.16
9.12,4.2,5,40.64
9.19,4.3,4.9,40.13
9.25,4.2,4.9,40.56
9.56,4.5,4.9,42.31
9.69,4.3,4.8,42.07
9.77,4.3,4.8,42.43
