# time (s), x(cm), y(cm), Turning Angle
0.95,9.2,10.3,40.29
1.01,10.8,6.2,30.9
1.08,9.2,10.3,38.24
1.14,9.1,10.2,37.33
1.2,9,10.2,35.6
1.27,8.9,10.1,32.61
1.33,8.8,10.1,29.05
1.39,8.7,10,26.44
1.45,8.6,9.9,24.54
1.52,8.5,9.9,23.82
1.58,8.4,9.8,22.53
1.64,8.3,9.8,22.05
1.71,8.3,9.8,22.21
1.77,8.2,9.6,21.94
1.83,8.1,9.5,20.12
1.9,8,9.5,19.29
1.96,7.9,9.3,17.7
2.02,7.8,9.2,16.09
2.09,7.8,9,13.65
2.15,7.7,8.9,11.74
2.21,7.7,8.7,10.04
2.28,7.6,8.5,7.82
2.34,7.6,8.3,5.57
2.4,7.6,8.2,3.4
2.47,7.6,8.1,0.68
2.53,7.5,8,-0.49
2.59,7.4,7.9,-1.49
2.66,7.4,7.7,-1.46
2.72,7.3,7.6,-2.12
2.78,7.2,7.5,-3.01
2.85,7.1,7.3,-3.8
2.91,7,7.3,-4.73
2.97,7,7.2,-5.49
3.04,7,7,-6.12
3.1,6.9,6.9,-5.38
3.16,6.9,6.8,-5.39
3.23,7,6.6,-7.56
3.29,7,6.4,-6.68
3.35,7,6.3,-7.56
3.42,6.9,6.2,-8.39
3.48,6.9,6,-9.22
3.54,6.9,5.9,-9.88
3.61,6.9,5.8,-10.39
3.67,6.9,5.8,-10.08
3.73,6.9,5.7,-9.44
3.79,6.9,5.6,-8.78
3.86,6.8,5.5,-8.42
3.92,6.8,5.4,-7.87
3.98,6.8,5.4,-6.65
4.05,6.8,5.3,-5.89
4.11,6.7,5.3,-6.04
4.17,6.7,5.2,-5.6
4.23,6.7,5.1,-5.13
4.3,6.8,5,-4.92
4.36,6.8,5,-5.01
4.42,6.8,4.9,-5.02
4.48,6.8,4.8,-5.88
4.55,6.8,4.7,-6.6
4.61,6.8,4.6,-7.05
4.67,6.8,4.5,-6.92
4.73,6.9,4.4,-7.24
4.8,6.9,4.3,-6.57
4.86,6.9,4.3,-6.88
4.92,6.9,4.2,-6.87
4.99,6.9,4.2,-7.75
5.05,6.9,4.2,-8
5.11,6.8,4.2,-8.72
5.18,6.8,4.2,-8.96
5.24,6.9,4.2,-11.54
5.3,6.8,4.1,-13.7
5.37,6.9,4,-15.28
5.43,6.9,4,-18.61
5.49,7,3.9,-20.47
5.56,7.1,3.9,-22.3
5.62,7.1,3.8,-25.78
5.68,7.1,3.7,-27.76
5.74,7.2,3.6,-30.2
5.81,7.2,3.6,-32.47
5.87,7.2,3.5,-34.62
5.93,7.3,3.4,-36.77
6,7.3,3.4,-38.51
6.06,7.3,3.3,-40.93
6.12,7.4,3.3,-42.41
6.18,7.5,3.3,-42.9
6.25,7.5,3.2,-44.36
6.31,7.6,3.2,-44.98
6.37,7.6,3.2,-46.45
6.43,7.7,3.1,-47.93
6.5,7.7,3.1,-47.46
6.56,7.8,3.1,-48.99
6.62,7.9,3.1,-50.66
6.69,8,3,-53.73
6.75,8.1,3,-56.25
6.81,8.2,3,-57.11
6.87,8.3,3,-60.03
