# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
12.55,-84.49,17.84,50.21,120.00,20.30,120.00
12.61,-86.02,7.28,50.27,120.00,20.00,60.40
12.68,-96.33,13.32,49.81,120.00,19.70,61.60
12.81,-85.83,-2.42,43.73,120.00,20.30,30.60
12.87,-87.95,-5.47,43.81,0.00,20.20,22.00
12.93,-93.11,-6.67,44.12,120.00,20.40,6.80
13.00,-90.64,-3.75,42.56,120.00,20.60,5.60
13.12,-90.93,-1.56,42.44,120.00,20.70,5.90
13.19,-91.50,-12.26,38.51,120.00,20.90,24.00
13.25,-92.16,-4.38,38.78,120.00,20.60,7.70
13.32,-95.82,-6.49,40.66,120.00,19.80,6.10
13.44,-90.50,-6.58,39.90,23.60,21.10,3.20
13.51,-88.62,-10.88,40.28,120.00,22.60,3.70
13.57,-88.73,-9.59,41.79,120.00,22.90,4.20
13.64,-91.91,-14.79,39.76,120.00,21.70,5.00
13.76,-91.46,-9.29,39.43,120.00,21.70,6.40
13.83,-90.56,-12.21,41.35,120.00,22.00,6.70
13.89,-93.02,-2.07,38.44,64.40,20.40,6.90
14.02,-92.96,-2.15,38.26,120.00,20.80,6.80
14.08,-86.70,-0.13,36.90,120.00,20.60,6.10
14.15,-94.09,-10.13,37.85,120.00,22.90,4.30
14.21,-90.48,-18.67,38.35,120.00,24.70,3.80
14.34,-90.97,-17.86,36.42,120.00,24.20,2.80
14.40,-93.15,-17.69,35.71,120.00,24.60,2.50
14.47,-93.20,-13.18,34.05,120.00,23.20,2.20
14.53,-95.89,-8.77,32.26,120.00,22.20,2.90
14.66,-95.40,-5.14,33.18,120.00,21.80,3.60
14.72,-89.22,-12.60,33.78,120.00,25.40,2.80
14.78,-89.90,-27.11,38.01,120.00,30.30,2.40
14.85,-87.45,-32.57,35.67,120.00,28.60,2.90
14.98,-94.81,-12.40,35.11,120.00,24.20,2.80
15.04,-98.21,-10.18,33.19,120.00,23.10,2.50
15.10,-93.46,-17.86,35.55,120.00,26.00,1.90
15.17,-90.85,-22.34,37.38,120.00,27.80,2.30
15.29,-90.16,-24.37,38.67,120.00,29.10,2.50
15.36,-91.02,-16.42,41.39,120.00,29.50,2.40
15.42,-87.42,-29.69,38.49,120.00,35.80,2.60
15.48,-94.36,-15.56,37.05,120.00,25.90,2.90
15.61,-96.10,-17.54,34.87,120.00,26.20,2.40
15.67,-87.04,-27.32,40.06,120.00,31.30,2.70
15.74,-89.80,-25.49,38.51,120.00,34.40,2.10
15.80,-88.15,-29.10,39.42,120.00,37.00,2.40
15.93,-84.36,-36.57,39.80,120.00,37.20,2.80
15.99,-86.63,-36.43,37.89,120.00,35.90,2.40
16.05,-91.21,-35.08,40.41,120.00,34.30,2.80
16.12,-90.20,-27.22,37.79,120.00,32.10,2.90
16.25,-87.80,-23.48,39.68,120.00,35.30,2.90
16.31,-83.76,-38.15,41.91,120.00,36.30,3.40
16.37,-79.62,-47.78,40.90,120.00,36.70,3.50
16.44,-77.26,-52.17,40.89,120.00,35.60,2.70
16.57,-77.73,-53.43,40.56,120.00,34.50,2.10
16.63,-73.45,-59.33,40.06,52.50,34.60,2.20
16.69,-74.47,-62.66,40.70,120.00,33.20,3.40
16.82,-83.30,-38.46,38.40,120.00,33.60,6.00
16.88,-80.93,-46.43,38.74,120.00,33.60,7.70
16.95,-81.37,-50.17,39.13,120.00,33.40,6.40
17.01,-75.24,-59.04,38.85,120.00,32.50,5.40
17.14,-68.66,-61.24,38.93,120.00,33.00,5.50
17.20,-64.85,-68.34,40.41,120.00,33.70,5.80
17.27,-64.14,-68.38,40.68,120.00,33.30,7.90
17.33,-64.42,-66.96,40.63,120.00,34.00,9.70
17.46,-67.57,-66.44,42.80,120.00,33.50,9.80
17.52,-66.42,-67.74,44.05,120.00,34.40,10.20
17.59,-61.86,-69.56,44.29,120.00,34.80,9.50
17.65,-64.06,-66.19,48.54,120.00,36.80,10.10
17.78,-62.24,-63.10,49.20,120.00,36.40,11.10
17.84,-66.99,-51.43,53.83,120.00,38.60,13.30
17.90,-64.74,-50.46,57.87,120.00,36.20,14.30
17.97,-58.37,-54.94,53.52,120.00,36.50,12.90
18.09,-63.60,-61.13,55.43,120.00,33.80,11.90
18.16,-68.05,-58.70,57.83,120.00,34.70,13.50
18.22,-56.23,-57.92,58.11,120.00,39.20,12.80
18.29,-54.08,-65.26,56.04,120.00,37.30,11.50
18.41,-50.96,-79.08,48.18,120.00,34.70,9.40
18.48,-55.19,-85.17,40.16,120.00,37.00,8.20
18.54,-46.95,-81.62,32.28,120.00,46.50,7.70
18.60,-43.30,-86.79,34.11,120.00,49.30,7.00
18.73,-32.47,-87.43,42.71,120.00,58.10,7.50
18.79,-40.99,-81.01,47.30,120.00,120.00,7.50
18.86,-35.06,-84.84,50.81,120.00,78.40,7.80
18.92,-31.12,-75.52,50.73,120.00,60.40,8.30
19.05,-29.49,-80.61,55.65,120.00,64.40,7.60
19.11,-41.84,-79.88,49.93,120.00,52.90,7.30
19.18,-48.00,-82.04,47.63,120.00,53.90,7.20
19.24,-34.22,-86.45,43.49,120.00,63.90,6.70
19.37,-33.44,-91.61,39.93,120.00,51.40,6.80
19.43,-36.31,-87.10,42.50,120.00,50.40,6.60
19.49,-39.07,-83.48,43.85,120.00,46.50,7.30
19.56,-47.41,-80.10,47.08,120.00,44.60,7.40
19.69,-47.83,-78.62,48.80,120.00,41.70,8.40
19.75,-54.04,-72.94,48.76,120.00,45.70,8.10
19.81,-55.94,-73.22,48.82,120.00,42.30,9.10
19.94,-56.94,-68.84,49.54,120.00,43.20,8.40
20.00,-65.36,-61.43,46.27,120.00,44.90,8.80
20.07,-40.42,-83.71,51.05,120.00,54.60,7.30
20.13,-44.24,-80.62,47.83,120.00,53.30,6.90
20.26,-45.48,-79.34,47.23,120.00,51.90,7.40
20.32,-50.12,-76.43,47.01,120.00,50.10,7.10
20.39,-44.94,-84.17,40.01,120.00,44.20,7.00
20.51,-46.61,-82.90,40.33,120.00,47.00,6.70
20.58,-42.55,-83.60,39.86,120.00,49.00,6.70
20.64,-42.65,-86.67,38.51,120.00,51.30,6.30
20.71,-42.14,-86.36,37.93,120.00,54.20,6.70
20.83,-42.22,-87.26,38.35,120.00,56.30,6.60
20.90,-42.80,-82.07,37.20,120.00,51.50,7.00
20.96,-47.94,-82.56,38.17,120.00,46.00,7.60
21.02,-52.26,-82.74,41.72,120.00,45.60,7.90
21.15,-55.29,-81.26,39.50,0.00,41.50,8.80
21.21,-64.89,-69.38,42.47,120.00,41.20,8.80
21.28,-55.60,-71.50,42.41,120.00,41.60,9.10
21.34,-49.38,-77.63,44.95,120.00,120.00,8.70
21.47,-49.97,-78.42,46.78,120.00,54.20,8.30
21.53,-46.17,-86.22,49.62,120.00,48.60,8.30
21.60,-55.62,-67.12,47.18,120.00,41.80,9.00
21.66,-57.26,-68.01,49.51,120.00,38.70,10.80
21.79,-60.28,-65.35,52.48,120.00,39.10,10.20
21.85,-60.77,-64.48,56.29,120.00,42.70,10.80
21.98,-59.43,-54.35,60.13,120.00,47.80,13.40
22.04,-64.38,-48.11,62.29,120.00,43.70,15.40
22.17,-66.11,-43.63,64.07,120.00,47.40,16.70
22.24,-66.17,-42.82,66.68,120.00,43.80,17.10
22.30,-64.35,-36.29,69.64,120.00,120.00,18.00
22.36,-64.75,-36.41,71.94,120.00,70.00,20.50
22.49,-65.05,-26.83,73.55,120.00,120.00,26.30
22.55,-65.43,-24.20,75.45,120.00,120.00,28.30
22.62,-63.13,-24.41,77.67,3.60,120.00,27.50
22.68,-59.50,-25.31,78.77,120.00,120.00,31.70
22.81,-58.52,-23.21,79.91,120.00,120.00,34.70
22.87,-52.98,-13.35,83.56,120.00,34.90,48.60
22.94,-53.76,-13.80,85.29,120.00,31.10,50.70
23.00,-50.15,-11.44,85.71,120.00,35.40,50.10
23.13,-50.30,-10.89,87.38,25.40,33.40,54.00
23.19,-50.24,-10.35,89.36,120.00,34.90,56.20
23.26,-45.68,-4.58,89.69,120.00,32.50,57.40
23.32,-42.45,-1.86,91.94,120.00,31.70,120.00
23.45,-37.74,-0.32,93.55,120.00,31.10,120.00
23.51,-35.77,3.09,92.78,120.00,32.30,120.00
23.58,-34.67,3.68,93.85,120.00,31.50,120.00
23.64,-37.17,-2.25,91.65,120.00,32.00,52.30
23.77,-47.68,-8.49,88.65,120.00,32.50,52.80
23.83,-57.80,-19.17,83.32,120.00,120.00,38.90
23.89,-57.89,-29.67,76.18,120.00,120.00,22.00
23.96,-62.38,-38.57,69.67,120.00,57.80,18.80
24.08,-74.49,-37.87,65.96,120.00,44.80,17.90
24.15,-66.35,-27.95,65.37,120.00,48.50,19.00
24.21,-80.21,-41.61,74.34,54.50,44.00,19.40
24.28,-69.09,-31.12,65.77,120.00,45.60,20.40
24.40,-73.00,-28.49,66.80,120.00,44.60,20.50
24.47,-74.39,-25.92,63.98,120.00,41.50,23.20
24.53,-76.54,-22.64,64.16,56.40,36.80,24.20
24.59,-75.53,-23.89,62.65,120.00,40.80,21.00
24.72,-72.67,-31.30,64.60,120.00,38.30,18.90
24.79,-64.93,-38.99,68.48,120.00,38.50,15.50
24.85,-65.08,-37.69,69.79,120.00,40.00,16.00
24.91,-69.33,-30.54,68.52,120.00,41.70,18.70
25.04,-72.74,-30.27,68.54,120.00,41.50,21.60
25.10,-75.59,-23.28,64.89,15.10,34.10,23.80
25.17,-73.38,-26.01,61.78,120.00,120.00,18.00
25.23,-66.49,-38.92,66.12,120.00,49.40,14.40
25.36,-66.56,-40.25,65.44,120.00,48.10,14.60
25.42,-72.37,-33.39,63.84,120.00,42.20,16.60
25.48,-72.31,-34.26,63.96,120.00,47.00,16.90
25.55,-73.45,-31.14,63.12,39.40,43.50,17.50
25.67,-72.68,-33.14,64.15,120.00,43.00,17.60
25.74,-72.02,-32.78,64.04,120.00,44.80,17.30
25.80,-67.82,-38.34,65.42,120.00,48.40,14.50
25.86,-70.26,-37.11,64.24,120.00,46.00,15.10
25.99,-69.50,-38.62,63.46,120.00,47.60,15.70
26.05,-78.53,-22.96,60.02,120.00,35.20,21.00
26.12,-76.63,-25.75,61.57,120.00,36.30,21.50
26.18,-76.33,-25.50,61.66,106.00,34.40,21.60
26.31,-76.03,-21.80,60.55,120.00,30.20,20.70
26.37,-76.77,-22.79,62.61,120.00,24.20,20.60
26.44,-73.61,-26.07,64.41,120.00,18.20,19.00
26.50,-74.32,-22.03,63.40,120.00,10.80,18.80
26.63,-73.66,-25.63,65.28,120.00,11.30,19.40
26.69,-72.91,-28.22,66.86,120.00,26.70,18.60
26.76,-72.90,-29.22,65.15,120.00,39.80,18.40
26.82,-75.35,-24.90,64.90,120.00,17.80,20.80
26.95,-75.22,-22.48,63.32,120.00,12.80,20.30
27.01,-76.68,-17.25,62.75,120.00,13.60,20.60
27.07,-69.22,-36.76,69.54,120.00,32.80,20.10
27.14,-75.42,-24.58,63.19,120.00,35.90,23.10
27.27,-76.54,-23.46,61.79,120.00,33.70,27.50
27.33,-75.60,-27.71,62.79,120.00,31.80,29.60
27.39,-79.90,-11.74,60.15,120.00,25.70,40.10
27.45,-83.98,-2.23,59.61,120.00,19.50,51.00
27.58,-80.92,0.62,56.88,120.00,21.20,49.50
27.64,-81.06,-2.16,59.30,120.00,21.20,46.10
27.71,-80.51,-5.79,60.01,120.00,25.10,41.60
27.84,-79.83,-18.19,54.53,120.00,28.00,35.00
27.90,-78.89,-16.80,52.62,120.00,30.20,31.20
27.96,-83.97,-18.17,52.30,120.00,29.70,31.80
28.02,-85.05,-17.25,52.50,120.00,29.40,31.50
28.15,-85.54,-17.57,51.48,120.00,28.20,32.60
28.21,-85.21,-16.53,50.49,120.00,28.30,34.20
28.28,-85.69,-17.55,50.52,73.80,28.50,35.00
28.34,-86.72,-19.06,50.78,120.00,27.40,33.60
28.47,-83.51,-17.53,51.76,120.00,28.10,31.10
28.53,-83.63,-15.19,51.86,120.00,27.80,30.30
28.60,-84.15,-17.13,51.39,120.00,27.60,30.90
28.66,-86.13,-15.94,50.27,120.00,28.90,32.00
28.79,-85.81,-17.02,50.33,120.00,28.50,32.00
28.85,-86.25,-16.34,49.66,120.00,29.10,32.10
28.91,-84.88,-18.50,47.80,120.00,30.50,29.70
29.04,-85.90,-23.71,45.74,120.00,30.10,27.30
29.10,-87.87,-23.32,44.88,120.00,30.50,26.40
29.17,-88.09,-21.70,44.62,120.00,29.70,28.40
29.23,-82.92,-13.90,48.10,120.00,29.70,29.20
29.36,-87.65,-18.07,47.84,120.00,29.60,24.80
29.42,-86.40,-21.92,46.65,120.00,28.50,24.60
29.49,-84.25,-15.66,44.77,0.00,27.40,32.30
29.55,-92.24,-16.67,44.30,120.00,27.20,34.00
29.68,-89.38,-9.24,44.21,120.00,25.20,38.50
29.74,-88.20,-11.02,46.05,120.00,25.60,39.40
29.81,-88.54,-11.98,48.31,120.00,26.50,37.70
29.87,-88.12,-13.46,48.74,120.00,26.30,39.30
30.00,-81.14,-11.72,52.22,120.00,27.40,33.20
30.06,-82.36,-13.98,53.31,120.00,28.10,33.80
30.13,-83.17,-13.14,53.85,0.30,27.70,35.20
30.19,-83.42,-10.17,53.21,120.00,23.80,43.20
30.32,-89.49,-5.88,51.69,120.00,24.40,44.70
30.38,-87.68,-9.75,49.26,120.00,24.70,44.90
30.44,-87.37,-11.39,48.68,120.00,25.20,41.50
30.51,-90.86,-16.71,49.91,120.00,25.20,41.00
