# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
3.31,-93.26,4.12,34.91,28.50,4.50,5.00
3.43,-92.03,5.10,35.97,27.00,4.30,5.50
3.50,-92.98,4.03,35.83,26.70,4.20,5.60
3.56,-93.85,8.22,34.23,25.80,4.50,6.50
3.62,-93.60,10.55,34.17,25.60,4.70,6.70
3.75,-93.13,9.88,34.41,26.00,4.80,5.80
3.81,-92.54,7.97,34.36,25.70,4.90,5.50
3.88,-93.15,10.27,33.14,25.50,4.60,5.60
3.94,-94.38,9.57,32.09,25.10,4.30,5.50
4.07,-93.12,10.88,33.30,24.00,5.10,6.00
4.13,-92.57,11.61,36.63,25.00,4.70,7.00
4.20,-91.52,12.18,37.65,25.10,4.70,6.50
4.26,-89.65,11.79,39.12,25.10,4.90,7.50
4.39,-92.87,13.17,36.80,25.70,5.40,19.30
4.45,-94.38,-1.26,36.41,25.50,5.30,65.80
4.52,-95.17,-0.52,38.08,28.00,6.00,52.30
4.58,-93.23,2.01,35.62,29.60,5.10,15.10
4.71,-91.90,3.66,35.55,26.00,4.50,6.10
4.77,-93.45,10.94,33.67,26.10,4.80,4.70
4.84,-93.01,12.85,32.29,25.10,4.80,5.10
4.90,-89.03,11.02,31.52,25.60,4.40,5.50
5.03,-90.69,14.64,35.78,25.00,5.10,12.10
5.09,-91.95,14.96,37.09,25.20,4.60,2.70
5.15,-90.37,13.81,37.71,24.60,4.50,120.00
5.22,-91.33,11.46,38.10,25.10,5.10,41.60
5.34,-91.63,11.00,37.70,26.00,5.10,65.00
5.41,-93.21,7.56,37.01,25.90,4.90,62.70
5.47,-92.75,4.54,36.97,27.10,5.20,58.70
5.54,-93.04,2.78,36.65,28.00,5.40,64.20
5.66,-92.59,1.42,36.44,27.40,5.20,60.10
5.73,-92.80,2.89,36.94,26.10,5.20,61.30
5.79,-93.33,3.94,37.54,27.20,5.40,62.20
5.86,-92.17,2.72,38.63,27.00,5.10,66.10
5.98,-91.41,3.72,41.68,26.30,4.90,63.90
6.05,-90.66,2.15,42.52,26.60,5.70,63.20
6.11,-89.23,3.21,44.57,25.20,4.90,67.10
6.18,-85.68,2.89,49.15,26.60,5.30,69.90
6.30,-86.14,1.53,49.53,25.90,5.20,70.80
6.37,-86.69,0.14,50.18,27.60,5.60,70.40
6.43,-86.71,2.12,49.26,25.60,5.80,66.70
6.49,-87.02,0.92,48.55,25.50,5.70,63.70
6.62,-89.90,6.39,47.19,26.70,5.40,64.60
6.68,-88.74,-2.59,48.54,28.40,5.40,59.50
6.75,-87.49,-3.34,49.18,26.40,5.80,60.00
6.81,-86.74,-6.55,49.67,27.80,5.40,57.90
6.94,-87.37,-6.40,49.68,28.70,5.40,61.40
7.00,-87.26,-6.70,48.73,27.40,5.80,77.30
7.06,-87.60,0.33,48.63,26.20,5.90,65.30
7.13,-88.66,0.34,48.15,27.80,5.80,65.50
7.25,-88.10,-0.14,47.84,27.20,5.10,66.30
7.32,-87.66,2.81,46.62,25.30,4.90,70.70
7.38,-88.27,10.78,45.89,26.00,5.30,68.40
7.45,-88.90,2.84,45.78,25.60,5.90,68.80
7.57,-89.20,-0.48,45.33,25.70,5.30,65.40
7.64,-89.79,-1.71,44.63,24.80,5.70,63.50
7.70,-90.54,1.69,43.84,26.30,5.10,67.50
7.76,-90.07,1.69,42.00,26.80,5.50,66.70
7.89,-92.28,1.42,41.13,26.80,5.20,64.10
7.95,-91.80,1.56,40.22,27.60,5.30,65.40
8.02,-91.71,1.12,40.09,27.20,5.60,67.40
8.08,-91.56,-0.35,40.41,26.30,5.70,63.00
8.21,-91.71,-4.03,40.44,27.40,5.50,61.50
8.27,-91.39,-4.08,40.73,27.20,5.70,58.10
8.33,-91.82,-4.16,40.46,26.40,5.90,59.70
8.40,-92.18,-3.67,40.06,26.30,5.70,61.40
8.46,-90.77,11.79,38.92,25.80,4.60,71.60
8.59,-91.68,9.58,38.35,26.30,4.90,64.60
8.65,-93.54,2.23,38.13,26.30,5.30,66.30
8.72,-92.36,-1.64,37.92,27.20,5.30,66.50
8.84,-92.29,-1.07,38.14,28.30,5.00,64.70
8.91,-92.65,-0.62,37.82,28.30,5.30,64.40
8.97,-92.94,2.56,37.51,26.50,5.30,63.60
9.03,-92.91,3.59,36.91,25.70,5.20,62.30
9.16,-93.19,4.31,36.61,26.40,5.60,65.40
9.22,-93.04,4.11,36.61,27.00,5.10,62.90
9.29,-93.03,3.25,36.46,26.70,5.80,64.50
9.35,-93.04,2.87,36.50,25.40,5.40,67.10
9.48,-93.00,1.97,36.71,26.20,5.20,68.80
9.54,-93.28,1.54,36.35,26.00,5.00,63.90
9.60,-93.04,1.05,36.77,26.40,5.40,63.00
9.67,-92.97,0.72,37.07,27.80,5.50,65.70
9.79,-93.12,0.92,36.81,25.70,5.30,65.30
9.86,-93.18,0.70,36.63,25.90,5.40,63.50
9.92,-93.15,1.27,36.40,25.70,5.70,64.30
9.98,-93.35,2.67,36.30,26.30,5.30,63.20
10.11,-93.23,2.61,36.22,26.30,5.30,63.80
10.18,-93.08,0.87,36.17,27.80,5.30,63.10
10.30,-93.30,2.98,35.70,24.90,5.30,65.30
10.37,-93.05,3.64,35.42,27.20,5.60,64.20
10.43,-93.51,0.71,35.16,25.90,5.20,66.50
10.49,-92.87,20.38,33.57,24.60,4.80,59.10
10.62,-92.33,15.95,33.92,25.30,5.00,120.00
10.69,-92.37,18.44,33.78,24.80,4.60,120.00
10.75,-92.14,16.08,33.83,25.00,4.90,120.00
10.81,-92.11,16.12,33.86,24.50,4.60,120.00
10.94,-92.17,16.28,33.94,24.30,5.20,48.40
11.01,-92.14,16.21,33.77,24.10,4.90,120.00
11.07,-92.09,16.21,33.90,25.10,4.60,120.00
11.13,-92.11,16.21,33.88,24.70,5.00,120.00
11.26,-92.10,16.27,33.92,24.50,4.50,29.90
11.32,-92.05,15.62,33.87,24.50,5.20,120.00
11.39,-92.10,15.76,33.92,24.90,4.40,12.90
11.45,-92.22,16.97,33.46,24.60,4.40,120.00
11.58,-92.07,17.10,33.44,24.30,4.50,120.00
11.64,-92.33,17.11,33.39,24.30,4.20,120.00
11.71,-92.33,15.25,33.96,24.20,5.10,120.00
11.77,-92.13,14.28,34.25,25.20,5.20,120.00
11.90,-92.52,13.16,34.34,24.20,4.10,70.50
11.96,-92.55,12.87,34.34,25.20,4.80,74.20
12.03,-92.69,13.37,34.19,25.90,4.50,46.20
12.09,-92.70,13.08,34.20,25.70,4.30,65.70
12.22,-92.66,13.23,34.23,24.60,4.40,120.00
12.28,-92.63,13.37,34.19,24.70,4.30,72.00
12.34,-92.48,12.76,34.23,25.10,4.40,120.00
12.41,-92.61,13.10,34.16,25.10,4.50,63.80
12.54,-92.54,13.13,33.89,25.00,4.70,120.00
12.60,-92.44,12.79,33.94,24.40,4.70,67.20
12.66,-92.58,14.18,33.47,25.00,4.60,120.00
12.73,-92.60,13.88,33.50,24.70,4.70,120.00
12.85,-91.67,7.96,34.17,24.90,4.80,120.00
12.92,-92.74,13.49,33.12,24.30,4.70,68.40
12.98,-93.16,13.56,33.00,24.50,5.00,120.00
13.04,-93.05,12.90,33.17,24.50,5.00,51.70
13.17,-93.02,12.79,33.11,26.30,4.90,120.00
13.24,-92.93,12.35,33.28,25.30,4.70,56.90
13.30,-93.11,10.18,33.69,24.70,4.10,64.80
13.36,-93.05,10.55,33.66,26.70,4.60,74.80
13.49,-93.31,11.07,33.45,25.60,4.80,120.00
13.56,-93.27,11.49,33.34,25.30,4.80,67.70
13.62,-93.12,11.83,33.12,25.50,4.50,120.00
13.68,-93.30,12.08,33.17,24.40,4.70,65.90
13.81,-93.28,12.55,32.87,25.20,4.40,120.00
13.87,-93.29,13.37,32.79,25.70,5.00,120.00
13.94,-93.21,12.26,33.17,25.50,4.10,72.20
14.00,-93.33,11.20,33.29,26.00,4.80,91.80
14.13,-93.38,12.04,33.26,25.30,4.50,120.00
14.19,-93.22,11.54,33.18,25.90,4.20,120.00
14.26,-91.52,6.04,33.74,25.50,4.90,120.00
14.32,-92.96,19.34,31.84,24.30,4.80,120.00
14.45,-92.40,17.39,32.24,24.80,3.90,120.00
14.51,-92.33,17.43,32.37,25.40,4.70,120.00
14.57,-92.33,17.45,32.38,24.80,4.70,59.00
14.64,-92.36,17.41,32.32,24.70,4.80,120.00
14.77,-92.33,17.38,32.50,24.00,5.30,120.00
14.83,-92.29,17.39,32.38,24.60,5.00,120.00
14.89,-92.37,17.44,32.32,24.90,4.80,120.00
14.96,-92.40,17.55,32.39,24.30,5.50,29.70
15.08,-92.48,17.52,32.32,24.60,4.70,120.00
15.15,-92.36,17.55,32.42,24.20,4.80,19.70
15.21,-92.37,17.42,32.25,25.40,5.20,120.00
15.27,-92.40,17.72,32.29,23.80,5.20,120.00
15.40,-92.38,17.60,32.28,25.20,5.10,120.00
15.47,-92.38,17.58,32.28,24.70,4.20,120.00
15.53,-92.40,17.47,32.39,24.10,4.80,120.00
15.59,-92.24,17.36,32.43,24.60,4.50,120.00
15.72,-92.35,21.54,32.29,25.60,4.60,120.00
15.79,-92.12,18.29,32.61,23.90,4.50,120.00
15.85,-92.17,18.18,32.82,23.60,3.90,120.00
15.91,-92.14,18.32,32.57,23.90,4.40,120.00
16.04,-92.14,18.43,32.69,24.80,4.70,28.40
16.10,-92.24,17.00,32.67,24.80,4.20,120.00
16.17,-92.30,17.14,32.65,25.00,4.20,49.40
16.23,-92.35,17.57,32.59,24.00,3.80,16.40
16.36,-92.55,18.57,32.35,23.90,3.90,120.00
16.42,-92.25,18.40,32.21,25.70,4.90,120.00
16.49,-92.35,18.01,32.21,25.10,4.50,120.00
16.55,-92.22,18.30,32.07,24.20,4.30,23.80
16.68,-92.32,19.07,32.13,24.10,4.90,120.00
16.74,-92.32,18.13,31.96,24.80,4.70,0.00
16.81,-92.32,18.35,32.09,24.60,5.20,120.00
16.87,-92.32,17.76,32.21,24.40,4.10,120.00
17.00,-92.26,18.51,31.98,24.80,4.80,120.00
17.06,-92.32,18.30,32.07,24.70,5.30,120.00
17.12,-92.38,18.51,32.22,25.10,4.80,120.00
17.19,-93.10,18.05,32.59,24.60,5.00,120.00
17.31,-91.52,15.27,31.85,24.30,5.10,1.60
17.38,-92.66,17.58,31.63,24.30,4.80,120.00
17.44,-96.33,23.19,31.10,25.20,4.90,120.00
17.51,-91.56,12.65,31.95,25.00,5.00,120.00
17.63,-93.76,13.16,31.32,25.40,5.00,51.30
17.70,-93.68,11.21,31.75,25.10,4.70,120.00
17.76,-93.71,11.04,32.01,25.30,4.50,120.00
17.82,-93.80,11.96,31.68,25.90,4.70,60.40
17.95,-96.45,10.06,31.81,26.20,4.60,52.30
18.02,-93.55,9.92,32.15,25.90,4.80,68.80
18.08,-93.82,10.84,31.88,25.60,4.70,120.00
18.14,-93.72,10.86,31.71,23.80,4.70,120.00
18.27,-93.84,11.29,31.56,26.50,4.80,41.50
18.33,-93.78,13.09,30.91,25.50,4.60,36.40
18.40,-93.90,13.16,30.67,25.70,4.60,120.00
18.46,-93.74,13.60,30.44,25.40,4.40,27.60
18.59,-97.07,14.61,34.67,25.40,4.90,30.90
18.65,-93.49,12.29,31.01,25.20,5.30,15.40
18.71,-94.00,10.31,31.29,25.90,5.00,20.50
18.78,-94.20,11.05,30.94,25.20,4.80,21.20
18.91,-94.45,10.75,30.79,25.00,4.80,36.40
18.97,-94.50,8.20,30.79,26.00,4.30,49.00
19.03,-94.34,8.40,31.08,26.20,4.30,57.30
19.10,-95.93,11.57,31.26,25.80,4.40,66.50
19.22,-98.39,10.28,31.42,25.60,4.90,61.20
19.29,-94.32,-0.75,32.78,28.70,4.90,37.00
19.35,-93.99,-1.10,31.41,29.90,4.20,29.40
19.48,-95.32,0.31,30.66,26.80,4.80,38.10
19.54,-95.44,1.19,30.28,29.80,4.30,40.80
19.61,-95.57,1.32,30.79,28.00,5.20,48.20
19.67,-96.44,0.48,30.73,30.40,4.80,46.60
19.80,-93.68,1.90,31.55,34.20,5.20,55.80
19.86,-94.84,2.23,31.49,28.90,5.90,61.80
19.92,-95.40,2.05,31.19,27.90,5.40,53.40
19.99,-97.15,2.58,32.24,27.20,5.20,49.00
20.11,-92.34,-3.93,34.42,35.70,4.60,32.10
20.18,-93.57,-4.87,33.67,27.60,5.00,25.00
20.24,-94.16,-7.63,35.24,120.00,4.80,25.70
20.30,-93.37,-8.97,34.94,39.80,4.60,31.90
20.43,-93.98,-8.95,35.04,120.00,5.00,33.90
20.49,-94.53,-9.80,34.83,29.50,5.50,42.70
20.56,-93.05,-6.79,34.71,33.40,5.30,40.30
20.62,-93.19,-5.44,34.95,26.60,5.30,40.70
20.75,-94.70,-4.11,35.17,26.80,5.40,41.60
20.81,-94.21,-1.45,35.21,28.50,5.50,42.10
20.87,-93.04,-2.42,35.80,28.50,5.10,47.80
20.94,-93.38,-1.58,36.00,30.90,4.90,47.60
21.07,-93.05,-0.90,35.96,25.40,5.10,46.60
21.13,-93.70,-0.46,35.57,28.60,5.20,56.40
21.19,-94.13,1.91,34.30,25.60,5.20,58.00
21.26,-95.11,0.55,34.63,28.40,5.50,61.30
21.38,-93.24,0.46,34.18,29.20,5.60,54.70
21.45,-94.46,-0.08,33.85,26.30,5.50,55.10
21.51,-92.94,3.74,32.51,29.60,5.70,59.30
21.58,-93.34,1.51,33.67,27.80,5.60,45.50
21.70,-92.48,1.45,33.98,29.10,6.00,63.40
21.77,-91.08,1.95,34.54,29.00,6.10,57.70
21.83,-95.71,4.07,35.24,26.00,5.50,61.10
21.89,-93.88,-0.91,35.04,27.30,5.90,62.00
22.02,-93.70,-1.89,34.82,28.10,6.10,58.50
22.09,-93.87,2.50,34.59,27.20,5.30,39.60
22.15,-93.30,-5.07,33.82,27.20,5.80,60.60
22.21,-92.89,-16.88,33.89,27.60,6.10,60.60
22.34,-90.30,7.82,40.16,25.30,4.90,76.10
22.41,-94.06,13.64,31.13,25.50,5.10,11.00
22.47,-95.10,10.29,26.89,26.30,5.00,16.30
22.53,-94.17,8.07,31.06,26.90,5.70,59.80
22.66,-91.47,5.61,39.98,26.40,5.70,67.00
22.72,-91.85,5.71,39.18,26.10,5.40,69.70
22.79,-91.90,5.40,39.08,26.20,5.80,70.30
22.85,-91.86,5.48,38.84,26.20,5.40,69.90
22.98,-91.80,6.45,38.62,25.50,5.30,64.40
23.04,-92.50,7.40,38.33,25.90,5.20,76.90
23.11,-92.25,8.23,37.23,26.00,5.20,66.80
23.17,-92.29,9.63,36.96,26.00,5.00,68.70
23.30,-92.39,10.59,36.44,25.00,4.90,78.70
23.36,-92.41,11.18,35.95,26.00,5.10,120.00
23.43,-92.30,11.57,35.83,25.80,4.80,67.00
23.49,-92.38,12.04,35.60,24.70,4.90,120.00
23.62,-92.35,12.97,35.38,25.20,4.50,120.00
23.68,-92.29,13.36,35.38,24.80,4.90,120.00
23.74,-92.19,12.43,35.77,24.90,5.00,120.00
23.87,-92.27,12.15,35.70,26.30,5.20,120.00
23.94,-92.32,12.22,35.43,25.60,5.00,79.90
24.00,-92.27,11.49,35.64,25.40,5.60,120.00
24.13,-92.58,13.37,35.45,24.70,5.00,68.30
24.19,-91.78,4.87,36.33,26.10,5.20,66.20
24.25,-92.96,6.90,35.77,25.20,5.20,72.70
24.32,-93.32,7.28,35.67,25.90,5.10,67.60
24.44,-92.85,8.29,35.86,26.30,5.30,71.50
24.51,-92.19,9.47,36.25,25.50,5.20,80.80
24.57,-92.26,9.33,36.82,25.60,5.10,78.30
24.64,-92.41,9.99,36.49,25.60,5.10,63.80
24.76,-92.59,9.54,36.43,26.20,5.00,60.10
24.82,-92.35,9.88,36.33,24.80,5.30,73.10
24.89,-92.22,10.17,36.07,25.50,5.40,120.00
24.95,-92.80,11.29,34.95,25.40,5.60,120.00
25.08,-93.37,10.95,34.47,25.10,5.20,63.60
25.14,-92.99,10.06,34.55,25.30,5.00,72.00
25.21,-93.30,9.89,34.62,25.10,5.00,64.60
25.27,-92.86,9.18,34.62,25.60,5.50,120.00
25.40,-93.26,8.96,34.28,26.20,5.30,65.60
25.46,-93.44,9.78,33.91,25.60,5.10,85.40
25.52,-93.43,9.74,33.94,25.60,5.10,69.00
25.59,-93.24,8.75,34.38,25.60,5.10,60.90
25.71,-93.55,10.30,34.55,25.40,5.20,72.70
25.78,-93.37,7.78,34.30,26.20,5.20,69.40
25.84,-93.31,7.79,34.30,26.00,5.10,66.60
25.90,-93.52,7.88,34.27,25.90,5.30,63.90
26.03,-93.51,7.07,34.31,25.90,5.30,120.00
26.09,-93.38,6.43,34.55,25.40,5.50,69.70
26.16,-93.36,6.70,34.47,26.80,5.70,62.40
26.22,-93.85,10.32,33.97,27.10,5.00,64.70
26.35,-93.66,8.61,33.88,25.80,5.30,66.30
26.41,-93.19,6.18,34.68,27.20,5.10,71.50
26.48,-93.87,8.86,32.98,26.20,5.70,77.50
26.54,-94.06,8.14,30.87,26.40,5.20,71.10
26.67,-93.95,17.20,33.46,25.60,4.60,60.90
26.73,-93.88,10.78,32.52,26.00,4.90,67.10
26.80,-93.65,10.75,32.23,25.70,5.20,60.30
26.86,-93.68,9.75,33.01,25.50,4.40,57.50
26.99,-93.79,10.05,32.09,26.00,4.90,40.80
27.05,-93.35,8.72,32.60,26.50,5.20,120.00
27.11,-93.98,17.11,29.61,25.70,4.60,9.50
27.18,-93.85,15.80,29.66,24.90,4.70,9.00
27.31,-93.71,14.11,29.80,25.30,4.60,9.60
27.37,-93.88,13.70,30.56,25.10,4.60,12.30
27.43,-93.74,10.58,31.89,25.00,4.80,49.00
27.50,-93.76,10.43,32.11,26.00,4.70,120.00
27.62,-93.88,10.58,32.34,25.40,4.50,56.30
27.69,-93.72,9.07,32.92,26.00,4.90,120.00
27.75,-93.65,9.12,32.83,25.20,4.60,69.80
27.82,-93.96,9.53,32.90,26.40,5.10,120.00
27.94,-89.34,6.39,31.14,26.90,4.80,71.10
28.01,-94.64,3.83,31.47,26.60,5.30,68.50
28.07,-94.65,4.66,31.10,26.40,5.60,63.60
28.20,-94.73,6.10,30.88,28.60,4.90,68.50
28.26,-94.62,6.05,30.57,25.90,5.20,70.90
28.32,-94.68,6.56,30.33,27.30,4.60,69.00
28.39,-94.92,8.14,29.88,26.20,5.50,67.00
28.51,-94.73,7.29,29.98,27.20,5.40,60.90
28.58,-94.69,6.82,30.08,26.20,5.00,62.70
28.64,-94.80,7.80,29.64,27.20,5.20,120.00
28.70,-94.88,8.36,29.48,26.30,5.20,120.00
28.83,-94.85,9.71,29.11,25.50,4.80,65.00
28.90,-94.89,9.20,29.28,26.20,5.30,94.30
28.96,-94.90,7.94,29.91,26.10,5.10,61.10
29.02,-94.49,5.89,30.51,26.90,5.00,66.40
29.15,-94.67,5.40,30.98,27.50,5.20,66.30
29.21,-94.74,6.33,30.84,27.50,5.20,89.00
29.28,-94.60,5.91,30.97,28.00,5.50,62.40
29.34,-94.69,6.43,30.55,26.80,5.60,71.00
29.47,-93.63,3.05,30.79,26.00,4.80,61.30
29.53,-95.04,10.68,29.71,26.20,5.00,120.00
29.60,-94.74,10.09,29.69,26.90,4.90,69.70
29.66,-94.64,9.29,29.77,26.40,5.30,60.60
29.79,-94.59,9.55,29.61,26.00,5.30,52.70
29.85,-94.59,10.24,29.24,26.40,5.00,39.70
29.92,-94.91,8.53,29.02,27.80,5.20,26.50
29.98,-94.92,8.83,28.98,27.20,5.20,24.40
30.11,-94.96,6.85,29.47,28.20,5.00,35.70
30.17,-94.49,5.96,29.25,28.30,5.20,52.20
30.24,-95.37,8.04,29.00,27.00,5.30,53.30
30.30,-95.36,8.17,28.80,27.10,5.10,55.50
30.43,-95.17,7.45,29.10,28.10,5.00,63.90
30.49,-94.99,5.80,29.60,28.00,5.00,61.90
30.55,-94.79,4.82,30.41,26.60,5.00,62.70
30.62,-94.96,6.12,30.16,27.00,5.30,60.70
30.74,-98.60,7.07,27.48,26.80,5.00,65.10
30.81,-93.60,14.42,31.83,24.90,4.60,120.00
30.87,-93.30,9.54,30.52,25.60,4.50,120.00
31.00,-93.90,11.47,31.07,25.50,4.50,120.00
31.06,-93.18,7.55,30.99,28.50,4.30,21.60
31.13,-94.53,4.82,31.07,27.60,5.00,21.50
31.19,-94.50,4.05,31.36,26.80,4.90,23.60
31.32,-94.38,4.08,31.54,26.60,5.10,23.80
31.38,-93.03,8.91,32.68,26.20,4.50,45.20
31.44,-94.27,9.59,32.29,24.70,4.60,49.10
31.51,-94.34,5.80,32.82,25.90,4.80,65.30
31.63,-93.62,7.49,32.95,25.00,4.30,61.30
31.70,-94.04,6.23,33.04,26.30,4.50,60.70
31.76,-92.33,9.08,32.62,24.80,4.80,120.00
31.83,-93.22,13.48,33.62,24.60,4.60,61.10
31.95,-93.24,13.31,33.45,24.50,4.40,120.00
32.02,-92.96,6.86,33.25,24.80,4.40,42.40
32.08,-93.86,8.28,32.81,26.00,4.20,27.30
32.15,-93.80,7.84,32.65,26.20,4.30,14.00
32.27,-94.34,10.53,32.11,25.90,4.60,9.20
32.34,-93.58,11.77,30.80,25.80,4.40,7.90
32.40,-94.36,11.70,30.88,25.40,4.30,8.00
32.47,-94.07,7.80,30.76,25.60,4.10,8.90
32.59,-94.45,7.02,30.56,26.00,4.20,9.70
32.66,-94.31,6.23,30.15,26.00,4.30,10.10
32.72,-94.84,13.27,29.20,25.50,4.30,15.60
32.78,-95.68,8.57,27.82,25.20,4.60,14.20
32.91,-95.78,9.59,30.07,25.20,4.30,9.60
32.97,-95.29,1.98,29.11,28.20,4.30,6.10
33.04,-95.90,3.39,28.35,28.20,4.80,6.80
33.10,-96.03,3.34,28.25,27.20,4.70,8.50
33.23,-95.12,10.22,31.31,25.80,4.40,7.40
33.29,-93.37,6.10,33.13,24.80,5.80,7.70
33.36,-92.82,8.27,33.40,25.90,5.00,7.10
33.42,-93.19,7.04,33.64,23.90,4.80,6.50
