# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
13.75,-37.51,11.25,104.17,120.00,45.40,25.20
13.81,-41.26,0.11,83.61,120.00,120.00,26.40
13.88,-43.88,3.80,89.13,120.00,38.10,26.00
14.00,-45.18,4.38,86.29,120.00,39.00,34.80
14.07,-34.47,-7.77,97.22,120.00,36.10,28.90
14.13,-30.96,-21.33,97.78,120.00,40.70,22.40
14.20,-35.16,2.33,98.47,120.00,37.60,23.40
14.32,-32.31,-9.44,94.46,120.00,41.50,24.10
14.39,-38.28,-2.20,86.60,120.00,35.50,27.40
14.45,-30.27,1.31,97.38,120.00,34.30,27.30
14.51,-45.52,-4.46,92.10,120.00,34.40,25.40
14.64,-54.70,22.87,76.63,120.00,33.60,49.70
14.70,-42.27,18.51,89.14,120.00,33.00,19.90
14.77,-45.72,24.90,91.61,120.00,35.10,23.60
14.83,-42.25,-1.66,95.78,120.00,39.40,20.70
14.96,-32.10,-6.81,97.64,120.00,39.00,21.10
15.02,-44.06,31.20,85.36,120.00,31.20,120.00
15.08,-53.03,14.37,84.54,120.00,32.20,120.00
15.15,-51.30,13.93,84.86,120.00,33.40,120.00
15.28,-56.14,16.30,84.41,0.00,34.50,32.70
15.34,-46.70,3.64,93.54,120.00,38.40,23.50
15.40,-45.82,13.59,88.94,120.00,39.00,24.10
15.47,-39.01,9.97,90.90,120.00,41.70,22.30
15.59,-41.44,14.06,88.69,26.50,39.80,24.50
15.66,-35.89,4.12,92.42,120.00,39.10,30.00
15.72,-48.18,39.94,84.56,120.00,24.00,120.00
15.78,-45.27,32.81,87.13,120.00,35.50,120.00
15.91,-37.52,11.71,92.83,120.00,39.90,30.00
15.98,-36.75,-1.84,92.09,126.30,47.80,22.20
16.04,-39.89,-2.36,89.90,120.00,43.70,24.20
16.10,-48.27,14.81,91.22,120.00,37.60,31.00
16.23,-45.07,8.88,91.16,120.00,42.70,25.70
16.30,-41.46,0.61,92.37,90.30,44.20,25.10
16.36,-39.81,7.81,90.82,120.00,41.60,28.70
16.42,-50.56,29.13,86.95,120.00,35.50,120.00
16.55,-39.10,-0.76,90.20,120.00,120.00,120.00
16.61,-35.20,2.98,92.78,120.00,44.90,70.80
16.68,-41.29,24.66,88.26,120.00,30.80,120.00
16.74,-41.87,35.27,83.73,120.00,34.00,120.00
16.87,-26.57,-10.44,92.27,120.00,46.90,24.20
16.93,-33.95,2.33,94.90,120.00,54.70,25.50
17.00,-36.26,6.20,93.42,120.00,47.90,29.70
17.06,-39.91,5.25,94.09,120.00,48.10,25.10
17.19,-36.87,-10.30,96.35,120.00,120.00,23.70
17.25,-30.09,-19.89,93.76,120.00,120.00,21.50
17.31,-37.72,-7.39,93.02,120.00,45.60,25.80
17.38,-43.16,15.04,91.05,120.00,38.60,120.00
17.51,-37.67,11.99,93.11,120.00,43.10,120.00
17.57,-33.15,-2.91,95.83,120.00,52.60,26.70
17.63,-33.45,-5.77,95.40,120.00,120.00,27.00
17.70,-44.03,8.27,87.98,120.00,44.00,0.00
17.83,-42.85,21.76,91.28,120.00,37.80,120.00
17.89,-39.72,6.99,87.05,120.00,48.50,120.00
17.95,-33.85,-4.44,94.85,120.00,61.00,26.80
18.02,-35.93,1.92,94.39,120.00,56.30,28.30
18.14,-44.18,11.58,90.04,120.00,48.60,120.00
18.21,-47.40,2.88,86.47,120.00,41.10,120.00
18.27,-45.26,25.77,88.29,120.00,43.10,120.00
18.34,-43.82,-11.56,91.20,120.00,57.70,24.60
18.46,-38.77,-13.98,93.93,120.00,120.00,25.70
18.53,-40.34,16.47,92.51,120.00,41.40,120.00
18.59,-43.80,39.49,84.99,120.00,29.90,120.00
18.65,-33.16,31.93,85.11,120.00,42.40,120.00
18.78,-28.53,-4.79,97.67,63.80,55.20,26.30
18.85,-31.95,0.86,95.82,120.00,55.30,35.20
18.91,-32.25,5.87,95.43,120.00,55.90,32.60
18.97,-35.88,2.00,95.50,120.00,58.80,32.30
19.10,-34.40,-5.21,95.29,120.00,120.00,25.00
19.16,-32.93,-15.14,95.33,121.20,120.00,24.20
19.23,-30.44,-19.17,94.53,120.00,77.00,25.60
19.29,-34.05,1.61,85.42,120.00,50.70,120.00
19.35,-43.18,28.94,87.41,120.00,42.70,120.00
19.48,-38.34,11.56,94.02,120.00,53.70,120.00
19.54,-33.15,-16.17,94.92,120.00,120.00,24.10
19.61,-33.74,-10.29,96.22,120.00,120.00,23.90
19.73,-33.50,-12.42,96.08,120.00,68.00,24.00
19.80,-42.86,16.19,89.54,120.00,48.50,120.00
19.86,-46.08,18.28,88.32,120.00,47.30,120.00
19.92,-48.11,17.52,90.87,120.00,50.00,120.00
20.05,-39.59,-10.10,90.54,120.00,120.00,23.60
20.12,-37.93,-21.43,91.80,120.00,120.00,23.80
20.18,-46.31,4.76,89.94,120.00,49.60,120.00
20.24,-47.96,21.24,89.85,120.00,46.20,120.00
20.37,-42.83,-0.22,90.38,120.00,55.40,34.30
20.44,-43.82,-1.11,90.82,67.00,54.50,32.80
20.50,-36.94,-2.28,89.72,120.00,120.00,32.60
20.56,-40.50,-4.22,95.20,120.00,59.10,27.50
20.69,-37.14,-6.28,92.22,120.00,61.00,30.30
20.75,-44.18,9.26,100.04,120.00,53.20,25.00
20.82,-43.07,6.84,86.52,120.00,56.20,58.00
20.88,-31.12,-0.99,100.61,120.00,56.20,31.30
21.01,-26.07,-11.66,87.18,120.00,120.00,26.20
21.07,-33.31,-8.38,83.78,120.00,58.20,24.40
21.13,-41.51,-6.96,92.27,120.00,52.00,23.20
21.20,-42.56,12.22,94.35,120.00,45.90,25.10
21.32,-36.38,12.93,98.68,120.00,45.30,23.40
21.39,-31.46,7.17,101.30,120.00,46.10,21.40
21.45,-43.70,3.83,91.49,120.00,50.00,20.00
21.51,-37.34,-6.11,94.40,120.00,53.60,20.20
21.64,-39.52,-4.75,93.96,120.00,49.60,21.50
21.70,-50.06,9.26,87.17,120.00,46.00,21.40
21.77,-49.39,2.94,91.27,120.00,120.00,21.00
21.83,-40.81,-6.30,93.66,120.00,50.80,19.70
21.96,-54.34,10.21,86.65,120.00,41.30,13.20
22.02,-57.75,23.08,74.89,120.00,37.40,9.20
22.09,-52.53,1.30,86.75,120.00,48.90,21.80
22.15,-43.34,-14.94,90.30,120.00,54.30,21.10
22.28,-51.73,-5.16,87.13,120.00,52.80,21.60
22.34,-51.98,24.98,82.64,120.00,30.50,120.00
22.40,-51.76,6.38,85.93,120.00,40.40,23.60
22.47,-51.36,1.94,86.35,120.00,45.30,23.70
22.60,-52.98,7.06,85.22,120.00,50.70,24.20
22.66,-51.52,8.43,87.66,120.00,41.80,11.00
22.72,-49.08,3.06,86.93,120.00,42.40,21.40
22.85,-51.82,6.42,84.67,120.00,41.10,26.90
22.91,-52.55,21.74,84.76,120.00,37.50,56.90
22.98,-48.02,8.79,88.23,120.00,45.40,23.80
23.04,-47.71,3.89,89.87,120.00,48.50,22.60
23.17,-39.53,-12.77,90.70,120.00,49.20,22.70
23.23,-55.67,30.07,81.54,120.00,34.40,120.00
23.30,-53.31,19.26,83.48,120.00,40.50,120.00
23.36,-49.65,5.92,87.91,120.00,48.10,23.90
23.49,-49.75,1.86,89.40,120.00,51.20,21.40
23.55,-49.85,0.70,89.39,120.00,50.20,20.70
23.61,-48.12,15.43,83.86,120.00,43.40,38.50
23.68,-55.69,24.49,82.73,120.00,35.70,120.00
23.80,-52.37,19.84,84.81,120.00,39.20,120.00
23.87,-48.18,2.69,87.56,120.00,47.00,22.50
23.93,-45.54,-2.91,88.45,120.00,48.80,23.30
23.99,-44.44,-9.79,79.45,120.00,44.80,36.10
24.12,-48.38,23.60,88.45,120.00,38.50,120.00
24.18,-50.95,4.08,87.94,120.00,45.20,24.60
24.25,-43.94,-3.50,91.23,120.00,48.50,24.00
24.38,-43.02,0.06,85.18,120.00,46.30,39.00
24.44,-49.58,16.06,87.47,120.00,41.70,120.00
24.50,-49.41,10.47,88.31,120.00,44.90,120.00
24.57,-44.77,7.03,90.03,120.00,45.00,27.20
24.70,-41.55,3.22,85.83,120.00,42.60,120.00
24.76,-49.99,44.06,82.48,120.00,34.10,120.00
24.82,-28.15,-13.70,91.71,120.00,48.00,31.40
24.89,-38.34,1.44,93.07,120.00,120.00,28.10
25.01,-42.46,10.53,91.65,120.00,43.40,120.00
25.08,-49.18,22.63,91.93,120.00,40.30,120.00
25.14,-38.69,-13.37,89.16,46.30,64.40,22.00
25.21,-36.70,-18.88,91.66,120.00,67.70,22.40
25.33,-42.66,10.36,90.30,120.00,43.20,120.00
25.40,-53.43,30.45,86.80,120.00,40.70,120.00
25.46,-32.26,-19.49,90.03,120.00,52.80,22.80
25.52,-38.38,-14.60,93.79,120.00,50.60,24.60
25.65,-57.33,31.02,82.15,120.00,41.20,120.00
25.72,-38.03,-3.12,90.86,120.00,44.60,39.30
25.78,-42.89,-1.38,91.49,120.00,49.50,25.20
25.84,-41.13,0.70,91.24,120.00,48.60,25.50
25.97,-47.03,13.70,90.43,120.00,40.10,120.00
26.04,-56.84,37.29,84.15,120.00,34.70,120.00
26.10,-34.54,-1.46,87.54,120.00,47.80,120.00
26.16,-24.31,-6.58,95.79,120.00,52.40,26.70
26.29,-36.88,9.82,92.38,120.00,41.60,120.00
26.36,-49.20,27.38,91.47,120.00,42.20,120.00
26.42,-36.03,-4.90,92.14,120.00,46.80,32.00
26.48,-39.48,-2.59,94.37,120.00,44.80,27.70
26.61,-37.85,0.03,95.53,120.00,59.90,35.40
26.68,-45.56,21.18,89.65,120.00,42.10,120.00
26.74,-51.15,30.19,86.72,120.00,40.10,120.00
26.80,-39.81,-6.84,90.93,120.00,55.30,28.80
26.93,-35.59,-7.04,92.44,72.40,57.50,27.00
27.00,-41.07,4.26,94.28,120.00,44.60,120.00
27.06,-57.05,37.89,78.07,120.00,36.20,120.00
27.12,-52.26,40.73,82.53,120.00,36.90,120.00
27.25,-31.42,-22.47,90.53,120.00,68.90,23.70
27.31,-39.11,-7.39,94.04,120.00,52.60,28.30
27.38,-42.73,-5.77,87.35,120.00,48.40,43.50
27.44,-40.31,5.62,92.97,120.00,43.30,120.00
27.57,-42.76,11.18,94.73,120.00,48.40,120.00
27.63,-38.21,-9.55,91.52,120.00,58.40,25.60
27.69,-46.70,16.42,86.51,120.00,42.60,120.00
27.76,-48.97,23.77,85.97,120.00,42.00,120.00
27.89,-52.17,25.70,83.26,120.00,43.20,120.00
27.95,-33.33,-14.42,91.29,40.40,66.60,25.60
28.01,-38.10,-0.65,95.85,120.00,57.20,26.60
28.08,-37.28,-3.03,95.97,120.00,58.20,26.00
28.20,-28.44,-11.43,101.21,5.20,120.00,23.20
28.27,-19.56,-23.35,91.00,120.00,120.00,23.30
28.33,-27.36,-13.50,89.52,120.00,120.00,24.30
28.39,-38.66,-3.02,100.85,120.00,55.30,120.00
28.52,-39.79,11.07,99.38,120.00,49.00,120.00
28.59,-42.12,5.07,74.44,120.00,48.80,120.00
28.65,-45.00,16.52,94.99,120.00,38.00,120.00
28.71,-44.12,26.97,94.84,120.00,36.20,120.00
28.84,-27.37,17.02,89.98,120.00,34.80,120.00
28.90,-34.94,11.56,95.39,120.00,31.00,120.00
28.97,-45.01,26.39,91.07,120.00,25.10,120.00
29.03,-45.12,30.76,86.94,48.40,22.80,120.00
29.16,-47.92,29.61,86.42,120.00,28.60,120.00
29.22,-46.52,24.48,89.22,120.00,30.20,40.20
29.29,-42.80,-4.62,89.90,101.20,37.30,23.30
29.35,-54.36,31.20,80.85,120.00,30.20,120.00
29.48,-53.34,32.06,81.38,120.00,31.50,120.00
29.54,-40.07,10.66,92.36,120.00,33.40,29.50
29.61,-45.95,17.52,87.65,120.00,32.20,37.20
29.67,-47.43,12.99,88.20,120.00,33.40,32.60
29.80,-47.73,16.00,89.59,120.00,35.90,27.90
29.86,-38.43,-9.85,91.95,11.20,43.00,23.10
29.92,-42.93,-3.52,92.47,120.00,44.80,23.60
29.99,-43.59,4.78,92.07,120.00,37.40,25.30
30.11,-40.19,6.93,90.70,120.00,33.00,24.90
30.18,-42.91,10.14,90.63,120.00,34.40,25.60
30.24,-43.37,10.21,89.95,120.00,34.40,28.50
30.37,-45.23,10.64,89.70,82.90,34.20,27.80
30.43,-47.39,10.46,89.87,120.00,34.90,26.90
30.50,-44.26,6.80,91.78,120.00,35.50,25.90
30.56,-38.45,3.00,93.73,120.00,39.90,25.00
30.69,-38.18,1.31,93.85,120.00,41.20,23.90
30.75,-36.72,2.06,93.05,120.00,44.00,25.40
30.82,-29.47,-0.11,95.65,120.00,45.80,24.70
30.88,-34.03,-0.38,95.95,120.00,47.20,23.90
31.01,-30.56,-0.74,95.38,120.00,47.70,24.10
31.07,-35.50,-4.24,96.11,120.00,50.30,23.30
31.14,-38.96,-7.56,94.24,120.00,44.40,22.90
31.20,-29.57,-11.00,96.84,120.00,49.30,23.60
31.33,-38.49,25.68,96.08,120.00,25.30,120.00
31.39,-49.82,54.91,62.57,120.00,8.90,120.00
31.45,-59.38,56.98,54.10,120.00,5.50,120.00
31.52,-44.79,79.97,42.74,120.00,3.80,120.00
31.65,-45.72,75.89,38.51,120.00,3.40,120.00
31.71,-43.52,79.64,35.29,120.00,3.30,120.00
31.77,-39.03,79.71,28.95,120.00,2.90,120.00
31.84,-36.52,95.66,4.72,120.00,2.20,58.60
31.96,-36.69,98.00,-2.45,120.00,2.50,61.80
32.03,-33.42,90.41,5.99,9.30,2.30,54.70
32.09,-33.42,90.31,6.13,5.40,2.30,20.30
32.16,-33.44,90.32,6.07,3.20,2.90,8.80
32.28,-33.47,90.44,6.07,2.60,2.70,3.50
32.35,-33.46,90.31,6.04,1.90,2.60,3.60
32.41,-33.34,90.50,6.03,4.40,2.60,5.10
32.47,-33.42,90.33,6.11,2.90,2.40,52.20
32.60,-33.44,90.30,6.15,2.20,1.90,53.70
32.66,-33.34,90.34,6.26,2.80,2.50,59.40
32.73,-27.60,81.82,28.00,1.70,2.60,60.70
32.79,-54.44,77.44,24.10,2.80,2.30,120.00
32.92,-54.12,68.89,38.04,120.00,2.40,45.70
32.98,-46.15,23.08,83.06,120.00,2.40,67.80
33.05,-46.95,25.28,83.98,67.00,2.70,62.80
33.11,-44.34,28.16,83.28,120.00,2.20,54.50
33.24,-39.15,14.94,91.75,120.00,7.70,56.90
33.30,-44.09,28.59,84.68,120.00,8.70,80.00
33.37,-48.99,45.31,76.54,120.00,6.70,77.60
33.43,-49.76,38.53,78.09,120.00,2.50,94.10
33.56,-39.66,34.36,82.05,120.00,1.90,119.00
33.62,-45.19,45.40,79.51,120.00,2.00,110.00
33.69,-46.26,26.95,77.59,120.00,2.60,45.10
33.75,-54.95,27.63,88.09,120.00,2.80,29.50
33.88,-59.00,-0.78,83.75,120.00,36.50,23.10
33.94,-41.96,-15.78,86.22,120.00,120.00,23.90
34.00,-37.13,-19.98,94.41,120.00,120.00,25.60
34.07,-41.72,-20.23,84.77,123.60,120.00,26.90
34.20,-40.22,-17.37,94.71,120.00,120.00,24.30
34.26,-44.70,-18.41,90.41,120.00,120.00,24.30
34.32,-42.79,-18.15,91.01,120.00,120.00,25.00
34.39,-41.35,-26.48,90.73,120.00,120.00,23.90
34.52,-41.62,-21.88,91.29,120.00,116.90,24.20
34.58,-42.77,-13.17,92.22,120.00,47.70,24.20
34.64,-36.47,-4.35,99.89,120.00,42.00,23.30
34.71,-38.48,-4.55,98.46,120.00,39.30,24.20
34.84,-43.19,-16.06,78.37,120.00,38.00,26.00
34.90,-56.26,17.73,88.43,120.00,32.60,28.10
34.96,-50.38,7.48,89.56,120.00,33.00,26.60
35.03,-41.63,-7.17,97.98,0.50,34.70,24.70
35.16,-43.41,2.43,89.23,120.00,34.30,25.60
35.22,-47.26,10.24,86.22,120.00,34.30,25.70
35.28,-38.51,-17.06,96.47,120.00,120.00,27.00
35.35,-37.50,-3.94,96.47,120.00,40.10,25.00
35.47,-39.49,-4.61,94.45,120.00,38.80,25.00
35.54,-40.29,-0.45,95.19,120.00,35.80,26.30
35.60,-38.00,-3.28,90.19,120.00,40.40,27.50
35.67,-40.08,-3.09,90.52,120.00,38.00,25.30
35.79,-45.11,-6.59,88.43,120.00,35.30,26.10
35.86,-46.36,-0.53,90.69,120.00,34.40,26.60
35.92,-46.66,-1.56,91.49,120.00,37.40,26.20
35.99,-48.21,-13.36,89.46,120.00,48.10,26.30
36.11,-41.58,-1.08,89.74,120.00,40.40,26.10
36.18,-45.36,-3.95,90.64,120.00,39.40,26.70
36.24,-47.25,-6.07,90.48,120.00,39.30,26.50
36.31,-48.90,-12.82,89.81,120.00,48.00,26.20
36.43,-51.11,-19.14,91.16,120.00,48.60,25.50
36.50,-47.64,4.39,88.78,120.00,34.20,28.40
36.56,-54.17,-20.82,91.75,120.00,45.50,27.20
36.63,-49.93,-15.51,90.30,120.00,37.60,27.30
36.75,-47.17,6.69,88.10,120.00,33.70,28.90
36.82,-46.12,6.20,86.11,120.00,34.20,30.70
36.88,-49.27,10.60,86.87,120.00,32.50,34.20
36.95,-52.75,-7.92,87.25,120.00,41.30,26.70
37.07,-51.55,6.07,86.33,120.00,35.30,29.20
37.14,-52.66,-2.60,87.05,120.00,43.40,26.30
37.20,-52.43,-17.26,92.22,120.00,43.10,26.30
37.27,-53.33,-2.81,89.03,0.00,40.60,27.50
37.39,-56.22,-12.89,87.12,120.00,41.50,26.10
37.46,-50.23,1.71,85.60,120.00,37.50,28.70
37.52,-49.80,-13.40,86.79,120.00,120.00,26.30
37.58,-50.53,-22.25,89.18,120.00,120.00,26.50
37.71,-47.66,-8.50,86.42,120.00,44.20,26.80
37.77,-53.50,-10.68,88.11,120.00,41.60,26.90
37.84,-50.89,4.11,83.20,120.00,40.00,28.00
37.90,-50.35,-7.12,86.90,120.00,47.00,26.30
38.03,-53.97,-12.25,86.33,30.40,120.00,25.80
38.09,-49.96,-25.99,83.21,120.00,120.00,27.50
38.16,-48.78,-27.42,85.28,120.00,120.00,27.50
38.22,-52.31,-28.35,84.00,120.00,120.00,27.00
38.35,-55.57,-11.63,87.10,120.00,120.00,26.80
38.41,-57.60,-1.79,84.83,120.00,38.30,28.60
38.48,-53.20,3.19,84.18,120.00,36.30,29.80
38.54,-52.53,-1.53,88.93,120.00,47.80,26.00
38.67,-57.29,-17.10,81.89,120.00,35.90,25.40
38.73,-56.05,-16.42,83.46,120.00,120.00,26.10
38.80,-57.87,-15.86,84.89,120.00,51.70,25.60
38.86,-62.49,-9.63,82.56,120.00,43.00,27.50
38.99,-59.78,-5.91,83.83,120.00,37.90,28.30
39.05,-56.29,11.92,81.81,120.00,32.50,70.50
39.11,-52.66,22.08,82.50,120.00,35.80,52.90
39.18,-56.79,-21.68,83.17,120.00,120.00,26.50
39.30,-59.33,-19.68,79.90,120.00,120.00,26.20
39.37,-51.49,-2.02,85.81,120.00,50.10,27.30
39.43,-53.05,-10.40,84.37,120.00,120.00,26.20
39.50,-56.67,-19.06,81.91,120.00,122.00,26.10
39.62,-54.47,-0.99,84.30,120.00,46.90,29.20
39.69,-52.06,-5.21,83.65,120.00,58.10,25.90
39.75,-60.31,-29.45,80.12,120.00,120.00,26.10
39.81,-63.06,-36.60,77.11,120.00,120.00,26.20
