# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
0.06,1,0,-35,23.6,-47.7,4.1,3.9,10.2,5.4,8.9,-146.9
0.12,1,0,-35.9,25.4,-48.9,3.8,3.4,10.8,5.4,8.8,-147.68
0.18,1,0,-35.9,25.4,-48.9,4.3,3.7,10.5,5.4,8.8,-148.41
0.25,1,0,-35.9,24.7,-48.6,4.3,3.9,11.1,5.4,8.8,-148.66
0.31,1,0,-36.5,26.8,-47.2,5.1,3.6,11,5.4,8.7,-149.19
0.37,1,0,-38.4,26.2,-47.5,5.2,3.8,10.7,5.1,8.9,-152.18
0.44,1,0,-36.6,27.4,-48.6,4.9,3.8,11,4.6,9.9,-162.75
0.5,1,0,-38.1,26.2,-47.5,5.5,4.2,10.8,4.6,10.2,-163.82
0.56,1,0,-38.1,26.2,-47.5,5.5,3.9,12.7,5,10.5,-165.76
0.63,1,0,-40.7,24.7,-50.8,7.1,4.1,23.5,5.1,10.4,-167.52
0.69,1,0,-41.9,18.5,-53.7,6.7,3.8,26.2,4.6,10.4,-176.53
0.75,1,5,-38.7,18.4,-52.8,7.6,4.3,37.8,4.6,10.4,179.13
0.81,1,0,-42.2,23.5,-49.6,6.6,4.3,42.5,3.5,10.5,172.59
0.88,1,0,-42.2,23.5,-49.6,6.7,3.9,51.4,4.2,10.7,161.07
0.94,1,0,-43.7,24.7,-51.4,6.7,4.6,51.3,3.9,10.5,150.07
1,1,0,-43.7,24.7,-51.4,6.6,4.3,56.2,2.8,9.4,-145.4
1.07,1,0,-43.4,21.5,-51.4,7,3.5,67.5,2.9,9.2,-144.63
1.13,1,5,-45.7,19.9,-53.5,7.9,4.5,51.4,3.2,9.1,-141.08
1.19,1,0,-45.7,19.9,-53.5,9.3,6.1,41.5,4.3,9.9,131.91
1.25,1,0,-56.2,20.5,-52.6,11.4,8.6,26.8,4.5,10,130.7
1.32,1,0,-57.3,16.6,-54.7,12.5,9.4,25.6,4.5,9.9,128.17
1.38,1,0,-57.3,16.6,-54.7,12.6,9.4,25.5,4.6,9.9,113.79
1.45,1,0,-59.2,18.1,-52.9,11.2,9.7,24.5,4.7,9.4,97.03
1.51,1,0,-59.5,21.2,-51.9,11.8,9.6,21,4.5,8.8,79.15
1.57,1,0,-61.6,17.9,-52.5,15.6,8.9,23.1,4.5,9.1,76.01
1.63,1,0,-61.6,17.9,-52.5,21.8,9.5,21.3,4.5,9.1,77.32
1.7,1,0,-66.4,9.1,-52.5,49.4,8.5,34.4,4.6,9.4,77.87
1.76,1,0,-64.7,5.1,-52.9,47.4,10.3,23,4.8,9.4,77.81
1.82,1,0,-64.7,5.1,-52.9,49.2,9.9,21.8,5.2,9.7,79.78
1.89,1,0,-64.6,1,-51,52.6,9.9,23.4,6.2,10.5,87.57
1.95,1,0,-61.6,4.2,-53.1,51.4,10.8,26.7,7.8,11.9,107.77
2.01,1,0,-62.6,3.7,-53.8,51.6,10,27.6,8.7,12.7,122.05
2.08,1,0,-65,7.3,-52.6,51.4,10.1,29.9,9.1,11.3,127.53
2.14,1,0,-71.9,20.9,-46.2,15.6,11.9,8.5,8.9,11.3,133.69
2.21,1,0,-71.9,20.9,-46.2,11.6,13,7.1,8.9,11.7,136.47
2.27,1,4,-70.1,23.6,-46.6,10.3,11.9,17.8,8.9,11.7,135.9
2.33,1,4,-71.3,12.4,-48.9,12.7,12.8,120,9.3,11.4,139.08
2.4,1,0,-60.4,16,-52.5,12.9,13.3,23.6,10.3,10.6,139.55
2.46,1,0,-57.7,16.1,-54.4,13.4,13.2,24.3,10.3,8.6,-143.11
2.52,1,3,-56.5,15.8,-52.9,11.8,13.6,26.3,10,9.1,121.23
2.58,1,0,-57.6,16.4,-53.8,10.5,12.7,23.9,10,9.4,113.78
2.65,1,4,-57.6,16.4,-53.8,6.4,10.1,22.4,10.3,9.2,123.53
2.71,1,4,-67,12,-50.8,11.7,8.1,27.1,10.7,9,129.93
2.77,1,0,-61.9,13.3,-52,17.5,8.1,21.9,11.4,9,132.67
2.83,1,0,-60.4,13.3,-51.3,14.6,8.1,22.1,11.8,9,126.42
2.9,1,0,-60.4,13.3,-51.3,11.8,7.3,27.7,11.6,8.7,113.89
2.96,1,0,-58,14.4,-52.9,10,8.3,25,11.6,8.1,98.57
3.02,1,0,-58.5,17.3,-51.1,11.5,8,19.5,11.9,7.9,85.08
3.08,1,0,-58.5,17.3,-51.1,21,7.4,21.5,12.3,8.3,86.56
3.15,1,3,-57.1,8.7,-53.8,33.8,7,24.3,12.7,8.7,93.07
3.21,1,0,-57.1,11.8,-54.3,66.4,7.6,19.1,12.9,8.6,93.79
3.27,1,0,-57.1,11.8,-54.3,64.8,8.3,14.8,13.5,8.3,100.8
3.33,1,3,-56.5,14.7,-52.2,120,7.6,14.6,14.6,8.3,98.26
3.39,1,3,-54.9,11.8,-53.8,120,7.9,15.4,16,8.5,97.74
3.46,1,3,-54.9,9.9,-52.8,120,7.3,21.5,16,8.9,105.96
3.52,1,3,-54,9.3,-51.9,41.2,7.1,19.8,16.1,8.8,112.42
3.58,1,4,-60.1,9.9,-52.5,16.3,7.4,15.6,15.8,8.5,119.57
3.65,1,0,-65.9,13.3,-48.4,14.6,7.5,14.5,15.7,8.7,117.73
3.71,1,0,-65.5,13.9,-49.3,15.3,7.7,16.7,15.8,8.8,118.53
3.77,1,0,-64.9,13.3,-49.5,14.9,7.6,19.4,15.9,8.6,121.61
3.83,1,0,-58.8,10.5,-52.2,14,7.5,25.8,16.3,7.8,117.34
3.9,1,5,-48.9,10.9,-52.6,13.3,7.9,21,16.4,7.6,109.57
3.96,1,5,-49.9,13.2,-51.4,13.6,7.5,23.8,16.4,7.5,105.27
4.02,1,0,-59.7,8.7,-52.5,12.7,6.7,33.5,16.6,7.8,103.19
4.08,1,0,-59.7,8.7,-52.5,15.8,5.7,34.8,16.8,7.9,103.3
4.15,1,0,-60.8,8.7,-51,23.3,6.5,22.9,17.1,8,107.02
4.21,1,0,-57.9,9.1,-52.8,28.1,6.5,21.6,17.3,7.8,112.31
4.27,1,3,-52.2,12.7,-51.9,120,7.2,17,18.1,8.1,118.44
4.34,1,3,-52.2,12.7,-51.9,27.8,6.5,18.8,18.5,8.1,118.7
4.4,1,5,-52.9,12.4,-49.6,16.9,6.9,19.4,19.6,7.9,131.95
4.46,1,3,-49.8,11.1,-51.7,13,6.9,25.3,20.3,7.7,144.92
4.52,1,5,-47.7,16.6,-48.9,14.9,7.5,16.2,20.3,7.3,138.32
4.58,1,0,-47.7,16.6,-48.9,8.5,7.3,40,20.7,6.8,127.98
4.64,1,5,-51,13.2,-49.6,6.7,7.5,45.6,20.9,6.6,125.41
4.71,1,0,-53.8,11.4,-50.2,5.5,6.2,120,21.4,6.7,126.46
4.77,1,0,-56.2,10,-49.6,6.9,5.3,47.4,22.2,6.4,132.13
4.9,1,0,-56.2,10,-49.6,7.1,5.2,120,22.8,6.1,135.29
4.96,1,0,-56.1,16.4,-49.8,7.2,5,39,23,5.7,132.96
5.02,1,0,-56.4,18.4,-48.4,4.2,5.3,35.8,23.2,5.9,130.48
5.09,1,0,-59.4,17.2,-47.2,3.7,4.7,32.8,23.3,5.8,122.66
5.15,1,0,-57,15.8,-49.3,4.1,4,43.2,24.3,6,115.28
5.21,1,0,-54.6,15.2,-47.2,4.1,4.7,34.5,24.6,5.5,109.15
5.28,1,5,-53.1,14.5,-50.2,6.3,4.7,23.7,25,5.5,115.79
5.34,1,0,-55.2,21.5,-46.8,10.4,4.5,11.6,25.6,5.4,126.54
5.4,1,0,-49.2,20,-47.1,12.6,4.6,17.1,26.4,5.4,121.2
5.46,1,0,-49.2,20,-47.1,10.3,4,19,26.5,5.4,111.09
5.53,1,3,-48.1,15.4,-45.3,4.4,4,39.9,26.6,5.3,102.63
5.59,1,0,-46.8,15.7,-46.9,6.5,4.5,20.9,27.1,4.6,97.8
5.65,1,5,-49.3,20.6,-43.7,12.9,4.2,13,27.8,4.2,95.81
5.71,1,5,-51,20,-45,14.1,4.2,14.1,27.7,4.5,95.99
5.78,1,0,-52.2,12.7,-46,17.9,3.8,20,28,4.7,98.81
5.84,1,0,-52.2,12.7,-46,17.1,3.6,25.8,29.2,5.1,107.18
5.9,1,5,-53.7,11.2,-45.6,20,4,22.4,30,4.8,101.03
5.97,1,3,-49.6,12.7,-44.3,120,4.3,23.3,30,4.8,94.35
6.03,1,5,-51.7,17,-45,12.3,3.7,21.7,30.2,4.9,83.46
6.09,1,0,-51.7,17,-45,14.2,4.7,26.8,32.1,4.5,82.46
6.15,1,0,-52.3,12.3,-45.4,12,5,23.1,32.9,5.2,84.59
6.22,1,5,-53.1,16,-44.7,9.4,4.5,14.3,33.6,5.5,90.47
6.28,1,0,-57,9,-45.6,8.2,4.9,20.6,34.1,5.6,86.45
6.34,1,0,-57,9,-45.6,6.6,4.2,23.3,34.7,5.7,91.03
6.41,1,0,-57.1,10.6,-43.4,5.8,4.8,22.6,34.8,6.2,80.87
6.47,1,0,-56.2,10.5,-43.5,4.5,4.4,26.5,35.1,5.8,74.48
6.53,1,0,-55.5,10,-42.8,4.1,4.6,29.2,35.4,5.7,64.84
6.6,1,0,-53.7,11.7,-42.8,4,5.5,15.6,36,5.5,50.3
6.66,1,0,-50.5,12.3,-45.1,4.2,6.6,15.8,36.4,6,49.77
6.72,1,5,-49.6,7.8,-42.8,5.1,6.8,21.6,36.4,6.2,48.66
6.79,1,3,-47.5,6.9,-42.6,120,7.8,20.4,36.6,6.1,46.6
6.85,1,3,-46.6,6.3,-42,120,5.9,19.9,36.9,6.3,47.22
6.91,1,3,-46,7.6,-41.9,120,5.2,18.7,36.9,6.7,38.41
6.98,1,3,-44.7,8.5,-42.3,120,5.8,17.3,37,7.1,39.01
7.04,1,3,-43.8,6.9,-40.4,120,5.5,18.4,36.7,7.4,41.58
7.1,1,3,-42,8.7,-41.9,120,5.5,18.7,36.2,8.8,47.81
7.16,1,0,-43.5,7.9,-40.1,98,4.4,20.3,35.9,10.6,55.76
7.23,1,3,-45.3,7.2,-42.2,120,4.3,17.5,35.8,11,35.97
7.29,1,3,-47.4,9,-42.8,120,7.6,8.2,35.8,11.3,15.21
7.35,1,2,-47.4,9,-42.8,17.9,120,4.8,35.7,11.5,3.13
7.41,1,2,-51,26.2,-39.2,14.7,120,2.2,35.6,11.6,-1.06
7.47,1,2,-54,27.4,-38,15.6,120,1.9,35.5,11.6,-11.91
7.54,0,2,-58.8,30,-33.9,5.6,120,2.5,35.5,11.6,-6.18
7.6,0,2,-58.8,30,-33.9,4.3,120,2.6,35.4,11.7,-18.04
7.66,0,2,-60.7,32.3,-30.6,4,120,1.9,35.2,11.9,-41.33
