# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
0.06,1,0,-35.1,25,-45.6,7.7,11,11,10.4,8.9,-144.46
0.12,1,0,-36.3,25.7,-45,7.5,10.1,11.3,10.2,8.9,-146.53
0.18,1,0,-36.3,25.7,-45,7.2,10.5,11.9,10.1,8.9,-147.16
0.24,1,0,-38,24.8,-46.6,7.7,10.1,11.5,9.9,9.1,-150.07
0.31,1,0,-38.1,25.7,-45,6.8,10.1,11.4,9.8,9.3,-152.34
0.37,1,0,-38.1,25.7,-45,7,9.6,11.8,9.8,9.3,-153.5
0.43,1,0,-38.1,25.7,-45,7.3,9.5,12.7,9.7,9.4,-154.44
0.49,1,0,-35.4,20.9,-45.1,6.6,8.9,14.5,9.7,9.4,-154.65
0.56,1,0,-36.5,20.9,-45.9,7.2,8.5,15.9,9.7,9.4,-155.98
0.62,1,0,-36.5,20.9,-45.9,7.3,8.3,17.2,9.6,9.6,-159.14
0.62,1,0,-37.4,21.2,-46.3,6.5,8.6,16.6,9.5,9.8,-162.34
0.74,1,0,-36.6,21.2,-45.6,7.4,8.2,16.4,9.3,9.9,-157.91
0.81,1,0,-37.8,21.2,-46,7.1,8.2,19,9.4,10,-161.24
0.87,1,0,-37.8,21.2,-46,7.6,8.5,19.1,9.3,10,-159.8
0.93,1,3,-38,19.4,-48.4,7.2,8.1,32.2,9.4,10.1,-164.87
1,1,3,-38,19.4,-48.4,6.7,8.2,56.6,9.5,9.9,-177.52
1.06,1,3,-37.2,24.1,-46.6,7.1,8.4,51.7,9.4,10,-169.88
1.12,1,3,-37.2,24.1,-46.6,6.9,8.5,48.2,9.4,10,-173.87
1.18,1,3,-38.3,24.5,-46.2,6.8,8.6,43.2,9.6,10,-177.34
1.25,1,3,-38.3,24.5,-46.2,6.5,8.8,47.7,9.8,10,-174.54
1.31,1,3,-39.8,25.6,-48,6.3,8.7,56.4,9.7,10.1,-174.7
1.37,1,0,-43.1,26.8,-45.9,6,8.6,48.2,9.8,10.1,-173.41
1.43,1,0,-44.6,26.8,-46.6,6.3,9,38.6,9.8,10.1,-173.55
1.5,1,0,-42.2,27.7,-46.3,6.2,9.1,37.8,9.8,10.1,-173.83
1.56,1,0,-41,28.3,-45.4,6.8,9,38.3,9.7,10.1,-174.12
1.63,1,0,-42.9,29.3,-45.6,6.7,9,38.4,9.7,10.2,-174.96
1.69,1,0,-41.6,27.5,-46.6,6.8,9.1,35.4,9.6,10.2,-177.98
1.75,1,0,-41.6,29,-44.7,6.1,8.9,36.8,9.7,10.3,-177.32
1.81,1,0,-42,28.3,-46.2,6.3,8.8,38.2,9.7,10.3,-178.01
1.88,1,0,-43.4,27.7,-46.8,6.4,9.2,35.4,9.7,10.3,-177.7
1.94,1,0,-44.7,30.3,-46,6.4,9.5,32.6,9,10.4,171.89
2,1,0,-44.7,28.4,-45,6.3,9.2,31.6,9.5,10.2,-170.83
2.07,1,0,-43.8,31.4,-45.1,6.2,9.3,31.7,9.6,10.3,-178.4
2.13,1,0,-43.8,31.4,-45.1,5.9,9.3,31.7,9.6,10.3,-178.74
2.19,0,0,-43.8,30.2,-43.7,6.2,9,32.7,9.6,10.3,-179.65
2.25,0,0,-44.6,30.9,-46.2,6,9.2,32.7,8.7,10.6,176.81
2.32,0,0,-45,28.7,-46.9,6.4,9.4,35.4,9.6,10.6,173.64
2.38,0,0,-45.3,28,-45.9,5.9,8.8,36.2,9.4,10.6,177.31
2.44,0,0,-44.7,28.9,-48.1,6.5,9.1,37.4,9.4,10.6,176.95
2.51,0,0,-43.7,29.3,-45,6.7,9.4,38.1,9.4,10.6,177.45
2.57,1,0,-43.7,29.3,-45,7,8.9,41.4,9.5,10.6,177.74
2.63,1,0,-45.3,28.7,-46.9,6.8,8.9,44.2,8.9,10.3,-164.95
2.7,1,0,-45.3,28.7,-46.9,6.5,9.4,45.2,9.3,10.7,174.09
2.76,1,0,-44.1,28.9,-46.8,6.4,9.1,42.7,9.4,10.7,174.67
2.82,1,0,-44.6,28.7,-46.9,6.7,8.8,44.3,9.3,10.5,-174.97
2.88,0,0,-44.7,27.7,-46.8,7.1,8.9,46,9.2,10.5,-173.25
2.94,0,0,-46.2,26.9,-47.5,7.1,9.5,46.9,9.5,10.6,175.84
3.01,0,0,-44.7,27.7,-47.1,7.3,9.6,46.9,9.3,10.5,-175.38
3.07,1,0,-47.2,29.5,-46.6,7.1,9.4,40.9,9.7,10.7,172.93
3.13,1,0,-47.2,29.5,-46.6,6.7,9.4,42.9,9.7,10.6,-179.86
3.19,1,0,-45.1,28.4,-46,6.9,9.3,44.1,9.7,10.6,-179.06
3.25,1,0,-45,29,-47.2,7.1,9.3,43.1,9.8,10.6,-178.43
3.31,1,0,-45.3,30.9,-46.6,6.8,9.4,35.9,9.8,10.6,-179.37
3.38,1,0,-44.6,29.5,-45.1,6.6,9.8,32.9,9.7,10.7,-178.26
3.44,1,0,-45.9,30.3,-46,6.6,9.4,32.7,9.7,10.7,-178.04
3.5,0,0,-45.3,30.9,-45.9,6.8,9.3,33.5,9.7,10.7,-177.81
3.57,0,0,-45.3,29.5,-45.9,6.9,9.3,35.9,9.7,10.7,-178
3.63,0,0,-45.3,29,-46.2,6.5,9.2,37.2,9.7,10.7,-178.68
3.69,0,0,-45.7,28.7,-45.9,7.1,8.8,37.4,9.7,10.8,-178.69
3.76,0,0,-44.7,28.1,-46,6.8,9.2,39,9.7,10.8,-178.8
3.82,0,0,-44.7,28.1,-46,6.2,8.9,41.1,9.6,10.9,-179.24
3.88,0,0,-43.4,26.9,-48.6,6.8,9.2,42.1,9.6,10.9,-179.44
3.95,1,0,-43.4,26.9,-48.6,6.9,9.3,40.7,9.6,10.9,-179.38
4.01,1,0,-45.1,26.6,-47.8,7.1,9.1,48,9.6,10.9,-179.99
4.07,0,0,-44.4,26.9,-46.8,7,9.4,45.5,9.6,10.8,-179.42
4.13,0,0,-44.4,26.9,-46.8,7.2,9.3,48.6,9.5,10.9,178.82
