# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
10.41,1,3,-17.6,19.1,-21.8,8.1,20.3,2.3,3.7,29.5,-18.63
10.66,1,5,-19.3,18.5,-24.2,11.2,18.9,2.2,3.7,29.5,-18.63
10.95,1,3,-20.5,13.9,-23.5,11.3,16.3,2.7,3.7,29.5,-18.63
10.95,1,3,-19.9,12.6,-26.5,120,17,2.8,3.7,29.5,-18.63
11.21,1,3,-21.4,7.6,-25.1,120,15,3.7,3.7,29.5,-18.63
11.21,1,3,-24.7,3.7,-30.5,120,19,4.5,4.5,31.2,58
11.37,1,3,-35.7,-5.2,-33.5,120,43.1,2.7,4.7,31.7,62.67
11.43,1,3,-40.7,-8.2,-34.7,120,41.3,3.9,5,32.3,66.61
11.64,1,3,-43.4,-8.2,-35.9,120,40.1,3.7,5.9,32,47.02
11.7,1,3,-42.8,-7.6,-35.3,120,42.5,3.5,6.2,32.1,35.54
11.78,1,3,-39.6,-5.8,-38.7,120,43.5,3,6.2,32.1,35.54
12.1,1,3,-40.4,-7.8,-36.9,120,42.8,3.1,6.2,32.1,35.54
12.1,1,3,-31.1,-2.1,-30,120,43.9,3.7,7.7,33.1,40.61
12.27,1,3,-32,-1.5,-28.7,120,66.5,3.1,8.8,32.9,26.87
12.33,1,3,-32,-1.5,-28.7,120,46.6,3.6,10,32.9,-3.83
12.4,1,3,-33.3,-5.1,-26,120,32.9,6.3,9.8,33,0.83
12.46,1,3,-31.2,-5.7,-18.5,120,7.9,11.4,8.5,33.6,44.18
12.52,1,3,-31.2,-5.7,-18.5,120,5.4,12.8,8.4,33.7,52.15
12.58,1,3,-30.2,-4.5,-13.8,120,4.6,21.6,8,33.4,-59.26
12.65,1,3,-32.4,-7.2,-13.8,120,4.8,26.7,9.4,34,56.08
12.71,1,3,-36.3,-9,-15.8,120,4.9,35.5,10,34.2,-1.17
12.77,1,3,-36.3,-9,-15.8,120,5.2,27,9.2,34.4,49.69
12.84,1,3,-35.4,-7.9,-13,120,5,21.7,9.8,34.7,49.16
12.9,1,3,-32.6,-7.8,-12.6,120,6,24.5,10.3,35,41.75
12.96,1,3,-33.6,-7.8,-14.4,120,5,30.1,10.8,35.3,24.32
13.03,1,3,-33.6,-7.8,-14.4,120,4.6,120,11.7,35.6,10.11
13.09,1,3,-34.1,-7,-16.4,120,4,120,11.7,35.6,10.11
13.33,1,3,-34.1,-7,-16.4,120,3.5,120,11.7,35.6,10.11
13.33,1,3,-34.2,-6.4,-20,120,3.7,56.5,11.7,35.6,10.11
13.6,1,0,-34.2,-6.4,-20,47.9,4.2,16.1,11.7,35.6,10.11
13.77,1,0,-30.8,-1.6,-28.1,45.7,5,14.6,11.7,35.6,10.11
13.98,0,0,-29.6,0.1,-29.6,43.4,5.4,13.1,11.7,35.6,10.11
13.98,0,0,-28.4,1.8,-28.7,67.1,7,13.3,11.7,35.6,10.11
14.31,1,0,-28.9,3.1,-30.6,42.3,7.8,12.9,11.7,35.6,10.11
14.31,1,3,-25.4,9.9,-28.7,120,120,11.5,11.7,35.6,10.11
14.56,1,3,-24.5,12.4,-30,120,97.4,11.5,11.7,35.6,10.11
14.79,1,3,-17.9,16.4,-24.7,34.1,120,11,11.7,35.6,10.11
14.79,1,3,-17.9,16.4,-24.7,36.5,120,11,11.7,35.6,10.11
15.11,1,3,-16.7,19.6,-19.4,29.9,120,10.6,11.7,35.6,10.11
15.11,1,3,-16.3,22.7,-19.7,18.8,120,11,11.7,35.6,10.11
15.41,1,0,-17.3,26,-22.6,17.6,120,10.8,11.7,35.6,10.11
15.64,1,3,-17.5,18.5,-19,120,53.1,10.9,11.7,35.6,10.11
15.64,1,0,-15.5,11.7,-19.4,22.5,45.7,11.3,11.7,35.6,10.11
15.9,1,3,-23.2,-3,-17.8,36.5,15.5,12.3,11.7,35.6,10.11
16.17,1,3,-22.3,-0.9,-20.2,120,120,12.3,11.7,35.6,10.11
16.42,1,2,-19,2.1,-26.8,12.3,120,10.7,11.7,35.6,10.11
16.42,1,0,-20.6,-2.2,-19.6,17.1,44.2,12.3,11.7,35.6,10.11
16.69,1,3,-17.6,2.2,-17.5,17.4,49.6,11,11.7,35.6,10.11
16.69,1,3,-17,4.8,-13.2,14.9,42.3,12.1,11.7,35.6,10.11
16.97,1,3,-16.9,2.5,-12.3,16.6,43.2,11.9,11.7,35.6,10.11
17.19,1,3,-20.8,-3.9,-12.6,120,50.4,13.6,11.7,35.6,10.11
17.33,1,3,-18.7,-2.2,-17.8,13.4,120,9.9,11.7,35.6,10.11
17.6,1,0,-16.7,2.1,-16.1,9.3,32.7,2,11.7,35.6,10.11
17.8,1,0,-18.2,0.1,-17.6,6.5,44.2,2,11.7,35.6,10.11
17.8,1,3,-21.1,-7.3,-13.9,7.6,35.9,4.5,11.7,35.6,10.11
18.13,1,3,-26.2,-12.3,-16,8.3,36.9,3.6,11.7,35.6,10.11
18.4,1,3,-20.5,-7,-13.6,7.8,44.5,4.1,11.7,35.6,10.11
18.68,1,3,-17.6,0.7,-11.2,8.3,34.7,5.5,11.7,35.6,10.11
18.68,1,3,-15.5,2.8,-10.3,6.5,36.2,5.6,11.7,35.6,10.11
18.92,1,0,-14.5,8.5,-9.6,4.3,35.6,2.6,14.1,61.6,-4.16
19.08,1,3,-14.4,11.8,-5.1,3.3,32,1.9,14,61.9,13.35
19.14,1,3,-14.4,11.8,-5.1,2.7,26.8,1.7,13.8,61.6,-16.31
19.2,1,3,-15.1,14.1,-1.3,3.1,18,5.1,13.7,61.6,-21.39
19.26,1,3,-15.2,15.4,0.9,2.4,15.5,8.9,14,61.7,-8.68
19.33,1,3,-16.1,18.7,1.8,3.2,11.8,4.3,14,61.7,-21.68
19.39,1,3,-16.6,18.7,0.6,3.2,13,3.9,14.4,62.4,33.83
19.45,1,3,-16.7,18.8,1.5,5.1,16.5,4,14.2,62.4,29.44
19.52,1,3,-16.1,18.7,4.3,5.8,16.3,3.6,14.4,62.4,39.46
19.58,1,3,-16.6,21.4,3.1,7,11.8,4.8,14.5,62.4,39.47
19.64,1,3,-17,21.2,6,6.9,11.1,2.9,14.7,62.4,39.52
19.7,1,5,-17.5,20.5,4.8,5.7,10,2.6,14.7,62.4,39.04
19.77,1,5,-17.5,20.5,4.8,6.1,11.5,2.1,14.6,62.5,37.18
19.83,1,5,-19.1,19.1,4.6,5,11.4,2.2,14.5,62.6,35.48
19.91,1,5,-15.5,19.6,3,3.4,10.9,1.9,14.5,62.6,35.48
20.1,1,5,-15.5,23.2,1.9,2.8,9.5,2.1,14.8,62.5,32.84
20.16,1,5,-15.2,26.9,2.7,3.8,7,1.8,15.1,62.6,36.97
20.22,1,5,-15.2,26.9,2.7,3.3,7.3,1.9,14.9,62.4,29.76
20.29,1,5,-17.3,25.3,1.8,3.3,8.6,2.6,14.4,61.9,-15.71
20.35,1,3,-15.4,23.3,1.8,2.7,8.7,2.7,14.4,61.4,-26.8
20.43,1,3,-13.9,24.1,2.1,2,8.7,3.8,14.4,61.4,-26.8
20.43,1,3,-13,22.7,1.5,2.3,9.7,5.5,14.4,61.4,-26.8
20.69,1,3,-13.6,17.9,-3.6,3.1,12.3,1.4,14.4,61.4,-26.8
20.98,1,3,-14.8,5.5,-3,3.8,43.5,1.7,14.4,61.4,-26.8
20.98,1,3,-15.8,2.5,-2.5,3.6,30.1,3.2,14.4,61.4,-26.8
21.23,1,3,-21.1,-7.3,-6.3,3.5,27.9,7.3,14.4,61.4,-26.8
21.23,1,3,-31.1,-14.4,-1.2,3.9,17.1,3.8,14.4,63.9,59.91
21.56,1,3,-35.6,-19.6,-7.8,3.9,17.9,2.4,14.5,63.9,55.82
21.62,1,3,-38.4,-18.8,-7.8,4.3,17.2,2.6,14.8,63.8,49.31
21.68,1,3,-38.9,-20.5,-6.3,4.6,15.6,3.1,14.4,63.9,58.59
21.75,1,3,-39.8,-19.4,-3.1,5,15.2,2.3,14.3,64,60.05
21.93,1,3,-39.5,-21.4,-3.1,5.6,13.7,3.1,14.2,63.6,65.25
22.01,1,3,-38.7,-19.9,-1,5.3,14.6,2.6,14,63.3,57.62
22.08,1,3,-38.7,-19.9,-1,5.5,14.2,3.3,13.8,63.1,55.61
22.14,1,3,-38.7,-19.9,-1,7.2,12.8,3.6,14.8,63.2,-13.29
22.2,1,3,-39.5,-15.2,5.8,10.5,9.9,4.5,14,63.1,58.4
22.27,1,3,-38.1,-14.7,4.8,120,10.5,5.1,14.3,63.1,59.98
22.33,1,3,-38.9,-15.1,8.5,120,10.9,7.1,14.3,63.2,62.16
22.39,1,3,-39.5,-13.8,7.2,120,9.5,8,14.1,63,55.73
22.45,1,3,-40.2,-14.8,9.4,120,9.4,9.1,14.4,63.3,63.48
22.52,1,3,-40.2,-14.8,9.4,120,9,11.2,14.2,62.9,56.57
22.58,1,3,-38.9,-10.9,10,120,8.6,11.9,14.2,63,54.97
22.64,1,3,-40.4,-10,12.6,120,8.1,120,14.3,63.2,55.43
22.71,1,3,-40.4,-10,12.6,120,7.5,120,14.4,63.8,69.21
22.77,1,3,-41,-12.3,10.9,120,6.9,120,14.8,63.5,63.65
22.83,1,3,-40.7,-12.7,11.1,120,7,9.3,15,63.5,62.5
22.89,1,3,-39.8,-12.3,10.2,120,7.5,8.8,14.8,63.5,64.12
22.96,1,3,-39.8,-12.3,10.2,120,8.1,8.7,15,63.4,59.34
23.02,1,3,-41.3,-10.6,11.2,120,8.4,9.1,15,63.6,63.56
23.08,1,3,-39.5,-10.6,12,120,8.3,9.5,15,63.7,69.4
23.15,1,3,-41.9,-10.9,13.6,120,7.7,37.1,15.1,63.7,70.77
23.21,1,3,-43.1,-8.7,14.2,120,6.3,107.4,15,64,74.12
23.27,1,3,-42.9,-12,14.4,120,6.6,120,15.9,63.5,31.98
23.34,1,3,-42.9,-12,14.4,120,6.2,120,16.1,63.4,-2.65
23.4,1,3,-46,-10.6,13.8,120,5.9,120,16.2,63.3,-61.99
23.46,1,3,-49.9,-9.7,15.1,120,5.6,120,16.4,63.3,-70.2
23.53,1,3,-52.2,-11.2,14.4,120,5.7,120,16.2,64.2,75.66
23.59,1,3,-52.2,-11.2,14.4,120,5.5,8.3,16.2,64.3,77.72
23.65,1,3,-50.8,-13,13.5,120,5.6,8.4,15.6,64.4,86.31
23.72,1,3,-49.9,-14.7,11.4,120,5.3,7.4,16.5,64.3,77.23
23.78,1,3,-49.9,-14.7,11.4,120,5.4,6.9,16.7,64.3,78.88
23.84,0,3,-52.3,-14.8,10.2,120,5.2,6.6,17.5,64.2,79.41
23.91,1,3,-52.2,-13.5,12.1,120,4.9,6.6,17.1,63.8,-79.27
23.97,1,3,-52.2,-13.5,12.1,37.8,4.6,6.7,16.8,63.5,-80.77
24.03,1,3,-53.4,-16,11.7,25.2,5.2,5.9,16.7,63.6,-81.85
24.09,1,3,-53.8,-14.5,8.4,120,5.1,3.7,16.4,65,88.74
24.16,1,3,-54.6,-17.2,7.6,120,5.5,4.2,15.8,65,86.03
24.22,1,3,-57.6,-17.9,6.9,0,4.8,3.2,16.1,65.1,87.17
24.28,1,3,-56.2,-17.3,6,120,4.8,3.2,15.5,64.8,44.34
24.35,1,3,-57.3,-21.2,2.2,120,5.5,3.4,17.1,64.4,-68.32
24.41,1,3,-57.3,-21.2,2.2,120,6.8,3.5,16.8,64.3,-72.36
24.47,1,3,-54.9,-20.9,-0.3,120,8.1,3.5,17.2,64.2,-75.76
24.54,1,3,-53.1,-22.9,-6.9,11.9,11.7,2.5,17.6,64.7,-31.81
24.6,1,3,-53.1,-22.9,-6.9,10.6,12.8,2.2,17.7,64.2,-75.76
24.66,1,3,-53.2,-22.7,-8.8,11.7,12.2,2.5,18.4,64.4,-72.22
24.73,1,1,-52.5,-23.2,-7.8,9.5,11.9,2.2,19.1,64.6,-66.56
24.79,1,3,-52.5,-23.2,-7.8,9.9,13.2,1.9,19.1,64.6,-66.56
24.79,1,3,-52.8,-24.1,-7.2,9.2,15.1,2.2,19.1,64.6,-66.56
25.04,1,0,-46.2,-22.7,-19.7,3.9,25,2.4,19.1,64.6,-66.56
25.24,1,3,-46,-22.9,-16.3,5.2,21.6,2.6,19.9,64.8,73.52
25.33,1,3,-48.1,-22.3,-11.1,5.5,17,2.1,20.3,64.2,-19.97
25.4,1,3,-45.7,-21.4,-10.2,6.5,16.9,2.6,21,64.4,71.46
25.46,1,3,-46.6,-21.5,-4.2,10.4,14.9,2.7,21.1,64.4,73.4
25.52,1,3,-46.6,-21.5,-4.2,120,12.4,3.1,21.1,64.4,69.54
25.58,1,3,-46.5,-19.9,0.3,120,8.6,3.5,20.9,64.7,66.42
25.65,1,3,-46.5,-19.9,0.3,11.4,6.9,3.5,21.8,63.5,-62.29
25.71,1,3,-47.2,-15.7,6.1,120,7.4,4,21.7,64.5,70.82
25.77,1,3,-45.4,-15.4,8.1,97.5,7.9,4,22.7,62.9,-59.18
25.84,1,3,-45.7,-15.7,7.2,120,8.2,3.2,22.4,63.4,-64.85
25.9,1,3,-45.9,-14.7,7.3,120,7.7,3.7,22.4,64.2,56.6
25.96,1,3,-47.2,-12.6,10.9,120,7.3,3.9,21.7,64.7,79.41
26.03,1,3,-48.4,-12.4,11.1,120,7,5.8,21.5,64.9,83
26.09,1,3,-49.2,-11.2,12.6,120,6.8,5.7,22.3,64.5,-80.3
26.15,1,3,-50.1,-10.6,12,120,6,6.8,21.5,65,87.49
26.22,1,3,-52.8,-11.1,12,120,6,6.9,21.5,64.2,-87.31
26.28,1,3,-52.5,-11.7,12.6,120,5,5.3,21.3,65.5,91.62
26.34,1,3,-52.5,-11.7,12.6,120,5.2,4.3,21.6,65.5,90.04
26.41,1,3,-55.2,-15.1,7.3,120,4.8,3.2,21.9,66.2,75.44
26.47,1,3,-59.1,-17.2,0.3,120,5.7,3.5,21.8,64,-87.36
26.53,1,3,-59.1,-17.2,0.3,120,6.9,3.4,21.7,65.3,92.13
26.59,1,3,-56.2,-20.8,-4.8,120,9.6,3.2,21.8,65.3,93.89
26.66,1,3,-56.2,-20.8,-4.8,120,9.3,3.3,21.9,65.3,93.9
26.72,1,3,-58.8,-20.8,-7.8,120,10,3.3,22,65.4,91.2
26.78,1,3,-57.9,-21.8,-7.6,120,10.3,3.2,22.4,65.2,98.31
26.85,1,3,-58.5,-20.8,-8.1,120,10.6,3.2,23.3,65.2,99.5
26.91,1,3,-59.9,-22.3,-16.1,120,14.9,2.9,23.8,65.2,94.99
26.97,1,3,-62.3,-22.1,-14.5,120,13.2,3.8,24.4,63.7,-84.83
27.04,1,0,-62.5,-22,-15.8,40.4,14.1,3.8,24.9,64.8,88.41
27.1,1,3,-59.2,-22,-16.4,41.9,15.4,3.3,25.7,65,87.37
27.16,1,3,-59.2,-22,-16.4,120,13.4,3.3,26.1,65.2,83.29
27.23,1,3,-54.7,-23.5,-11.1,120,11.9,3.2,26.7,64.8,71.39
27.29,1,3,-54.7,-23.5,-11.1,38.4,11.4,3.8,26.9,64.9,74.54
27.36,1,0,-54.1,-21.8,-12.7,37.2,12.9,3.2,27.2,64.9,75.84
27.42,1,0,-50.7,-20.5,-11.1,10.9,16.8,2.5,27.7,65.2,77.59
27.48,1,3,-47.4,-20.8,-9.3,12.1,19.7,2.7,28.3,65.5,74.59
27.57,1,3,-47.7,-20,-8.1,13.6,17.6,3.2,29.1,64.8,21.43
27.64,1,3,-46.2,-21.5,-7.3,12.1,18.4,3.4,29.3,64.7,48.84
27.7,1,3,-48.1,-21.2,-6.3,9.4,24.2,2.2,29.3,64.9,67.85
27.76,1,3,-43.8,-19.9,-6.9,7,25.5,2.5,29.4,64.8,71.6
27.83,1,3,-41.9,-18.5,-5.2,5.6,11.2,2.6,29.7,65.2,72.32
27.89,1,3,-39.6,-15.8,0.1,6.3,9.9,3,30.3,65.4,74.49
27.95,1,3,-41.9,-16.1,1.9,10.4,8.2,2.8,30.9,65.8,75.17
