# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
1.44,1,0,-44.1,0.9,-52.9,5.4,27.5,13.2,8.1,9,-78.79
1.5,1,0,-43.5,6.1,-55.3,5.7,120,12.2,7.9,8.9,-72.02
1.57,1,0,-43.5,6.1,-55.3,5.7,120,12.9,8,9,-67.48
1.63,1,0,-46.6,0.9,-55.5,5.5,120,14.1,8.2,9.4,-61.06
1.69,1,0,-46.6,0.9,-55.5,5.4,43.5,14.1,8.2,9.4,-54.65
1.75,1,0,-44.7,-0.4,-52.9,6.3,120,13.4,8.2,9.2,-47.15
1.82,1,0,-46,-1,-53.1,6.1,27.5,14.4,8.1,9.3,-49.85
1.82,1,0,-43.1,-3.7,-51.3,6.9,22.9,14.3,8.2,9.5,-50.69
1.94,1,0,-41.1,-2.1,-50.8,8.2,28.5,13.2,7.9,10,-59.23
2.02,1,0,-41,-2.2,-51.3,8.5,25.7,13.2,7.1,10.5,-43.15
2.14,1,3,-42.3,-1.5,-50.2,8.1,24.2,12.9,6.7,10.6,-26.54
2.21,1,0,-50.1,-3.4,-55,7.3,26,10.4,6.5,10.5,-2.31
2.3,1,0,-51.4,-1.6,-57,6.4,21.8,10.4,5.4,10.6,-42.47
2.38,1,0,-53.2,-6.6,-55.9,5,21.4,9.9,5.3,11.1,-56.17
2.44,1,0,-43.8,2.2,-54.6,4,120,8.9,5.2,11.1,-52.69
2.51,1,0,-42.9,-2.1,-52.6,4.7,32.7,8.8,5,10.8,-56.67
2.57,1,0,-42.8,-3.7,-51.7,4.4,24.2,7.9,4.8,10.8,-36.27
2.63,1,1,-43.8,-9.1,-50.2,4,16.4,8.1,4.5,10.9,-30.89
2.69,1,0,-44.3,-10.3,-53.1,4.5,19.1,7.8,4.2,11,-24.3
2.76,1,3,-44.3,-10.3,-53.1,5.6,16.8,8.3,3.9,11.2,-16.52
2.82,1,3,-41.4,-10,-48.9,6.7,15.6,7.5,3.9,11.7,-16.77
2.88,1,3,-42.2,-14.4,-47.1,7,16.4,7.7,3.9,12.2,-16.09
2.94,1,0,-47.7,-15.4,-49.3,9.8,19.1,7.4,3.9,12.2,-16.09
3.16,1,0,-49.9,-12.7,-51.9,6.1,39,6.1,4,13,80.5
3.22,1,0,-53.7,-9.7,-54.4,4.4,120,6.2,4.1,12.7,84.72
3.28,1,0,-55.2,-3.1,-57,5.1,22.9,6.2,4.1,12.7,84.72
3.46,1,1,-53.1,-13.8,-52.8,5.3,16.6,7,4.1,12.7,84.72
3.46,1,1,-53.1,-13.8,-52.8,4.9,14.8,6.9,4,17.5,-39.58
3.69,1,0,-44.7,-1.2,-52.6,4.1,23.1,6.9,4,18.1,-48.96
3.75,1,0,-44.7,-1.2,-52.6,5.7,15.3,7.2,4.2,18.3,-35.66
3.82,1,3,-41,-10.6,-46.9,6.9,12.2,7.8,3.8,18.2,-34.73
3.88,1,0,-40.7,-7.3,-50.1,5,14.8,7.2,3.8,19,-28.89
3.94,1,3,-40.2,-9.1,-49.2,6,13.8,7.1,4.2,20.2,-29.76
4,1,0,-42.2,-7.3,-49.6,4.7,16.6,6.7,3.7,19.3,-33.76
4.07,1,3,-39,-4.5,-49.5,6.1,18.8,6.8,3.7,19.5,-21.78
4.13,1,0,-42,-4.2,-54.6,5.3,16.1,6.4,3.8,20.2,-25.22
4.19,1,0,-39.5,0,-50.5,4.4,18.8,6.2,3.2,20.9,-18.88
4.26,1,0,-39.9,1.6,-52.2,5.5,22,6.1,3.3,22,-28.39
4.32,1,0,-39.9,1.6,-52.2,7.2,21.2,6.5,3.5,22.1,-27.57
4.38,1,0,-36.8,-5.2,-49.2,7.5,16.1,6.6,3.3,22.3,-29.36
4.44,1,0,-37.1,0.9,-46.8,5.7,22.5,5.4,3.3,22.7,-28.91
4.51,1,0,-37.2,0.3,-50.2,5.1,19.8,6,3.3,22.7,-27.72
4.57,1,3,-32.7,-1.5,-45.9,6.4,22.2,6.5,3,22.9,-15.58
