# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
8.41,0,3,-32.7,8.7,-2.1,120,11.1,41.7,40.1,49.9,28.69
8.47,0,3,-32.7,5.7,1.3,120,10.8,44.6,40.3,49.9,27.46
8.53,1,5,-32.7,5.7,1.3,120,12,50.7,39.5,50.2,-30.87
8.59,1,3,-38.4,-2.1,2.2,120,11.9,112.4,40.9,50.2,40.53
8.66,1,3,-39.6,-2.8,4.2,120,13.4,120,41.2,50.3,44.46
8.72,1,3,-43.8,-7.6,2.8,120,12.1,120,41.6,50.3,43.35
8.78,1,3,-45.7,-8.7,6.1,120,7.1,120,41.5,50.4,53.1
8.85,1,3,-45.7,-8.7,6.1,120,7,120,41.1,50.9,65.48
8.91,1,1,-47.8,-9.6,6.9,12.2,4.5,120,41.2,51.1,71.8
8.97,1,1,-47.8,-9.6,6.9,9.2,4.1,120,41.4,51.3,74.08
9.03,1,1,-53.7,-13.2,5.5,8.7,5,120,41.9,51.4,71.12
9.1,1,1,-53.7,-13.2,5.5,8.1,5.8,120,42.5,51.3,61.57
9.16,1,1,-58.8,-16.1,1.5,7.9,7.9,120,42.7,51.3,64.79
9.22,1,3,-57.7,-18.1,-1.9,8.2,8.4,120,42.7,51.4,67.81
9.28,1,3,-56.2,-18.8,-3.4,7.9,11.5,120,43,51.4,64.51
9.35,1,1,-54.4,-18.5,-2.2,6.4,10.2,120,43.3,51.2,49.52
9.41,1,1,-54.4,-18.5,-2.2,6.5,10.8,120,43.5,51.3,35.24
9.47,1,3,-54.9,-20.2,-1.8,6.2,10.6,120,44.3,51.4,20.88
9.53,1,1,-54.1,-19.1,-3.6,6.1,10.2,120,45.3,51.9,6.73
9.6,1,3,-54.1,-19.1,-3.6,9.3,9.6,120,45.6,52.7,5.6
9.66,1,3,-42.8,-11.1,-1.8,14.2,8.8,120,45.1,52.9,8.61
9.72,1,1,-30.8,-1.6,-8.8,28.7,7.2,30.9,45.1,53.1,7.12
9.79,1,1,-28.7,3.4,-14.5,20.5,6.5,120,45.2,53.7,8.25
9.85,1,4,-28.7,3.4,-14.5,15.2,6.6,120,45.4,53.7,-2.91
9.91,1,4,-27.8,-1.2,-18.7,16.1,6.6,120,45.3,53.4,-4.63
9.98,1,4,-29.2,0.3,-15.2,19.2,6.5,120,45.1,53,0.68
10.04,1,4,-29.2,0.3,-15.2,12.3,6.3,120,45.1,53.3,1.55
10.1,1,4,-29.5,9.6,-26.9,12.8,6.8,120,45.2,54.4,-2.47
10.17,1,4,-29.5,9.6,-26.9,13.4,6.5,120,45,55.1,-1.41
10.23,1,3,-27.1,5.5,-18.4,12.9,6.3,120,44.6,55.1,-7.55
10.29,1,3,-27.1,5.5,-18.4,12.5,6.3,120,44.6,54.9,5.53
10.35,1,4,-30.3,9.7,-28.1,11.2,11,120,44.5,54.8,4.08
10.42,1,4,-30.3,9.7,-28.1,11.4,14.5,120,44.5,55,16.26
10.48,1,4,-28.9,10.5,-29.6,10.7,9,49.4,44.5,55.3,25.77
10.54,1,4,-29.5,6.4,-28,10.6,6.4,25.5,45,55.6,33.37
10.6,1,0,-31.1,1.6,-29.6,11,6.5,9.5,45.3,55.7,29.71
10.67,1,0,-31.1,1.6,-29.6,11.2,6.5,9.8,45.6,56.2,29.37
10.73,1,0,-32.6,-3.1,-28.6,16.9,6.3,14,45.5,56.6,29.31
10.79,1,0,-33.9,-12.3,-20.6,19.8,6,20.3,46.4,57.1,39.04
10.86,1,0,-32.7,-11.8,-14.8,29.2,5.4,21.2,47.1,58,42
10.92,1,0,-32.7,-9.1,-16,27.1,5.7,20,47.4,58.6,41.55
10.98,1,2,-32.6,-12.4,-14.4,28.3,5.6,16.5,48,58.9,33.09
11.04,1,0,-32.6,-12.4,-14.4,19.7,4.6,15.2,49,59.3,29.31
11.1,1,0,-37.1,-17.3,-15.8,21.8,4.1,15.2,49.1,59.9,21.07
11.17,1,0,-36,-15.7,-15.2,22.1,4.4,14.1,49.1,60.5,22.32
11.23,1,0,-31.8,-13.5,-12.6,27.4,5.8,15.3,49.4,61.1,18.45
11.29,1,0,-31.5,-12,-6,29.6,15.6,18.3,49.8,62.3,16.79
11.36,1,0,-31.5,-12,-6,23.7,15.1,19.4,49.8,63,13.66
11.42,1,0,-29.3,-9,-4.2,21.6,15.4,15.1,49.9,63.5,1.28
11.48,1,3,-29.3,-9,-4.2,20.5,15.2,16.7,49.8,63.7,-6.05
11.55,1,0,-25.4,-2.5,-7.2,18.5,14.4,13.6,49.6,64.2,-13.21
11.61,1,0,-23.9,-1,-9.4,17,14.2,16.3,49.8,65.1,-11.57
11.67,1,0,-23.3,7,-6.3,16.1,13.3,43.4,49.9,65.8,-13.06
11.73,1,0,-23.3,12.4,-4.5,16.1,14.6,44.8,49.7,66.1,-16.14
11.8,1,0,-23,17.3,-0.9,15.2,15.7,52.4,49.7,66.4,-14.31
11.86,1,4,-23,21.2,-6,14.4,13.5,120,49.7,66.9,-11.09
11.92,1,0,-23,21.2,-6,13.7,14.4,7.5,49.6,67.1,-6.33
11.99,1,0,-22.6,20.5,-5.5,14,15.7,5.3,49.3,67.3,-1.87
12.05,1,0,-22.9,19.9,-3.1,13,14.8,4,49.2,67.7,-3.9
12.11,1,0,-23.8,17.3,-0.1,12.8,13.8,4.3,49.2,68.3,-3.01
12.18,1,3,-23.2,15.2,-1.8,12.6,13.4,3.9,49.4,69,0.29
12.24,1,0,-22.1,13.3,-1,11.3,13,4.3,49.4,69.8,-0.65
12.3,1,0,-23,13.9,-1.2,10.9,13,3.7,48.9,70.2,-0.97
12.36,1,1,-23,13.9,-1.2,10.4,12.9,6.9,48.8,70.6,0.94
12.43,1,4,-20.6,14.1,-2.1,9.3,10.4,120,48.3,71.8,-3.18
12.49,1,0,-20.6,14.1,-2.1,8,14,46.9,48.3,71.8,-5.17
12.55,1,0,-19.3,9,-4.5,8.6,13.8,47.8,48.2,71.9,2.61
12.62,1,4,-19.1,7.9,-6.1,7.8,17.6,13.7,48.4,72.1,0.78
12.74,1,0,-17.5,1.6,-0.9,7,120,10.4,48.7,73.4,-8.47
