# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
4.78,49.57,4.32,90.09,11.60,35.40,23.50
4.90,45.20,-0.37,92.77,11.40,35.30,24.00
4.97,41.63,0.42,92.74,11.20,35.90,25.40
5.03,48.50,14.24,87.36,11.00,30.00,28.30
5.09,55.33,23.47,85.52,10.10,23.30,32.80
5.22,51.61,14.75,87.16,10.70,27.70,28.70
5.28,49.55,18.39,87.35,11.20,29.10,29.20
5.35,43.52,12.52,89.47,9.90,33.20,26.10
5.41,48.97,-9.95,89.84,9.90,32.50,19.10
5.54,59.59,-16.83,89.27,9.30,33.80,17.30
5.60,66.53,-16.29,95.98,10.60,41.60,22.50
5.66,48.93,-0.91,72.39,17.80,45.60,23.00
5.73,43.74,15.36,75.88,18.10,40.80,25.90
5.86,53.85,30.35,104.57,12.10,32.70,34.40
5.92,53.36,14.31,82.57,12.70,33.70,25.40
5.98,61.04,-3.08,90.17,12.90,36.20,22.80
6.05,44.34,-3.00,94.60,15.30,42.30,22.20
6.17,46.20,-5.82,89.87,14.60,42.50,22.80
6.23,38.77,-6.74,91.01,14.80,45.40,22.60
6.30,48.20,6.72,88.79,14.10,33.00,24.70
6.36,53.85,12.43,84.70,13.50,31.10,26.00
6.49,46.58,1.91,91.95,13.70,36.00,23.60
6.55,50.08,-1.39,90.00,13.10,45.30,23.40
6.62,45.78,-2.87,91.78,13.80,39.10,24.10
6.68,45.45,9.08,85.15,13.50,30.20,25.90
6.81,54.48,9.09,86.58,12.90,28.20,25.40
6.87,47.58,8.34,89.04,13.50,30.40,24.20
6.94,47.44,6.24,90.53,13.20,32.30,24.10
7.00,44.13,5.60,89.53,13.60,32.40,24.10
7.13,49.08,7.08,89.87,13.50,28.80,25.30
7.19,54.79,17.97,83.84,12.50,24.30,35.70
7.25,46.61,24.21,86.07,12.50,22.80,37.80
7.32,46.38,16.81,88.40,12.50,23.60,29.80
7.45,53.74,5.40,87.95,11.20,30.50,24.20
7.51,48.03,2.37,87.52,11.20,36.20,24.00
7.57,41.46,17.32,87.32,13.00,27.70,24.10
7.64,50.61,19.66,88.60,12.20,21.60,27.00
7.76,50.42,21.81,86.32,12.40,22.60,27.00
7.83,45.47,5.66,91.38,11.60,29.20,24.40
7.89,48.71,8.56,88.96,10.50,31.40,24.10
7.95,49.85,2.06,88.48,10.70,35.10,23.60
8.08,44.64,3.29,93.26,10.60,31.10,23.90
8.15,50.76,17.72,87.81,11.50,23.50,25.80
8.21,48.35,20.30,88.56,11.90,19.20,29.90
8.27,46.19,27.26,85.43,11.90,19.20,33.40
8.40,48.69,12.96,90.27,10.50,25.50,23.80
8.46,49.29,0.70,87.32,10.20,31.20,24.60
8.53,43.79,-6.33,90.89,10.20,31.80,24.00
8.59,45.83,-0.43,94.30,9.40,31.80,24.10
8.72,47.80,5.08,91.98,11.30,31.40,23.90
8.78,40.40,16.99,91.34,12.30,28.20,24.10
8.85,43.69,11.77,91.65,11.50,27.80,22.70
8.91,44.10,10.98,90.72,11.00,28.50,23.50
9.04,41.78,13.50,93.23,11.70,26.90,24.30
9.10,57.21,7.99,96.44,9.70,31.00,22.70
9.17,55.13,-2.76,88.61,13.70,44.70,22.50
9.23,42.86,-8.28,89.52,15.90,47.80,23.60
9.36,42.96,-4.72,90.92,16.80,44.10,24.80
9.42,44.45,2.98,82.79,16.10,45.00,24.70
9.48,52.43,-4.23,91.33,14.90,47.40,26.60
9.55,59.06,-7.40,86.60,13.30,41.90,27.10
9.68,60.42,-16.64,75.33,13.30,57.00,28.70
9.74,56.30,-3.89,77.41,11.50,54.10,31.70
9.80,57.62,-9.37,83.26,10.20,48.90,33.50
9.87,58.98,-12.64,85.64,10.60,44.50,37.50
10.00,61.41,-1.92,80.73,11.00,37.60,42.50
10.06,60.64,9.92,82.54,12.10,34.50,47.60
10.12,52.23,-4.85,84.25,13.10,39.20,38.90
10.19,55.10,-11.72,87.93,14.20,45.60,36.00
10.31,52.08,-8.97,87.98,13.70,49.10,36.20
10.38,49.31,-9.95,88.35,14.30,43.60,35.20
10.44,47.38,-7.80,88.82,14.40,44.60,37.80
10.51,52.25,-6.52,88.06,13.30,45.00,36.60
10.63,54.03,-5.30,86.09,12.30,120.00,36.40
10.70,52.98,-8.11,88.13,13.80,46.30,36.70
10.76,50.68,-12.57,90.30,13.70,45.80,35.40
10.82,38.48,-0.86,91.90,15.30,49.30,41.10
10.95,40.08,-6.98,96.31,17.10,46.60,41.90
11.01,37.29,-3.36,94.20,16.80,48.10,40.50
11.08,33.50,-3.20,96.59,17.50,44.20,43.40
11.14,40.81,-5.26,95.93,14.70,47.60,46.70
11.27,41.12,9.36,89.90,12.90,43.70,47.30
11.33,40.23,-8.83,94.10,13.10,55.80,38.40
11.40,38.75,-11.41,95.05,14.80,41.20,37.70
11.46,39.93,-6.37,93.63,15.30,45.70,37.30
11.59,37.78,-6.96,98.15,14.70,36.50,46.00
11.65,38.69,15.40,92.24,10.80,35.10,50.20
11.72,38.24,7.32,94.56,11.10,35.60,47.80
11.78,37.40,-11.77,95.31,11.00,42.70,37.20
11.91,42.85,-2.39,93.56,10.80,39.80,41.30
11.97,40.58,-0.53,95.59,9.50,36.70,40.80
12.04,39.97,-8.07,96.23,8.40,35.20,40.00
12.16,44.78,8.84,89.94,7.20,36.50,43.10
12.23,44.13,-5.83,92.03,7.90,36.90,37.10
12.29,46.15,-6.76,91.82,8.20,120.00,34.30
12.35,44.48,-10.00,95.15,7.40,35.50,37.80
12.48,42.61,7.87,91.59,7.30,120.00,44.00
12.54,41.06,6.93,94.00,7.30,36.10,44.70
12.61,39.96,0.99,93.75,7.00,33.80,43.70
12.67,39.37,-3.97,91.86,7.60,34.70,40.60
12.80,44.63,2.55,93.55,6.50,32.80,41.00
12.86,53.13,11.40,86.37,5.90,31.40,47.50
12.93,56.92,6.62,85.98,6.20,29.00,37.30
12.99,56.99,-5.73,86.91,5.80,29.40,31.70
13.12,56.38,8.64,82.47,5.50,34.30,29.70
13.18,52.89,-0.98,87.45,4.70,35.10,26.50
13.24,52.06,-3.25,86.23,4.90,33.10,25.80
13.31,52.97,2.53,85.80,5.20,32.90,27.80
13.44,57.12,-1.24,84.09,5.20,28.20,30.30
13.50,54.88,3.29,85.67,5.50,27.00,33.60
13.56,54.68,-0.52,87.24,4.40,27.30,31.70
13.63,48.74,4.11,90.82,4.30,30.20,28.80
13.76,53.00,-5.21,98.02,4.50,28.70,28.60
13.82,55.76,2.50,84.89,5.20,30.70,33.40
13.88,51.40,-11.09,87.85,6.30,41.60,30.90
13.95,47.75,-9.40,88.35,8.20,120.00,30.10
14.08,47.41,-22.11,72.95,10.00,50.40,33.80
14.14,66.83,2.10,80.52,9.20,58.00,28.70
14.20,67.78,-0.11,78.88,8.70,51.10,28.40
14.27,60.04,-9.00,77.11,10.70,120.00,30.30
14.39,58.52,-22.79,86.51,12.60,120.00,29.90
14.46,51.53,-18.72,87.95,14.00,120.00,29.40
14.52,43.61,-13.50,90.37,16.50,120.00,32.00
14.59,42.16,-11.54,92.04,16.40,72.20,31.10
14.71,42.38,-9.88,93.80,15.60,84.00,31.10
14.78,41.17,-10.95,93.05,14.70,120.00,33.60
14.84,37.93,-11.44,92.19,14.70,120.00,35.50
14.90,36.93,-10.95,93.23,15.90,120.00,32.40
15.03,40.03,-12.58,94.19,16.50,66.30,32.40
15.10,43.05,-8.78,94.19,16.30,120.00,32.50
15.16,46.45,0.18,92.41,12.40,51.40,40.20
15.22,45.58,-10.43,91.38,10.10,44.90,38.50
15.35,44.52,-16.45,90.90,10.50,53.70,36.50
15.41,48.45,-0.92,93.78,15.20,51.70,37.90
15.48,41.17,0.90,93.60,16.50,120.00,38.50
15.54,39.90,-4.26,94.12,14.50,48.50,38.40
15.67,45.50,-5.27,92.97,9.90,37.90,120.00
15.73,44.01,-4.00,92.90,10.80,41.00,42.80
15.80,43.68,-4.14,93.59,12.80,41.50,39.70
15.86,40.97,-1.88,93.57,15.40,53.00,38.10
15.99,42.94,-7.11,92.78,12.20,45.40,39.40
16.05,41.88,-7.61,93.71,11.70,42.30,39.80
16.12,43.80,11.25,91.16,14.80,46.80,46.00
16.18,42.98,13.20,90.44,15.10,44.00,46.60
16.31,43.91,-3.19,92.46,10.90,37.80,40.50
16.37,46.86,0.30,92.01,11.90,41.30,40.30
16.44,39.23,5.60,92.70,15.00,44.80,41.80
16.50,38.16,4.88,93.73,14.20,44.10,40.50
16.63,42.57,0.42,94.34,11.70,37.30,40.30
16.69,40.46,-1.23,94.31,11.70,37.80,40.40
16.76,40.83,-8.59,97.44,12.80,39.80,41.30
16.82,39.28,7.68,94.26,13.60,42.60,44.50
16.95,40.75,4.52,93.37,10.70,34.80,48.20
17.01,43.98,3.86,91.98,10.50,33.40,44.90
17.07,44.62,7.93,92.20,11.60,34.70,44.60
17.14,43.42,8.46,92.54,10.30,32.00,45.90
17.27,42.51,8.23,94.15,10.00,29.10,50.50
17.33,42.22,11.03,92.43,10.00,27.20,49.40
17.39,40.86,10.76,92.00,10.30,33.80,46.00
17.46,40.67,8.95,94.18,10.40,31.60,48.30
17.58,47.61,26.29,83.82,10.10,24.10,44.90
17.65,47.24,17.60,89.10,9.10,26.80,48.20
17.71,47.34,8.50,90.72,8.40,27.80,45.10
17.77,47.15,-0.68,90.47,8.30,26.30,34.40
17.90,44.64,2.81,90.61,8.40,27.60,34.90
17.97,42.18,10.25,93.53,10.50,30.20,42.40
18.03,38.11,12.01,92.55,9.40,27.70,45.50
18.09,38.73,12.74,92.47,8.80,27.70,45.40
18.22,39.81,10.88,92.85,8.60,26.20,45.40
18.29,39.92,10.96,95.00,7.90,25.50,39.90
18.35,43.11,9.85,93.00,7.50,25.80,36.30
18.41,45.11,5.18,92.44,8.00,25.40,33.40
18.54,45.04,4.70,91.85,7.90,25.90,32.10
18.60,42.01,2.52,92.38,7.50,22.60,32.10
18.66,43.71,6.99,92.85,6.00,21.80,32.40
18.73,44.67,0.05,91.48,4.80,20.80,32.80
18.86,44.82,-3.69,94.26,5.00,21.20,30.20
18.92,50.89,-2.04,104.28,6.50,22.00,31.40
18.98,51.16,-0.18,96.04,7.30,24.50,33.90
19.05,50.29,-5.81,86.33,8.30,29.50,35.10
19.17,45.19,-6.56,84.97,13.10,58.50,31.60
19.24,45.10,-11.32,81.41,14.30,120.00,30.70
19.30,46.70,-16.10,86.49,14.40,120.00,31.20
19.36,49.05,3.12,93.48,14.30,120.00,32.50
19.49,46.09,-7.87,94.14,15.90,120.00,33.90
19.56,50.00,-7.88,88.62,16.00,120.00,37.40
19.62,48.59,-5.91,89.36,16.30,120.00,38.10
19.68,47.68,-6.09,89.51,16.40,56.70,40.10
19.81,42.43,-7.58,93.44,18.40,48.50,41.00
19.87,41.55,2.77,92.11,18.90,43.50,44.90
19.94,40.77,2.09,93.90,18.90,46.20,45.20
20.00,40.80,-4.01,94.73,19.50,120.00,42.60
20.13,37.84,-11.54,95.10,19.90,53.40,43.70
20.19,37.08,1.29,95.06,19.40,50.10,46.40
20.26,34.55,4.67,94.72,19.50,47.00,46.20
20.32,37.68,2.20,96.24,19.60,47.70,48.00
20.45,39.90,-4.77,95.96,19.00,51.10,49.90
20.51,35.67,4.74,94.74,18.80,120.00,50.50
20.58,36.84,9.31,93.22,19.00,45.90,49.00
20.64,40.65,4.13,93.84,17.50,44.10,53.70
20.77,46.77,-5.17,90.86,16.40,38.70,50.90
20.83,41.46,8.70,93.71,17.20,44.00,50.80
20.89,38.25,6.59,93.63,17.80,43.40,50.20
20.96,39.10,0.89,93.68,17.20,40.90,50.00
21.09,41.28,2.50,94.98,17.30,44.50,55.40
21.15,41.59,7.14,94.19,17.50,43.60,51.50
21.21,42.11,19.68,90.09,16.70,42.10,48.60
21.28,39.29,4.62,93.36,17.00,38.60,50.20
21.41,42.08,5.66,92.02,15.50,37.30,51.50
21.47,42.02,2.22,93.74,15.00,37.20,50.80
21.53,41.58,-4.21,94.42,15.00,36.80,46.10
21.60,42.78,6.31,91.33,15.50,45.60,46.90
21.72,41.39,8.75,93.48,15.50,43.60,48.40
21.79,40.79,6.23,92.76,15.00,37.00,48.90
21.85,43.44,5.16,92.24,14.50,36.30,50.00
21.92,39.28,0.98,94.99,14.80,32.40,49.20
22.04,43.50,10.13,91.18,15.40,42.30,45.90
22.11,40.50,14.73,91.46,15.00,41.50,47.10
22.17,40.11,4.60,94.02,14.90,41.20,44.50
22.23,40.69,4.97,93.93,14.10,35.70,46.30
22.36,39.45,1.16,93.34,13.90,35.30,47.20
22.43,42.96,17.99,88.25,14.60,40.50,46.90
22.49,42.21,5.62,89.54,14.10,38.50,46.10
22.55,40.09,4.97,94.26,13.60,34.20,46.60
22.68,38.71,6.11,94.68,14.30,34.50,45.80
22.74,39.09,17.80,93.80,13.50,33.00,46.60
22.81,36.32,16.00,93.54,14.50,32.60,47.80
22.87,37.02,10.64,93.80,14.00,29.50,50.70
23.00,35.55,15.85,93.98,14.50,29.90,48.60
23.06,35.72,12.40,94.66,13.60,28.60,50.10
23.13,35.76,7.59,93.80,13.00,26.70,49.30
23.19,38.09,5.49,95.26,12.90,31.20,46.20
23.32,39.40,20.79,92.33,12.70,28.80,45.10
23.38,36.44,13.46,94.41,13.40,28.80,47.10
23.45,35.80,11.31,95.23,13.20,29.70,48.50
23.51,35.29,15.38,93.91,13.00,28.70,48.20
23.64,33.80,10.40,94.06,12.70,27.90,46.60
23.70,39.13,24.89,90.88,12.10,22.50,46.60
23.77,38.98,17.73,93.77,11.90,27.30,46.70
23.83,38.06,8.33,94.93,11.70,27.20,43.90
23.96,40.00,3.62,93.15,10.50,27.80,39.90
24.02,39.11,8.01,92.92,10.80,30.30,40.40
24.08,32.11,9.61,96.68,12.10,32.40,43.20
24.15,32.00,14.56,94.32,12.90,28.50,44.10
24.27,29.97,13.36,96.91,11.80,26.30,45.00
24.34,31.76,2.08,96.80,11.70,23.70,40.30
24.40,35.52,5.25,93.80,10.80,29.00,39.70
24.46,35.12,19.59,93.23,10.90,27.70,42.10
24.59,37.26,12.84,94.82,10.30,24.80,41.10
24.66,32.20,13.39,96.49,9.90,120.00,42.60
24.72,34.94,9.69,93.99,10.10,20.20,42.30
24.78,33.47,11.03,95.91,9.90,21.20,42.10
24.91,33.04,18.57,95.56,10.80,19.90,44.90
24.98,31.20,16.60,93.65,9.80,18.70,45.70
25.04,31.31,26.70,92.78,10.10,16.40,46.10
25.10,48.85,12.17,113.39,8.20,20.20,37.70
25.23,39.76,6.71,102.42,11.00,19.50,36.40
25.30,49.36,14.26,81.25,11.40,21.50,41.00
25.36,50.02,-2.25,83.28,13.70,27.90,44.70
25.42,48.97,3.56,88.43,14.10,36.30,44.10
25.55,51.73,0.79,89.72,14.80,42.60,44.50
25.62,45.67,-6.54,89.35,16.10,49.60,46.90
25.68,41.89,-9.12,101.22,16.40,46.10,46.70
25.74,42.52,-1.29,86.35,17.60,41.20,48.70
25.87,48.31,12.07,88.75,17.70,43.80,48.50
25.94,54.30,6.04,84.22,17.30,39.20,49.60
26.00,52.08,-0.96,91.16,18.20,43.10,49.70
26.06,43.56,7.70,92.52,19.90,39.50,50.10
26.19,40.99,6.81,94.05,21.10,42.00,49.30
26.26,36.10,-1.84,93.50,22.00,43.80,53.90
26.32,33.78,-6.57,97.67,21.00,44.10,50.60
26.38,37.31,14.03,91.71,19.70,40.90,48.00
26.51,38.96,16.78,92.11,19.30,39.40,50.20
26.57,37.38,9.72,94.91,20.60,40.40,51.20
26.64,30.06,9.82,96.11,19.80,41.70,50.90
26.70,36.51,22.62,93.75,19.30,38.80,50.50
26.83,33.36,19.33,94.68,19.50,38.40,49.70
26.89,32.07,12.67,94.08,20.20,40.70,53.80
26.96,34.29,12.46,94.93,19.40,40.30,51.00
27.02,33.80,16.19,94.67,19.00,40.00,51.30
27.15,32.45,14.70,94.07,18.90,39.80,49.60
27.21,33.56,18.37,94.77,18.10,38.90,49.60
27.28,35.00,11.65,94.78,18.90,40.50,50.50
27.34,33.96,11.70,95.84,18.90,39.10,52.10
27.47,32.65,11.61,96.05,18.20,39.50,50.90
27.53,33.17,19.37,93.12,17.40,38.70,49.50
27.59,33.37,17.88,94.46,17.30,38.90,49.50
27.66,34.53,13.36,94.03,17.30,38.10,51.00
27.79,32.52,14.40,95.37,17.90,38.30,52.10
27.85,32.46,21.77,94.76,16.80,34.20,49.00
27.91,32.17,20.48,94.21,17.10,33.80,50.30
27.98,33.12,18.16,95.12,17.10,34.90,51.90
28.10,32.54,14.31,94.48,17.60,36.60,52.10
28.17,32.64,14.10,95.84,17.40,36.70,52.70
28.23,34.59,26.89,91.17,16.10,33.80,48.80
28.30,29.88,22.30,93.59,16.20,34.00,48.10
28.42,31.35,16.64,95.39,15.80,34.20,49.30
28.49,30.19,17.69,95.23,16.20,31.90,52.30
28.55,27.64,16.21,95.70,16.20,30.50,51.30
28.62,29.27,21.86,94.87,15.50,30.60,50.20
28.74,30.62,19.82,94.98,15.60,29.90,49.90
28.81,29.33,17.68,95.33,16.00,28.80,52.50
28.87,30.22,18.57,94.86,15.30,28.30,49.40
28.93,30.70,27.90,92.94,14.40,23.60,51.00
29.06,30.85,20.70,93.99,14.60,27.40,48.80
29.12,31.76,18.85,93.83,14.40,28.30,50.60
29.19,28.80,13.34,96.43,13.60,31.30,48.90
29.25,31.42,23.44,94.02,13.20,28.20,52.40
29.38,29.92,19.47,95.36,13.60,28.50,49.50
29.44,30.44,20.04,95.25,14.00,24.90,51.00
29.51,30.38,21.75,94.75,13.60,23.10,51.30
29.57,28.16,21.02,95.62,14.10,22.50,49.70
29.70,27.64,29.28,92.88,13.20,20.00,50.50
29.76,26.74,24.85,94.61,12.80,20.90,48.70
29.83,25.73,23.96,94.87,13.20,21.70,50.10
29.89,26.97,23.90,94.91,13.50,21.30,49.70
30.02,24.65,21.83,95.56,13.30,21.60,51.40
30.08,30.07,32.42,90.59,12.60,18.70,48.40
30.15,23.69,25.15,94.81,12.90,19.70,49.00
30.21,25.49,24.52,95.48,12.60,19.60,50.90
30.34,31.39,23.50,93.51,12.30,18.50,49.30
30.40,26.20,23.79,96.15,12.10,17.20,50.10
30.47,28.53,34.43,92.25,11.30,15.30,56.00
30.53,30.84,23.71,93.51,11.30,16.90,47.30
30.66,28.44,23.58,92.82,11.40,17.80,49.20
30.72,25.53,17.99,96.00,11.80,17.50,49.20
30.78,25.19,18.18,94.74,11.00,17.30,48.60
30.91,23.33,26.58,96.86,10.80,17.40,50.60
30.98,24.65,23.96,95.34,10.80,17.70,50.70
31.04,28.27,21.58,94.76,10.80,18.20,50.40
31.10,26.03,20.68,95.02,10.40,18.20,50.60
31.23,24.54,17.58,97.83,11.40,19.50,52.50
31.30,25.03,14.72,97.52,11.50,19.30,53.10
31.36,30.26,25.98,91.02,10.10,21.60,49.50
31.42,25.42,21.03,95.47,9.60,21.70,46.50
31.55,25.02,15.20,98.43,10.00,20.70,49.00
31.62,40.08,32.92,105.93,9.90,17.70,49.80
31.68,37.81,24.13,101.58,10.40,26.60,50.50
31.74,41.58,26.10,86.93,10.80,26.80,52.20
31.87,42.11,13.19,89.97,13.80,37.80,49.30
31.94,39.17,-1.26,92.93,15.50,42.10,50.00
32.00,35.91,-5.50,83.56,17.50,44.10,46.30
32.06,40.63,-4.50,93.98,18.50,43.00,46.10
32.19,46.28,-3.22,92.97,18.20,39.00,49.80
32.25,49.45,-4.37,81.94,18.60,41.90,47.30
32.32,53.95,8.75,94.87,16.30,37.20,47.10
