# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
5.45,92.03,13.59,45.47,3.30,8.10,6.30
5.52,83.84,10.89,55.62,4.10,7.30,6.60
5.65,79.82,21.72,58.38,3.90,7.70,6.80
5.71,81.34,12.52,52.10,4.10,7.40,6.40
5.77,84.36,16.80,55.07,2.70,7.30,7.90
5.83,83.36,11.74,54.37,2.60,6.50,7.60
5.96,83.02,15.22,57.82,2.40,6.60,7.40
6.02,83.25,9.01,57.48,3.20,7.60,7.10
6.08,79.85,11.35,53.43,3.80,9.50,6.70
6.15,83.11,2.84,62.74,3.60,10.60,7.00
6.28,80.88,14.31,61.87,3.80,9.00,6.70
6.34,79.41,21.04,59.76,3.40,7.60,6.70
6.40,80.51,16.23,59.89,3.40,8.10,6.50
6.47,79.83,21.22,59.20,2.70,6.60,6.70
6.59,78.51,28.63,59.37,3.20,6.60,6.40
6.65,76.32,22.39,62.76,3.20,7.40,6.50
6.72,80.17,24.10,58.26,3.00,8.00,6.30
6.78,90.34,11.38,46.95,2.40,8.00,6.80
6.91,88.16,17.93,48.90,3.10,7.90,5.80
6.97,85.34,14.15,47.89,3.70,9.90,5.20
7.04,83.87,15.81,43.44,3.70,10.10,5.40
7.10,86.80,11.97,45.90,4.20,10.60,5.30
7.23,88.13,5.55,47.15,3.70,10.40,5.30
7.29,89.49,13.75,53.58,2.90,10.20,5.90
7.35,88.07,14.17,47.98,2.30,9.90,5.80
7.42,89.42,10.33,47.90,2.90,8.40,5.40
7.55,87.64,15.89,49.87,2.60,7.50,5.10
7.61,86.06,25.14,48.18,2.50,6.30,5.50
7.67,84.28,31.84,46.12,2.90,6.60,5.10
7.73,82.54,30.46,42.67,2.70,6.20,5.00
7.86,84.80,26.06,48.74,3.10,5.80,4.80
7.92,79.63,52.23,51.33,3.40,6.70,5.40
7.99,80.18,35.69,54.36,2.90,7.10,5.40
8.05,84.76,25.04,46.69,3.10,6.50,4.90
8.18,82.79,29.03,49.27,2.90,6.50,4.70
8.24,80.48,36.80,41.56,2.60,5.80,4.70
8.30,76.44,42.96,38.33,2.90,5.20,4.90
8.37,81.04,33.38,42.92,3.00,5.30,4.80
8.50,82.68,39.42,44.31,2.70,5.40,4.70
8.56,77.16,38.85,39.48,2.40,4.90,4.70
8.62,86.43,42.81,42.85,2.40,5.00,4.70
8.69,82.29,37.40,43.62,2.10,5.30,4.40
8.81,81.14,30.18,48.49,2.40,6.60,4.30
8.88,82.24,23.18,44.71,2.60,6.50,4.30
8.94,81.78,40.56,43.67,2.70,4.70,4.60
9.00,84.10,42.47,39.29,2.50,4.00,4.20
9.13,80.67,45.83,40.75,2.40,4.00,4.40
9.19,81.73,37.37,44.23,2.80,4.50,4.60
9.26,79.88,40.33,45.59,1.90,4.90,4.70
9.32,81.00,38.24,45.15,2.60,4.40,4.30
9.45,75.83,49.88,38.98,2.50,2.80,4.40
9.51,76.94,47.53,41.18,2.20,3.60,4.10
9.57,79.05,37.36,46.09,2.30,4.50,4.30
9.64,77.66,43.32,38.93,2.30,4.20,4.40
9.77,82.17,34.72,45.90,2.30,4.70,3.70
9.83,81.31,37.65,45.13,1.70,4.60,3.80
9.89,81.79,38.07,45.06,2.20,4.40,4.20
9.96,81.67,35.50,45.38,2.00,4.50,4.50
10.08,81.30,36.79,43.94,3.10,4.50,4.30
10.15,80.79,40.84,43.66,2.30,4.20,4.30
10.21,78.94,42.73,43.00,2.00,4.70,4.30
10.27,81.92,32.37,46.56,2.10,4.70,4.20
10.40,78.16,39.23,43.49,1.90,4.60,4.00
10.46,78.61,40.96,47.72,2.20,3.50,3.60
10.53,80.60,40.17,50.71,3.00,4.60,4.10
10.59,79.56,38.62,47.91,2.30,4.10,4.00
10.72,88.62,37.26,55.93,1.60,3.90,3.80
10.78,86.25,40.94,55.19,2.30,4.80,3.40
10.84,76.21,35.35,41.05,4.00,6.30,4.00
10.91,75.26,46.70,39.15,3.80,5.70,3.90
11.03,78.87,39.69,38.15,3.50,5.00,4.10
11.10,78.95,45.48,40.86,3.00,5.40,4.70
11.16,77.62,51.14,43.21,2.40,5.80,3.90
11.22,78.38,47.09,36.36,2.70,5.40,3.50
11.35,79.49,39.84,42.97,3.00,5.00,2.30
11.41,82.91,38.07,45.52,2.40,5.60,3.10
11.48,81.75,35.86,44.72,2.50,5.90,3.80
11.54,82.77,37.15,45.68,2.30,5.30,3.50
11.66,79.20,31.37,51.51,3.10,5.30,2.90
11.72,76.54,39.89,43.48,3.40,4.40,3.60
11.79,79.39,48.13,55.83,3.00,4.30,3.50
11.85,80.73,32.77,48.90,2.90,5.50,3.30
11.97,78.70,35.61,52.56,2.80,5.80,3.40
12.03,78.06,36.38,51.46,3.00,4.90,3.10
12.09,78.16,36.61,51.82,3.10,5.10,3.40
12.15,79.13,26.78,49.77,2.80,5.10,2.60
12.27,78.98,39.04,48.50,2.80,5.00,3.50
12.34,80.59,39.92,49.27,2.10,5.10,3.40
12.40,77.14,38.11,49.37,1.90,5.50,3.10
12.46,80.90,26.44,53.74,1.90,5.70,2.90
12.59,80.77,26.42,53.48,2.00,5.90,2.70
12.65,82.22,27.86,52.03,2.10,6.00,2.70
12.72,84.66,36.36,42.21,2.10,5.70,3.70
12.78,83.25,33.36,39.29,2.80,5.60,3.00
12.91,81.56,41.10,36.04,2.50,4.90,3.60
12.97,73.99,42.53,47.07,3.30,6.00,4.50
13.04,74.38,37.65,42.90,3.60,6.70,4.60
13.10,74.52,39.61,48.46,4.40,6.40,4.80
13.23,81.56,29.37,57.42,3.60,7.90,5.00
13.29,81.98,23.33,59.11,3.30,8.40,4.70
13.35,82.61,23.70,51.42,3.30,7.40,4.30
13.42,85.45,24.27,52.81,3.20,6.50,4.20
13.54,85.53,29.88,48.00,2.30,6.40,3.90
13.61,86.17,25.38,52.48,3.00,6.00,4.10
13.67,79.71,32.82,50.40,3.50,6.50,4.60
13.73,80.32,39.11,55.94,2.60,6.00,4.60
13.86,80.30,31.89,55.17,3.10,6.50,4.20
13.92,86.33,24.15,53.44,2.30,6.40,4.20
13.99,85.78,23.93,50.54,2.40,6.30,4.20
14.05,85.08,28.60,50.71,2.60,6.20,4.50
14.18,94.65,26.71,70.70,3.00,6.50,4.70
14.24,78.45,18.87,43.19,3.30,9.90,4.50
14.30,81.65,30.41,57.79,3.40,9.30,5.10
14.37,84.86,21.91,54.35,3.80,8.70,5.30
14.49,78.13,28.75,47.19,4.10,9.20,5.50
14.56,85.60,19.76,56.10,3.50,9.10,5.50
14.62,83.80,28.41,53.93,3.40,8.70,5.50
14.68,83.92,33.14,46.04,2.90,7.90,5.00
14.81,86.27,21.85,49.22,3.00,7.30,4.80
14.88,85.08,22.16,49.28,3.60,7.60,5.20
14.94,83.42,33.22,53.71,3.60,7.70,5.20
15.00,81.49,28.39,54.68,3.50,7.30,5.30
15.13,81.61,25.40,52.39,2.70,6.90,5.10
15.19,82.70,19.11,48.61,3.20,7.70,4.90
15.26,85.64,27.73,49.71,3.30,7.00,4.40
15.32,84.18,23.52,47.79,2.50,6.70,4.80
15.45,86.87,22.17,46.67,2.30,6.10,4.70
15.51,82.05,29.94,52.45,2.70,6.20,4.90
15.57,81.41,30.87,50.50,3.00,6.50,5.00
15.64,81.53,23.21,52.73,3.20,7.30,5.40
15.76,92.05,12.78,53.41,2.90,8.90,4.90
15.83,84.23,24.10,48.23,2.90,7.60,5.20
15.89,81.51,30.02,50.06,2.60,6.60,5.60
15.95,80.19,24.72,46.30,2.90,6.80,5.80
16.08,86.83,18.74,52.75,2.20,7.40,5.10
16.14,85.07,20.15,53.38,3.00,6.50,5.60
16.21,79.46,21.02,53.08,2.60,7.10,5.50
16.27,81.10,26.97,54.05,2.70,7.10,5.80
16.40,82.18,19.37,54.83,2.90,7.10,5.70
16.46,86.32,17.85,54.14,2.90,6.90,5.10
16.52,81.98,23.72,51.32,2.40,7.10,5.30
16.59,84.19,28.39,51.98,3.50,6.40,6.60
16.71,82.92,31.50,45.22,3.60,7.60,6.00
16.78,80.10,15.17,49.26,4.00,8.20,6.40
16.84,81.30,18.76,53.78,3.20,8.60,6.10
16.90,79.06,21.52,58.64,4.10,7.90,6.00
17.03,81.34,21.24,57.18,3.00,7.40,6.30
17.09,80.71,29.17,59.56,3.50,7.80,5.90
17.16,78.77,17.32,55.49,3.70,8.00,5.60
17.22,80.85,15.00,57.96,3.30,7.80,6.40
17.35,79.90,19.49,60.41,3.20,7.20,6.70
17.41,80.08,26.39,56.94,2.30,6.20,5.90
17.47,78.38,29.33,55.38,1.70,6.20,6.30
17.54,79.65,24.24,57.62,2.50,6.50,6.20
17.67,85.67,20.54,49.49,1.90,6.50,5.50
17.73,86.31,17.82,49.35,1.80,6.90,5.70
17.79,88.01,20.00,48.24,2.10,6.60,5.70
17.85,83.62,25.56,53.87,2.40,6.80,5.50
17.98,73.99,24.52,40.36,3.20,7.30,6.10
18.04,81.45,23.65,54.75,3.60,7.80,6.10
18.11,84.38,19.59,50.43,3.70,7.70,6.30
18.17,77.73,26.80,53.89,4.40,8.10,5.70
18.30,77.67,20.25,52.22,4.10,9.00,6.10
18.36,82.29,21.62,52.42,3.50,8.80,5.80
18.42,82.93,21.94,53.80,3.30,8.10,5.70
18.49,84.30,26.12,52.80,3.70,7.50,5.30
18.61,80.85,24.42,56.32,3.30,8.20,5.50
18.68,80.72,20.65,51.18,3.90,8.10,5.50
18.74,78.56,30.86,53.14,3.50,7.20,6.00
18.80,79.63,33.69,54.49,2.90,6.70,6.50
18.93,80.53,26.44,52.02,2.60,6.80,5.30
18.99,82.35,28.01,54.97,2.90,6.20,5.50
19.06,81.26,31.52,53.04,2.40,6.10,5.40
19.12,80.07,30.13,53.23,2.80,6.20,5.30
19.25,81.38,32.35,57.21,2.40,6.60,5.30
19.31,80.01,20.88,52.04,3.20,7.60,5.60
19.38,79.29,21.45,57.79,3.20,7.80,5.20
19.44,78.92,26.18,60.10,3.80,7.20,5.50
19.57,82.73,33.73,57.79,3.80,6.10,5.80
19.63,80.87,31.23,46.45,3.60,6.10,5.40
19.69,81.54,29.10,44.65,3.40,6.90,5.20
19.76,82.42,25.12,46.97,3.10,7.40,5.10
19.88,83.47,22.56,45.66,3.20,7.40,5.00
19.95,87.08,18.16,53.59,3.40,7.40,4.10
20.01,85.57,23.51,49.10,2.60,7.20,4.50
20.07,86.22,24.48,49.60,2.60,7.20,4.70
20.20,82.67,31.26,45.12,2.60,6.80,4.00
20.26,82.93,37.69,46.16,2.80,5.90,4.00
20.33,83.11,31.67,44.54,2.40,5.50,4.60
20.39,83.26,37.09,44.34,2.60,6.00,4.40
20.52,82.81,32.86,45.20,2.60,6.30,4.80
20.58,82.97,28.96,45.90,2.40,6.20,4.50
20.64,83.15,30.65,46.74,2.50,5.70,4.10
20.71,84.56,28.19,47.86,2.30,5.60,4.40
20.83,85.63,28.01,48.30,2.70,5.60,4.70
20.90,82.59,31.57,45.94,2.00,5.50,4.00
20.96,83.22,33.83,46.37,2.20,5.30,3.80
21.02,84.56,32.24,45.61,2.40,4.50,4.40
21.15,84.23,34.95,42.49,2.40,4.70,4.00
21.21,85.45,35.46,41.68,2.10,4.60,4.00
21.28,87.68,33.78,44.01,2.60,5.20,4.00
21.34,82.02,38.12,35.35,2.70,5.80,3.80
21.47,81.43,38.92,32.98,2.70,5.90,3.40
21.53,84.58,40.32,49.80,2.50,6.00,3.60
21.60,79.68,36.63,45.67,2.80,6.20,3.80
21.66,77.17,42.13,41.76,3.20,6.40,3.50
21.79,79.44,40.73,43.65,3.20,6.50,3.70
21.85,84.09,37.62,44.68,2.50,6.10,4.00
21.92,83.04,37.37,42.69,2.50,6.00,3.50
21.98,82.15,38.57,42.70,3.20,6.10,3.40
22.11,80.49,38.39,43.00,2.90,6.20,3.50
22.17,80.82,41.08,42.60,2.40,6.10,3.40
22.23,82.37,37.00,46.54,3.40,6.20,3.30
22.30,78.44,36.41,48.63,3.50,6.50,3.80
22.42,79.11,42.49,46.97,3.40,6.90,4.00
22.49,76.87,35.99,44.06,4.00,6.60,3.50
22.55,76.52,47.09,45.59,3.90,5.80,3.90
22.62,76.68,41.86,47.58,3.50,6.20,3.80
22.74,76.28,42.94,45.75,4.40,5.90,3.90
22.81,78.26,44.06,47.50,3.50,5.90,3.80
22.87,75.15,46.90,41.93,4.10,5.80,3.60
22.93,77.23,36.63,50.13,4.40,6.90,3.90
23.06,76.84,39.40,52.01,4.10,6.40,3.50
23.12,76.81,36.18,47.63,3.80,7.70,3.90
23.18,81.34,35.38,50.13,3.00,7.60,3.10
23.25,80.29,34.83,48.72,3.10,7.60,3.20
23.38,82.15,31.56,50.55,3.50,8.10,3.10
23.44,81.62,30.16,50.45,3.70,8.10,3.40
23.50,82.62,29.43,48.01,2.70,8.10,3.40
23.56,86.32,28.91,47.97,1.90,7.50,3.10
23.69,86.90,26.69,44.63,2.70,7.20,2.80
23.75,84.76,28.88,51.63,2.80,8.00,3.30
23.82,84.92,31.77,51.66,1.30,8.10,3.20
23.88,82.50,27.22,49.69,2.80,8.40,2.70
24.01,80.50,24.98,52.54,2.60,8.70,2.60
24.07,82.01,25.13,50.22,1.90,7.20,3.10
24.13,85.95,28.44,49.27,1.80,6.70,3.40
24.20,84.41,31.84,46.44,1.40,6.60,3.40
24.32,85.90,25.98,48.02,2.30,6.20,3.20
24.39,82.65,26.43,51.37,2.10,6.10,3.40
24.45,81.47,23.89,52.72,2.70,6.60,3.20
24.51,82.18,28.45,52.12,2.20,6.00,2.90
24.64,86.35,26.46,48.94,2.40,6.60,2.60
24.71,84.95,28.20,49.94,3.00,7.90,3.10
24.77,83.52,21.05,54.79,3.20,8.00,3.80
24.83,82.13,23.18,46.25,3.00,10.70,4.60
24.96,86.96,19.51,51.21,3.60,10.10,5.40
25.02,88.23,17.94,49.69,3.00,9.70,5.00
25.09,85.34,19.43,47.53,2.50,9.20,5.10
25.15,84.60,16.20,49.41,2.70,9.50,4.60
25.28,85.80,17.27,52.12,3.20,10.20,4.60
25.34,86.33,15.06,51.93,2.90,9.10,4.90
25.41,84.28,12.10,52.91,2.50,8.30,4.50
25.47,86.35,13.90,52.16,2.10,8.30,4.10
25.60,82.61,23.75,52.19,2.10,7.70,4.30
25.66,81.10,27.37,52.54,2.20,7.10,5.10
25.72,82.59,20.10,54.32,2.40,7.30,4.60
25.78,83.42,14.10,53.73,2.80,8.40,4.50
25.91,84.83,16.69,53.78,2.30,7.80,4.50
25.97,86.05,16.30,54.28,2.10,7.80,4.60
26.04,92.11,20.87,51.18,2.80,9.90,4.70
26.10,86.64,15.12,45.85,3.60,10.80,5.20
26.23,79.20,4.11,42.19,4.70,12.90,5.40
26.29,84.43,19.84,49.54,4.70,13.10,6.30
26.35,84.81,20.62,51.98,4.60,11.20,6.90
26.42,84.97,12.70,52.45,4.80,14.30,7.20
26.54,84.86,7.32,53.17,4.10,14.90,6.40
26.61,87.79,17.00,51.78,3.70,13.00,6.50
26.67,87.95,17.25,53.37,5.00,16.30,6.40
26.73,85.50,-12.41,54.30,5.10,30.70,6.00
26.86,84.58,3.45,55.08,4.10,25.20,6.40
26.92,86.69,12.18,52.20,4.60,14.50,6.70
26.99,85.55,31.35,47.42,4.30,11.70,5.70
27.05,90.70,21.92,54.69,4.10,10.20,6.60
27.18,85.13,11.00,52.70,4.30,10.80,6.30
27.24,86.07,15.21,49.13,3.10,9.80,6.30
27.30,85.75,20.67,55.05,3.60,11.10,6.70
27.37,84.34,4.62,52.67,3.70,12.10,6.40
27.50,85.54,10.13,47.71,3.20,9.80,6.30
27.56,89.88,22.55,53.39,3.40,7.60,6.40
27.62,82.97,21.73,47.91,2.10,8.00,6.50
27.69,83.42,15.52,55.89,2.80,8.90,6.60
27.81,82.68,9.20,57.38,3.30,9.90,6.70
27.88,85.49,18.49,56.43,1.70,6.70,6.20
27.94,81.85,21.86,56.46,2.50,6.90,6.50
28.00,82.29,16.17,57.11,2.80,7.40,6.50
28.13,80.76,12.96,59.47,3.00,8.10,6.20
28.19,81.03,14.34,59.41,3.00,7.90,5.90
28.26,80.96,15.20,59.38,2.90,7.90,6.40
28.32,83.61,11.95,59.91,2.60,7.70,5.90
28.45,86.55,17.56,59.46,3.00,8.10,6.10
28.51,83.28,17.84,46.85,2.90,9.10,6.40
28.57,83.72,14.62,51.00,3.90,9.20,6.00
28.64,84.19,14.53,56.12,3.20,9.40,6.30
28.76,85.35,13.11,54.69,3.10,9.60,6.40
28.83,83.48,10.60,55.53,3.90,14.60,6.90
28.89,84.23,7.92,55.85,4.20,17.90,6.10
28.95,84.94,5.96,55.15,3.70,16.20,6.20
29.08,87.56,6.81,52.46,2.80,10.20,6.00
29.14,86.68,22.08,51.29,3.60,8.50,6.30
29.21,88.06,20.55,51.34,3.10,8.70,6.20
29.27,83.39,9.94,55.91,3.50,11.10,6.50
29.40,82.45,8.15,55.44,4.00,9.60,6.50
29.46,83.90,20.50,56.76,2.90,8.80,6.20
29.52,84.00,17.96,53.80,3.40,8.30,6.30
29.59,84.23,13.93,56.46,2.90,9.00,5.60
29.71,82.59,9.32,57.29,2.80,9.30,5.90
29.77,84.34,17.47,59.27,2.50,7.60,5.70
29.84,82.84,17.43,58.09,3.20,8.00,6.00
29.90,81.44,15.55,58.25,3.30,7.40,5.40
30.03,81.84,18.12,57.42,2.60,7.90,5.50
30.09,82.10,19.76,58.84,2.70,8.40,5.90
30.16,79.43,8.78,58.77,2.50,8.40,6.10
30.22,88.21,20.61,60.00,2.90,8.60,5.80
30.35,86.08,20.09,55.38,3.50,9.80,5.70
30.41,79.22,17.38,43.32,3.90,11.90,5.70
30.47,86.38,17.13,40.93,3.80,11.00,5.00
30.54,91.85,10.11,42.50,3.30,10.70,4.50
30.67,89.79,11.11,39.73,3.00,11.10,3.90
30.73,91.46,20.38,46.37,3.20,11.00,3.60
