# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
27.95,49.03,5.21,95.87,11.20,21.50,27.30
28.01,47.49,1.27,96.94,12.80,25.70,26.20
28.14,45.89,0.26,85.05,13.30,27.30,27.40
28.20,39.26,0.10,101.34,15.90,30.30,26.90
28.26,42.24,0.23,96.64,15.30,31.20,27.50
28.33,48.27,5.40,91.01,13.60,30.30,29.70
28.46,48.08,5.21,90.08,14.60,30.10,29.60
28.52,39.15,4.43,92.64,16.90,30.20,30.00
28.58,45.17,5.99,97.50,16.30,32.20,28.90
28.65,48.07,-8.25,87.04,16.30,32.50,27.60
28.77,49.47,0.01,115.57,17.70,34.40,28.70
28.84,29.17,2.89,83.45,18.10,29.90,35.70
28.90,29.61,5.05,96.47,18.90,30.60,35.00
28.97,42.49,3.02,91.88,18.10,33.40,32.80
29.09,49.38,6.78,89.43,17.30,32.10,34.20
29.16,44.31,6.76,98.90,18.40,30.40,33.60
29.22,35.02,6.88,94.56,20.10,31.10,35.40
29.29,37.29,6.17,96.81,19.00,29.70,37.00
29.41,40.77,4.56,98.90,19.40,27.90,39.10
29.48,34.84,11.37,94.84,19.80,28.00,49.40
29.54,33.87,12.10,94.99,19.10,28.70,120.00
29.61,32.46,15.67,93.30,19.40,27.60,112.40
29.73,35.47,16.36,94.78,18.90,25.90,120.00
29.80,32.07,21.22,92.88,18.10,26.30,120.00
29.86,32.00,16.44,95.12,17.50,25.50,120.00
29.92,32.62,16.62,93.71,17.20,24.90,120.00
30.05,40.63,27.50,89.39,17.60,25.80,120.00
30.12,36.31,20.63,92.90,18.70,25.90,120.00
30.18,33.44,26.43,91.46,17.50,24.70,120.00
