# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
3.31,55.40,-9.36,82.32,8.10,12.50,13.80
3.37,51.58,-7.01,89.51,8.30,12.40,14.20
3.50,48.10,2.85,87.16,8.60,12.70,15.00
3.56,44.59,0.25,73.77,8.60,12.30,14.20
3.62,48.85,-3.40,78.53,8.00,12.80,14.70
3.69,50.92,2.64,84.75,7.10,12.50,14.20
3.82,62.77,-10.55,91.85,6.30,11.90,12.60
3.88,57.27,19.53,104.72,5.90,11.50,12.40
3.94,54.94,-7.82,78.71,5.50,10.80,12.90
4.01,51.56,-8.26,73.41,5.60,10.40,12.50
4.13,55.90,15.67,85.93,5.70,12.30,13.60
4.20,55.49,23.15,84.14,6.10,13.50,12.90
4.26,54.19,9.70,85.70,5.30,12.80,13.90
4.33,53.65,14.87,84.24,5.30,12.40,16.60
4.45,52.00,18.35,75.06,5.20,11.60,16.70
4.52,58.92,24.51,88.52,5.10,11.40,15.60
4.58,56.05,25.27,80.71,4.30,10.70,20.50
4.64,58.14,27.91,80.71,4.20,9.20,21.10
4.77,56.93,29.34,78.91,4.40,9.40,22.50
4.83,58.54,27.28,78.58,4.30,9.30,21.30
4.90,57.03,23.80,83.83,4.40,10.80,16.00
4.96,57.70,10.08,80.46,4.50,11.70,13.60
5.09,61.84,-3.02,91.27,6.30,10.90,12.10
5.15,53.56,0.45,82.57,8.10,11.90,13.30
5.22,53.48,-3.53,85.82,7.60,11.90,14.60
5.28,51.51,-5.32,76.32,8.10,12.60,15.40
5.41,62.90,3.80,92.38,6.70,13.10,13.90
5.47,60.84,1.28,84.80,6.20,12.50,14.00
5.54,62.37,-8.00,76.37,6.10,13.60,12.80
5.60,64.81,1.20,75.67,5.30,14.00,12.80
5.73,69.18,-8.65,72.60,4.70,12.70,13.20
5.79,67.20,-8.04,76.04,5.70,11.00,14.50
5.86,62.30,12.71,80.86,6.20,11.10,22.20
5.92,60.11,16.39,80.64,5.80,11.50,20.30
6.05,58.32,6.71,70.23,5.40,11.70,15.30
6.11,64.87,14.62,87.10,5.40,12.20,15.90
6.18,68.40,28.25,97.64,4.60,11.60,17.10
6.24,59.70,11.16,83.00,5.60,10.60,25.40
6.37,57.34,9.91,81.08,5.30,11.20,20.30
6.43,57.90,12.47,81.09,5.30,10.70,16.90
6.50,58.78,11.04,81.98,5.20,11.10,15.50
6.56,59.92,17.99,84.61,4.70,10.60,16.50
6.69,67.30,17.65,93.32,4.50,11.40,18.10
6.75,62.59,17.13,80.59,4.00,10.50,20.30
6.82,62.63,16.24,78.23,4.10,10.00,19.10
6.88,62.74,14.59,79.76,4.40,9.90,18.70
7.01,59.88,14.17,81.46,4.20,10.20,18.00
7.07,61.51,14.76,79.88,4.40,10.20,18.40
7.13,58.95,17.96,81.46,4.00,10.90,19.30
7.20,57.59,18.09,81.12,4.40,10.00,18.50
7.33,56.37,19.27,81.69,3.60,9.80,18.30
7.39,54.73,18.45,82.95,4.20,9.90,17.50
7.45,58.89,8.10,86.19,4.10,9.60,16.50
7.58,58.84,17.35,81.15,4.00,9.50,17.60
7.64,60.77,18.72,85.81,4.00,9.80,15.90
7.71,64.86,21.36,80.05,4.40,10.30,13.20
7.77,61.76,10.57,72.05,4.50,11.00,14.40
7.90,58.37,26.33,74.44,5.80,13.50,15.30
7.96,55.21,12.76,72.36,7.00,14.00,18.50
8.03,55.47,0.33,91.60,7.40,12.80,17.50
8.09,46.39,9.52,84.73,8.20,12.00,18.60
8.22,53.06,10.86,91.97,8.20,12.50,17.60
8.28,49.30,6.90,87.62,7.70,13.20,15.80
8.35,51.87,3.51,85.88,7.30,13.80,13.60
8.41,57.15,0.18,82.92,6.60,14.20,12.50
8.47,55.55,5.15,71.55,6.30,13.40,12.30
8.60,59.34,-2.14,85.55,6.40,11.90,15.90
8.66,53.37,-1.81,78.86,6.10,11.60,15.20
8.73,53.33,2.33,80.96,6.60,12.40,14.50
8.86,65.23,18.52,96.93,4.60,13.60,12.70
8.92,57.67,12.73,79.30,5.50,13.20,12.40
8.98,53.96,14.97,73.52,4.80,12.40,12.50
9.05,55.59,0.08,66.31,4.80,12.20,14.10
9.18,60.45,11.04,85.36,4.50,12.00,13.70
9.24,57.07,11.53,82.73,4.70,11.60,13.50
9.30,55.33,12.13,80.32,4.70,11.70,13.30
9.37,56.82,13.44,82.88,4.50,11.90,13.30
9.50,56.09,12.71,82.78,4.20,12.20,13.10
9.56,57.67,17.25,83.37,4.70,12.20,13.30
9.62,57.03,12.70,83.12,3.80,11.50,11.60
9.69,58.10,10.71,83.25,4.50,11.70,12.20
9.81,57.52,9.16,83.45,4.00,11.50,12.30
9.88,60.50,9.86,85.49,4.70,12.30,11.30
9.94,54.77,13.59,85.19,3.70,12.80,11.40
10.00,53.99,14.36,85.14,4.40,12.60,11.00
10.13,52.24,11.87,85.16,4.30,12.40,10.90
10.19,52.35,12.37,86.86,4.10,12.00,10.70
10.26,56.88,9.98,82.93,4.70,12.40,10.20
10.32,51.93,10.02,87.33,4.30,12.00,10.50
10.45,54.04,9.34,85.20,3.90,11.20,10.70
10.51,54.39,7.41,85.40,4.50,11.30,11.50
10.58,52.02,6.77,87.29,4.00,11.10,10.90
10.64,51.68,6.62,86.59,4.30,11.10,10.90
10.77,54.28,10.41,86.06,4.50,11.60,10.80
10.83,50.70,14.50,88.10,4.30,12.10,10.40
10.89,51.53,12.03,86.79,4.40,11.50,10.70
10.96,51.49,10.41,87.64,3.80,11.80,10.30
11.09,52.98,7.14,86.74,4.10,11.90,10.60
11.15,51.96,12.15,85.94,3.80,12.30,9.70
11.21,50.74,10.49,87.60,4.10,12.30,10.70
11.28,54.95,3.07,85.61,3.60,11.10,10.70
11.40,55.00,0.84,86.61,3.70,10.60,10.10
11.47,53.75,5.18,86.31,4.50,10.50,11.10
11.53,50.72,7.10,88.77,4.20,11.50,10.20
11.59,51.79,5.79,87.77,3.90,11.40,10.30
11.72,52.00,4.79,88.41,4.10,11.00,10.60
11.79,54.28,4.82,86.91,3.40,10.10,10.50
11.85,55.47,3.00,88.79,3.90,10.40,10.90
11.91,60.37,10.84,86.42,3.70,10.70,10.60
12.04,57.79,10.05,70.23,5.10,14.30,9.80
12.11,58.25,13.64,72.72,4.30,15.20,9.90
12.17,61.77,7.28,83.70,4.60,14.90,9.70
12.23,55.57,-2.27,78.82,5.00,13.60,9.90
12.36,56.42,-4.28,80.82,4.80,13.10,10.20
12.43,56.47,5.41,85.38,4.40,13.50,9.30
12.49,61.68,-1.45,82.26,4.80,12.00,10.20
12.55,53.27,-5.91,83.73,6.00,11.90,11.90
12.68,50.21,-10.11,86.66,5.10,11.60,10.80
12.74,52.79,5.43,82.73,5.10,13.00,9.90
12.81,53.97,4.08,89.85,4.50,12.60,10.00
12.87,49.88,12.07,92.05,4.60,13.50,10.20
13.00,49.10,4.07,91.38,5.40,12.50,9.90
13.06,50.37,1.71,89.90,5.50,12.20,10.00
13.13,48.66,4.57,91.24,5.20,12.50,9.40
13.19,50.44,2.06,91.10,5.30,12.80,8.80
13.32,46.40,4.47,89.71,4.90,13.90,8.80
13.38,53.40,4.00,88.93,4.90,14.60,8.40
13.45,54.97,-2.40,84.52,4.60,16.20,7.80
13.51,51.45,-2.39,88.36,5.30,14.90,8.20
13.64,46.95,-11.80,83.48,4.60,13.80,8.60
13.70,52.31,-4.75,88.41,4.80,14.40,8.60
13.76,49.55,2.11,90.15,5.10,14.30,8.20
13.83,51.43,3.33,90.26,5.10,13.90,8.20
13.96,51.86,1.07,88.90,4.40,13.90,8.60
14.02,50.63,2.36,88.85,4.40,13.20,8.40
14.08,49.20,2.37,89.55,4.80,13.90,7.90
14.15,48.74,4.42,89.50,4.50,13.80,8.10
14.27,49.51,8.90,91.28,5.40,12.90,8.60
14.34,52.44,-1.22,92.93,4.60,12.10,8.80
14.40,48.71,1.32,90.58,5.20,12.60,8.50
14.47,45.70,3.00,93.56,6.30,13.50,8.20
14.59,43.56,3.63,90.64,5.80,13.20,7.50
14.66,38.87,6.88,93.24,6.10,13.80,7.80
14.72,40.46,6.99,94.46,6.60,13.40,7.30
14.78,40.56,6.07,94.08,6.00,13.30,7.40
14.91,38.64,7.22,94.06,6.10,13.90,7.40
14.98,39.92,7.43,95.51,5.70,13.60,7.70
15.04,54.87,0.92,104.57,5.10,13.10,7.20
15.10,52.02,1.23,75.39,5.40,17.40,7.00
15.23,50.26,10.47,72.72,5.30,20.50,6.70
15.30,54.05,-4.14,94.06,5.40,19.40,7.10
15.36,46.29,7.17,87.29,6.30,20.70,7.30
15.42,48.19,5.10,89.24,5.50,21.20,6.80
15.55,48.47,8.84,89.67,6.00,20.50,7.30
15.61,45.37,3.65,88.81,6.70,19.40,7.10
15.68,41.92,13.64,92.21,7.20,18.00,6.90
15.74,41.48,3.27,90.72,7.10,18.00,6.90
15.87,39.99,-7.04,90.88,7.80,15.70,7.20
15.93,37.80,17.85,93.70,8.20,15.80,7.30
15.99,35.00,7.51,86.46,7.50,16.00,7.50
16.06,49.81,16.20,91.43,5.50,16.80,7.20
16.19,46.31,21.11,89.75,5.60,15.80,7.40
16.25,46.14,1.45,88.35,6.30,16.30,7.00
16.31,49.65,-1.07,89.92,5.70,16.30,7.10
16.38,49.38,6.79,91.83,5.90,18.50,7.30
16.50,41.55,5.52,92.33,6.10,18.50,7.00
16.57,41.67,7.18,94.85,6.60,16.30,7.00
16.63,41.51,-5.08,94.79,7.10,14.00,6.50
16.69,41.78,0.05,92.48,6.60,13.60,6.90
16.82,43.51,-7.92,92.08,6.70,14.00,6.70
16.89,40.20,5.54,90.17,6.50,15.40,7.30
16.95,46.04,4.63,93.63,4.80,15.70,6.60
17.01,44.25,0.02,92.53,5.40,15.90,6.80
17.14,44.03,-2.14,92.88,5.10,15.70,6.70
17.21,51.69,-9.61,93.46,5.30,15.20,6.50
17.27,49.95,-1.50,78.47,5.90,14.70,6.80
17.33,46.84,0.51,95.29,7.20,14.20,7.50
17.46,39.22,-10.45,80.16,8.80,21.00,8.00
17.52,41.67,-11.94,86.99,7.80,18.40,8.60
17.59,45.45,0.26,88.90,7.20,18.50,8.00
17.65,51.38,-13.59,96.44,6.10,22.20,8.30
17.78,51.90,-7.18,89.36,5.30,23.40,8.00
17.84,54.52,-10.37,88.24,5.80,20.60,8.20
17.91,51.30,-9.17,88.70,5.80,19.90,8.00
17.97,48.57,-21.04,83.96,6.30,18.40,7.60
18.10,51.78,-12.03,88.98,5.50,16.60,7.70
18.16,52.89,-11.01,87.36,4.90,16.20,7.70
18.22,52.05,-4.00,85.68,5.00,16.60,7.60
18.29,54.99,-4.68,88.33,4.30,16.40,7.60
18.42,56.59,-1.03,87.75,4.20,15.80,7.50
18.48,51.50,1.28,84.50,3.80,15.40,8.00
18.54,53.67,4.55,87.61,4.40,15.90,7.90
18.61,54.46,8.01,86.15,4.40,15.40,7.60
18.73,54.85,2.42,85.31,3.80,14.70,7.80
18.80,60.64,-3.91,92.56,4.00,15.20,8.40
18.86,52.79,0.13,88.09,4.40,15.90,7.60
18.92,50.67,-2.31,89.76,3.90,15.40,8.20
19.05,48.07,-13.01,107.75,3.90,15.80,7.80
19.12,48.37,0.82,88.29,5.00,15.00,8.20
19.18,46.64,5.43,92.89,4.60,15.10,7.80
19.24,46.92,2.91,91.60,5.10,14.70,7.40
19.37,48.49,0.65,111.07,5.00,14.60,7.70
19.43,49.68,8.66,98.07,6.50,14.50,7.30
19.50,44.95,0.09,79.16,7.80,13.70,7.10
19.56,37.38,-6.42,77.00,7.60,18.00,7.30
19.69,47.09,-0.54,88.58,6.40,22.00,7.40
19.75,47.72,21.51,94.91,5.60,24.90,7.60
19.81,50.01,8.91,89.67,5.80,28.20,7.10
19.88,53.47,13.10,79.96,5.50,18.20,6.80
20.01,55.75,-9.98,85.30,6.20,15.70,6.60
20.07,47.61,-18.69,86.38,6.70,15.20,6.70
20.13,49.27,-9.71,88.50,6.30,15.40,6.80
20.20,51.74,4.18,88.27,5.00,15.90,6.70
20.32,49.68,-4.93,85.78,6.10,16.60,6.40
20.39,50.12,-19.29,84.23,5.80,15.40,6.20
20.45,55.00,-17.07,90.23,4.40,14.60,6.30
20.52,51.16,-3.64,83.62,5.40,15.40,6.40
20.64,46.83,-1.88,90.88,5.50,15.70,6.20
20.71,47.55,-2.38,92.52,6.40,14.50,6.10
20.77,42.61,-2.98,92.58,6.60,13.90,6.20
20.84,40.84,-3.10,93.13,6.80,14.60,5.70
20.96,42.26,-1.04,93.11,6.30,15.50,5.30
21.03,40.60,-2.73,93.02,5.70,15.50,4.80
21.09,41.86,-4.75,93.80,5.60,15.20,5.40
21.15,40.22,-5.93,94.74,5.90,14.60,5.00
21.28,42.61,-7.65,95.55,5.40,14.20,5.40
21.34,48.74,-7.86,93.90,5.80,13.60,5.10
21.41,51.29,-12.74,93.24,6.70,13.20,6.10
21.47,46.62,-15.39,79.61,7.50,15.10,6.40
21.60,45.78,-10.35,84.86,7.60,20.00,7.90
21.66,45.21,-4.41,81.85,7.60,23.00,8.60
21.73,47.29,-17.34,90.05,7.10,120.00,8.50
21.79,47.18,-21.19,87.40,7.10,0.00,8.60
21.92,53.80,-26.12,86.65,6.90,120.00,8.30
21.98,51.15,-23.88,85.41,6.40,120.00,8.50
22.05,51.32,-23.63,84.86,6.40,120.00,8.50
22.11,54.86,-27.31,82.58,5.90,120.00,8.80
22.24,57.87,-45.23,81.59,4.80,120.00,8.40
22.30,54.70,-31.60,85.41,5.70,16.80,8.50
22.37,50.47,-19.93,86.42,5.30,16.20,8.40
22.43,51.90,-18.31,88.23,5.60,16.50,8.00
22.56,50.84,-9.27,85.69,5.60,16.80,8.40
22.62,50.12,-14.53,86.88,4.90,17.40,7.90
22.68,55.04,-13.84,89.53,4.60,16.20,7.80
22.75,53.34,-17.93,87.49,4.50,15.50,8.20
22.87,52.31,-17.57,87.05,4.60,16.40,8.00
22.94,50.38,-14.72,86.65,4.70,120.00,7.90
23.00,48.68,-17.05,89.00,4.50,16.10,7.90
23.07,51.15,-17.40,86.76,4.10,16.80,7.70
23.19,54.49,-21.84,86.55,4.20,15.20,7.90
23.26,54.54,-12.19,90.80,4.70,14.20,7.70
23.32,49.16,-10.80,87.98,4.30,13.30,7.80
23.38,45.40,-3.70,88.02,5.20,14.00,7.80
23.51,45.08,-2.67,92.73,4.40,14.90,8.20
23.58,52.62,-9.30,103.94,5.10,14.20,8.10
23.64,50.40,-13.07,85.44,6.30,15.00,7.90
23.70,49.21,-15.58,83.92,7.70,19.40,9.00
23.83,50.33,-10.72,84.33,7.80,26.10,10.30
23.89,47.23,-11.74,83.01,8.60,32.50,10.30
23.96,53.94,3.03,112.41,8.70,52.90,10.30
24.02,38.76,-16.06,85.94,10.00,33.90,10.40
24.15,58.57,-22.72,85.97,7.40,120.00,10.50
24.21,66.75,-23.02,77.59,6.20,120.00,10.40
24.28,72.45,-21.10,71.29,4.80,27.60,10.60
24.34,75.74,-20.45,67.37,3.80,120.00,10.70
24.47,75.71,-25.50,66.38,3.50,26.20,10.60
24.53,73.36,-26.37,66.56,4.10,31.50,10.50
24.60,72.15,-42.05,70.26,5.40,14.90,11.30
24.66,67.18,-25.98,72.29,5.10,15.60,11.50
24.79,67.66,-20.20,72.68,4.90,15.00,11.10
24.85,71.66,-17.55,72.35,3.70,15.60,10.50
24.91,73.62,-16.50,70.51,3.70,15.50,10.50
24.98,73.61,-14.56,72.78,4.30,17.50,10.50
25.11,64.56,-9.19,74.66,5.20,17.90,10.20
25.17,68.46,-4.41,90.26,4.60,15.40,10.20
25.23,67.93,-21.54,77.56,4.60,13.40,10.40
25.30,64.90,-22.61,75.93,3.80,12.30,10.50
25.42,69.32,-11.02,76.36,3.90,14.40,10.20
25.49,67.61,0.47,70.98,3.80,15.10,10.20
25.55,64.91,2.15,82.65,2.80,15.70,10.20
25.61,71.94,-20.76,77.75,3.10,12.90,9.80
25.74,65.76,-11.61,78.63,3.20,13.00,10.00
25.81,64.15,-7.80,80.40,3.50,13.20,10.00
25.87,60.69,-6.05,82.38,3.80,13.60,9.90
25.93,59.93,-4.96,84.31,3.70,13.80,9.90
26.06,58.81,-5.38,84.65,4.20,14.70,10.10
26.12,56.02,3.29,85.41,4.00,14.60,9.80
26.19,56.13,5.41,85.54,3.60,14.90,9.50
26.25,55.50,6.24,85.48,4.10,14.20,10.20
26.38,61.02,0.33,95.17,4.20,13.80,9.90
26.44,61.67,-9.52,89.24,5.50,13.20,10.20
26.51,52.79,-2.27,69.56,6.80,13.70,11.00
26.57,60.21,9.01,83.01,5.90,15.80,11.30
26.70,67.16,10.93,102.48,5.00,17.60,10.90
26.76,55.78,-4.06,79.32,6.90,16.70,11.60
26.83,56.73,2.16,81.30,6.60,18.00,10.90
26.89,67.34,1.31,78.59,4.40,18.90,11.40
27.01,68.76,15.85,85.03,3.60,16.30,11.30
27.08,72.20,7.23,74.87,4.70,14.80,10.70
27.14,65.00,10.63,70.53,3.70,14.30,12.70
27.20,69.51,5.59,79.66,4.30,13.90,11.50
27.33,68.27,4.34,75.40,4.10,13.30,11.50
27.39,65.41,-0.82,92.11,4.40,13.70,11.20
27.46,66.25,-1.01,75.35,5.20,13.70,11.50
27.52,63.82,-2.28,79.17,4.10,13.60,11.00
27.65,65.15,-0.94,80.42,3.50,12.80,11.10
27.71,64.96,1.63,80.49,4.60,13.60,11.20
27.77,63.71,4.06,78.25,4.40,14.00,11.00
27.84,64.79,1.09,77.86,3.60,13.90,11.40
27.96,67.02,6.21,80.65,3.10,13.70,11.10
28.03,65.17,9.36,77.76,3.60,13.30,10.80
28.09,64.48,11.00,78.37,3.20,13.10,11.10
28.15,63.13,12.29,78.31,3.10,12.70,11.00
28.28,62.67,12.99,79.27,3.70,12.70,11.80
28.35,61.91,14.66,79.49,3.50,12.40,11.90
28.41,61.65,15.14,79.73,3.40,12.40,12.20
28.47,61.30,13.14,79.28,3.60,12.10,11.90
28.60,60.42,19.90,81.16,3.30,11.60,11.80
28.66,57.35,19.09,81.50,3.40,11.50,12.60
28.73,56.86,17.13,80.69,3.40,11.20,11.90
28.79,54.74,17.19,84.44,4.20,11.80,11.90
28.92,54.84,15.39,84.31,3.90,11.70,11.50
28.98,54.72,13.34,84.98,3.80,11.90,11.20
29.05,51.97,13.59,86.63,4.20,11.60,11.20
29.11,50.85,14.13,87.08,3.80,12.20,11.80
29.24,48.93,14.09,88.23,4.10,12.30,11.60
29.30,52.00,11.03,87.46,4.20,11.80,11.10
29.37,53.76,8.61,93.44,3.90,11.70,10.70
29.43,55.82,6.34,90.67,5.30,13.40,10.60
29.56,55.10,18.60,79.99,5.80,16.50,9.80
29.62,57.87,9.81,88.15,5.70,17.20,10.30
29.69,55.10,14.83,75.85,5.80,19.50,11.30
29.75,59.07,4.32,85.61,5.70,17.70,10.60
29.88,57.48,2.31,82.85,6.20,17.00,10.90
29.94,59.67,17.19,83.09,6.30,14.30,10.70
30.01,55.32,-5.58,85.15,6.30,12.50,11.80
30.07,54.92,-4.41,83.56,6.80,12.50,11.10
30.20,60.50,2.55,85.58,5.90,14.50,9.80
30.26,68.55,6.88,82.29,5.00,13.90,10.30
30.33,64.76,-4.57,78.64,4.70,13.80,10.00
30.39,67.09,-0.01,78.07,4.30,13.60,10.60
30.45,67.30,0.62,76.56,4.20,13.90,10.20
30.58,66.60,4.28,66.04,4.60,13.30,10.60
30.64,59.41,6.53,84.48,4.90,13.00,10.60
30.71,58.25,-0.13,76.25,4.40,13.00,10.40
30.84,57.49,-2.02,72.83,4.50,12.80,10.00
30.90,61.11,0.49,83.69,4.80,13.40,10.30
30.96,61.02,8.28,82.76,3.70,14.30,10.40
31.03,61.14,10.79,74.77,4.20,15.60,9.80
31.15,63.21,10.58,81.52,3.30,14.40,9.90
31.22,60.57,-2.34,84.04,3.30,13.00,10.00
31.28,60.94,1.18,81.62,3.20,12.80,9.90
31.34,57.49,3.28,84.99,3.60,12.60,10.40
31.47,56.87,8.57,85.82,3.30,13.00,10.10
31.54,55.33,10.80,86.50,4.20,12.50,10.20
31.60,52.97,13.76,84.01,4.40,13.50,10.20
31.66,50.24,14.72,87.35,4.20,12.60,10.80
31.79,50.84,12.73,87.46,4.50,12.40,10.20
31.85,49.18,12.13,88.08,3.70,12.80,10.40
31.92,49.13,14.44,88.17,4.00,12.40,9.70
31.98,48.88,16.42,87.99,4.10,11.60,10.20
32.11,49.38,18.85,87.93,4.00,12.30,10.10
32.17,58.12,11.52,95.24,4.00,13.00,10.30
32.24,56.64,10.19,78.02,4.80,14.20,9.80
32.30,63.34,15.35,78.42,4.90,15.90,8.60
32.43,62.40,19.84,71.81,4.50,18.40,9.10
32.49,66.02,9.46,74.13,4.00,19.20,9.00
32.56,69.54,17.08,78.43,3.70,19.30,8.90
32.62,68.50,0.74,80.18,4.20,16.30,8.90
32.75,64.81,4.31,79.47,3.40,14.40,9.50
32.81,61.62,10.93,78.75,4.20,14.20,8.90
32.88,61.91,8.12,80.02,3.10,14.20,9.20
32.94,63.80,12.41,78.27,4.00,16.00,8.90
33.07,64.72,5.98,79.12,3.90,18.20,9.20
33.13,71.40,18.43,74.91,3.80,17.00,8.80
33.19,46.30,22.44,88.13,3.90,15.50,8.90
33.26,60.79,4.60,80.94,3.60,13.60,8.90
33.39,61.02,7.43,81.33,3.70,13.40,8.90
33.45,62.15,18.36,97.54,4.10,14.00,8.70
33.51,53.42,3.12,82.19,5.10,13.20,9.00
33.58,50.95,5.27,87.43,4.80,13.50,8.90
33.70,51.57,2.37,89.77,5.30,13.30,8.70
33.77,51.26,6.90,88.65,4.50,14.00,8.80
33.83,49.21,9.29,88.04,4.70,13.30,8.80
33.90,49.28,4.08,89.84,4.20,13.10,8.40
