# time (s), self.diffsum, self.std, self.dasdv, self.wa, self.var
10.78,0.11,0.46,0.77,0.00,0.00
10.84,0.16,0.86,0.92,0.00,0.01
10.91,0.31,1.25,0.91,0.00,0.02
11.04,0.31,1.22,0.91,0.00,0.01
11.10,0.08,0.80,1.00,0.00,0.01
11.18,0.39,1.72,1.84,1.00,0.03
11.24,0.22,1.72,2.16,1.00,0.03
11.30,0.16,1.53,2.19,1.00,0.02
11.43,0.01,1.27,2.10,1.00,0.02
11.50,0.43,1.44,1.33,0.00,0.02
11.56,0.14,0.64,0.60,0.00,0.00
11.62,0.05,0.42,0.54,0.00,0.00
11.75,0.04,0.29,0.51,0.00,0.00
11.81,0.05,0.23,0.28,0.00,0.00
11.88,0.04,0.16,0.25,0.00,0.00
11.94,0.01,0.14,0.24,0.00,0.00
12.07,0.00,0.14,0.22,0.00,0.00
12.13,0.12,0.53,0.61,0.00,0.00
12.19,0.20,0.79,0.64,0.00,0.01
12.26,0.20,0.83,0.64,0.00,0.01
12.38,0.20,0.72,0.64,0.00,0.01
12.45,0.05,0.29,0.32,0.00,0.00
12.51,0.10,0.47,0.55,0.00,0.00
12.57,0.14,0.65,0.55,0.00,0.00
12.70,0.12,0.61,0.57,0.00,0.00
12.76,0.03,0.47,0.63,0.00,0.00
12.83,0.13,0.54,0.46,0.00,0.00
12.89,0.20,0.73,0.51,0.00,0.01
13.02,0.20,0.73,0.51,0.00,0.01
13.08,0.22,0.74,0.57,0.00,0.01
13.14,0.21,0.76,0.55,0.00,0.01
13.21,0.18,0.72,0.51,0.00,0.01
13.33,0.21,0.71,0.57,0.00,0.01
13.40,0.14,0.53,0.42,0.00,0.00
13.46,0.11,0.42,0.34,0.00,0.00
13.52,0.09,0.33,0.32,0.00,0.00
13.65,0.11,0.40,0.43,0.00,0.00
13.71,0.09,0.43,0.42,0.00,0.00
13.78,0.09,0.41,0.42,0.00,0.00
13.84,0.12,0.41,0.46,0.00,0.00
13.97,0.07,0.31,0.25,0.00,0.00
14.03,0.08,0.33,0.25,0.00,0.00
14.10,0.08,0.27,0.24,0.00,0.00
14.16,0.05,0.16,0.17,0.00,0.00
14.29,0.05,0.19,0.20,0.00,0.00
14.35,0.19,0.85,1.22,0.00,0.01
14.41,0.31,1.36,1.33,0.00,0.02
14.48,0.44,1.82,1.49,0.00,0.03
14.60,0.35,1.61,1.61,0.00,0.03
14.67,0.00,0.89,1.21,0.00,0.01
14.73,0.17,1.06,1.14,0.00,0.01
14.79,0.21,1.06,1.04,0.00,0.01
14.92,0.03,0.62,0.85,0.00,0.00
14.99,0.14,0.71,0.70,0.00,0.01
15.05,0.24,0.86,0.66,0.00,0.01
15.11,0.15,0.58,0.43,0.00,0.00
15.24,0.15,0.49,0.42,0.00,0.00
15.30,0.03,0.28,0.40,0.00,0.00
15.37,0.00,0.21,0.36,0.00,0.00
15.43,0.03,0.25,0.38,0.00,0.00
15.56,0.11,0.37,0.35,0.00,0.00
15.62,0.05,0.25,0.23,0.00,0.00
15.68,0.03,0.22,0.25,0.00,0.00
15.75,0.04,0.16,0.27,0.00,0.00
15.87,0.04,0.22,0.26,0.00,0.00
15.94,0.08,0.35,0.31,0.00,0.00
16.00,0.10,0.40,0.29,0.00,0.00
16.07,0.07,0.27,0.24,0.00,0.00
16.19,0.01,0.15,0.21,0.00,0.00
16.26,0.05,0.20,0.18,0.00,0.00
16.32,0.03,0.29,0.46,0.00,0.00
16.38,0.04,0.35,0.46,0.00,0.00
16.51,0.18,0.71,0.72,0.00,0.01
16.57,0.27,0.95,0.78,0.00,0.01
16.63,0.14,0.74,0.69,0.00,0.01
16.70,0.17,0.63,0.71,0.00,0.00
16.82,0.05,0.23,0.42,0.00,0.00
16.89,0.02,0.20,0.32,0.00,0.00
16.95,0.05,0.21,0.24,0.00,0.00
17.01,0.06,0.22,0.25,0.00,0.00
17.14,0.00,0.22,0.38,0.00,0.00
17.21,0.10,0.43,0.48,0.00,0.00
17.27,0.24,0.96,0.88,0.00,0.01
17.33,0.30,1.18,0.87,0.00,0.01
17.46,0.12,0.91,1.05,0.00,0.01
17.52,0.10,0.64,1.02,0.00,0.00
17.59,0.18,0.75,0.97,0.00,0.01
17.65,0.24,0.88,0.97,0.00,0.01
17.78,0.08,0.61,0.74,0.00,0.00
17.84,0.00,0.72,0.98,0.00,0.01
17.91,0.16,0.78,0.72,0.00,0.01
17.97,0.12,0.73,0.78,0.00,0.01
18.10,0.01,0.68,0.91,0.00,0.00
18.16,0.25,1.02,0.80,0.00,0.01
18.22,0.26,1.07,0.80,0.00,0.01
18.29,0.19,0.79,0.72,0.00,0.01
18.41,0.00,0.49,0.71,0.00,0.00
18.48,0.33,1.24,1.19,0.00,0.02
18.54,0.13,1.15,1.52,0.00,0.01
18.60,0.11,1.02,1.53,0.00,0.01
18.73,0.05,0.92,1.49,0.00,0.01
18.79,0.34,1.13,1.07,0.00,0.01
18.86,0.22,0.84,0.61,0.00,0.01
18.92,0.21,0.83,0.61,0.00,0.01
19.05,0.13,1.05,1.49,0.00,0.01
19.11,0.18,1.21,1.45,0.00,0.01
19.17,0.05,1.23,1.73,0.00,0.02
19.24,0.08,1.42,1.85,0.00,0.02
19.36,0.41,1.69,1.24,0.00,0.03
19.43,0.34,1.40,1.25,0.00,0.02
19.49,0.02,0.72,0.96,0.00,0.01
19.56,0.17,0.85,0.77,0.00,0.01
19.68,0.15,0.83,0.81,0.00,0.01
19.75,0.07,0.61,0.80,0.00,0.00
19.81,0.15,0.69,0.70,0.00,0.00
19.87,0.26,0.93,0.68,0.00,0.01
20.00,0.12,0.67,0.66,0.00,0.00
20.06,0.11,0.90,1.15,0.00,0.01
20.13,0.25,1.20,1.07,0.00,0.01
20.19,0.16,1.13,1.26,0.00,0.01
20.31,0.03,0.90,1.25,0.00,0.01
20.38,0.27,1.13,0.98,0.00,0.01
20.44,0.39,1.35,1.03,0.00,0.02
20.51,0.37,1.31,0.96,0.00,0.02
20.63,0.37,1.34,0.97,0.00,0.02
20.70,0.18,0.92,0.87,0.00,0.01
20.76,0.02,0.77,1.01,0.00,0.01
20.82,0.22,1.03,0.90,0.00,0.01
20.95,0.31,1.18,0.85,0.00,0.01
21.01,0.07,0.83,1.07,0.00,0.01
21.08,0.14,0.89,0.98,0.00,0.01
21.14,0.23,1.08,0.90,0.00,0.01
21.27,0.24,0.96,0.90,0.00,0.01
21.33,0.13,0.44,0.54,0.00,0.00
21.39,0.09,0.36,0.37,0.00,0.00
21.46,0.10,0.59,0.96,0.00,0.00
21.58,0.17,0.96,1.06,0.00,0.01
21.65,0.12,0.97,1.16,0.00,0.01
21.71,0.09,0.91,1.19,0.00,0.01
21.78,0.16,0.86,0.88,0.00,0.01
21.90,0.12,0.85,1.02,0.00,0.01
21.97,0.07,0.73,0.96,0.00,0.01
22.03,0.27,1.19,1.10,0.00,0.01
22.09,0.40,1.43,1.06,0.00,0.02
22.22,0.07,0.94,1.21,0.00,0.01
22.28,0.10,1.01,1.25,0.00,0.01
22.35,0.30,1.34,1.12,0.00,0.02
22.41,0.30,1.25,1.12,0.00,0.02
22.54,0.03,0.74,0.98,0.00,0.01
22.60,0.07,0.68,0.90,0.00,0.00
22.66,0.12,0.68,0.83,0.00,0.00
22.73,0.03,0.50,0.82,0.00,0.00
22.85,0.15,0.51,0.41,0.00,0.00
22.92,0.19,0.69,0.58,0.00,0.00
22.98,0.22,0.84,0.62,0.00,0.01
23.04,0.25,0.91,0.67,0.00,0.01
23.17,0.20,0.77,0.66,0.00,0.01
23.23,0.04,0.58,0.80,0.00,0.00
23.30,0.09,0.67,0.77,0.00,0.00
23.36,0.14,0.71,0.70,0.00,0.01
23.49,0.06,0.56,0.77,0.00,0.00
23.55,0.11,0.47,0.38,0.00,0.00
23.61,0.13,0.53,0.39,0.00,0.00
23.68,0.13,0.46,0.38,0.00,0.00
23.81,0.08,0.27,0.21,0.00,0.00
23.87,0.05,0.18,0.13,0.00,0.00
23.93,0.04,0.13,0.11,0.00,0.00
24.00,0.03,0.10,0.10,0.00,0.00
24.12,0.00,0.06,0.10,0.00,0.00
24.19,0.01,0.06,0.11,0.00,0.00
24.25,0.01,0.07,0.11,0.00,0.00
24.31,0.02,0.13,0.15,0.00,0.00
24.44,0.05,0.18,0.13,0.00,0.00
24.51,0.03,0.14,0.13,0.00,0.00
24.57,0.06,0.20,0.23,0.00,0.00
24.63,0.02,0.15,0.23,0.00,0.00
24.76,0.02,0.14,0.22,0.00,0.00
24.82,0.04,0.15,0.24,0.00,0.00
24.89,0.00,0.09,0.14,0.00,0.00
24.95,0.04,0.14,0.13,0.00,0.00
25.08,0.11,0.38,0.40,0.00,0.00
25.14,0.05,0.35,0.44,0.00,0.00
25.21,0.06,0.33,0.44,0.00,0.00
25.27,0.07,0.27,0.46,0.00,0.00
25.40,0.31,1.18,1.55,1.00,0.01
25.46,0.43,1.86,1.73,1.00,0.03
25.52,0.28,1.79,1.89,1.00,0.03
25.59,0.12,1.62,2.11,1.00,0.03
25.72,0.34,1.74,1.65,0.00,0.03
25.78,0.52,2.01,1.46,0.00,0.04
25.84,0.05,1.72,2.42,1.00,0.03
25.91,0.03,1.49,2.60,1.00,0.02
26.04,0.00,1.57,2.56,1.00,0.02
26.10,0.07,1.72,2.60,1.00,0.03
26.16,0.35,1.65,1.70,0.00,0.03
26.23,0.00,0.81,1.11,0.00,0.01
26.35,0.12,0.80,0.91,0.00,0.01
26.42,0.22,0.84,0.79,0.00,0.01
26.48,0.10,0.35,0.40,0.00,0.00
26.54,0.01,0.11,0.16,0.00,0.00
26.67,0.11,0.42,0.54,0.00,0.00
26.73,0.30,1.13,1.10,0.00,0.01
26.80,0.33,1.43,1.13,0.00,0.02
26.86,0.22,1.27,1.31,0.00,0.02
26.99,0.01,0.98,1.31,0.00,0.01
27.05,0.31,1.32,1.10,0.00,0.02
27.11,0.06,1.31,1.87,1.00,0.02
27.18,0.43,2.26,2.52,2.00,0.05
27.31,0.72,3.20,2.61,2.00,0.10
27.37,0.54,2.94,2.95,3.00,0.09
27.43,0.15,1.84,2.56,2.00,0.03
27.49,0.32,1.72,1.88,1.00,0.03
27.62,0.54,1.91,1.67,1.00,0.04
27.69,0.04,0.90,1.23,0.00,0.01
27.75,0.21,1.26,1.40,0.00,0.02
27.81,0.25,1.39,1.33,0.00,0.02
27.94,0.10,1.30,1.64,0.00,0.02
28.00,0.22,1.35,1.43,0.00,0.02
28.07,0.49,1.85,1.32,0.00,0.03
28.13,0.22,1.42,1.64,0.00,0.02
28.26,0.08,1.07,1.42,0.00,0.01
28.32,0.07,1.03,1.44,0.00,0.01
28.39,0.08,1.07,1.42,0.00,0.01
28.45,0.13,0.87,0.97,0.00,0.01
28.58,0.09,0.88,1.08,0.00,0.01
28.64,0.24,1.26,1.35,0.00,0.02
28.70,0.59,2.26,1.76,0.00,0.05
28.76,0.47,2.16,1.86,0.00,0.05
28.89,0.02,1.85,2.48,1.00,0.03
28.96,0.31,2.11,2.29,1.00,0.04
29.02,0.39,2.14,2.11,1.00,0.05
29.08,0.09,1.63,2.20,1.00,0.03
29.21,0.24,1.34,1.31,0.00,0.02
29.27,0.20,1.24,1.38,0.00,0.02
29.34,0.09,0.99,1.24,0.00,0.01
29.46,0.41,1.54,1.13,0.00,0.02
29.53,0.43,1.61,1.14,0.00,0.03
29.59,0.07,1.46,2.13,1.00,0.02
29.65,0.25,1.77,2.07,1.00,0.03
29.78,0.26,1.80,2.06,1.00,0.03
29.84,0.22,1.55,2.09,1.00,0.02
29.91,0.23,1.07,0.95,0.00,0.01
29.97,0.30,1.14,0.89,0.00,0.01
30.10,0.02,0.78,1.10,0.00,0.01
30.16,0.08,0.77,1.00,0.00,0.01
30.22,0.16,0.82,0.94,0.00,0.01
30.29,0.07,0.70,1.05,0.00,0.00
30.41,0.25,0.91,0.80,0.00,0.01
30.48,0.31,1.23,0.91,0.00,0.02
30.54,0.11,1.07,1.34,0.00,0.01
30.60,0.21,1.44,1.71,0.00,0.02
30.73,0.47,2.09,1.71,0.00,0.04
30.80,0.19,1.96,2.46,1.00,0.04
