# time (s), self.diffsum, self.std, self.dasdv, self.wa, self.var
0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.24,1.33,2.21,1.00,0.02
0.05,0.24,1.73,2.21,1.00,0.03
0.12,0.36,1.97,2.16,1.00,0.04
0.24,0.43,1.82,2.08,1.00,0.03
0.31,0.03,0.40,0.50,0.00,0.00
0.37,0.07,0.42,0.42,0.00,0.00
0.43,0.07,0.38,0.42,0.00,0.00
0.56,0.21,0.76,1.05,0.00,0.01
0.62,0.17,0.90,1.02,0.00,0.01
0.69,0.14,0.90,1.04,0.00,0.01
0.75,0.03,0.89,1.23,0.00,0.01
0.88,0.18,0.82,0.72,0.00,0.01
0.94,0.22,0.86,0.73,0.00,0.01
1.00,0.18,0.65,0.70,0.00,0.00
1.07,0.04,0.19,0.16,0.00,0.00
1.19,0.02,0.14,0.17,0.00,0.00
1.26,0.04,0.17,0.19,0.00,0.00
1.32,0.03,0.18,0.19,0.00,0.00
1.38,0.07,0.24,0.28,0.00,0.00
1.51,0.13,0.47,0.47,0.00,0.00
1.58,0.13,0.56,0.46,0.00,0.00
1.64,0.07,0.77,1.15,0.00,0.01
1.70,0.15,0.98,1.14,0.00,0.01
1.83,0.25,1.15,1.08,0.00,0.01
1.89,0.32,1.11,1.10,0.00,0.01
1.96,0.13,0.47,0.34,0.00,0.00
2.02,0.08,0.36,0.29,0.00,0.00
2.15,0.07,0.25,0.27,0.00,0.00
2.21,0.16,0.70,0.90,0.00,0.00
2.27,0.14,0.78,0.92,0.00,0.01
2.34,0.13,0.73,0.92,0.00,0.01
2.46,0.00,0.75,1.14,0.00,0.01
2.53,0.19,0.78,0.71,0.00,0.01
2.59,0.18,0.77,0.70,0.00,0.01
2.65,0.22,0.75,0.73,0.00,0.01
2.78,0.14,0.52,0.39,0.00,0.00
2.84,0.07,0.69,1.08,0.00,0.00
2.91,0.11,0.81,1.06,0.00,0.01
2.97,0.16,0.90,1.04,0.00,0.01
3.10,0.26,0.90,1.04,0.00,0.01
3.16,0.07,0.31,0.26,0.00,0.00
3.23,0.11,0.40,0.31,0.00,0.00
3.29,0.07,0.57,0.89,0.00,0.00
3.42,0.13,0.72,0.85,0.00,0.01
3.48,0.17,0.82,0.86,0.00,0.01
3.54,0.24,0.83,0.86,0.00,0.01
3.61,0.00,0.29,0.45,0.00,0.00
3.74,0.05,0.38,0.48,0.00,0.00
3.80,0.09,0.48,0.47,0.00,0.00
3.86,0.15,0.53,0.44,0.00,0.00
3.93,0.01,0.31,0.46,0.00,0.00
4.05,0.13,0.58,0.58,0.00,0.00
4.12,0.15,0.70,0.57,0.00,0.00
4.18,0.18,0.69,0.57,0.00,0.00
4.25,0.10,0.38,0.41,0.00,0.00
4.37,0.05,0.26,0.35,0.00,0.00
4.44,0.11,0.50,0.46,0.00,0.00
4.50,0.12,0.55,0.45,0.00,0.00
4.56,0.12,0.47,0.45,0.00,0.00
4.69,0.03,0.33,0.48,0.00,0.00
4.75,0.08,0.38,0.38,0.00,0.00
4.82,0.10,0.42,0.42,0.00,0.00
4.88,0.11,0.40,0.42,0.00,0.00
5.01,0.03,0.16,0.19,0.00,0.00
5.07,0.07,0.22,0.28,0.00,0.00
5.13,0.05,0.22,0.23,0.00,0.00
5.20,0.12,0.45,0.42,0.00,0.00
5.32,0.17,0.61,0.47,0.00,0.00
5.39,0.13,0.55,0.42,0.00,0.00
5.45,0.11,0.44,0.41,0.00,0.00
5.51,0.00,0.20,0.27,0.00,0.00
5.64,0.05,0.22,0.18,0.00,0.00
5.70,0.06,0.24,0.18,0.00,0.00
5.77,0.09,0.29,0.26,0.00,0.00
5.83,0.09,0.33,0.27,0.00,0.00
5.96,0.07,0.31,0.27,0.00,0.00
6.02,0.03,0.25,0.31,0.00,0.00
6.08,0.02,0.20,0.25,0.00,0.00
6.15,0.06,0.25,0.19,0.00,0.00
6.28,0.13,0.44,0.44,0.00,0.00
6.34,0.11,0.46,0.41,0.00,0.00
6.40,0.10,0.46,0.41,0.00,0.00
6.47,0.18,0.56,0.58,0.00,0.00
6.59,0.11,0.48,0.42,0.00,0.00
6.66,0.11,0.49,0.42,0.00,0.00
6.72,0.08,0.38,0.43,0.00,0.00
6.78,0.01,0.11,0.14,0.00,0.00
6.91,0.03,0.14,0.12,0.00,0.00
6.97,0.03,0.12,0.12,0.00,0.00
7.04,0.03,0.10,0.14,0.00,0.00
7.10,0.00,0.09,0.16,0.00,0.00
7.23,0.00,0.08,0.17,0.00,0.00
7.29,0.25,1.05,1.33,0.00,0.01
7.35,0.11,1.27,2.34,1.00,0.02
7.42,0.10,1.35,2.34,1.00,0.02
7.54,0.01,1.36,2.37,1.00,0.02
7.61,0.23,1.36,1.98,1.00,0.02
7.67,0.19,0.72,0.51,0.00,0.01
7.73,0.18,0.64,0.50,0.00,0.00
7.86,0.19,0.64,0.55,0.00,0.00
7.92,0.21,0.77,0.59,0.00,0.01
7.99,0.28,1.02,0.77,0.00,0.01
8.05,0.30,1.10,0.79,0.00,0.01
8.18,0.25,0.94,0.68,0.00,0.01
8.24,0.16,0.66,0.62,0.00,0.00
8.30,0.04,0.28,0.35,0.00,0.00
8.37,0.03,0.17,0.32,0.00,0.00
8.49,0.05,0.33,0.40,0.00,0.00
8.56,0.14,0.59,0.49,0.00,0.00
8.62,0.20,0.75,0.52,0.00,0.01
8.68,0.12,0.58,0.54,0.00,0.00
8.81,0.04,0.34,0.45,0.00,0.00
8.88,0.03,0.24,0.31,0.00,0.00
8.94,0.06,0.48,0.67,0.00,0.00
9.00,0.16,0.74,0.69,0.00,0.01
9.13,0.32,1.21,0.99,0.00,0.01
9.19,0.40,1.41,1.05,0.00,0.02
9.26,0.22,1.03,0.88,0.00,0.01
9.32,0.18,0.74,0.84,0.00,0.01
9.45,0.01,0.28,0.50,0.00,0.00
9.51,0.05,0.26,0.39,0.00,0.00
9.58,0.14,0.59,0.75,0.00,0.00
9.64,0.20,0.93,0.84,0.00,0.01
9.70,0.31,1.19,0.86,0.00,0.01
9.83,0.23,0.96,0.88,0.00,0.01
9.89,0.08,0.44,0.54,0.00,0.00
9.95,0.06,0.39,0.52,0.00,0.00
10.02,0.24,0.82,0.71,0.00,0.01
10.14,0.28,1.10,0.82,0.00,0.01
10.21,0.29,1.15,0.82,0.00,0.01
10.27,0.05,0.87,1.14,0.00,0.01
10.40,0.19,1.12,1.19,0.00,0.01
10.46,0.36,1.50,1.15,0.00,0.02
10.53,0.46,1.62,1.23,0.00,0.03
10.59,0.21,0.97,0.95,0.00,0.01
10.72,0.08,0.50,0.68,0.00,0.00
