# time (s), self.diffsum, self.std, self.dasdv, self.wa, self.var
0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.71,2.56,1.85,0.00,0.07
0.11,0.55,1.95,1.48,0.00,0.04
0.18,0.41,1.43,1.06,0.00,0.02
0.24,0.34,1.19,0.85,0.00,0.01
0.31,0.28,1.02,0.72,0.00,0.01
0.43,0.23,0.85,0.62,0.00,0.01
0.50,0.21,0.72,0.56,0.00,0.01
0.56,0.19,0.67,0.48,0.00,0.00
0.62,0.21,0.75,0.53,0.00,0.01
0.75,0.02,0.73,1.11,0.00,0.01
0.81,0.01,0.66,1.13,0.00,0.00
0.88,0.06,0.67,1.10,0.00,0.00
0.94,0.29,0.96,1.34,0.00,0.01
1.07,0.13,0.83,0.92,0.00,0.01
1.13,0.09,0.83,1.01,0.00,0.01
1.19,0.11,0.69,1.02,0.00,0.00
1.26,0.04,0.40,0.59,0.00,0.00
1.39,0.14,0.46,0.64,0.00,0.00
1.45,0.10,0.46,0.48,0.00,0.00
1.51,0.16,0.68,0.53,0.00,0.00
1.58,0.18,0.71,0.52,0.00,0.00
1.70,0.19,0.62,0.53,0.00,0.00
1.77,0.11,0.75,1.20,0.00,0.01
1.83,0.44,1.85,1.86,0.00,0.03
1.89,0.84,3.33,2.71,1.00,0.11
2.02,0.90,3.60,2.69,1.00,0.13
2.08,0.81,3.00,2.53,1.00,0.09
2.15,0.62,2.10,2.15,1.00,0.04
2.21,0.18,0.94,0.88,0.00,0.01
2.34,0.02,0.93,1.22,0.00,0.01
2.40,0.05,0.76,1.08,0.00,0.01
2.46,0.12,1.17,1.63,0.00,0.01
2.53,0.00,1.13,1.82,0.00,0.01
2.65,0.07,1.16,1.68,0.00,0.01
2.72,0.01,1.02,1.64,0.00,0.01
2.78,0.21,0.97,0.99,0.00,0.01
2.85,0.18,0.60,0.85,0.00,0.00
2.97,0.21,0.92,0.95,0.00,0.01
3.04,0.12,0.91,1.06,0.00,0.01
3.10,0.03,1.08,1.43,0.00,0.01
3.16,0.28,1.45,1.38,0.00,0.02
3.29,0.57,2.06,1.48,0.00,0.04
3.36,0.33,1.58,1.58,0.00,0.02
3.42,0.04,0.95,1.32,0.00,0.01
3.48,0.16,1.07,1.27,0.00,0.01
3.61,0.38,1.34,1.00,0.00,0.02
3.67,0.27,0.98,0.71,0.00,0.01
3.74,0.17,0.65,0.54,0.00,0.00
3.80,0.23,0.76,0.80,0.00,0.01
3.93,0.18,0.76,0.75,0.00,0.01
3.99,0.07,0.64,0.79,0.00,0.00
4.06,0.05,0.80,1.05,0.00,0.01
4.12,0.40,1.53,1.27,0.00,0.02
4.25,0.49,1.90,1.34,0.00,0.04
4.31,0.36,1.60,1.34,0.00,0.03
4.37,0.23,0.99,1.15,0.00,0.01
4.44,0.03,0.29,0.55,0.00,0.00
4.56,0.18,0.60,0.70,0.00,0.00
4.63,0.18,0.78,0.70,0.00,0.01
4.69,0.16,0.80,0.70,0.00,0.01
4.75,0.14,1.23,1.69,1.00,0.02
4.88,0.10,1.20,1.78,1.00,0.01
4.95,0.18,1.20,1.75,1.00,0.01
5.01,0.26,1.06,1.81,1.00,0.01
5.07,0.13,0.63,1.04,0.00,0.00
5.20,0.07,0.59,0.82,0.00,0.00
5.26,0.23,1.10,1.06,0.00,0.01
5.33,0.13,1.08,1.36,0.00,0.01
5.39,0.03,0.97,1.36,0.00,0.01
5.52,0.16,1.07,1.26,0.00,0.01
5.58,0.27,1.09,1.07,0.00,0.01
5.64,0.05,0.35,0.45,0.00,0.00
