# time (s), self.diffsum, self.std, self.dasdv, self.wa, self.var
5.71,0.01,0.17,0.29,0.00,0.00
5.83,0.07,0.42,0.50,0.00,0.00
5.90,0.13,0.59,0.50,0.00,0.00
5.96,0.17,0.65,0.49,0.00,0.00
6.03,0.00,0.55,0.79,0.00,0.00
6.15,0.09,0.56,0.66,0.00,0.00
6.22,0.02,0.56,0.81,0.00,0.00
6.28,0.17,1.10,1.30,0.00,0.01
6.34,0.57,2.19,1.78,0.00,0.05
6.47,0.72,2.75,1.92,0.00,0.08
6.53,0.69,2.60,1.89,0.00,0.07
6.60,0.44,1.77,1.60,0.00,0.03
6.66,0.08,0.74,0.94,0.00,0.01
6.79,0.11,0.62,0.63,0.00,0.00
6.85,0.25,0.91,0.68,0.00,0.01
6.91,0.19,0.76,0.66,0.00,0.01
6.98,0.07,0.69,0.97,0.00,0.00
7.11,0.19,1.03,1.03,0.00,0.01
7.17,0.24,1.12,0.96,0.00,0.01
7.23,0.22,0.89,0.95,0.00,0.01
7.30,0.01,0.28,0.46,0.00,0.00
7.42,0.12,0.40,0.37,0.00,0.00
7.49,0.14,0.55,0.42,0.00,0.00
7.55,0.19,0.69,0.48,0.00,0.00
7.61,0.18,0.65,0.46,0.00,0.00
7.74,0.06,0.42,0.49,0.00,0.00
7.81,0.02,0.34,0.44,0.00,0.00
7.87,0.06,0.36,0.38,0.00,0.00
7.93,0.06,0.33,0.38,0.00,0.00
8.06,0.04,0.25,0.28,0.00,0.00
8.12,0.10,0.38,0.27,0.00,0.00
8.18,0.17,0.60,0.48,0.00,0.00
8.25,0.24,0.86,0.67,0.00,0.01
8.37,0.25,0.96,0.67,0.00,0.01
8.44,0.22,0.87,0.66,0.00,0.01
8.50,0.13,0.54,0.53,0.00,0.00
8.56,0.06,0.20,0.24,0.00,0.00
8.69,0.04,0.16,0.17,0.00,0.00
8.76,0.02,0.20,0.33,0.00,0.00
8.82,0.06,0.36,0.41,0.00,0.00
8.88,0.21,0.81,0.72,0.00,0.01
9.01,0.26,0.99,0.73,0.00,0.01
9.07,0.21,0.86,0.67,0.00,0.01
9.14,0.33,1.05,1.03,0.00,0.01
9.20,0.41,1.53,1.31,0.00,0.02
9.33,0.31,1.53,1.34,0.00,0.02
9.39,0.42,1.51,1.48,0.00,0.02
9.45,0.32,1.09,1.26,0.00,0.01
9.52,0.13,0.73,0.76,0.00,0.01
9.64,0.02,0.90,1.27,0.00,0.01
9.71,0.03,0.77,1.23,0.00,0.01
9.77,0.01,0.80,1.27,0.00,0.01
9.83,0.03,0.78,1.26,0.00,0.01
9.96,0.09,0.69,0.81,0.00,0.00
10.02,0.09,0.64,0.73,0.00,0.00
10.09,0.23,0.91,0.66,0.00,0.01
10.22,0.24,0.90,0.67,0.00,0.01
10.28,0.08,0.53,0.62,0.00,0.00
10.34,0.05,0.45,0.54,0.00,0.00
10.41,0.14,0.61,0.50,0.00,0.00
10.53,0.14,0.58,0.50,0.00,0.00
10.60,0.02,0.30,0.39,0.00,0.00
10.66,0.15,0.66,0.68,0.00,0.00
10.72,0.18,0.79,0.65,0.00,0.01
10.85,0.16,0.70,0.65,0.00,0.00
10.91,0.10,0.46,0.61,0.00,0.00
10.98,0.05,0.17,0.16,0.00,0.00
11.04,0.06,0.24,0.18,0.00,0.00
11.17,0.04,0.21,0.19,0.00,0.00
11.23,0.05,0.33,0.43,0.00,0.00
11.29,0.14,0.61,0.53,0.00,0.00
11.36,0.17,0.70,0.52,0.00,0.00
11.48,0.13,0.56,0.53,0.00,0.00
11.55,0.04,0.26,0.36,0.00,0.00
11.61,0.00,0.13,0.20,0.00,0.00
11.67,0.07,0.37,0.42,0.00,0.00
11.80,0.16,0.64,0.51,0.00,0.00
11.86,0.20,0.77,0.53,0.00,0.01
11.93,0.17,0.65,0.51,0.00,0.00
11.99,0.05,0.35,0.41,0.00,0.00
12.12,0.06,0.33,0.35,0.00,0.00
12.18,0.12,0.47,0.34,0.00,0.00
12.24,0.14,0.50,0.36,0.00,0.00
12.37,0.08,0.34,0.31,0.00,0.00
12.43,0.01,0.18,0.24,0.00,0.00
12.50,0.04,0.22,0.22,0.00,0.00
12.56,0.13,0.47,0.40,0.00,0.00
12.69,0.10,0.44,0.40,0.00,0.00
12.75,0.07,0.34,0.38,0.00,0.00
12.82,0.03,0.24,0.37,0.00,0.00
12.94,0.08,0.28,0.24,0.00,0.00
13.01,0.12,0.44,0.35,0.00,0.00
13.07,0.13,0.50,0.35,0.00,0.00
13.13,0.14,0.49,0.37,0.00,0.00
13.26,0.08,0.34,0.32,0.00,0.00
13.32,0.04,0.30,0.41,0.00,0.00
13.39,0.14,0.63,0.58,0.00,0.00
13.45,0.24,0.91,0.65,0.00,0.01
13.58,0.21,0.84,0.66,0.00,0.01
13.64,0.12,0.53,0.54,0.00,0.00
13.70,0.01,0.28,0.41,0.00,0.00
13.77,0.12,0.42,0.33,0.00,0.00
13.89,0.17,0.62,0.47,0.00,0.00
13.96,0.22,0.79,0.57,0.00,0.01
14.02,0.18,0.71,0.52,0.00,0.01
14.09,0.13,0.53,0.48,0.00,0.00
14.21,0.05,0.24,0.32,0.00,0.00
14.28,0.04,0.14,0.14,0.00,0.00
14.34,0.08,0.30,0.25,0.00,0.00
14.41,0.14,0.52,0.41,0.00,0.00
14.53,0.21,0.75,0.55,0.00,0.01
14.60,0.19,0.75,0.54,0.00,0.01
14.66,0.14,0.58,0.50,0.00,0.00
14.72,0.04,0.30,0.40,0.00,0.00
14.79,0.04,0.21,0.18,0.00,0.00
14.91,0.07,0.26,0.20,0.00,0.00
14.97,0.01,0.22,0.31,0.00,0.00
15.04,0.07,0.35,0.36,0.00,0.00
15.16,0.13,0.53,0.42,0.00,0.00
15.23,0.16,0.60,0.42,0.00,0.00
15.29,0.14,0.49,0.37,0.00,0.00
15.35,0.08,0.32,0.27,0.00,0.00
15.48,0.03,0.17,0.18,0.00,0.00
15.55,0.00,0.12,0.16,0.00,0.00
15.61,0.02,0.18,0.29,0.00,0.00
15.67,0.08,0.37,0.38,0.00,0.00
15.80,0.10,0.46,0.38,0.00,0.00
15.86,0.14,0.49,0.40,0.00,0.00
15.93,0.10,0.35,0.30,0.00,0.00
15.99,0.02,0.19,0.25,0.00,0.00
16.12,0.01,0.20,0.26,0.00,0.00
16.18,0.02,0.19,0.24,0.00,0.00
16.25,0.01,0.20,0.27,0.00,0.00
16.31,0.06,0.29,0.27,0.00,0.00
16.44,0.12,0.45,0.32,0.00,0.00
16.50,0.11,0.43,0.31,0.00,0.00
16.56,0.13,0.43,0.35,0.00,0.00
16.62,0.12,0.42,0.34,0.00,0.00
16.75,0.09,0.37,0.28,0.00,0.00
16.82,0.10,0.37,0.29,0.00,0.00
16.88,0.11,0.35,0.30,0.00,0.00
16.94,0.08,0.32,0.25,0.00,0.00
17.07,0.08,0.30,0.25,0.00,0.00
17.13,0.06,0.21,0.23,0.00,0.00
17.20,0.01,0.07,0.11,0.00,0.00
17.26,0.00,0.07,0.12,0.00,0.00
17.39,0.00,0.07,0.12,0.00,0.00
17.45,0.01,0.07,0.12,0.00,0.00
17.52,0.00,0.07,0.09,0.00,0.00
17.58,0.02,0.09,0.16,0.00,0.00
17.71,0.01,0.10,0.16,0.00,0.00
17.77,0.00,0.10,0.16,0.00,0.00
17.84,0.01,0.11,0.16,0.00,0.00
17.90,0.02,0.09,0.07,0.00,0.00
18.03,0.01,0.07,0.09,0.00,0.00
18.09,0.04,0.18,0.20,0.00,0.00
18.15,0.06,0.26,0.20,0.00,0.00
18.22,0.06,0.25,0.20,0.00,0.00
18.35,0.03,0.18,0.21,0.00,0.00
18.41,0.00,0.07,0.10,0.00,0.00
18.47,0.00,0.07,0.09,0.00,0.00
18.54,0.02,0.07,0.12,0.00,0.00
18.66,0.01,0.06,0.10,0.00,0.00
18.73,0.04,0.16,0.21,0.00,0.00
18.79,0.07,0.32,0.29,0.00,0.00
18.85,0.11,0.42,0.30,0.00,0.00
18.98,0.10,0.39,0.30,0.00,0.00
19.04,0.07,0.25,0.23,0.00,0.00
19.11,0.05,0.15,0.15,0.00,0.00
19.17,0.01,0.09,0.11,0.00,0.00
19.30,0.04,0.16,0.20,0.00,0.00
19.36,0.11,0.39,0.39,0.00,0.00
19.43,0.10,0.47,0.39,0.00,0.00
19.49,0.14,0.52,0.40,0.00,0.00
19.62,0.08,0.36,0.38,0.00,0.00
19.68,0.04,0.15,0.22,0.00,0.00
19.74,0.01,0.11,0.23,0.00,0.00
19.81,0.03,0.12,0.21,0.00,0.00
19.93,0.01,0.13,0.17,0.00,0.00
20.00,0.00,0.16,0.23,0.00,0.00
20.06,0.06,0.29,0.30,0.00,0.00
20.12,0.11,0.46,0.35,0.00,0.00
20.25,0.11,0.45,0.35,0.00,0.00
20.31,0.07,0.30,0.29,0.00,0.00
20.38,0.03,0.13,0.20,0.00,0.00
20.44,0.03,0.16,0.20,0.00,0.00
20.57,0.07,0.29,0.24,0.00,0.00
20.63,0.08,0.33,0.25,0.00,0.00
20.70,0.11,0.37,0.30,0.00,0.00
20.76,0.14,0.47,0.40,0.00,0.00
20.89,0.12,0.49,0.38,0.00,0.00
20.95,0.14,0.51,0.40,0.00,0.00
21.01,0.13,0.43,0.38,0.00,0.00
21.08,0.06,0.25,0.19,0.00,0.00
21.20,0.06,0.22,0.19,0.00,0.00
21.27,0.07,0.24,0.24,0.00,0.00
21.33,0.06,0.27,0.22,0.00,0.00
21.40,0.09,0.33,0.25,0.00,0.00
21.52,0.08,0.31,0.24,0.00,0.00
21.59,0.06,0.22,0.18,0.00,0.00
21.65,0.05,0.19,0.16,0.00,0.00
21.71,0.03,0.13,0.11,0.00,0.00
21.84,0.00,0.11,0.15,0.00,0.00
21.90,0.01,0.09,0.16,0.00,0.00
21.97,0.02,0.10,0.19,0.00,0.00
22.03,0.04,0.15,0.22,0.00,0.00
22.16,0.03,0.20,0.21,0.00,0.00
22.22,0.03,0.20,0.24,0.00,0.00
22.28,0.03,0.14,0.24,0.00,0.00
22.35,0.02,0.14,0.24,0.00,0.00
22.47,0.05,0.17,0.23,0.00,0.00
22.54,0.03,0.15,0.18,0.00,0.00
22.60,0.06,0.19,0.16,0.00,0.00
22.66,0.02,0.11,0.10,0.00,0.00
22.79,0.03,0.19,0.25,0.00,0.00
22.85,0.00,0.19,0.31,0.00,0.00
22.92,0.00,0.21,0.32,0.00,0.00
22.98,0.02,0.22,0.32,0.00,0.00
23.11,0.05,0.22,0.23,0.00,0.00
23.17,0.01,0.08,0.11,0.00,0.00
23.23,0.01,0.07,0.10,0.00,0.00
23.30,0.02,0.12,0.13,0.00,0.00
23.43,0.02,0.12,0.12,0.00,0.00
23.49,0.02,0.18,0.25,0.00,0.00
23.55,0.06,0.28,0.25,0.00,0.00
23.62,0.05,0.27,0.27,0.00,0.00
23.74,0.09,0.29,0.35,0.00,0.00
23.81,0.05,0.21,0.27,0.00,0.00
23.87,0.03,0.20,0.25,0.00,0.00
23.93,0.03,0.19,0.26,0.00,0.00
24.06,0.04,0.18,0.17,0.00,0.00
24.12,0.05,0.22,0.17,0.00,0.00
24.19,0.09,0.30,0.25,0.00,0.00
24.25,0.10,0.36,0.29,0.00,0.00
24.38,0.09,0.37,0.27,0.00,0.00
24.44,0.09,0.34,0.27,0.00,0.00
24.51,0.06,0.20,0.20,0.00,0.00
24.63,0.04,0.14,0.13,0.00,0.00
24.70,0.04,0.16,0.13,0.00,0.00
24.76,0.05,0.18,0.14,0.00,0.00
24.82,0.11,0.36,0.35,0.00,0.00
24.95,0.08,0.36,0.34,0.00,0.00
25.01,0.02,0.32,0.43,0.00,0.00
25.08,0.01,0.28,0.43,0.00,0.00
25.14,0.06,0.27,0.27,0.00,0.00
25.27,0.07,0.25,0.30,0.00,0.00
25.33,0.06,0.24,0.23,0.00,0.00
25.39,0.03,0.23,0.29,0.00,0.00
25.46,0.01,0.21,0.30,0.00,0.00
25.58,0.07,0.34,0.38,0.00,0.00
25.65,0.10,0.40,0.33,0.00,0.00
25.71,0.05,0.27,0.28,0.00,0.00
25.77,0.08,0.27,0.36,0.00,0.00
25.90,0.01,0.16,0.30,0.00,0.00
25.96,0.02,0.17,0.32,0.00,0.00
26.03,0.06,0.21,0.34,0.00,0.00
26.09,0.01,0.17,0.25,0.00,0.00
26.22,0.00,0.20,0.28,0.00,0.00
26.28,0.03,0.22,0.25,0.00,0.00
26.35,0.05,0.24,0.22,0.00,0.00
26.41,0.04,0.19,0.22,0.00,0.00
26.54,0.01,0.06,0.07,0.00,0.00
26.60,0.05,0.19,0.18,0.00,0.00
26.66,0.07,0.27,0.20,0.00,0.00
26.73,0.06,0.27,0.20,0.00,0.00
26.85,0.01,0.25,0.34,0.00,0.00
26.92,0.06,0.31,0.57,0.00,0.00
26.98,0.05,0.38,0.56,0.00,0.00
27.04,0.08,0.46,0.58,0.00,0.00
27.17,0.13,0.49,0.50,0.00,0.00
27.24,0.01,0.15,0.19,0.00,0.00
27.30,0.03,0.19,0.22,0.00,0.00
27.36,0.14,0.52,0.49,0.00,0.00
27.49,0.08,0.49,0.57,0.00,0.00
27.55,0.06,0.39,0.55,0.00,0.00
27.62,0.03,0.29,0.54,0.00,0.00
27.68,0.12,0.38,0.42,0.00,0.00
27.81,0.07,0.34,0.31,0.00,0.00
27.87,0.04,0.32,0.38,0.00,0.00
27.93,0.04,0.25,0.38,0.00,0.00
28.00,0.02,0.15,0.23,0.00,0.00
28.12,0.02,0.14,0.23,0.00,0.00
28.19,0.09,0.32,0.34,0.00,0.00
28.25,0.11,0.44,0.36,0.00,0.00
28.31,0.08,0.42,0.38,0.00,0.00
28.44,0.07,0.32,0.38,0.00,0.00
28.50,0.00,0.11,0.19,0.00,0.00
28.57,0.02,0.19,0.26,0.00,0.00
28.63,0.10,0.39,0.36,0.00,0.00
28.76,0.14,0.56,0.41,0.00,0.00
28.82,0.19,0.68,0.49,0.00,0.00
28.88,0.07,0.49,0.59,0.00,0.00
28.95,0.06,0.50,0.64,0.00,0.00
29.07,0.07,0.53,0.62,0.00,0.00
29.14,0.07,0.52,0.63,0.00,0.00
29.20,0.08,0.50,0.57,0.00,0.00
29.27,0.16,0.63,0.45,0.00,0.00
29.39,0.16,0.58,0.45,0.00,0.00
29.46,0.08,0.36,0.38,0.00,0.00
29.52,0.05,0.31,0.41,0.00,0.00
29.58,0.04,0.34,0.43,0.00,0.00
29.71,0.07,0.35,0.39,0.00,0.00
29.77,0.05,0.44,0.63,0.00,0.00
29.84,0.19,0.72,0.62,0.00,0.01
29.90,0.17,0.75,0.61,0.00,0.01
30.03,0.10,0.62,0.70,0.00,0.00
30.09,0.02,0.31,0.50,0.00,0.00
30.15,0.04,0.27,0.38,0.00,0.00
30.22,0.00,0.27,0.42,0.00,0.00
30.34,0.12,0.43,0.36,0.00,0.00
30.41,0.09,0.41,0.34,0.00,0.00
30.47,0.07,0.35,0.35,0.00,0.00
30.53,0.07,0.24,0.36,0.00,0.00
30.66,0.04,0.24,0.27,0.00,0.00
30.72,0.07,0.33,0.28,0.00,0.00
30.79,0.10,0.36,0.28,0.00,0.00
30.85,0.06,0.23,0.18,0.00,0.00
30.92,0.06,0.35,0.49,0.00,0.00
31.04,0.30,1.21,1.21,0.00,0.01
31.11,0.26,1.32,1.24,0.00,0.02
31.17,0.21,1.15,1.26,0.00,0.01
31.30,0.07,0.77,1.20,0.00,0.01
31.36,0.26,0.90,0.69,0.00,0.01
31.42,0.19,0.80,0.64,0.00,0.01
31.49,0.03,0.61,0.80,0.00,0.00
31.61,0.07,0.67,0.80,0.00,0.00
31.68,0.18,0.78,0.61,0.00,0.01
31.74,0.13,0.60,0.63,0.00,0.00
31.81,0.03,0.32,0.40,0.00,0.00
31.93,0.13,0.52,0.40,0.00,0.00
31.99,0.17,0.62,0.43,0.00,0.00
32.06,0.10,0.46,0.42,0.00,0.00
32.12,0.10,0.34,0.42,0.00,0.00
32.25,0.12,0.46,0.50,0.00,0.00
32.31,0.12,0.58,0.50,0.00,0.00
32.38,0.18,0.67,0.49,0.00,0.00
32.44,0.21,0.69,0.60,0.00,0.00
32.57,0.11,0.50,0.49,0.00,0.00
32.63,0.05,0.38,0.48,0.00,0.00
32.69,0.04,0.28,0.47,0.00,0.00
32.76,0.01,0.20,0.27,0.00,0.00
32.88,0.04,0.22,0.23,0.00,0.00
32.95,0.05,0.24,0.20,0.00,0.00
33.01,0.08,0.26,0.27,0.00,0.00
33.07,0.08,0.29,0.25,0.00,0.00
33.20,0.05,0.27,0.26,0.00,0.00
33.26,0.05,0.23,0.26,0.00,0.00
33.33,0.02,0.18,0.24,0.00,0.00
33.39,0.05,0.21,0.19,0.00,0.00
33.52,0.03,0.16,0.16,0.00,0.00
33.58,0.05,0.30,0.41,0.00,0.00
33.65,0.14,0.55,0.47,0.00,0.00
33.71,0.30,1.11,0.96,0.00,0.01
