# time (s), self.diffsum, self.std, self.dasdv, self.wa, self.var
10.53,0.09,0.42,0.45,0.00,0.00
10.59,0.07,0.28,0.43,0.00,0.00
10.66,0.01,0.13,0.17,0.00,0.00
10.72,0.14,0.53,0.56,0.00,0.00
10.85,0.23,0.88,0.70,0.00,0.01
10.91,0.26,1.04,0.75,0.00,0.01
10.98,0.20,0.87,0.78,0.00,0.01
11.04,0.05,0.66,0.86,0.00,0.00
11.17,0.19,0.90,0.80,0.00,0.01
11.23,0.14,0.87,0.92,0.00,0.01
11.29,0.11,0.62,0.89,0.00,0.00
11.36,0.11,0.55,0.75,0.00,0.00
11.49,0.22,0.75,0.75,0.00,0.01
11.55,0.07,0.52,0.60,0.00,0.00
11.61,0.06,0.48,0.61,0.00,0.00
11.68,0.05,0.35,0.42,0.00,0.00
11.81,0.07,0.35,0.35,0.00,0.00
11.87,0.01,0.19,0.26,0.00,0.00
11.93,0.03,0.17,0.17,0.00,0.00
12.00,0.11,0.38,0.41,0.00,0.00
12.13,0.16,0.60,0.53,0.00,0.00
12.19,0.16,0.68,0.53,0.00,0.00
12.25,0.07,0.59,0.70,0.00,0.00
12.32,0.14,0.78,0.87,0.00,0.01
12.45,0.30,1.21,0.91,0.00,0.01
12.51,0.41,1.47,1.03,0.00,0.02
12.57,0.20,1.05,1.08,0.00,0.01
12.64,0.09,0.60,0.88,0.00,0.00
12.76,0.00,0.41,0.75,0.00,0.00
12.83,0.15,0.49,0.62,0.00,0.00
12.89,0.06,0.29,0.28,0.00,0.00
12.96,0.08,0.34,0.27,0.00,0.00
13.08,0.16,0.51,0.48,0.00,0.00
13.15,0.12,0.48,0.42,0.00,0.00
13.21,0.03,0.39,0.51,0.00,0.00
13.27,0.01,0.37,0.51,0.00,0.00
13.40,0.21,0.78,0.75,0.00,0.01
13.47,0.18,0.79,0.78,0.00,0.01
13.53,0.01,0.63,0.88,0.00,0.00
13.59,0.06,0.55,0.94,0.00,0.00
13.72,0.13,0.53,0.69,0.00,0.00
13.78,0.07,0.37,0.66,0.00,0.00
13.85,0.03,0.31,0.51,0.00,0.00
13.91,0.14,0.49,0.46,0.00,0.00
14.04,0.23,0.90,0.81,0.00,0.01
14.10,0.34,1.25,0.92,0.00,0.02
14.17,0.41,1.49,1.08,0.00,0.02
14.30,0.26,1.20,1.16,0.00,0.01
14.36,0.05,0.93,1.25,0.00,0.01
14.42,0.34,1.60,1.51,0.00,0.03
14.49,0.52,2.00,1.41,0.00,0.04
14.61,0.53,1.89,1.43,0.00,0.04
14.68,0.33,1.28,1.16,0.00,0.02
14.74,0.03,0.75,1.03,0.00,0.01
14.81,0.05,0.74,1.00,0.00,0.01
14.93,0.20,0.85,0.86,0.00,0.01
15.00,0.30,0.95,1.05,0.00,0.01
15.06,0.19,0.85,0.73,0.00,0.01
15.13,0.40,1.42,1.15,0.00,0.02
15.25,0.47,1.67,1.26,0.00,0.03
15.32,0.42,1.61,1.15,0.00,0.03
15.38,0.46,1.60,1.23,0.00,0.03
15.44,0.40,1.39,1.03,0.00,0.02
15.57,0.07,1.30,2.04,1.00,0.02
15.63,0.40,2.15,2.37,1.00,0.05
15.70,0.41,2.37,2.37,1.00,0.06
15.76,0.86,2.86,2.82,2.00,0.08
15.89,0.74,2.61,2.48,1.00,0.07
15.95,0.41,2.27,2.17,1.00,0.05
16.02,0.86,2.84,2.75,2.00,0.08
16.08,0.05,1.85,3.23,2.00,0.03
16.21,0.13,1.64,3.41,3.00,0.03
16.27,0.23,2.12,4.04,4.00,0.05
16.34,0.73,2.72,3.71,3.00,0.07
16.40,0.36,2.39,2.91,2.00,0.06
16.53,0.76,2.71,2.40,1.00,0.07
16.59,0.46,1.57,1.20,0.00,0.02
16.66,0.47,1.64,1.22,0.00,0.03
16.72,0.44,1.67,1.16,0.00,0.03
16.85,0.54,1.85,1.39,0.00,0.03
16.91,0.57,1.97,1.48,0.00,0.04
16.97,0.56,2.09,1.46,0.00,0.04
17.04,0.58,2.11,1.49,0.00,0.04
17.17,0.43,1.61,1.24,0.00,0.03
17.23,0.20,0.92,0.91,0.00,0.01
17.29,0.02,0.50,0.65,0.00,0.00
17.36,0.07,0.46,0.51,0.00,0.00
17.48,0.09,0.42,0.51,0.00,0.00
17.55,0.07,0.48,0.67,0.00,0.00
17.61,0.14,0.57,0.56,0.00,0.00
17.68,0.11,0.50,0.52,0.00,0.00
17.80,0.09,0.41,0.53,0.00,0.00
17.87,0.03,0.14,0.18,0.00,0.00
17.93,0.08,0.33,0.32,0.00,0.00
18.00,0.08,0.35,0.33,0.00,0.00
18.12,0.02,0.27,0.35,0.00,0.00
18.19,0.07,0.41,0.47,0.00,0.00
18.25,0.17,0.64,0.46,0.00,0.00
18.38,0.20,0.73,0.51,0.00,0.01
18.44,0.23,0.78,0.57,0.00,0.01
18.50,0.18,0.67,0.48,0.00,0.00
18.57,0.06,0.46,0.54,0.00,0.00
18.70,0.27,1.00,1.42,0.00,0.01
18.76,0.08,0.91,1.55,0.00,0.01
18.82,0.09,0.90,1.55,0.00,0.01
18.89,0.18,0.87,1.51,0.00,0.01
19.02,0.16,0.55,0.79,0.00,0.00
19.08,0.06,0.39,0.43,0.00,0.00
19.14,0.00,0.41,0.61,0.00,0.00
19.21,0.12,0.76,0.89,0.00,0.01
19.34,0.29,1.23,0.97,0.00,0.02
19.40,0.43,1.56,1.09,0.00,0.02
19.46,0.34,1.31,0.98,0.00,0.02
19.53,0.26,0.95,0.78,0.00,0.01
19.65,0.19,0.64,0.60,0.00,0.00
19.72,0.13,0.50,0.37,0.00,0.00
19.78,0.16,0.57,0.41,0.00,0.00
19.85,0.15,0.55,0.39,0.00,0.00
19.97,0.11,0.45,0.35,0.00,0.00
20.04,0.10,0.35,0.33,0.00,0.00
20.10,0.00,0.26,0.44,0.00,0.00
20.16,0.17,0.70,0.76,0.00,0.00
20.29,0.21,0.96,0.80,0.00,0.01
20.36,0.22,0.96,0.79,0.00,0.01
20.42,0.14,0.62,0.71,0.00,0.00
20.48,0.01,0.16,0.27,0.00,0.00
20.61,0.08,0.26,0.27,0.00,0.00
20.68,0.02,0.25,0.45,0.00,0.00
20.74,0.08,0.41,0.51,0.00,0.00
20.80,0.08,0.47,0.51,0.00,0.00
20.93,0.08,0.45,0.50,0.00,0.00
20.99,0.07,0.42,0.47,0.00,0.00
21.06,0.13,0.55,0.41,0.00,0.00
21.12,0.15,0.57,0.43,0.00,0.00
21.25,0.14,0.46,0.40,0.00,0.00
21.31,0.08,0.31,0.22,0.00,0.00
21.38,0.04,0.23,0.23,0.00,0.00
21.44,0.02,0.21,0.27,0.00,0.00
21.57,0.07,0.32,0.26,0.00,0.00
21.63,0.05,0.30,0.31,0.00,0.00
21.70,0.04,0.35,0.44,0.00,0.00
21.76,0.13,0.57,0.48,0.00,0.00
21.89,0.22,0.81,0.58,0.00,0.01
21.95,0.23,0.83,0.59,0.00,0.01
22.02,0.20,0.72,0.51,0.00,0.01
22.08,0.08,0.48,0.55,0.00,0.00
22.21,0.08,0.51,0.61,0.00,0.00
22.27,0.15,0.69,0.58,0.00,0.00
22.34,0.55,1.89,1.92,1.00,0.04
22.40,0.36,1.81,1.99,1.00,0.03
22.53,0.25,1.52,1.95,1.00,0.02
22.59,0.13,1.23,2.00,1.00,0.02
22.65,0.31,1.05,0.86,0.00,0.01
22.72,0.26,0.98,0.70,0.00,0.01
22.85,0.25,0.94,0.70,0.00,0.01
22.91,0.17,0.64,0.51,0.00,0.00
22.97,0.07,0.65,0.95,0.00,0.00
23.04,0.30,1.26,1.17,0.00,0.02
23.16,0.24,1.30,1.22,0.00,0.02
23.23,0.21,1.11,1.25,0.00,0.01
23.29,0.06,0.74,1.00,0.00,0.01
23.35,0.39,1.37,1.10,0.00,0.02
23.48,0.45,1.69,1.22,0.00,0.03
23.54,0.45,1.74,1.22,0.00,0.03
23.61,0.31,1.30,1.16,0.00,0.02
23.67,0.06,0.63,0.81,0.00,0.00
23.80,0.07,0.47,0.51,0.00,0.00
23.87,0.08,0.76,1.10,0.00,0.01
23.93,0.15,0.94,1.07,0.00,0.01
23.99,0.30,1.23,1.11,0.00,0.02
24.12,0.45,1.47,1.31,0.00,0.02
24.19,0.30,1.21,0.88,0.00,0.01
24.25,0.21,1.03,0.95,0.00,0.01
24.31,0.02,0.83,1.09,0.00,0.01
24.44,0.49,1.98,1.87,1.00,0.04
24.51,0.62,2.50,1.89,1.00,0.06
24.57,0.54,2.26,1.85,1.00,0.05
24.63,0.36,1.52,1.72,1.00,0.02
24.76,0.08,0.55,0.68,0.00,0.00
24.82,0.34,1.26,1.08,0.00,0.02
24.89,0.49,1.85,1.36,0.00,0.03
24.95,0.64,2.30,1.62,0.00,0.05
25.08,0.62,2.26,1.60,0.00,0.05
25.14,0.44,1.71,1.31,0.00,0.03
25.21,0.09,1.08,1.39,0.00,0.01
25.27,0.44,1.97,2.02,1.00,0.04
25.40,1.23,4.65,4.03,2.00,0.22
25.46,0.89,4.51,4.40,3.00,0.20
25.53,0.73,3.60,4.30,3.00,0.13
25.59,0.32,2.24,3.95,2.00,0.05
25.72,0.44,1.55,1.81,1.00,0.02
25.78,0.16,0.67,0.57,0.00,0.00
25.84,0.30,1.02,0.76,0.00,0.01
25.91,0.19,0.83,0.72,0.00,0.01
26.04,0.04,0.79,1.08,0.00,0.01
26.10,0.19,1.07,1.09,0.00,0.01
26.16,0.27,1.19,0.96,0.00,0.01
26.23,0.13,0.87,1.05,0.00,0.01
26.35,0.13,0.75,0.78,0.00,0.01
26.42,0.34,1.25,0.93,0.00,0.02
26.48,0.38,1.40,0.98,0.00,0.02
26.54,0.19,1.01,0.99,0.00,0.01
26.67,0.00,0.77,1.02,0.00,0.01
26.74,0.22,1.02,0.90,0.00,0.01
26.80,0.26,1.08,0.84,0.00,0.01
26.86,0.10,0.66,0.76,0.00,0.00
26.99,0.09,0.61,0.71,0.00,0.00
27.05,0.26,0.96,0.69,0.00,0.01
27.11,0.24,0.94,0.68,0.00,0.01
27.18,0.16,0.66,0.60,0.00,0.00
27.30,0.08,0.32,0.42,0.00,0.00
27.37,0.01,0.07,0.11,0.00,0.00
27.43,0.00,0.07,0.11,0.00,0.00
27.50,0.13,0.55,0.70,0.00,0.00
27.62,0.29,1.18,1.05,0.00,0.01
27.69,0.49,1.87,1.40,0.00,0.03
27.75,0.48,1.88,1.40,0.00,0.04
27.81,0.32,1.34,1.22,0.00,0.02
27.94,0.12,0.69,0.96,0.00,0.00
28.00,0.10,0.39,0.29,0.00,0.00
28.07,0.17,0.61,0.48,0.00,0.00
28.13,0.22,0.79,0.59,0.00,0.01
28.26,0.05,0.62,0.82,0.00,0.00
28.32,0.04,0.65,0.87,0.00,0.00
28.39,0.14,0.78,0.79,0.00,0.01
28.45,0.17,0.75,0.74,0.00,0.01
28.58,0.06,0.52,0.65,0.00,0.00
28.64,0.23,0.93,0.77,0.00,0.01
28.70,0.33,1.24,0.87,0.00,0.02
28.77,0.37,1.31,0.93,0.00,0.02
28.90,0.30,1.08,0.79,0.00,0.01
28.96,0.24,0.86,0.65,0.00,0.01
29.02,0.21,0.73,0.56,0.00,0.01
29.09,0.23,0.81,0.62,0.00,0.01
29.21,0.18,0.76,0.61,0.00,0.01
29.28,0.25,0.85,0.81,0.00,0.01
29.34,0.23,0.84,0.78,0.00,0.01
29.41,0.19,0.80,0.68,0.00,0.01
29.53,0.03,0.78,1.14,0.00,0.01
29.60,0.27,1.25,1.31,0.00,0.02
29.66,0.52,2.12,1.71,0.00,0.04
29.72,0.71,2.59,1.81,0.00,0.07
29.85,0.64,2.33,1.65,0.00,0.05
29.92,0.49,1.80,1.41,0.00,0.03
29.98,0.22,0.97,0.90,0.00,0.01
30.04,0.05,0.47,0.63,0.00,0.00
30.17,0.10,0.46,0.41,0.00,0.00
30.23,0.20,0.70,0.53,0.00,0.00
30.30,0.17,0.65,0.47,0.00,0.00
30.36,0.15,0.56,0.44,0.00,0.00
30.49,0.22,0.71,0.70,0.00,0.01
30.55,0.28,1.05,0.88,0.00,0.01
30.62,0.31,1.26,0.91,0.00,0.02
30.68,0.29,1.14,0.91,0.00,0.01
30.81,0.19,0.69,0.70,0.00,0.00
30.87,0.10,0.59,0.85,0.00,0.00
30.93,0.27,1.09,0.99,0.00,0.01
31.00,0.31,1.31,1.02,0.00,0.02
31.12,0.70,2.31,2.11,1.00,0.05
31.19,0.04,1.90,3.14,2.00,0.04
31.25,0.14,1.95,3.11,2.00,0.04
31.31,0.26,2.23,3.12,2.00,0.05
31.44,0.71,2.51,2.54,1.00,0.06
31.50,0.18,0.79,0.68,0.00,0.01
31.57,0.08,0.51,0.60,0.00,0.00
31.63,0.02,0.29,0.49,0.00,0.00
31.76,0.07,0.26,0.28,0.00,0.00
31.82,0.01,0.11,0.19,0.00,0.00
31.89,0.01,0.08,0.14,0.00,0.00
31.95,0.02,0.12,0.21,0.00,0.00
32.08,0.12,0.52,0.77,0.00,0.00
32.14,0.14,0.66,0.76,0.00,0.00
32.20,0.19,0.84,0.85,0.00,0.01
32.27,0.19,0.77,0.86,0.00,0.01
