# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
0.05,1,0,-41.3,6.9,8.4,54,3.1,7.5,-74.9,170.7,-6.09
0.11,1,0,-41.3,6.9,8.4,53.1,3.4,7.7,-75,170.6,-7.02
0.18,1,0,-41.3,6.9,8.4,55.2,3.5,7.7,-75,170.6,-7.02
0.44,0,0,-39.5,7.6,8.4,54.5,3,7.7,-75,170.6,-7.02
0.44,0,0,-40.5,7.2,6.9,55.9,3.1,7.8,-75,170.6,-7.02
0.66,1,0,-39.6,5.8,8.5,54.2,3.3,8,-75,170.6,-7.02
0.94,1,0,-39.5,7.2,6.4,55.1,3.2,7.6,-75,170.6,-7.02
0.94,1,0,-38.4,11.7,1.5,58.1,3.4,7.4,-74.9,170.7,-5.45
1.1,1,0,-38,11.4,0,59.4,3.2,7,-74.9,170.7,-5.8
1.16,1,0,-38.7,13.8,4.3,55.8,3.2,7.9,-74.9,170.7,-6.25
1.22,1,0,-39,13.3,1,51.1,2.8,7.3,-74.9,170.7,-5.22
1.28,1,0,-38.1,13.2,0.4,49,2.6,7.5,-74.9,170.7,-5.83
1.35,1,0,-38.1,13.2,0.4,46.4,3,7.2,-74.9,170.7,-6.02
1.41,1,0,-38.4,15.8,1.2,40.8,3.5,7.4,-74.9,170.7,-6.08
1.47,1,0,-39,17.9,-1.3,38.7,3.4,7.6,-74.9,170.7,-5.66
1.53,1,0,-38.7,18.4,-0.3,39.3,3.3,7.6,-74.9,170.7,-5.79
1.59,1,0,-38.7,18.4,-0.3,38.5,3.2,6.9,-74.9,170.7,-5.87
1.66,1,0,-38.9,17.3,-0.4,37,2.9,7.5,-74.9,170.7,-5.7
1.72,1,0,-39.6,17,-0.9,37.9,3.4,7.4,-74.9,170.6,-4.39
2,1,0,-39.5,17.2,-1.3,38,3.1,7.5,-74.9,170.7,-5.2
2.08,1,0,-40.4,16.1,-4.2,37.5,3.5,7.5,-74.9,170.7,-5.39
2.14,1,0,-41,17.5,-6.9,37.9,3.4,7.6,-74.9,170.7,-5.47
2.2,1,0,-42.3,18.4,-9,37.9,3.1,7.3,-74.9,170.7,-5.56
2.27,1,0,-42.6,18.1,-11.1,39.3,3.2,7.5,-74.9,170.7,-5.79
2.33,1,0,-42.9,17.8,-12.6,41,3.1,7.4,-74.9,170.7,-5.76
2.39,1,0,-43.1,17.5,-14.5,43.8,3.3,7.3,-74.9,170.7,-5.37
2.45,1,0,-43.7,20,-20.9,43.2,3.4,7.7,-74.9,170.7,-6.84
2.53,1,0,-42.3,17.5,-24.7,42.6,3.9,7.6,-74.9,170.7,-6.84
2.53,1,0,-43.1,16.7,-29.5,45.6,3.5,7.4,-74.9,170.7,-4.59
2.72,1,0,-43.1,16.7,-29.5,44,3.3,7.3,-74.9,170.7,-5.24
2.78,1,0,-42,15.2,-35.3,45.8,3.9,7.3,-74.9,170.7,-5.13
2.84,1,0,-42.3,16,-35.3,21.3,2.9,7.6,-74.9,170.7,-5.57
2.91,1,0,-42.3,16,-35.3,5.6,3.5,7.6,-74.9,170.7,-5.03
2.97,1,0,-41.3,15.2,-35.3,4.5,3.4,7.5,-74.9,170.7,-5.43
3.03,1,0,-40.5,16,-36,5.2,3.6,7.8,-74.9,170.7,-5.9
3.09,1,0,-41.1,16.1,-36.9,5.8,3,7.5,-74.9,170.7,-6.17
3.16,1,0,-41.1,16.1,-36.9,6,3.3,7.4,-74.9,170.7,-5.3
3.22,1,0,-41.1,18.5,-37.2,4.9,3.6,7.4,-74.9,170.7,-5.47
3.28,1,0,-42.6,16.1,-38.7,5.3,3.3,7.1,-74.8,170.7,-7.75
3.59,1,0,-42,16.4,-39.6,4.8,3.5,7.1,-74.8,170.7,-7.75
3.79,1,0,-41.3,17.2,-39.6,4.5,3.4,7.7,-74.8,170.7,-7.75
3.79,1,5,-35.7,28,-34.2,7.7,5.9,9.8,-74.8,170.7,-5.33
4.05,1,5,-30.9,30.9,-26.5,4.1,7.7,16.2,-74.9,170.7,-5.53
4.11,0,2,-42.9,27.4,-41.3,5.9,5.1,16.6,-74.9,170.7,-6.03
4.17,1,1,-43.7,17,-45.3,3.8,4.1,14.9,-74.9,170.7,-5.54
4.24,1,0,-50.5,25.6,-46.2,3.8,4.3,13.7,-74.8,170.7,-5.25
4.31,1,0,-46.9,29.6,-43.1,3.9,4.1,12.2,-74.8,170.7,-5.25
4.51,1,3,-33.2,27.1,-36.3,3.9,4.7,13.8,-74.9,170.7,-4.55
4.61,1,5,-33.2,27.1,-36.3,4.9,4.6,12.1,-74.9,170.7,-5.47
4.67,1,5,-31.5,23.5,-35.1,4.6,4.9,12.1,-74.9,170.7,-5.89
4.73,1,5,-29.3,22.7,-34.4,5.3,4.9,12.4,-74.9,170.7,-6.11
4.8,1,5,-28.1,23.5,-32.6,4.8,5.5,12.9,5.3,6.1,168.88
4.86,1,5,-28.1,23.5,-32.6,3.7,5.1,12.4,5.6,5.9,168.63
4.92,1,5,-30.9,26,-33.8,4.5,4.5,14.8,6,5.8,168.79
4.98,1,3,-32.4,26.3,-35.6,4.9,4.1,14.4,4.1,6,173.12
5.05,1,5,-36,30.9,-35,4.3,4.9,13.8,5,5.7,178.95
5.11,1,5,-36,30.9,-35,3.7,5.2,14.1,6.1,4.9,-169.48
5.17,1,1,-40.5,24.8,-45.1,3.4,3.7,39.4,5,5.9,-168.18
5.23,1,5,-40.5,24.8,-45.1,4.1,4.7,20.7,5.7,5.6,-146.81
5.29,1,5,-34.2,30.9,-32.7,4,4.3,21,-74.9,170.7,-5.66
5.36,1,5,-35.6,29.3,-35.1,4.5,4.8,15.7,-74.9,170.7,-4.95
5.43,1,5,-30.9,25.6,-30.5,4.6,5.2,13.5,-74.9,170.7,-5.27
5.5,1,5,-27.2,19.1,-33.8,6.3,7.2,10,-74.9,170.7,-5.19
5.56,1,0,-26.9,19.4,-33.8,5.4,5,10.6,-74.9,170.7,-5.92
5.62,1,5,-26.9,19.4,-33.8,4.5,4.9,11.9,-74.9,170.7,-4.88
5.69,1,5,-30.5,31.7,-29.8,4.4,4.5,12.9,-74.9,170.7,-5.4
