# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
1.46,0,0,-73.7,20.2,65.2,8.6,2.6,6.3,7.3,9.8,-63.18
1.64,1,3,-38.3,-4.2,-43.7,4.5,14.1,14.8,7,9.5,-55.59
1.7,1,0,-38.3,-4.2,-43.7,5.1,15.5,15.8,6.7,9.2,-43.62
1.76,1,3,-38.3,-4.5,-42.6,5,15.7,14.8,6.8,9.7,-56.08
1.83,1,0,-40.7,-3.6,-45,5.1,19.2,13.9,6.9,9.8,-58.43
1.89,1,0,-42.8,-1.8,-46.9,4.9,25.1,13.3,7.1,9.8,-60.58
1.95,1,0,-42.2,-0.4,-48.1,4.5,22.5,12.5,7.3,9.9,-62.38
2.02,1,0,-41.1,-0.9,-46,4.7,23,12.3,7.3,9.9,-62.38
2.22,1,0,-41.9,-3.6,-44.3,4.6,21.5,12.8,7.3,9.9,-62.38
2.56,1,0,-41.9,-3.6,-44.3,5.3,17.6,14,7.3,9.9,-62.38
2.56,1,0,-42.2,-4.3,-46,4.5,16.1,15.1,7.3,9.9,-62.38
2.89,1,0,-43.4,-5.1,-46.8,4.3,14.9,16.3,7.3,9.9,-62.38
2.89,1,0,-42.9,-3.9,-46.3,3.9,15.1,15.9,7.3,9.9,-62.38
3.1,1,0,-41.6,-4.5,-46.6,4.2,15.5,15.5,7.3,9.9,-62.38
3.35,1,0,-41.6,-2.5,-44.4,4.3,17.7,14.5,7.3,9.9,-62.38
3.35,1,0,-41.6,-2.5,-44.4,3.5,15.9,15.2,7.3,9.9,-62.38
3.61,1,0,-41.6,-4.5,-44.7,4.6,14.1,14.1,7.3,9.9,-62.38
3.84,1,1,-41.6,-4.9,-45.4,4.9,14,15.2,7.3,9.9,-62.38
3.84,1,1,-41.6,-4.9,-45.4,4.8,14,15.2,7.3,9.9,-62.38
4.16,1,1,-42.2,-5.8,-45.3,4.7,13.7,15.3,7.3,9.9,-62.38
4.44,1,0,-40.7,-4.8,-44.6,4.3,14.3,15.4,7.3,9.9,-62.38
4.68,1,1,-41.9,-6.6,-45,4.2,12.8,15.3,7.3,9.9,-62.38
4.68,1,1,-41.1,-5.5,-44.6,4.3,11.8,16.2,7.3,9.9,-62.38
4.97,1,1,-42.3,-6.4,-44.4,3.8,12.4,15.3,6.7,8.4,-179.03
5.05,1,0,-45.9,15.4,-47.8,6.5,4.8,17.8,7,8.2,179.39
5.11,1,0,-48.1,18.5,-48.6,6.9,5.4,19.9,6.8,8.5,166.07
5.17,1,0,-48.4,16.6,-48.6,6.2,5.4,26.2,6.9,8.2,162.23
5.24,1,0,-49.9,18.5,-48.9,6.1,5.6,26.1,7,8,159.7
5.3,1,0,-52.5,18.5,-47.5,5.8,6,120,7,8,163.81
5.36,1,0,-53.2,22.3,-47.8,5.9,7,29.1,7.2,7.8,164.02
5.43,1,0,-56.4,20.6,-49.8,5.7,6.9,25.5,6.9,7.8,142.82
5.52,1,0,-53.4,21.4,-48.4,5.9,7.6,22.5,6.5,8.6,63.18
5.58,1,0,-56.4,22.6,-48,5.6,8.4,22.4,7,7.7,137.69
5.65,1,0,-59.9,21.5,-49.3,7.1,10.4,23.6,7,7.5,133.71
5.71,1,0,-59.9,21.5,-49.3,6.9,10.2,24.9,7.2,7.4,130.38
