# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,-39.90,13.20,-49.60,9.10,19.20,9.90,0.00,0.00,0.00
0.07,1.00,0.00,-39.90,13.20,-49.60,8.70,18.70,10.60,0.00,0.00,0.00
0.13,1.00,0.00,-38.70,12.30,-48.40,7.80,20.90,9.70,0.00,0.00,0.00
0.19,1.00,0.00,-38.30,11.80,-48.70,8.50,21.40,9.90,0.00,0.00,0.00
0.26,1.00,0.00,-37.50,12.60,-47.20,7.80,22.80,9.80,0.00,0.00,0.00
0.32,1.00,0.00,-37.50,12.60,-47.20,8.20,21.60,9.50,0.00,0.00,0.00
0.38,1.00,0.00,-36.30,12.40,-47.80,8.10,21.20,10.70,0.00,0.00,0.00
0.45,1.00,0.00,-36.30,12.40,-47.80,9.40,17.70,10.00,0.00,0.00,0.00
0.51,1.00,5.00,-35.60,18.50,-44.60,10.50,17.10,10.40,0.00,0.00,0.00
0.57,1.00,5.00,-35.60,18.50,-44.60,9.50,15.80,10.30,0.00,0.00,0.00
0.64,1.00,3.00,-37.80,17.30,-45.30,9.50,16.30,10.40,0.00,0.00,0.00
0.70,1.00,0.00,-38.00,13.80,-45.90,9.00,16.70,9.80,0.00,0.00,0.00
0.76,1.00,0.00,-38.00,13.80,-45.90,8.90,15.60,10.20,0.00,0.00,0.00
0.83,1.00,0.00,-39.50,14.10,-50.20,10.20,12.00,11.10,0.00,0.00,0.00
0.89,1.00,0.00,-39.50,14.10,-50.20,11.20,11.20,11.20,0.00,0.00,0.00
0.95,1.00,0.00,-42.20,18.80,-49.30,10.70,11.90,11.00,0.00,0.00,0.00
1.02,1.00,0.00,-41.90,22.30,-46.00,9.40,12.50,10.00,0.00,0.00,0.00
1.08,1.00,5.00,-41.60,24.80,-44.00,9.00,12.30,8.60,0.00,0.00,0.00
1.14,1.00,0.00,-40.20,24.10,-45.40,9.60,12.10,9.30,0.00,0.00,0.00
1.21,1.00,0.00,-41.00,22.60,-46.60,9.80,10.80,10.40,0.00,0.00,0.00
1.27,1.00,0.00,-41.00,22.60,-46.60,9.50,10.90,11.00,0.00,0.00,0.00
1.33,1.00,0.00,-41.10,17.30,-49.60,7.90,9.60,12.60,0.00,0.00,0.00
1.40,1.00,5.00,-41.10,17.30,-49.60,8.10,9.20,14.10,0.00,0.00,0.00
1.46,1.00,0.00,-42.60,19.30,-49.30,8.30,9.40,12.90,0.00,0.00,0.00
1.52,1.00,0.00,-41.60,16.00,-49.50,9.60,10.00,11.80,0.00,0.00,0.00
1.59,1.00,0.00,-39.80,17.20,-49.50,10.10,11.10,10.80,0.00,0.00,0.00
1.65,1.00,0.00,-40.70,17.30,-49.60,10.10,11.20,11.00,0.00,0.00,0.00
1.71,1.00,0.00,-41.30,17.90,-49.20,10.10,10.00,11.30,0.00,0.00,0.00
1.78,1.00,0.00,-41.00,16.00,-51.00,9.30,9.50,11.80,0.00,0.00,0.00
