# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
0.12,1,0,-32.9,20.5,-44.6,4.3,4.2,6.8,6,7.6,-164.61
0.18,1,0,-32.9,20.5,-44.6,5.1,4.1,6.9,5.4,7.4,-147.06
0.24,1,0,-31.5,19.3,-43.8,5.4,3.9,7.1,5.6,7.5,-142.05
0.31,1,0,-33.6,21.2,-45.6,6,3.9,7.6,5.9,7.5,-139.25
0.37,1,0,-33.5,21.8,-45.1,5.9,4,7.7,6.2,7.7,-132.73
0.43,1,3,-32.3,21.5,-42.8,5.7,3.8,7.7,6.3,8,-130.25
0.5,1,0,-31.1,20.5,-45,4.8,4.5,7.3,6.4,7.8,-131.88
0.56,1,0,-31.2,16.7,-44.7,4.6,3.8,7.6,6.6,7.8,-126.53
0.62,1,3,-31.2,16.7,-44.7,4.3,3.8,8.1,6.9,7.8,-121.46
1.32,1,3,-28,7.2,-41.4,3.5,51.8,6.9,6.7,7.1,-68.64
1.38,1,3,-25.6,7.8,-42,3.7,120,6.8,6.5,7.1,-63.43
1.44,1,3,-28.4,4.2,-44.7,3.4,120,8.1,6.2,6.8,-57.36
1.51,1,3,-28.7,3,-43.7,4.4,39.8,8.2,5.9,6.5,-48.87
2.64,1,3,-48.1,-8.5,-49.6,120,28.1,6.3,5.4,10.7,19.58
2.95,1,3,-45.3,-4.5,-51,120,26.9,7.8,5.8,14,45.08
3.01,1,0,-49.2,-5.5,-52.9,44.8,22.5,10.1,6,14.1,50.89
3.08,1,0,-51.4,-3.6,-52.9,54.3,21.9,11,6.2,14.6,51.13
3.14,1,0,-51.4,-4.8,-52.6,25.7,22,12,6.3,15,52.58
3.39,1,3,-52,-7.2,-51.3,120,23.3,12,7.3,16.9,69.04
3.45,1,0,-52,-7.2,-51.3,34.2,24.9,12.9,7.7,17.5,87.24
3.52,1,3,-48.1,-6.3,-49.6,120,22.6,16.4,7.8,17.4,84.8
3.58,1,3,-50.5,-5.2,-51.3,120,19.7,20.8,8.1,17.5,82.65
3.64,1,3,-52.3,-4.9,-51,120,18.1,22.2,8.1,17.2,78.45
3.71,1,3,-54.1,-6.1,-49.8,49.7,17.7,21.7,8.4,17.6,83.55
3.77,1,3,-53.7,-6.3,-51.9,120,18,20.9,8.6,17.9,80.66
3.83,1,3,-53.7,-6.3,-51.9,120,18.3,23,8.9,18.1,84.09
