# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
10.14,1.00,5.00,-24.20,18.70,-14.20,120.00,3.00,15.10,0.00,0.00,0.00
10.21,1.00,5.00,-25.40,22.10,-14.80,120.00,2.70,16.80,0.00,0.00,0.00
10.27,1.00,5.00,-25.40,22.10,-14.80,120.00,2.80,16.90,0.00,0.00,0.00
10.33,1.00,3.00,-24.20,15.70,-11.20,0.00,3.50,120.00,0.00,0.00,0.00
10.40,1.00,5.00,-27.10,19.30,-11.40,120.00,2.90,28.60,0.00,0.00,0.00
10.46,1.00,5.00,-25.60,18.80,-8.10,120.00,3.00,18.60,0.00,0.00,0.00
10.52,1.00,5.00,-26.60,19.30,-9.30,120.00,3.10,14.60,0.00,0.00,0.00
10.59,1.00,5.00,-25.70,17.20,-7.60,0.00,3.50,10.60,0.00,0.00,0.00
10.65,1.00,3.00,-23.00,12.00,-9.60,120.00,3.40,8.90,0.00,0.00,0.00
10.71,1.00,5.00,-23.00,12.00,-9.60,120.00,3.30,8.60,0.00,0.00,0.00
10.77,1.00,3.00,-22.90,10.60,-13.00,120.00,2.60,9.20,0.00,0.00,0.00
10.84,1.00,3.00,-22.60,11.70,-11.80,120.00,2.80,8.30,0.00,0.00,0.00
10.90,1.00,5.00,-22.60,11.70,-11.80,120.00,2.80,11.60,0.00,0.00,0.00
10.96,1.00,3.00,-21.80,9.30,-13.20,0.00,3.70,0.00,0.00,0.00,0.00
11.03,1.00,3.00,-22.90,9.90,-10.50,120.00,3.30,120.00,0.00,0.00,0.00
11.09,1.00,5.00,-24.70,11.10,-6.10,120.00,3.10,11.50,0.00,0.00,0.00
11.15,1.00,3.00,-24.50,13.50,-10.60,120.00,2.20,13.00,0.00,0.00,0.00
11.22,1.00,3.00,-25.70,16.70,-8.70,120.00,2.80,120.00,0.00,0.00,0.00
11.34,1.00,5.00,-26.00,12.70,-2.70,120.00,2.90,120.00,0.00,0.00,0.00
11.41,1.00,5.00,-29.30,13.20,1.20,120.00,3.40,120.00,0.00,0.00,0.00
11.47,1.00,5.00,-29.80,15.70,0.00,120.00,3.50,120.00,0.00,0.00,0.00
11.53,1.00,1.00,-29.80,15.70,0.00,120.00,2.80,120.00,0.00,0.00,0.00
11.60,1.00,1.00,-46.80,18.40,10.50,0.90,3.70,34.70,0.00,0.00,0.00
11.66,1.00,1.00,-62.60,27.10,10.50,1.80,3.30,11.10,0.00,0.00,0.00
11.79,0.00,1.00,-67.00,12.70,11.40,2.30,2.50,120.00,0.00,0.00,0.00
11.85,0.00,1.00,-67.40,3.40,13.50,2.10,2.10,120.00,0.00,0.00,0.00
11.91,0.00,1.00,-67.40,3.40,13.50,2.30,1.60,120.00,0.00,0.00,0.00
11.98,1.00,1.00,-68.20,-1.00,11.70,2.60,2.80,120.00,0.00,0.00,0.00
12.04,1.00,1.00,-67.30,3.90,15.40,2.30,2.30,120.00,0.00,0.00,0.00
12.10,1.00,1.00,-69.70,-2.20,12.70,3.00,2.30,120.00,0.00,0.00,0.00
12.17,1.00,1.00,-69.70,-2.20,12.70,5.90,3.00,120.00,0.00,0.00,0.00
12.23,0.00,1.00,-74.90,-24.50,-13.80,12.10,3.60,120.00,0.00,0.00,0.00
12.29,1.00,1.00,-70.30,-27.40,-15.10,11.50,2.80,120.00,0.00,0.00,0.00
12.36,1.00,1.00,-70.30,-27.40,-15.10,8.40,3.00,120.00,0.00,0.00,0.00
12.42,1.00,1.00,-67.30,-30.00,-19.40,9.00,4.00,120.00,0.00,0.00,0.00
12.48,1.00,1.00,-67.10,-28.30,-21.80,8.60,4.50,120.00,0.00,0.00,0.00
12.55,1.00,1.00,-70.30,-28.10,-23.50,7.70,4.70,120.00,0.00,0.00,0.00
12.61,1.00,1.00,-70.30,-28.10,-23.50,9.10,5.70,120.00,0.00,0.00,0.00
12.67,1.00,1.00,-69.80,-28.40,-26.30,10.00,5.90,120.00,0.00,0.00,0.00
12.74,1.00,1.00,-69.10,-30.00,-24.50,12.10,4.50,120.00,0.00,0.00,0.00
12.80,1.00,1.00,-66.70,-28.70,-23.60,11.30,5.30,120.00,0.00,0.00,0.00
12.86,1.00,1.00,-67.10,-29.50,-22.90,10.30,5.80,120.00,0.00,0.00,0.00
12.93,1.00,1.00,-57.70,-30.80,-24.50,8.80,5.10,120.00,0.00,0.00,0.00
12.99,1.00,1.00,-57.70,-30.80,-24.50,10.60,6.60,120.00,0.00,0.00,0.00
13.05,1.00,3.00,-52.90,-29.60,-27.50,18.50,7.40,120.00,0.00,0.00,0.00
13.12,1.00,3.00,-51.30,-30.60,-21.80,120.00,5.70,120.00,0.00,0.00,0.00
13.18,1.00,3.00,-48.10,-29.60,-19.70,120.00,5.50,120.00,0.00,0.00,0.00
13.24,1.00,3.00,-48.10,-29.60,-19.70,120.00,6.00,120.00,0.00,0.00,0.00
13.31,1.00,3.00,-43.80,-28.70,-16.30,120.00,6.40,120.00,0.00,0.00,0.00
13.37,1.00,3.00,-41.60,-25.30,-18.10,120.00,5.30,120.00,0.00,0.00,0.00
13.43,1.00,3.00,-41.60,-25.30,-18.10,120.00,4.30,120.00,0.00,0.00,0.00
13.50,1.00,3.00,-39.80,-24.50,-17.80,120.00,5.10,120.00,0.00,0.00,0.00
13.56,1.00,3.00,-40.70,-25.70,-19.00,120.00,6.30,13.50,0.00,0.00,0.00
13.62,1.00,3.00,-41.00,-28.30,-20.00,120.00,6.70,13.60,0.00,0.00,0.00
13.69,1.00,3.00,-40.50,-26.30,-16.70,120.00,4.80,120.00,0.00,0.00,0.00
13.75,1.00,3.00,-40.40,-25.00,-13.60,120.00,4.80,120.00,0.00,0.00,0.00
13.82,1.00,3.00,-38.00,-24.10,-15.50,120.00,6.30,19.30,0.00,0.00,0.00
13.88,1.00,3.00,-38.90,-23.50,-10.60,120.00,5.00,120.00,0.00,0.00,0.00
13.94,1.00,3.00,-39.60,-22.00,-12.90,120.00,4.70,120.00,0.00,0.00,0.00
14.01,1.00,3.00,-39.60,-24.70,-10.00,120.00,4.50,84.90,0.00,0.00,0.00
14.07,1.00,3.00,-39.60,-24.70,-10.00,120.00,4.70,120.00,0.00,0.00,0.00
14.13,1.00,3.00,-34.20,-19.40,-12.00,120.00,5.50,120.00,0.00,0.00,0.00
14.20,1.00,3.00,-34.70,-17.90,-12.30,120.00,6.40,96.80,0.00,0.00,0.00
14.26,1.00,3.00,-34.70,-17.90,-12.30,120.00,7.60,62.40,0.00,0.00,0.00
14.32,1.00,3.00,-27.70,-7.90,-13.50,120.00,9.20,14.80,0.00,0.00,0.00
14.39,1.00,3.00,-28.90,-5.80,-11.80,120.00,11.60,9.70,0.00,0.00,0.00
14.45,1.00,3.00,-29.50,-9.60,-14.20,120.00,10.30,120.00,0.00,0.00,0.00
14.51,1.00,5.00,-29.50,-9.60,-14.20,120.00,11.30,62.30,0.00,0.00,0.00
14.58,1.00,3.00,-26.90,-2.50,-30.20,127.20,20.90,62.50,0.00,0.00,0.00
14.64,1.00,3.00,-35.10,-2.40,-43.80,20.20,19.80,28.20,0.00,0.00,0.00
14.70,0.00,4.00,-35.10,-2.40,-43.80,2.40,2.30,10.20,0.00,0.00,0.00
14.77,1.00,1.00,-59.40,-20.90,-46.90,3.60,3.80,120.00,0.00,0.00,0.00
14.83,1.00,4.00,-57.90,-11.10,-53.10,3.50,3.70,8.70,0.00,0.00,0.00
14.89,1.00,4.00,-57.90,-11.10,-53.10,3.20,3.40,8.50,0.00,0.00,0.00
14.96,1.00,4.00,-50.20,-6.30,-54.40,3.10,4.40,7.90,0.00,0.00,0.00
15.02,1.00,4.00,-51.40,-2.40,-57.30,3.70,3.70,8.20,0.00,0.00,0.00
15.09,1.00,1.00,-51.40,-2.40,-57.30,5.70,3.10,120.00,0.00,0.00,0.00
15.15,1.00,1.00,-46.80,9.60,-56.40,5.80,3.10,120.00,0.00,0.00,0.00
15.21,0.00,4.00,-47.70,12.00,-55.90,4.80,3.50,120.00,0.00,0.00,0.00
15.27,1.00,1.00,-43.50,15.70,-55.30,5.10,4.40,120.00,0.00,0.00,0.00
15.34,1.00,1.00,-43.50,15.70,-55.30,5.10,5.00,120.00,0.00,0.00,0.00
15.40,1.00,1.00,-41.40,17.30,-50.80,5.60,5.00,65.30,0.00,0.00,0.00
15.46,1.00,1.00,-44.60,19.10,-51.30,4.20,5.00,20.90,0.00,0.00,0.00
15.59,1.00,1.00,-50.20,26.60,-51.40,3.60,9.70,3.70,0.00,0.00,0.00
15.65,1.00,1.00,-51.60,27.10,-51.00,4.00,9.70,3.40,0.00,0.00,0.00
15.72,1.00,1.00,-51.60,26.80,-52.00,4.10,8.10,3.70,0.00,0.00,0.00
15.78,1.00,1.00,-51.60,26.80,-52.00,4.40,7.50,6.60,0.00,0.00,0.00
15.84,1.00,1.00,-48.90,13.50,-56.70,3.40,5.40,120.00,0.00,0.00,0.00
15.91,1.00,3.00,-50.50,15.20,-55.60,4.50,5.50,120.00,0.00,0.00,0.00
15.97,1.00,3.00,-50.50,15.20,-55.60,3.90,4.80,120.00,0.00,0.00,0.00
16.03,1.00,3.00,-55.20,13.20,-57.00,3.90,4.10,120.00,0.00,0.00,0.00
16.10,1.00,1.00,-57.60,11.40,-56.40,3.20,4.10,120.00,0.00,0.00,0.00
16.16,1.00,3.00,-57.60,11.80,-56.10,3.30,3.40,120.00,0.00,0.00,0.00
16.22,1.00,1.00,-57.60,11.80,-56.10,4.00,3.50,0.70,0.00,0.00,0.00
16.29,1.00,3.00,-56.40,7.90,-56.40,4.00,4.00,120.00,0.00,0.00,0.00
16.35,1.00,3.00,-52.20,10.90,-56.70,4.90,3.90,120.00,0.00,0.00,0.00
16.41,1.00,1.00,-52.20,10.90,-56.70,5.20,2.50,120.00,0.00,0.00,0.00
16.48,1.00,3.00,-52.00,4.20,-56.10,5.50,3.60,120.00,0.00,0.00,0.00
16.54,1.00,3.00,-46.90,5.80,-55.90,6.40,3.40,120.00,0.00,0.00,0.00
16.61,1.00,3.00,-46.90,5.80,-55.90,6.70,4.20,44.50,0.00,0.00,0.00
16.67,1.00,3.00,-45.10,11.20,-54.40,21.20,5.70,120.00,0.00,0.00,0.00
16.73,1.00,3.00,-44.60,13.30,-51.00,120.00,6.10,120.00,0.00,0.00,0.00
16.80,1.00,3.00,-44.60,13.30,-51.00,120.00,6.60,120.00,0.00,0.00,0.00
16.86,1.00,3.00,-46.50,12.30,-52.80,25.10,6.20,120.00,0.00,0.00,0.00
16.92,1.00,3.00,-46.00,11.40,-51.70,120.00,6.90,120.00,0.00,0.00,0.00
16.99,1.00,3.00,-46.60,14.70,-54.00,120.00,6.70,120.00,0.00,0.00,0.00
17.05,1.00,3.00,-46.60,14.70,-54.00,120.00,6.40,120.00,0.00,0.00,0.00
17.11,1.00,3.00,-43.80,6.40,-50.50,120.00,5.90,120.00,0.00,0.00,0.00
17.18,1.00,3.00,-45.00,11.10,-51.00,88.60,6.10,120.00,0.00,0.00,0.00
17.24,1.00,3.00,-42.60,7.80,-53.40,120.00,5.90,120.00,0.00,0.00,0.00
17.30,1.00,3.00,-43.80,8.70,-51.70,78.60,6.10,120.00,0.00,0.00,0.00
17.37,1.00,3.00,-41.40,5.80,-52.90,120.00,5.30,120.00,0.00,0.00,0.00
17.43,1.00,3.00,-41.40,5.80,-52.90,120.00,6.10,120.00,0.00,0.00,0.00
17.49,1.00,3.00,-46.00,6.10,-53.50,120.00,5.20,120.00,0.00,0.00,0.00
17.56,1.00,3.00,-50.20,6.60,-53.70,117.90,5.60,120.00,0.00,0.00,0.00
17.62,1.00,3.00,-58.80,10.90,-52.20,83.50,4.50,120.00,0.00,0.00,0.00
17.68,1.00,3.00,-58.80,10.90,-52.20,120.00,4.20,120.00,0.00,0.00,0.00
17.75,1.00,3.00,-58.00,10.90,-52.60,120.00,3.40,5.00,0.00,0.00,0.00
