# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,3.00,-27.10,31.50,-46.00,11.70,13.10,14.20,11.30,11.10,-138.22
0.06,1.00,5.00,-24.80,30.30,-45.60,11.00,12.90,14.90,11.30,11.20,-137.67
0.12,1.00,3.00,-27.70,29.50,-45.90,12.00,12.70,15.40,11.20,11.20,-138.73
0.19,1.00,5.00,-27.70,29.50,-45.90,11.80,12.50,16.20,10.90,11.80,-179.92
0.25,1.00,3.00,-26.00,26.90,-46.00,11.50,11.80,17.20,10.90,12.20,139.19
0.31,1.00,3.00,-27.20,27.50,-46.90,11.00,11.60,17.70,10.80,11.40,-140.95
0.37,1.00,3.00,-27.40,28.40,-46.30,11.10,11.20,18.60,10.80,11.50,-138.12
0.44,1.00,3.00,-27.40,28.40,-46.30,10.80,10.70,17.80,10.90,11.40,-135.77
0.50,1.00,3.00,-26.60,27.40,-47.10,11.80,10.80,17.60,11.00,11.40,-137.35
0.56,1.00,3.00,-26.00,27.40,-46.00,12.30,12.00,17.40,10.90,11.40,-137.56
0.63,1.00,3.00,-24.10,27.70,-46.00,12.70,11.60,16.60,10.70,11.50,-137.73
0.69,1.00,3.00,-24.10,27.70,-46.00,12.10,11.50,16.60,0.00,0.00,0.00
0.75,1.00,3.00,-26.60,28.90,-46.00,12.20,11.70,16.40,10.70,11.50,-136.56
0.82,1.00,3.00,-26.60,28.90,-46.00,11.80,10.80,16.20,10.80,11.50,-131.62
0.88,1.00,5.00,-26.20,30.20,-46.20,13.00,11.60,16.10,10.90,11.50,-127.93
0.94,1.00,3.00,-24.80,28.40,-44.30,16.70,11.90,15.20,11.00,11.50,-126.06
1.00,1.00,3.00,-25.00,26.80,-45.10,16.90,13.30,14.70,11.50,10.70,-118.44
1.07,1.00,3.00,-24.20,24.80,-44.70,17.40,12.90,14.20,11.00,10.90,-112.18
1.13,1.00,3.00,-20.80,25.00,-44.30,17.50,14.20,13.40,11.00,10.90,-110.12
1.19,1.00,3.00,-22.90,24.50,-44.70,14.80,15.20,12.60,10.90,10.90,-109.88
1.25,1.00,3.00,-20.60,22.60,-44.00,11.50,15.80,12.00,10.30,10.40,-112.62
1.32,1.00,3.00,-20.60,22.60,-44.00,9.20,18.70,11.50,10.30,10.40,-112.62
1.38,1.00,3.00,-20.60,21.40,-43.40,10.10,20.50,11.40,9.50,10.40,-116.73
1.44,1.00,0.00,-19.90,21.80,-44.00,8.50,18.70,10.90,8.90,10.50,-117.95
1.50,1.00,3.00,-20.20,23.60,-45.90,8.00,17.30,10.90,8.50,10.50,-118.26
1.57,1.00,3.00,-19.40,25.60,-44.40,7.70,16.70,10.20,8.20,10.00,-118.38
1.63,1.00,3.00,-20.50,23.50,-44.30,6.90,12.80,10.50,8.10,9.90,-110.86
1.69,1.00,3.00,-22.10,22.90,-45.90,6.70,11.90,11.20,8.10,9.80,-103.11
1.75,1.00,3.00,-20.80,20.80,-45.00,5.90,11.30,10.40,8.10,9.80,-99.55
1.82,1.00,0.00,-20.60,22.10,-44.70,5.80,12.00,10.10,8.00,9.90,-98.33
1.94,1.00,3.00,-19.70,20.00,-41.00,4.60,14.10,10.20,7.50,9.80,-97.77
2.01,1.00,3.00,-19.70,20.00,-41.00,4.80,16.50,9.70,7.30,9.60,-99.48
2.07,1.00,3.00,-17.90,16.70,-42.20,4.60,20.60,10.40,7.40,9.30,-134.73
2.13,1.00,3.00,-17.60,16.40,-43.40,3.90,22.90,10.10,7.00,9.40,-97.34
2.20,1.00,3.00,-16.10,17.50,-41.40,3.70,21.10,9.80,7.00,9.40,-94.31
2.26,1.00,3.00,-16.90,16.40,-40.10,3.20,18.80,9.50,7.10,9.50,-89.24
2.32,1.00,3.00,-16.10,18.70,-40.10,3.60,19.50,9.20,7.20,9.40,-85.68
2.39,1.00,3.00,-16.90,18.40,-39.30,3.00,28.20,9.40,7.00,9.20,-82.89
2.45,1.00,3.00,-15.10,17.50,-42.90,4.10,27.90,9.60,7.10,9.30,-85.88
2.51,1.00,3.00,-16.10,13.30,-39.60,3.90,27.70,9.70,7.00,9.20,-80.84
2.57,1.00,3.00,-15.50,12.70,-38.70,4.30,28.30,9.50,6.90,9.10,-73.87
2.64,1.00,3.00,-16.30,14.40,-40.50,3.60,31.90,9.40,6.80,9.10,-67.98
2.70,1.00,3.00,-16.00,12.40,-39.50,4.20,36.40,9.10,6.60,9.00,-58.17
2.76,1.00,3.00,-17.60,11.40,-40.40,4.40,27.30,10.30,6.70,9.10,-58.14
2.83,1.00,3.00,-17.50,9.30,-40.50,4.20,24.20,10.50,6.70,8.90,-58.47
2.89,1.00,3.00,-17.80,7.00,-40.50,5.10,24.20,11.00,6.90,8.70,-58.40
2.95,1.00,3.00,-17.80,7.00,-40.50,5.90,21.90,10.50,6.40,9.40,-44.51
3.02,1.00,3.00,-17.90,4.20,-39.60,5.60,19.80,8.70,6.10,9.50,-43.15
3.08,1.00,3.00,-18.70,4.50,-41.10,5.60,18.70,7.30,5.70,9.50,-24.22
3.14,1.00,3.00,-19.70,2.10,-40.20,5.80,16.10,7.10,5.80,9.40,-24.30
3.21,1.00,3.00,-19.10,1.50,-40.10,6.00,15.30,6.20,5.70,9.40,-19.24
3.27,1.00,3.00,-19.10,1.50,-40.10,6.60,15.80,5.20,0.00,0.00,0.00
3.33,1.00,3.00,-23.00,-1.20,-42.00,7.00,15.70,4.90,0.00,0.00,0.00
3.39,1.00,3.00,-23.30,-1.60,-41.00,8.30,15.30,4.80,0.00,0.00,0.00
3.46,1.00,3.00,-23.80,-1.20,-41.30,9.10,16.60,4.60,0.00,0.00,0.00
3.52,1.00,3.00,-24.80,-1.60,-42.80,10.70,18.10,4.40,5.00,10.20,7.40
3.59,1.00,3.00,-24.50,-2.80,-44.30,10.70,22.30,3.40,0.00,0.00,0.00
3.65,1.00,3.00,-25.60,-2.40,-44.60,10.80,22.00,3.50,0.00,0.00,0.00
3.71,1.00,3.00,-27.20,-0.30,-44.40,9.30,28.60,3.20,4.80,10.50,0.22
3.77,1.00,3.00,-26.20,2.50,-45.10,9.40,30.30,3.70,4.80,10.30,-9.81
3.84,1.00,3.00,-26.60,-0.40,-44.30,12.70,26.30,4.10,4.80,10.40,-2.84
3.90,1.00,3.00,-26.60,-0.40,-44.30,14.70,27.10,4.20,4.60,10.50,-0.95
3.96,1.00,3.00,-29.20,-2.20,-44.00,120.00,25.30,4.10,4.40,10.80,-1.20
4.02,1.00,3.00,-29.20,-2.20,-44.00,120.00,23.70,4.00,0.00,0.00,0.00
4.09,1.00,3.00,-28.70,-1.80,-45.40,120.00,29.40,3.90,0.00,0.00,0.00
4.15,1.00,3.00,-29.80,-1.00,-47.20,120.00,39.50,4.00,0.00,0.00,0.00
