# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
4.64,-1.10,2.85,101.91,16.10,16.00,12.90
4.70,-1.01,2.95,101.95,15.90,16.30,12.60
4.77,-0.99,2.97,101.83,15.20,16.70,12.10
4.83,-0.98,3.01,101.96,16.00,16.50,12.60
4.96,-0.97,2.98,101.93,16.00,16.70,12.70
5.02,-0.98,2.88,101.78,16.10,15.90,12.30
5.09,-1.07,2.93,101.96,16.10,16.70,12.90
5.15,-1.18,2.95,102.01,15.40,17.00,12.50
5.28,-1.07,2.97,101.89,15.60,16.50,12.50
5.34,-1.05,2.97,101.99,15.20,16.40,12.50
5.40,-1.03,2.98,101.90,15.90,16.20,12.80
5.47,-1.06,2.87,101.93,15.60,16.60,12.60
5.60,-1.12,3.00,101.89,15.60,15.80,12.60
5.66,-1.04,3.04,101.91,15.90,16.50,12.20
5.72,-1.14,2.94,101.92,16.00,16.80,12.80
5.79,-1.15,2.89,101.92,16.20,17.20,12.40
5.92,-1.01,2.92,101.96,15.80,16.50,12.40
5.98,-1.09,2.95,102.06,16.00,16.50,12.30
6.04,-1.18,2.95,101.93,16.50,16.00,12.50
6.11,-1.10,2.95,102.01,15.90,16.20,12.40
6.23,-1.09,3.03,101.98,15.90,15.60,12.70
6.30,-1.07,2.89,102.02,15.40,16.30,12.10
6.36,-1.11,2.95,102.02,15.70,17.10,12.90
6.43,-0.98,3.00,101.82,15.90,16.60,12.50
6.55,-1.04,2.94,101.93,15.80,16.90,12.70
6.62,-1.08,2.97,101.97,16.10,16.30,12.10
6.68,-1.13,2.86,101.98,15.20,17.40,12.70
6.74,-1.04,2.91,101.98,15.90,16.90,12.50
6.87,-1.10,2.92,101.93,15.50,16.50,12.60
6.93,-1.15,2.97,102.01,15.70,16.40,13.10
7.00,-1.06,2.87,101.91,15.80,16.50,12.10
7.12,-1.00,3.01,101.90,15.60,16.40,12.20
7.19,-1.07,3.05,102.03,15.90,16.50,12.70
7.32,-0.92,3.00,101.91,15.60,16.40,12.20
7.38,-0.89,2.89,101.92,16.00,16.20,12.70
7.44,-1.03,2.94,101.98,15.50,16.40,12.60
7.51,-1.10,3.00,101.97,15.70,17.60,12.30
7.64,-1.13,2.93,102.08,15.40,16.70,12.70
7.70,-1.06,3.00,101.85,15.70,16.10,12.60
7.76,-1.21,2.94,101.90,15.90,16.30,12.60
7.89,3.45,4.50,102.39,15.40,16.70,12.60
7.95,8.71,3.94,101.53,15.90,15.40,12.00
8.02,9.41,2.73,98.93,16.70,14.60,12.80
8.15,14.62,-9.38,113.28,17.80,15.30,12.20
8.21,8.97,10.90,94.08,21.00,14.90,12.80
8.27,6.73,-3.42,97.75,22.10,14.90,13.50
8.34,1.31,4.95,105.63,26.80,17.80,14.60
8.47,2.29,8.64,99.88,27.50,23.10,15.80
8.53,4.79,5.97,96.93,30.90,38.70,15.50
8.59,7.51,9.94,111.74,31.60,44.20,16.30
8.66,-7.91,0.60,94.98,32.40,36.10,16.30
8.78,2.54,5.55,116.99,30.10,37.60,17.30
8.85,1.72,-8.26,97.73,20.10,31.20,20.80
8.91,-0.15,-13.71,111.50,18.50,33.70,23.40
8.97,0.83,6.82,107.92,15.60,28.20,33.10
9.10,3.67,-1.49,108.01,17.60,26.10,42.10
9.17,2.84,-14.78,104.34,21.80,30.10,48.50
9.23,-1.18,-8.87,101.10,120.00,30.10,65.50
9.36,-6.49,-4.58,106.11,120.00,26.10,96.30
9.42,-10.72,-3.31,88.20,120.00,26.10,109.50
9.48,-9.09,17.53,87.92,120.00,23.60,120.00
9.55,3.39,26.28,74.85,120.00,18.80,120.00
9.68,0.62,26.45,102.17,120.00,14.00,120.00
9.74,-2.32,12.88,105.19,120.00,11.30,86.70
9.80,5.41,-12.69,103.27,57.70,5.70,67.20
9.87,5.22,-4.18,112.33,46.50,5.60,5.10
9.99,8.30,0.10,108.86,48.20,5.60,4.40
10.06,10.33,-10.74,103.06,40.10,5.50,4.60
10.12,8.84,-3.92,103.55,39.60,5.20,5.30
10.19,10.81,-13.67,108.69,36.40,5.50,4.20
10.31,12.52,-16.67,103.98,39.70,5.60,5.00
10.38,10.33,-10.06,98.88,41.20,5.60,4.80
10.44,11.19,-10.59,108.63,39.40,5.60,4.60
10.51,7.84,-17.72,105.70,40.90,5.60,4.10
10.63,1.24,-7.26,102.42,47.70,5.60,4.40
10.70,-0.01,-12.97,102.39,46.80,5.30,4.50
10.76,-1.89,-13.48,101.94,47.70,5.70,4.30
10.82,3.88,-2.80,100.75,43.90,4.90,4.40
10.95,8.33,-3.38,105.63,42.80,5.10,4.50
11.02,7.78,-4.00,102.76,39.80,5.00,5.10
11.08,10.09,-6.13,104.16,40.30,5.20,4.50
11.14,9.86,-10.94,104.36,39.80,5.40,4.50
11.27,23.26,-7.27,106.15,34.50,5.20,4.30
11.33,13.31,-6.63,109.51,35.30,5.30,4.70
11.40,4.54,4.90,111.41,36.40,5.30,4.30
11.46,7.85,1.20,102.58,36.90,5.50,4.20
11.59,8.84,-11.03,101.93,38.50,5.40,4.90
11.65,6.60,-5.52,102.61,37.30,5.90,4.40
11.72,10.60,3.34,100.05,39.70,5.40,4.60
11.78,11.60,-9.52,103.06,37.30,5.90,4.20
11.91,11.44,-7.48,102.95,37.00,5.50,3.90
11.97,6.25,-5.41,100.96,42.20,5.50,4.30
12.04,8.33,-5.81,102.36,43.00,5.40,4.10
12.10,3.61,-11.08,102.97,45.50,5.20,4.10
12.23,0.62,-0.78,101.62,45.70,5.40,3.90
12.29,7.53,-6.31,102.61,46.90,5.80,4.30
12.35,1.57,-15.62,104.86,46.50,5.60,3.80
12.42,4.10,-3.81,102.82,51.20,5.60,3.70
12.54,5.51,-7.54,101.86,45.60,5.60,4.00
12.61,3.67,-8.42,100.32,46.70,5.60,4.40
12.67,6.21,-8.34,103.90,120.00,5.50,3.90
12.73,4.87,-6.88,101.51,45.10,5.30,4.10
12.86,4.97,-6.95,102.53,44.30,5.90,4.10
12.92,6.64,-6.13,102.68,46.70,5.80,4.30
12.99,2.97,-3.62,101.93,44.30,5.10,4.30
13.05,3.33,-5.30,101.79,43.60,5.30,4.50
13.18,4.35,-9.69,104.02,43.60,5.70,4.40
13.24,6.18,-4.35,104.00,41.90,5.70,4.00
13.30,8.34,-7.51,93.37,44.90,5.60,4.00
13.37,7.64,-10.52,104.58,37.20,5.50,4.10
13.50,6.22,-11.32,102.67,39.70,5.30,4.10
13.56,6.72,-0.03,101.10,42.60,5.20,4.60
13.62,9.50,-6.32,101.98,40.10,5.10,4.60
13.69,7.00,-3.14,102.40,38.70,5.20,4.10
13.81,5.24,-4.64,102.00,40.90,4.70,4.90
13.88,5.82,-6.02,101.54,42.90,5.00,4.60
13.94,6.23,-4.50,101.36,41.20,4.90,4.40
14.00,8.13,-7.58,103.50,37.00,5.10,3.80
14.13,6.67,-6.07,101.80,38.80,4.80,4.20
14.19,8.02,-7.69,102.47,40.30,4.70,4.70
14.25,6.83,-7.30,101.38,39.10,5.10,4.40
14.32,6.90,-4.98,104.50,39.30,4.70,4.10
14.45,3.39,-7.26,101.35,38.20,5.20,3.70
14.51,9.41,-9.30,101.26,36.70,5.20,3.80
14.57,9.08,-12.98,102.36,38.20,5.10,4.30
14.64,4.78,-7.84,101.53,40.70,5.30,4.20
14.76,5.24,-7.72,103.72,37.30,5.20,4.00
14.83,6.54,-6.44,102.43,38.20,5.00,4.20
14.89,9.11,-2.50,102.45,39.00,4.90,4.40
14.95,6.45,-1.79,102.89,40.60,5.00,4.60
15.08,6.62,-6.21,102.97,41.10,4.80,4.00
15.15,3.42,-4.11,96.37,42.40,4.80,4.40
15.21,4.98,-5.35,102.62,42.00,5.00,4.80
15.27,4.94,-3.17,102.44,41.80,5.10,4.70
15.40,4.00,-3.77,102.86,39.60,4.90,4.40
15.46,4.96,-7.57,102.56,39.80,5.10,4.00
15.53,4.34,-5.12,104.03,40.90,5.40,4.50
15.59,6.00,-2.64,102.97,41.90,5.00,4.70
15.72,4.60,-2.19,102.07,40.50,4.70,4.50
15.78,4.02,-5.66,101.28,42.60,4.80,4.10
15.85,4.59,-1.61,102.89,42.10,4.70,4.60
15.91,1.78,-5.55,100.97,41.80,4.40,4.70
16.04,3.98,-3.69,103.17,42.50,4.80,4.60
16.10,4.77,-6.44,103.20,43.50,4.70,4.40
16.17,5.23,-0.80,101.58,42.20,4.70,4.80
16.23,5.69,-3.20,102.45,44.40,4.90,4.40
16.36,3.88,-5.60,103.05,43.50,4.90,4.20
16.42,4.14,-5.50,102.83,43.40,5.00,4.60
16.48,1.82,-5.88,103.16,42.80,4.60,4.50
16.55,2.84,-8.34,102.58,41.40,5.20,4.00
16.67,4.88,-4.57,103.12,42.20,5.10,4.50
16.74,3.35,-6.37,100.99,44.70,5.10,4.30
16.80,3.53,-6.79,102.51,42.00,4.80,4.60
16.87,2.67,-7.04,102.78,41.00,4.60,4.70
16.99,2.69,-6.29,102.47,44.70,4.20,4.60
17.06,1.65,-9.16,101.95,43.90,5.20,4.40
17.12,2.17,-12.29,103.68,41.20,5.00,4.20
17.18,1.95,-3.33,100.54,41.30,5.00,4.50
17.31,1.87,-4.25,100.15,41.50,4.90,4.50
17.37,3.88,-5.57,101.35,44.70,5.50,4.40
17.44,2.39,-7.85,99.85,42.40,5.20,4.20
17.50,1.95,-6.51,104.17,40.20,4.80,4.20
17.63,2.22,-4.49,101.01,43.30,4.60,4.10
17.69,2.07,-3.75,101.71,45.40,5.50,4.40
17.76,0.06,-5.50,103.08,43.10,5.10,4.80
17.82,-0.51,-9.05,104.25,44.40,4.60,4.00
17.95,-1.44,-6.04,102.15,44.00,5.00,4.60
18.01,-1.70,-7.67,101.16,45.00,4.80,4.10
18.08,-2.43,-7.83,103.36,41.70,4.90,4.60
18.14,-1.38,-5.31,102.41,41.80,4.80,4.20
18.27,-1.61,-7.50,101.68,43.50,4.60,4.60
18.33,-2.06,-7.31,101.26,43.60,4.70,4.40
18.40,-6.66,-5.41,102.01,43.30,4.50,3.90
18.46,-4.93,-8.85,101.28,42.80,4.30,4.40
18.59,-4.71,-6.43,101.78,43.40,4.30,4.40
18.65,-2.67,-0.32,101.56,40.40,4.80,4.30
18.71,-4.54,-17.36,99.62,41.80,5.10,4.60
18.78,-0.68,-6.88,102.51,42.50,4.60,4.30
18.90,-1.39,-5.74,102.51,39.90,5.10,4.10
18.97,-4.14,-6.79,101.87,40.00,4.20,4.30
19.03,-3.92,-6.21,101.31,40.40,4.50,4.60
19.10,-1.73,-6.57,103.09,40.40,4.80,4.10
19.22,-5.59,-6.01,103.00,38.20,4.70,4.60
19.29,-4.03,-4.55,101.85,38.60,4.60,4.10
19.35,-4.94,-6.04,101.56,39.80,4.50,4.30
19.41,-5.69,-3.93,101.01,39.80,4.50,4.40
19.54,-5.41,-4.78,102.42,40.80,4.20,4.40
19.60,-4.74,-4.66,102.05,40.40,4.30,3.80
19.67,-2.11,-6.56,102.78,38.70,4.30,4.80
19.73,-5.27,-6.94,101.97,39.60,4.60,4.20
19.86,-2.45,-3.83,101.87,39.20,4.40,4.20
19.92,-1.51,-8.06,103.59,37.50,4.80,4.20
19.99,-4.94,-6.96,101.09,38.40,5.00,4.10
20.05,-3.71,-4.85,101.48,39.00,4.80,4.10
20.18,-7.20,-6.21,101.73,39.80,5.00,4.00
20.24,-5.32,-2.15,101.95,38.10,4.50,4.20
20.31,-5.09,-5.12,101.92,39.90,4.30,4.10
20.37,-4.71,-2.59,101.49,37.50,4.80,4.10
20.50,-4.55,-6.23,101.23,38.50,3.60,4.40
20.56,-5.91,-6.59,100.87,39.60,4.30,4.30
20.63,-2.93,-7.60,101.23,37.50,4.40,3.90
20.69,-1.24,-0.20,103.61,39.00,4.40,4.00
20.82,-2.78,-4.61,102.17,37.40,4.10,3.90
20.88,-2.62,-2.90,102.73,38.80,4.30,4.30
20.94,-3.74,-2.36,101.67,37.00,4.40,4.30
21.01,-4.70,-4.94,102.50,36.20,4.10,3.90
21.14,-5.90,-7.48,101.30,37.10,4.60,4.10
21.20,-3.23,-4.99,102.51,34.50,5.00,4.10
21.26,0.54,-5.24,101.59,36.10,4.30,4.40
21.33,-3.44,-2.61,102.76,33.00,4.60,4.40
21.45,-2.22,-1.68,102.46,35.60,4.60,4.60
21.52,-5.25,-8.42,100.10,34.30,4.80,3.60
21.58,-3.42,-2.07,102.37,33.90,4.80,4.50
21.64,-3.84,-0.54,102.86,36.00,5.00,4.20
21.77,-5.99,-7.91,102.46,34.50,5.20,4.30
21.83,-6.71,-2.15,104.55,35.90,4.60,4.40
21.90,-3.67,-5.15,101.73,33.90,5.00,4.40
21.96,-6.52,-5.94,100.98,33.20,5.00,4.40
22.09,-1.92,-1.72,103.50,35.10,4.80,4.30
22.15,-2.57,-8.98,102.78,33.90,5.10,4.20
22.22,-0.40,-3.08,104.98,33.30,5.10,4.40
22.28,-3.16,-1.53,103.06,33.30,4.40,4.00
22.41,-3.56,-8.13,101.25,32.70,5.00,4.40
22.47,-5.60,-1.93,103.01,31.60,4.80,3.90
22.54,-4.26,-3.85,101.73,32.00,4.50,4.50
22.60,0.03,0.14,101.85,32.90,4.20,4.00
22.73,0.60,-3.97,97.13,31.60,4.40,4.10
22.79,-1.31,-3.72,103.81,31.20,3.90,4.70
22.85,-6.55,-3.70,100.37,31.40,4.20,4.10
22.92,-5.04,-6.64,103.03,29.90,4.90,4.20
23.05,-2.48,-3.66,104.30,30.50,4.60,4.40
23.11,-2.48,-3.31,105.05,30.00,4.90,4.40
23.17,-2.24,-3.55,102.67,30.20,4.60,4.40
23.24,-2.91,-3.86,101.98,29.80,4.30,4.60
23.36,-6.21,-2.37,100.69,31.20,5.20,4.20
23.43,-6.67,-3.47,97.85,29.80,3.90,4.40
23.49,-4.64,-0.70,99.16,29.80,4.50,4.50
23.56,-2.28,-1.97,103.93,29.00,4.50,4.50
23.68,-3.15,-0.34,103.32,29.10,4.80,4.40
23.75,-2.53,3.49,102.91,28.10,4.60,4.80
23.81,-2.39,-8.03,102.31,28.40,4.50,4.70
23.87,-0.89,-2.56,104.73,28.10,4.90,4.50
24.00,2.89,-0.90,102.38,28.00,4.80,4.20
24.07,-2.69,-7.04,97.68,27.80,4.60,4.50
24.13,-1.69,-2.54,101.66,26.90,4.90,4.50
24.19,-4.57,0.07,103.03,27.10,4.20,4.40
24.32,-5.72,-0.49,98.52,26.90,5.00,4.10
24.38,-4.22,-3.75,103.39,27.70,4.80,4.20
24.45,-2.92,-1.48,101.93,26.70,5.30,4.40
24.51,-0.24,-4.88,105.39,26.60,4.40,4.50
24.64,-1.07,-2.84,100.59,26.00,4.80,4.90
24.70,-3.88,-0.90,100.52,25.80,4.40,4.30
24.77,-0.12,-2.66,101.65,25.90,4.00,4.60
24.83,-2.25,-3.33,102.72,25.70,4.50,3.90
24.96,-5.53,-4.91,100.70,25.70,4.90,3.50
25.02,-1.71,-4.87,101.95,25.70,4.50,3.90
25.09,-1.40,-1.88,101.65,25.20,5.20,4.00
25.15,-1.18,-3.57,102.77,24.80,4.80,3.80
25.28,-2.63,-4.74,101.11,24.60,4.80,4.80
25.34,-2.82,-3.55,102.68,24.80,4.10,6.60
25.41,-1.41,-2.89,102.26,24.80,4.70,8.30
25.47,0.62,-3.41,100.48,23.60,4.30,12.30
25.60,0.94,-5.60,103.99,24.00,4.80,16.90
25.66,-2.47,-0.35,98.11,23.40,4.80,22.40
25.73,1.12,-5.55,101.48,23.70,5.00,25.20
25.79,-0.27,-3.63,102.39,23.00,4.80,27.20
25.92,-0.66,-3.30,101.21,23.00,4.50,28.00
25.98,-1.53,-3.55,101.15,23.00,4.80,26.10
26.05,6.16,-0.99,98.83,23.00,4.90,31.10
26.11,-1.96,-3.80,102.25,22.80,4.60,28.20
26.24,-1.78,-3.74,102.12,23.20,4.80,27.80
26.30,-1.80,-3.60,102.07,23.10,4.10,27.20
26.36,-1.80,-3.62,102.08,22.50,4.30,27.60
26.43,-1.70,-3.71,102.09,22.40,4.60,26.90
26.56,-1.79,-3.60,102.09,22.50,4.40,26.20
26.62,-1.71,-3.58,102.04,22.80,4.40,27.20
26.68,-1.69,-3.62,102.04,23.20,4.30,28.00
26.75,-1.67,-3.64,101.99,22.70,4.10,27.80
26.87,-1.74,-3.68,102.19,23.60,5.00,27.30
26.94,-1.68,-3.67,101.97,22.70,4.50,27.50
27.00,-1.67,-3.71,101.98,23.10,4.40,27.30
27.07,-1.62,-3.75,101.96,22.80,4.10,27.00
27.19,-1.60,-3.72,101.89,22.70,4.40,28.10
27.26,-1.64,-3.80,101.99,23.00,4.20,26.80
27.32,-1.73,-3.56,102.02,22.80,4.30,27.60
27.39,-1.82,-3.77,102.01,22.60,4.20,27.00
27.51,-1.76,-3.66,102.12,22.80,4.60,28.40
27.58,-1.72,-3.64,102.12,22.90,4.40,27.40
27.64,-1.72,-3.55,102.09,23.10,4.80,28.80
27.70,-1.79,-3.61,102.09,23.10,4.50,28.10
27.83,-1.68,-3.61,101.90,22.80,4.40,27.10
27.90,-1.68,-3.70,102.12,23.20,4.20,27.00
27.96,-1.64,-3.66,102.06,22.90,4.60,29.00
28.02,-1.72,-3.74,102.00,23.00,4.50,28.10
28.15,-1.59,-3.81,102.17,22.70,3.90,28.60
28.21,-1.63,-3.70,102.09,22.40,4.50,27.20
28.28,-1.67,-3.63,102.01,22.50,4.30,27.40
28.34,-1.81,-3.76,102.01,22.60,4.30,120.00
28.47,-1.68,-3.57,101.82,22.40,4.40,27.90
28.53,-1.64,-3.63,102.09,22.50,4.30,28.40
28.60,-1.75,-3.67,101.98,23.00,4.10,28.60
28.66,-1.79,-3.59,102.08,23.00,4.90,27.60
28.79,-1.78,-3.71,102.07,22.70,4.40,27.10
28.85,-1.75,-3.58,101.95,22.60,4.30,28.20
28.91,-1.74,-3.62,102.04,22.40,4.80,28.20
28.98,-1.65,-3.60,102.15,21.90,4.60,27.90
29.11,-1.76,-3.67,102.04,22.60,4.50,25.50
29.17,-1.71,-3.68,102.00,23.60,4.00,28.90
29.23,-1.68,-3.52,102.08,22.00,4.10,27.50
29.30,-1.73,-3.58,101.95,22.90,4.50,27.70
29.43,-1.76,-3.53,102.09,22.20,4.60,29.10
29.49,-1.72,-3.60,102.01,22.60,4.70,27.90
29.55,-1.69,-3.58,102.02,22.70,4.60,28.00
29.62,-1.70,-3.58,102.00,23.30,4.10,28.30
29.74,-1.75,-3.49,102.14,22.50,4.40,28.00
29.81,-1.65,-3.57,102.09,23.20,4.60,27.40
29.87,-1.84,-3.58,102.13,22.90,4.60,27.20
29.93,-1.79,-3.67,102.07,23.00,4.80,28.00
30.06,-1.81,-3.58,102.09,23.00,4.60,27.40
30.13,-1.65,-3.65,101.98,22.80,4.10,29.40
30.19,-1.82,-3.58,102.11,22.90,4.20,28.90
30.25,-1.87,-3.53,102.08,22.80,4.40,26.60
30.38,-1.78,-3.59,102.03,22.50,4.20,26.90
30.44,-1.67,-3.61,102.06,21.50,4.30,28.10
30.51,-1.70,-3.61,102.05,22.20,4.20,27.80
30.57,-1.79,-3.61,101.95,22.30,4.30,28.30
30.70,-1.74,-3.63,102.19,22.90,4.40,27.10
30.76,-1.77,-3.69,102.04,22.50,4.70,27.90
