# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
11.28,4.68,10.57,98.71,39.6,10.6,18
11.34,3.89,-1.9,97.8,40.9,11.5,19
11.47,2.8,-3.17,95.3,40.3,11.3,18.2
11.53,7.62,-10.46,111.85,36.4,10.8,15.2
11.6,8.17,-2.55,102.42,35.3,10.5,14.4
11.66,5.36,-7.19,102.33,36.4,10.8,14.1
11.79,2.23,-12.57,101.75,37,11,12.5
11.85,2.88,-6.13,102.56,35.6,11.1,12.8
11.92,2.89,-9.74,101.81,35.9,11,12.9
11.98,4.35,-9.5,101.77,35.4,11,13.3
12.11,2.27,-9.27,101.7,36.8,11,13
12.17,0.53,-10.14,103.08,36.2,11,13.2
12.23,2.78,-7.28,101.28,35.5,10.6,13.2
12.3,3.23,-9.47,102.2,35.9,11,13.4
12.42,0.65,-10.71,102.54,34.9,11,12.8
12.49,4.07,-8.49,102.28,35.3,10.7,14.2
12.55,5.91,-6.96,101.08,34.1,10.8,14.5
12.62,3.3,-5.68,103.59,34.9,10.9,14.3
12.74,0.51,-11.22,97.76,35.7,10.9,14.5
12.81,3.49,-3.39,105.87,34.8,10.6,14
12.87,4.05,-12.77,101.57,34.4,10.6,13.5
12.93,-1.47,-14.5,102.52,33.6,10.6,13
13.06,2.74,-9.02,96.38,33,10.3,13.6
13.12,-0.4,-9.15,99.13,33.6,9.7,14
13.19,0.84,-1.28,96.27,34,9.8,14.9
13.25,5.8,-7.58,98.19,33.4,10.1,14.4
13.38,2.92,-10.57,102.59,32.2,10,14.2
13.44,2.17,-4.68,102.49,32.7,10.1,14
13.51,1.63,-1.55,97.3,33.5,9.9,13.7
13.64,2.34,-9.52,101.92,31.1,11.3,13.7
13.7,2.5,-9.23,103.54,30.7,10.6,13.3
13.76,2.67,-7.48,102.38,30.6,10.5,12.8
13.83,1.19,-11.11,104.02,30.9,10.9,13.1
13.96,2.37,-7.02,101.31,30.5,10.9,13.5
14.02,-1.2,-5.83,96.57,30.6,11.3,12.9
14.08,1.87,-9.8,104.51,29.3,11.1,12.9
14.15,0.74,-6.46,102.1,28.3,11.1,12.8
14.27,4.73,-3.59,100.66,27.9,11.1,12.9
14.34,2.37,-8.54,102.23,27.9,11.2,13.3
14.4,0.51,-7.01,101.11,27.5,11,13.8
14.47,0.2,-9.5,101.56,28.2,11.1,13.6
14.59,-0.69,-16.03,96.65,26.7,11.6,13.8
14.66,1.17,-5.35,103.44,26.3,11.8,13.1
14.72,0.22,-6.45,104.35,26.2,11.8,13.7
14.85,0.48,-5.58,102.42,24.8,11.6,13.3
14.91,1.98,-7.2,101.9,23.5,11.9,13.1
14.98,1.61,-5.25,100.31,22.1,12,13.4
15.1,1.82,-7.2,102.92,21.5,12.5,13.7
15.17,3.09,-3.08,104.19,20.6,13.1,13.7
15.23,0.95,-2.01,100.9,20.4,13,13.7
15.29,-0.31,-6.41,102.36,20.2,13.6,13.7
15.42,-2.18,2.34,98.28,20,13.6,14.1
15.49,-3.8,-1.59,106.69,19.4,14.6,14
15.55,2.15,-10.33,103.7,19.7,15.7,14
15.61,1.67,-10.86,103.46,19.1,16.1,13.5
15.74,-2.2,-4.52,101.43,18.7,16.3,13.7
15.8,1.86,-0.62,102.53,19.1,15.3,13.5
15.87,3.27,-4.03,103.92,18.2,14.6,13.5
15.93,9.89,-4.32,109.41,18.6,10.3,13
16.06,5.24,0.95,104.56,17.3,11.3,13.8
16.12,2.19,-8.84,101.12,16.6,12.1,13.3
16.18,4.45,-4.8,105.71,17.1,16.7,13.5
16.25,-4.9,-7.78,100.68,16.4,21.8,13.2
16.38,-1.91,-3.86,103.95,15.8,23.5,14.4
16.44,-13.98,-4.69,93.66,15.1,26.2,14.1
16.5,4.35,-3.64,102.83,14.3,25.6,14.5
16.57,-1.76,-7.5,103.85,14.5,28.3,14.4
16.7,-2.37,-2.97,101.72,14.3,29.6,14.3
16.76,-2.17,-2.68,101.92,13.9,28.7,14.9
16.82,-2.23,-2.61,101.93,14.6,28.4,14.5
16.89,-2.12,-2.73,101.78,14.2,28.1,14.5
17.01,-2.19,-2.78,101.9,13.9,29.6,14.6
17.08,-2.11,-2.58,101.68,13.6,28.4,14.6
17.14,-2.06,-2.63,101.79,13.9,29.4,15.1
17.2,-2.19,-2.67,101.81,14.2,28.9,14.6
17.33,-2.1,-2.62,101.8,14.1,29,15
17.4,-2.16,-2.64,101.76,14.1,28.7,14.6
17.46,-2.12,-2.64,101.82,14.6,28.6,14.3
17.52,-2.07,-2.62,101.78,13.8,29.3,14.4
17.65,-2.15,-2.72,101.8,14.6,29,14.9
17.71,-2.2,-2.76,101.82,14.7,28.3,15
17.78,-2.09,-2.67,101.7,14.2,28,14.7
17.84,2.43,-2.02,102.8,14.7,27.2,14.4
17.97,-5.17,5.27,101.66,14.4,28,15
18.03,-2.44,-2.59,101.78,14.5,29.3,14.9
18.1,-1.64,-3.39,102,13.9,28,14.6
18.16,-3.11,-2.09,101.73,14,29.8,14.3
18.29,-1.02,-2.34,102.07,14.2,28.5,14.4
18.35,-30.54,-3.68,104.79,14.5,27.9,14
18.41,-7.82,9.58,102.49,13.8,27.4,15.2
18.48,-1.76,-7.24,101.87,13.5,28.9,15.3
18.61,-0.12,-1.21,88.17,11.9,19.1,15.2
18.67,5.69,-4.44,109.48,13,12.8,14.5
18.73,3.78,-8.94,103.77,13.2,10,14.1
18.8,-1.93,-8.5,104.57,14,9.4,13
18.92,-4.16,-12.51,102.06,13.8,9.2,13.4
18.99,7.15,-5.2,104.35,14.2,8.8,13.3
19.05,2.24,-7.34,112.58,15.2,7.7,12.2
19.12,10.11,-11.49,102.08,16.1,7.9,11.9
19.24,15.97,-6.46,102.04,16.8,7.3,11.9
19.31,12.12,-6.69,102.08,17.6,6.5,11.8
19.37,10.49,-9.17,101.84,19.8,6,10.7
19.43,8.59,-7.28,100.02,19.9,6.2,10.8
19.56,4.44,-8.95,102.94,21.2,6.3,10.6
19.63,3.89,-10.58,98.72,23,6.2,10.3
19.69,1.63,-8.01,99.4,24.6,6.3,10.4
19.75,0.13,-16.82,112.85,28.4,6,10.3
19.88,1.97,-5.44,94.34,27,5.7,11.6
19.94,4.3,-5.46,100.81,31.5,5.3,10.7
20.01,8.75,-10.82,97.83,35.3,5.7,10.2
20.07,4.94,-10.25,115.43,33.9,5.8,9.8
20.2,5.58,-2.62,100.91,32.6,6.1,9.3
20.26,3.93,-12.69,102.13,33.2,5.9,9.7
20.33,6.14,-3.8,94.56,36,5.9,10.1
20.39,0.4,-6.52,102.87,35.5,5.4,10.2
20.52,-2.13,-4.88,99.14,36.3,5.8,10.2
20.58,3.46,-11.8,103.58,37.8,5.9,9.3
20.65,-0.27,-10.73,103.49,36.6,5.5,10
20.71,-2.12,-8.96,104.09,37.8,5.5,10.8
20.84,0.12,-5.1,96.66,37,5.2,11.6
20.9,-5.43,-10.1,104.85,36.7,4.7,11.7
20.97,-2.47,-9.55,102.61,37.6,5.5,11.3
21.03,-2.29,-12.45,101.63,37.7,4.7,11
21.16,-5.34,-10.3,95.39,36.4,4.9,11.4
21.22,-1.98,-12.18,104.28,37.6,4.8,11.7
21.28,-4.9,-5.28,101.32,37,4.8,12
21.35,-1.67,-12.58,101.17,35.8,4.8,12.3
21.48,-4.98,-14.83,99.65,120,5.3,11.6
21.54,-2.49,-12.02,102.6,31.7,5,11.2
21.6,-2.28,-7.07,102.89,30.6,5,11.7
21.67,-2.57,-12.07,98.73,29.4,5.3,11.5
21.8,-1.42,-9.53,102.54,28,5,11.6
21.86,-3.41,-11.69,103.46,28.2,5.6,11.2
21.92,-4.22,-11.66,103.67,28,5.5,12.1
22.05,-2.4,-10.18,102.99,27.5,5.2,12.2
22.11,-0.03,-10.59,103.27,26.7,5.5,12.1
22.18,-4.65,-9.47,98.42,26.1,5.7,12.8
22.24,-2.81,-13.95,102.17,26.5,5.8,12.4
22.37,-1.14,-8.51,102.29,24.9,5.1,12.1
22.43,-1.87,-14.32,101.24,24,5.8,12.9
22.5,-2.35,-12.23,102.28,24.3,5.7,13
22.56,-1.03,-8.12,100.67,23.4,6.1,14.6
22.69,-2.42,-11.57,101.89,21.6,6,14.7
22.75,-0.15,-8.89,101.78,22.6,6.1,15.9
22.82,1.59,-10.22,102.04,22.6,5.9,17.1
22.88,-2.04,-12.66,101.21,22.9,6,18.1
23.01,-2.83,-8.45,101.53,22.6,6.2,19
23.07,-0.76,-11.33,101.12,23.6,6.2,18.7
23.14,-2.08,-10.93,101.55,24,5.8,19.8
23.2,-1.44,-11.16,101.73,23.7,6.2,18.9
23.33,0.24,-11.17,102.31,23.7,5.9,19.2
23.39,-3.75,-13.7,102.94,24.8,5.7,17.4
23.46,0.35,-12.26,102.48,24.4,6.1,17.1
23.52,1.32,-14,101.7,25,5.5,17.2
23.65,-4.05,-10.93,104.11,26.4,5.3,14.4
23.71,-2.66,-8.01,99.79,26.9,5.3,14.9
23.77,-3.99,-11.77,100.99,27.2,5.7,14.2
23.9,0.1,-9.99,101.98,27.1,5.2,14.7
23.97,-0.01,-9.82,102.15,26.8,4.9,14
24.03,-0.91,-8.55,101.81,26.8,5.4,14.4
24.09,3.23,-9.71,102.43,26.7,5.5,14.6
24.22,-0.29,-9.48,101.46,27.9,5.1,14.9
24.29,-0.63,-9.41,101.81,28,5.6,15.5
24.35,-1.3,-8.73,101.59,28.2,5.1,15.3
24.41,0.07,-10.86,101.54,28,5.3,15.2
24.54,-0.57,-10.63,102.03,27.6,5.1,14.6
24.6,-5.24,-8.58,100.68,27.7,5,15.5
24.67,-2.46,-8.14,100.96,28.7,5.2,16
24.73,-5.32,-6.48,102.05,28.5,5.3,16.6
24.86,0.92,-14.15,101.7,26.8,5.9,16.5
24.92,-2.74,-10.38,101.95,27.6,5.8,18.1
24.99,-1.48,-9.82,101.81,27.6,5.3,18.2
25.05,-5.78,-10.53,102.17,29.9,5.5,20.1
25.18,-5.69,-10.69,103.08,29.7,5,22.4
25.24,-0.74,-5.07,101.11,30.1,5.3,24.9
25.31,-1.88,-7.84,102.74,29.2,5,22.1
25.37,-2.53,-9.81,101.73,28.6,5.4,21.8
25.5,-3.68,-9.69,101.4,27.8,5.1,21.7
25.56,0.73,-8.94,101.51,27.8,5.4,24
25.63,1.59,-8.11,102.53,27.4,5.5,22.7
25.69,2.27,-13.19,102.4,26.7,5.3,22.5
25.82,-1.34,-7.06,102.37,25.5,5.4,19.1
25.88,-3.53,-8.58,100.21,25.6,5.5,17.1
25.95,-2.09,-10.41,102.65,25.9,5.5,17.1
26.01,-0.99,-7.84,100.04,25.2,5.4,18.8
26.14,2.28,-4.52,102.16,25.4,5.8,24.8
26.2,1.68,-4.3,104.14,25.3,5.3,26.7
26.27,0.1,-8.58,101.77,24.9,5.7,27.1
26.33,-0.7,-6.28,100.82,26.6,5.3,32.1
26.46,-1.51,-4.47,101.39,26.6,5.3,33.9
26.52,-2.28,-1.93,98.66,28,4.8,35.4
26.58,-5.11,-7.37,98.36,27,5.4,35.1
26.65,-2.84,-8.09,101.94,27.3,4.8,35.6
26.78,0.37,-9.32,102.5,27,4.8,36.1
26.84,2.09,-5.98,100.46,27.5,5,35.9
26.9,0.4,-9.27,101.67,27.9,4.7,35
26.97,-3.85,-7.61,102.17,28.7,5.1,35.1
27.1,-1.05,-10.93,101.21,28.6,5.5,33.4
27.16,4.21,-3.17,105.78,28.7,5.3,33.7
27.22,-1.82,-3.45,109.65,29.9,5.2,29.1
27.29,-4.73,-6.5,102.22,30.4,5.2,23.8
27.42,-7.19,-13.88,96.77,30.6,5.1,21.8
27.48,-5.9,-7.99,100.72,29.4,4.9,21.2
27.54,1.85,-10.5,102.81,29.1,5.1,18.3
27.61,0.52,-7.87,102.39,29.2,5.2,19
27.73,-4.32,-8.82,105.27,28.5,5.4,17.8
27.8,-5.21,-8.18,101.6,29,5.2,16.4
27.86,-3.16,-9.44,99.78,28.7,5.4,16.9
27.93,-2.13,-7.25,102.62,29.9,5.4,16.9
28.05,-3.12,-5.26,101.74,29.5,5.7,17.9
28.12,-1.49,-7.87,102.88,29,5.6,16.8
28.18,-2.93,-6.79,101.74,28.8,5.6,16.2
28.25,-2.91,-6.85,101.72,28.7,5,17.2
28.37,-2.87,-6.79,101.86,29.4,5.3,16.7
28.44,-2.99,-6.79,101.68,28.9,5.7,16.6
28.5,-2.97,-6.82,101.84,29,5.4,16.7
28.56,-2.92,-6.68,101.79,28.3,5.4,16.1
28.69,-2.98,-6.82,101.78,28.6,5.5,16.6
28.76,-2.92,-6.76,101.73,28.8,5.2,16.8
28.82,-2.95,-6.75,101.83,28.5,5.7,16.9
28.88,-2.95,-6.84,101.77,29,5.4,17.1
29.01,-2.92,-6.71,101.79,28.5,5.7,16.8
29.07,-3.43,-9.55,103.1,29,5.5,17.2
29.14,3.95,-4.43,98.9,30.9,5.5,19
29.2,-3.19,-2.33,100.63,32.6,4.9,18.7
29.33,3.05,-11.33,100.64,30,4.9,14.2
29.39,-1.14,-17.16,104.9,29.9,4.8,13.4
29.46,1.03,-13.71,105.04,29.5,5.2,12.6
29.52,0.25,-14.99,101.1,28.8,4.8,12.7
29.65,4.65,-13.05,102.8,29,5,12
29.71,-1.9,-9.62,102.5,30.2,4.7,10.9
29.78,-0.78,-9.23,100.01,30.8,5,11
29.84,-0.14,-10.78,102.3,30.8,5.1,10.5
29.97,2.37,-10.49,101.89,30.8,5.4,10.7
30.03,3.5,-11.41,101.99,31.5,4.8,11.1
30.1,-0.04,-6.81,100.57,31.8,5,11.4
30.16,-0.99,-2.16,99.42,33.5,4.7,12.2
30.29,0.7,-6.23,101.09,33.4,5.5,11.8
30.35,2.12,-5.48,100.92,33.2,5.2,11.8
30.42,1.21,-11.64,102.65,31.2,4.8,11.4
30.48,0.23,-9.88,101.65,31,4.9,11.6
30.61,1.87,-8.41,102.59,31.9,5.1,12
30.67,3.91,-9.44,102.22,31.5,5.6,11.5
30.73,11.57,-9.67,102.61,32.3,5.2,11.4
30.8,1.28,-7.35,101.74,31.6,5.4,10.8
30.93,-5.92,-9.81,102.88,33.7,5.7,10.2
30.99,-1.89,-10.03,101.93,33.3,5.9,10.3
31.05,2.29,-9.47,101.22,33,5.6,10.2
31.12,0.25,-9.42,101.48,33.3,5.5,10.5
31.24,1.08,-10.03,102.45,33.3,5.5,10.2
31.31,0.38,-7.62,101.84,33.9,6.1,10.4
31.37,0.25,-9.43,102.31,33.9,5.6,10
31.44,2.98,-7.51,103.29,34.2,5.5,10.6
31.56,1.48,-9.06,100.42,33.3,5.3,10.2
31.63,2.03,-10.75,101.41,32.7,5.8,10.8
31.69,0.82,-8.87,101.91,32.1,5.6,11.1
31.75,-1.41,-9.45,102.34,32.3,6.1,10.7
31.88,-3.49,-8.65,95.84,31.4,5.3,11.3
31.95,1.9,-9.36,101.57,31.1,5.1,11.5
32.01,0.99,-6.92,102.18,31.7,5.9,11.6
32.07,-1.17,-7.15,101.92,32.1,5.5,11.7
32.2,1.92,-12.76,102.48,32.9,5.2,11.5
32.27,-0.87,-5.46,101.59,34.6,5.6,12.3
32.33,1.86,-5.66,101.86,33.9,5.5,12.3
32.46,0.68,-9.41,102.28,33.8,5.7,12.5
32.52,4.67,-16.11,101.93,32.7,5.2,11.3
32.58,0.61,-10.05,99.61,32.7,5.7,11.2
32.64,0.93,-7.8,101.79,31.9,5.2,10.8
32.77,5.45,-9.59,97.51,31.2,5.2,10.7
32.84,7.35,-14.37,102.17,31.3,5.2,10.2
32.9,9.53,-14.26,102.7,33.2,5.6,10.6
32.96,1.01,-11.69,91.16,35.4,5.5,10.2
33.09,4.03,-2,105.04,36.2,5.3,10
33.15,7.57,-24.36,92.7,33.6,6,9.7
33.22,5.44,-17.99,97.83,30.8,5.7,9.6
33.34,-1.04,-10.11,102.75,28,6.1,9.5
33.41,1.05,-2.91,111.9,23.9,6.1,9.9
33.47,6.24,-8.72,102.28,21.1,6.2,9.8
33.53,6.59,-6.81,102.84,17.5,6.4,10
33.66,9.93,-4.38,97.71,16.8,6.5,10.5
33.73,8.27,-12.7,108.61,16.5,6.9,9.9
33.79,9.25,-13.29,118.16,14.9,7.2,9.1
33.85,10.35,-16.08,99.69,15.2,7.3,10.2
33.98,-1.56,-14.2,101.51,12.8,7.9,11.2
34.04,-3.62,4.05,102,13.2,8.2,11.5
34.11,0.81,-7.48,100.93,12.6,8.6,11.4
34.17,8.39,-16.98,100.89,10.8,8.8,12.7
34.3,3.06,-2.91,114.29,9.5,9.1,14.2
34.36,-1.9,-8.46,107.8,10.1,10.9,14.2
34.42,3.9,-0.66,101,9.3,12.3,14.2
34.55,-0.62,3.96,119.85,10.1,28,15.6
34.61,-4.73,-10.96,102.2,10.1,26.9,15.5
34.68,-2.17,-12.39,99.52,9.8,22.3,17.9
34.74,0.11,-6.99,98.47,10,18.6,21.2
34.87,1.94,-12.5,96.63,10.2,13.9,21.6
34.93,-9.52,5,104.69,9.8,14.4,34.6
34.99,-6.32,-8.16,106.64,11.3,14.8,38.3
35.06,-1.29,-9.42,95.74,14.4,14.4,42.3
35.19,-1.48,5.19,100.54,22.9,14.5,53.5
35.25,1.32,-10.14,101.18,24.3,14.2,120
35.31,5.24,-3.03,107.31,25.1,14.2,45.7
35.38,4.8,-10.18,101.2,26.3,13.6,120
35.5,2.11,0.38,100.03,26.9,12.9,41.9
35.57,1.79,0.93,102.82,28,12.9,49.1
35.63,4.64,-4,102.33,28.1,12.5,43.8
35.7,2.14,3.28,98.17,17.4,11.6,49.4
35.82,5.48,-1.58,103.07,14.3,11.7,47.7
35.89,3.36,3.54,99.96,12.9,10.9,46.7
35.95,0.31,6.67,107.43,12.3,10.3,31.2
36.02,-5.83,-0.67,103.52,14.3,10.6,28.1
36.14,-3.59,4.86,102.59,14.6,10.4,27.4
36.21,1.29,-2.25,101.68,14.2,10.3,120
36.27,-3.21,4.11,101.03,14.3,10.6,27.3
36.33,6.01,-9.56,104.32,18.4,10.6,20.2
36.46,-1.04,3.39,101.46,25.6,10.8,17.2
36.53,0.81,4.88,104.77,30.4,10.6,15.7
36.59,-1.78,-8.4,99.14,31.7,10.3,16.3
36.65,-5.98,0.11,102.91,31.1,9.7,16.5
36.78,3.11,3.5,101.32,30.1,10.4,17.1
36.84,1.81,-3.87,103.45,31.2,10.5,17.1
36.91,-0.16,3.94,97.6,30.3,10.2,17.8
37.04,1.4,-1.47,105.5,29.5,10.5,17.6
37.1,1.03,-4.61,103.99,28.4,11.1,17.1
37.16,-1.51,2.06,108.54,27.3,11.7,18.6
37.23,-0.28,-7.7,101.42,25,12.2,18.1
37.36,-3.02,10.41,101.01,24.4,12.8,18.6
37.42,-2.26,-7.31,103.61,20.8,13.1,17.2
37.48,-3.24,-1.93,104.45,19.3,13.1,17.4
37.55,-3.95,-5.22,99.96,19,13.5,18.7
37.67,-1.76,-3.14,105.64,18.9,13.1,19.7
37.74,-5,-1.64,102.7,19.2,13.6,19.7
37.8,-2.92,0.43,101.35,19.3,13.6,20.6
37.87,-3.09,-3.09,102.24,20.1,13.6,22.7
37.99,-4.8,-1.02,102.78,19.1,13.7,22.3
38.06,-6.16,-0.6,102.62,19.1,13.5,21.1
38.12,-5.9,-5.6,101.2,19,13.8,24.3
38.19,-5.29,3.16,102.67,21.8,13.4,30.3
38.31,-4.27,4.97,102.47,22.8,13.2,37.1
38.38,-5.4,-0.85,102.22,20,14,36.7
38.44,-7.4,-1.21,99.8,20.1,14,37.8
38.51,-0.31,-2.86,105.02,20.5,14.1,41
38.63,-1.56,-5.13,103.86,21.1,14.3,44.5
38.7,-2.24,-5.4,103.11,21.3,14.2,48.7
38.76,-2.48,-1.81,102.84,22.5,14.4,47.2
38.82,-7.31,-7.87,100.3,22.1,14.1,51.1
