# time (s), x(cm), y(cm), Turning Angle
0,8.4,9.9,-122.69
0.08,8.5,9.8,-120.94
0.14,8.3,9.9,-120.04
0.2,8.1,9.8,-119.48
0.27,7.9,9.8,-117.83
0.33,7.7,9.7,-117.65
0.39,7.6,9.7,-115.79
0.46,7.5,9.7,-115.47
0.52,7.4,9.7,-115.1
0.58,7.3,9.7,-115.13
0.64,7.2,9.7,-115.35
0.71,7.1,9.6,-115.46
0.77,7,9.6,-115.89
0.83,7,9.5,-115.31
0.9,6.9,9.5,-114.8
0.96,6.9,9.4,-114.63
1.02,6.8,9.4,-113.74
1.09,6.8,9.4,-113.07
1.15,6.7,9.3,-113.35
1.21,6.7,9.3,-111.53
1.27,6.6,9.3,-111.41
1.34,6.6,9.3,-110.62
1.4,6.6,9.3,-110.76
1.46,6.6,9.3,-110.7
1.53,6.6,9.3,-110.61
1.59,6.6,9.3,-110.32
1.65,6.6,9.3,-110.28
1.72,6.6,9.3,-110.36
1.78,6.6,9.3,-109.82
1.84,6.6,9.2,-109.34
1.91,6.6,9.2,-109.51
1.97,6.6,9.2,-109.58
2.03,6.6,9.2,-109.71
2.09,6.5,9.2,-109.95
2.16,6.5,9.2,-110.32
2.22,6.5,9.1,-110.28
2.28,6.4,9.1,-109.88
2.35,6.3,9.1,-110.02
2.41,6.2,9.1,-109.75
2.47,6.1,9.1,-109.73
2.54,6,9.1,-110.22
2.6,5.9,9,-110.84
2.66,5.8,9,-111.37
2.73,5.7,9,-112.88
2.79,5.6,8.9,-114.01
2.85,5.5,8.9,-115.64
2.92,5.5,8.8,-117.28
2.98,5.4,8.7,-118.78
3.04,5.3,8.6,-120.58
3.1,5.3,8.6,-121.97
3.17,5.2,8.5,-123.22
3.23,5.1,8.4,-124.46
3.29,5,8.3,-125.8
3.36,4.9,8.3,-127.03
3.42,4.9,8.2,-127.95
3.48,4.8,8.1,-129.03
3.55,4.8,8,-130.09
3.61,4.7,7.9,-131.81
3.67,4.7,7.9,-132.58
3.73,4.7,7.8,-133.41
3.86,4.5,7.7,-135.37
3.92,4.5,7.6,-136.73
3.99,4.4,7.6,-137.98
